,Official_Money_RANK THIS WEEK,Official_Money_RANK LAST WEEK,Official_Money_PLAYER NAME,Official_Money_EVENTS,Official_Money_MONEY,Official_Money_YTD VICTORIES
52,53,53,Paul Goydos,25,"$1,619,918",
53,54,54,Tim Petrovic,31,"$1,551,866",
54,55,55,Brandt Snedeker,26,"$1,483,557",
55,56,56,Troy Matteson,30,"$1,466,070",1.0
56,57,57,George McNeill,26,"$1,439,220",
57,58,58,John Merrick,28,"$1,438,892",
58,59,59,Nathan Green,30,"$1,436,342",1.0
59,60,60,Bubba Watson,24,"$1,430,244",
60,61,61,Bill Haas,29,"$1,425,418",
61,62,62,Brett Quigley,28,"$1,412,780",
62,63,63,Bryce Molder,21,"$1,381,211",
63,64,64,Charlie Wi,28,"$1,375,096",
64,65,65,Martin Laird,24,"$1,349,354",1.0
65,66,66,D.A. Points,29,"$1,320,021",
66,67,67,Jonathan Byrd,25,"$1,316,771",
67,68,68,Vijay Singh,21,"$1,276,815",
68,69,69,Jason Day,18,"$1,251,219",
69,70,70,Webb Simpson,30,"$1,249,674",
70,71,71,Jeff Klauk,29,"$1,243,696",
71,72,72,J.B. Holmes,25,"$1,219,534",
72,73,73,Kevin Sutherland,27,"$1,218,605",
73,74,74,Sergio Garcia,17,"$1,212,522",
74,75,75,Fred Couples,16,"$1,197,971",
75,76,76,Jeff Overton,28,"$1,193,346",
76,77,77,Freddie Jacobson,25,"$1,189,995",
77,78,78,Briny Baird,28,"$1,186,982",
78,79,79,Vaughn Taylor,28,"$1,178,282",
79,80,80,J.J. Henry,28,"$1,161,641",
80,81,81,Jason Bohn,25,"$1,159,936",
81,82,82,Woody Austin,24,"$1,137,331",
82,83,83,Justin Rose,22,"$1,125,518",
83,84,84,Mathew Goggin,26,"$1,118,845",
84,85,85,Boo Weekley,22,"$1,107,448",
85,86,86,Bob Estes,23,"$1,079,929",
86,87,87,D.J. Trahan,30,"$1,078,256",
87,88,88,Nick O'Hern,27,"$1,074,215",
88,89,89,Greg Chalmers,26,"$1,058,286",
89,90,90,Scott Piercy,28,"$1,032,716",
90,91,91,Kevin Streelman,29,"$1,007,444",
91,92,92,Scott McCarron,27,"$980,819",
92,93,93,K.J. Choi,22,"$968,506",
93,94,94,Rod Pampling,23,"$956,897",
94,95,95,Alex Cejka,25,"$953,664",
95,96,96,James Nitties,27,"$931,532",
96,97,97,Kevin Stadler,20,"$925,514",
97,98,98,Michael Letzig,28,"$896,478",
98,99,99,Lee Janzen,23,"$871,187",
99,100,100,Ted Purdy,30,"$838,707",
100,101,101,Aaron Baddeley,23,"$837,065",
101,102,102,Bill Lunde,27,"$825,691",
102,103,103,Daniel Chopra,28,"$814,331",
103,104,104,James Driscoll,17,"$807,578",
104,105,105,Ben Curtis,18,"$799,524",
105,106,106,Andres Romero,20,"$789,305",
106,107,107,Mark Calcavecchia,23,"$787,346",
107,108,108,Adam Scott,19,"$783,138",
108,109,109,Greg Owen,30,"$763,517",
109,110,110,Michael Allen,22,"$741,066",
110,111,111,Matt Bettencourt,31,"$740,037",
111,112,112,Harrison Frazar,28,"$738,615",
112,113,113,Chris Stroud,28,"$735,019",
113,114,114,Tom Watson,2,"$732,603",
114,115,115,Michael Bradley,17,"$727,788",1.0
115,116,116,Cameron Beckman,26,"$726,705",
116,117,117,Jeff Quinney,26,"$718,950",
117,118,118,Ryuji Imada,25,"$706,394",
118,119,119,Richard Johnson,26,"$687,077",
119,120,120,Ricky Barnes,23,"$684,863",
120,121,121,Roland Thatcher,16,"$681,631",
121,122,122,Rich Beem,26,"$676,899",
122,123,123,Nicholas Thompson,31,"$675,178",
123,124,124,Steve Flesch,27,"$668,052",
124,125,125,Jimmy Walker,24,"$662,683",
125,126,126,Will MacKenzie,24,"$659,686",
126,127,127,Robert Garrigus,25,"$657,204",
127,128,128,Jeff Maggert,28,"$651,384",
128,129,129,Chris Riley,22,"$630,417",
129,130,130,David Duval,22,"$623,824",
130,131,131,Tim Herron,27,"$619,843",
131,132,132,Joe Ogilvie,29,"$613,700",
132,133,133,Todd Hamilton,29,"$605,225",
133,134,134,Matt Jones,17,"$593,313",
134,135,135,Chris DiMarco,29,"$584,075",
135,136,136,Carl Pettersson,29,"$564,605",
136,137,137,Stuart Appleby,25,"$562,837",
137,138,138,Matt Weibring,22,"$542,066",
138,139,139,Brendon de Jonge,29,"$536,696",
139,140,140,Tom Pernice Jr.,26,"$536,598",
140,141,141,Spencer Levin,25,"$531,240",
141,142,142,Tom Lehman,16,"$515,450",
142,143,143,Tommy Armour III,19,"$503,306",
143,144,144,Aron Price,27,"$487,454",
144,145,145,Rocco Mediate,22,"$484,757",
145,146,146,Chez Reavie,27,"$477,766",
146,147,147,Charles Warren,20,"$475,726",
147,148,148,Corey Pavin,23,"$474,526",
148,149,149,Cliff Kresge,28,"$464,401",
149,150,150,Ryan Palmer,26,"$454,510",
150,151,151,Glen Day,26,"$445,720",
151,152,152,Dean Wilson,29,"$442,600",
152,153,153,Johnson Wagner,26,"$434,571",
153,154,154,Leif Olson,21,"$412,966",
154,155,155,Jason Gore,24,"$408,811",
155,156,156,Trevor Immelman,13,"$395,244",
156,157,157,Billy Mayfair,28,"$392,068",
157,158,158,Ken Duke,29,"$382,826",
158,159,159,Casey Wittenberg,25,"$376,076",
159,160,160,David Mathis,27,"$364,959",
160,161,161,Tag Ridings,16,"$363,597",
161,162,162,Mathias Grönberg,13,"$354,163",
162,163,163,Brad Adamonis,25,"$333,971",
163,164,164,Peter Lonard,30,"$333,825",
164,165,165,Steve Lowery,27,"$329,114",
165,166,166,Jonathan Kaye,17,"$327,408",
166,167,167,Bart Bryant,17,"$326,590",
167,168,168,Scott Sterling,16,"$318,597",
168,169,169,Bob Heintz,20,"$312,699",
169,170,170,Kris Blanks,20,"$307,130",
170,171,171,Kent Jones,24,"$301,879",
171,172,172,J.P. Hayes,15,"$300,102",
172,173,173,Tim Wilkinson,14,"$297,008",
173,174,174,Patrick Sheehan,15,"$283,119",
174,175,175,Jarrod Lyle,21,"$275,195",
175,176,176,Parker McLachlin,25,"$275,033",
176,177,177,Brandt Jobe,8,"$265,841",
177,178,178,Aaron Watkins,18,"$263,969",
178,179,179,Mark Brooks,17,"$263,074",
179,180,180,Shaun Micheel,16,"$257,590",
180,181,181,Shigeki Maruyama,5,"$256,331",
181,182,182,Joe Durant,20,"$250,720",
182,183,183,Steve Elkington,23,"$243,404",
183,184,184,Jay Williamson,22,"$240,574",
184,185,185,José María Olazábal,4,"$239,629",
185,186,186,Brendon Todd,21,"$203,841",
186,187,187,Dicky Pride,10,"$202,580",
187,188,188,Darron Stiles,20,"$199,385",
188,189,189,Brian Vranesh,20,"$198,567",
189,190,190,Marc Turnesa,30,"$197,069",
190,191,191,Frank Lickliter II,14,"$183,419",
191,192,192,Scott Gutschewski,19,"$183,375",
192,193,193,Colt Knost,24,"$180,754",
193,194,194,Omar Uresti,9,"$166,649",
194,195,195,Garrett Willis,6,"$164,905",
195,196,196,Dudley Hart,13,"$158,399",
196,197,197,Greg Kraft,21,"$156,686",
197,198,198,Kirk Triplett,20,"$155,480",
198,199,199,John Huston,13,"$135,476",
199,200,200,Michael Sim,3,"$130,188",
200,201,201,Peter Tomasulo,25,"$128,706",
201,202,202,Tommy Gainey,15,"$128,347",
202,203,203,Derek Fathauer,25,"$125,305",
203,204,204,Gary Woodland,18,"$121,031",
204,205,205,"David Berganio, Jr.",15,"$115,517",
205,206,206,Paul Stankowski,9,"$90,445",
206,207,207,Wil Collins,18,"$84,569",
207,208,208,Eric Axley,30,"$83,152",
208,209,209,Arjun Atwal,12,"$76,676",
209,210,210,Guy Boros,7,"$74,440",
210,211,211,Ronnie Black,3,"$72,478",
211,212,212,Chris Smith,3,"$71,425",
212,213,213,Sandy Lyle,2,"$71,400",
213,214,214,Neal Lancaster,6,"$69,774",
214,215,215,John Daly,6,"$68,815",
215,216,216,Rick Price,21,"$66,689",
216,217,217,Skip Kendall,3,"$62,700",
217,218,218,Carlos Franco,10,"$60,261",
218,219,219,Jesper Parnevik,14,"$58,712",
219,220,220,James Oh,21,"$57,271",
220,221,221,Brad Faxon,23,"$57,213",
221,222,222,Chris Couch,8,"$56,665",
222,223,223,Notah Begay III,15,"$54,645",
223,224,224,Bob Tway,13,"$54,358",
224,225,225,Loren Roberts,3,"$51,257",
225,226,226,Jeff Sluman,2,"$50,400",
226,227,227,Jay Delsing,7,"$49,860",
227,228,228,Len Mattiace,1,"$49,743",
228,229,229,Arron Oberholser,4,"$48,017",
229,230,230,Larry Mize,1,"$46,575",
230,231,231,David Peoples,6,"$45,122",
231,232,232,Brian Bateman,25,"$43,611",
232,233,233,Fred Funk,6,"$36,926",
233,234,234,Matthew Borchert,19,"$34,324",
234,235,235,Mark Hensby,5,"$32,250",
235,236,236,Scott Hoch,1,"$31,657",
236,237,237,Robert Damron,5,"$31,150",
237,238,238,Troy Kelly,17,"$25,828",
238,239,239,Tyler Aldridge,17,"$24,370",
239,240,240,Marco Dawson,6,"$22,570",
240,241,241,Stephen Leaney,11,"$21,993",
241,242,242,Billy Andrade,17,"$19,654",
242,243,243,Olin Browne,9,"$17,712",
243,244,244,Mark O'Meara,2,"$15,547",
244,245,245,José Coceres,6,"$14,036",
245,246,246,Tom Byrum,4,"$13,872",
246,247,247,Steve Allan,17,"$13,671",
247,248,248,David Gossett,5,"$11,480",
248,249,249,Craig Barlow,5,"$11,271",
249,250,250,Greg Norman,3,"$11,229",
250,251,251,Paul Azinger,8,"$10,800",
251,252,252,Ernie Gonzalez,1,"$10,788",
252,253,253,Spike McRoy,1,"$10,500",
253,254,254,Tom Scherrer,2,"$9,364",
254,255,255,Robin Freeman,5,"$6,930",
255,256,256,Grant Waite,2,"$6,756",
256,257,257,Steve Pate,4,"$6,030",
257,258,258,J.L. Lewis,4,"$5,820",
