,Percentage_of_Available_Purse_Won_RANK THIS WEEK,Percentage_of_Available_Purse_Won_RANK LAST WEEK,Percentage_of_Available_Purse_Won_PLAYER NAME,Percentage_of_Available_Purse_Won_EVENTS,Percentage_of_Available_Purse_Won_%,Percentage_of_Available_Purse_Won_OFFICIAL MONEY WON,Percentage_of_Available_Purse_Won_TOTAL PURSE AVAILABLE
27,28,28,Rickie Fowler,6,1.71,"$571,090","$33,400,000"
28,29,29,Matt Kuchar,24,1.68,"$2,489,192","$148,119,273"
29,30,30,Rory Sabbatini,25,1.66,"$2,752,289","$165,919,273"
30,31,31,Jerry Kelly,26,1.63,"$2,562,645","$156,900,000"
31,32,32,Thomas Aiken,3,1.62,"$339,671","$21,019,273"
32,33,33,Ernie Els,19,1.6,"$2,147,155","$133,819,273"
33,34,34,Rory McIlroy,11,1.54,"$1,239,110","$80,519,273"
34,T35,T35,Luke Donald,21,1.5,"$2,174,943","$145,219,273"
35,T35,T35,Ross Fisher,10,1.5,"$1,142,546","$76,019,273"
36,37,37,Tim Clark,23,1.47,"$2,235,100","$152,219,273"
37,38,38,Mike Weir,24,1.45,"$2,379,420","$164,119,273"
38,39,39,Stephen Ames,23,1.43,"$2,131,536","$149,519,273"
39,T40,T40,Jason Dufner,26,1.4,"$2,190,791","$156,000,000"
40,T40,T40,John Rollins,27,1.4,"$2,269,474","$162,600,000"
41,42,42,Scott Verplank,24,1.39,"$2,092,110","$150,700,000"
42,43,43,Ryan Moore,27,1.37,"$2,222,869","$161,700,000"
43,44,44,Anthony Kim,22,1.32,"$1,972,154","$149,919,273"
44,45,45,Justin Leonard,26,1.3,"$2,232,374","$171,219,273"
45,T46,T46,Robert Allenby,21,1.29,"$1,890,943","$146,219,273"
46,T46,T46,John Senden,29,1.29,"$2,305,490","$178,719,273"
47,T48,T48,Heath Slocum,30,1.26,"$2,195,565","$174,100,000"
48,T48,T48,Camilo Villegas,21,1.26,"$1,804,978","$143,119,273"
49,50,50,Francesco Molinari,4,1.24,"$304,367","$24,519,273"
50,51,51,Steve Marino,29,1.23,"$2,161,537","$175,819,273"
51,52,52,Jason Day,18,1.21,"$1,251,218","$103,100,000"
52,T53,T53,Shingo Katayama,6,1.19,"$544,500","$45,600,000"
53,T53,T53,Pat Perez,22,1.19,"$1,720,358","$145,100,000"
54,55,55,Bryce Molder,21,1.18,"$1,381,209","$117,019,273"
55,56,56,Fred Couples,16,1.17,"$1,197,970","$102,100,000"
56,57,57,Charley Hoffman,27,1.15,"$1,894,924","$164,819,273"
57,58,58,Oliver Wilson,9,1.14,"$756,772","$66,319,273"
58,59,59,Mark Wilson,28,1.13,"$1,838,412","$162,200,000"
59,T60,T60,Marc Leishman,28,1.11,"$1,742,240","$157,000,000"
60,T60,T60,Bo Van Pelt,30,1.11,"$1,945,305","$175,400,000"
61,T62,T62,Kevin Chappell,3,1.07,"$197,487","$18,400,000"
62,T62,T62,Paul Goydos,25,1.07,"$1,619,917","$150,819,273"
63,T62,T62,John Mallinger,27,1.07,"$1,717,136","$161,000,000"
64,65,65,Chad Campbell,26,1.04,"$1,725,236","$165,519,273"
65,66,66,Charles Howell III,29,1.03,"$1,804,457","$174,719,273"
66,67,67,Soren Hansen,8,1.02,"$617,534","$60,319,273"
67,68,68,Sergio Garcia,17,1.01,"$1,212,521","$120,519,273"
68,T69,T69,Ben Crane,27,1.0,"$1,667,082","$166,719,273"
69,T69,T69,Søren Kjeldsen,7,1.0,"$557,668","$56,019,273"
70,T71,T71,Brian Davis,32,0.99,"$1,874,317","$188,400,000"
71,T71,T71,Martin Laird,24,0.99,"$1,349,353","$136,619,273"
72,T71,T71,José María Olazábal,4,0.99,"$239,629","$24,300,000"
73,74,74,George McNeill,26,0.98,"$1,439,218","$147,600,000"
74,75,75,Brandt Snedeker,26,0.97,"$1,483,554","$153,019,273"
75,76,76,Graeme McDowell,11,0.96,"$780,140","$81,419,273"
76,77,77,Davis Love III,27,0.94,"$1,622,397","$172,419,273"
77,T78,T78,Peter Hanson,5,0.93,"$357,958","$38,519,273"
78,T78,T78,Bubba Watson,24,0.93,"$1,430,242","$154,519,273"
79,80,80,Shigeki Maruyama,5,0.92,"$256,330","$27,900,000"
80,81,81,Jonathan Byrd,25,0.91,"$1,316,769","$144,800,000"
81,82,82,Todd Fischer,3,0.9,"$136,701","$15,200,000"
82,T83,T83,Brett Quigley,28,0.88,"$1,412,778","$159,800,000"
83,T83,T83,Vijay Singh,21,0.88,"$1,276,813","$145,419,273"
84,85,85,John Merrick,28,0.87,"$1,438,890","$165,700,000"
85,T86,T86,Troy Matteson,30,0.86,"$1,466,066","$170,500,000"
86,T86,T86,Tim Petrovic,31,0.86,"$1,551,866","$179,600,000"
87,T88,T88,Bill Haas,29,0.85,"$1,425,416","$167,300,000"
88,T88,T88,James Kingston,2,0.85,"$127,935","$15,019,273"
89,T88,T88,Kevin Stadler,20,0.85,"$925,513","$108,300,000"
90,91,91,James Driscoll,17,0.84,"$807,577","$95,819,273"
91,T92,T92,Miguel Angel Jiménez,8,0.83,"$493,681","$59,619,273"
92,T92,T92,D.A. Points,29,0.83,"$1,320,020","$158,800,000"
93,T94,T94,Derek Lamely,2,0.82,"$58,187","$7,100,000"
94,T94,T94,Len Mattiace,1,0.82,"$49,742","$6,100,000"
95,T94,T94,Charlie Wi,28,0.82,"$1,375,096","$168,500,000"
96,T97,T97,Nathan Green,30,0.8,"$1,436,339","$178,800,000"
97,T97,T97,Freddie Jacobson,25,0.8,"$1,189,992","$149,019,273"
98,T97,T97,Martin Kaymer,11,0.8,"$656,406","$81,719,273"
99,T97,T97,Jeev Milkha Singh,15,0.8,"$824,436","$102,500,000"
100,101,101,Scott Hoch,1,0.79,"$31,657","$4,000,000"
101,102,102,Roland Thatcher,16,0.78,"$681,630","$87,600,000"
102,T103,T103,Jason Bohn,25,0.77,"$1,159,935","$150,400,000"
103,T103,T103,Michael Bradley,17,0.77,"$727,787","$94,000,000"
104,T103,T103,J.B. Holmes,25,0.77,"$1,219,532","$158,419,273"
105,T106,T106,Woody Austin,24,0.76,"$1,137,330","$149,600,000"
106,T106,T106,Greg Chalmers,26,0.76,"$1,058,285","$139,500,000"
107,T106,T106,Bob Estes,23,0.76,"$1,079,926","$142,000,000"
108,T106,T106,Justin Rose,22,0.76,"$1,125,516","$148,619,273"
109,T110,T110,Chris Baryla,3,0.75,"$123,037","$16,300,000"
110,T110,T110,Jeff Klauk,29,0.75,"$1,243,692","$165,900,000"
111,T110,T110,Boo Weekley,22,0.75,"$1,107,446","$147,719,273"
112,113,113,Vaughn Taylor,28,0.74,"$1,178,281","$158,600,000"
113,114,114,Kenichi Kuboya,1,0.73,"$47,793","$6,519,273"
114,T115,T115,Anthony Kang,1,0.71,"$60,000","$8,500,000"
115,T115,T115,Webb Simpson,30,0.71,"$1,249,673","$176,900,000"
116,T115,T115,Kevin Sutherland,27,0.71,"$1,218,601","$172,319,273"
117,T118,T118,Briny Baird,28,0.7,"$1,186,980","$168,819,273"
118,T118,T118,J.J. Henry,28,0.7,"$1,161,640","$165,400,000"
119,T118,T118,Jeff Overton,28,0.7,"$1,193,344","$169,419,273"
120,T121,T121,Lee Janzen,23,0.69,"$871,185","$126,200,000"
121,T121,T121,Matt Jones,17,0.69,"$593,311","$86,300,000"
122,123,123,Alex Cejka,25,0.68,"$953,662","$141,100,000"
123,T124,T124,Mathew Goggin,26,0.67,"$1,118,844","$165,919,273"
124,T124,T124,Larry Mize,1,0.67,"$46,575","$7,000,000"
125,T124,T124,Nick O'Hern,27,0.67,"$1,074,214","$159,200,000"
126,T127,T127,K.J. Choi,22,0.66,"$968,504","$146,519,273"
127,T127,T127,Scott Piercy,28,0.66,"$1,032,713","$157,300,000"
128,T129,T129,José Manuel Lara,2,0.65,"$72,000","$11,100,000"
129,T129,T129,Rod Pampling,23,0.65,"$956,896","$148,119,273"
130,131,131,Ben Curtis,18,0.64,"$799,522","$124,819,273"
131,132,132,Andres Romero,20,0.63,"$789,304","$125,319,273"
132,T133,T133,Scott McCarron,27,0.62,"$980,816","$158,300,000"
133,T133,T133,Michael Sim,3,0.62,"$130,188","$21,000,000"
134,T135,T135,Brendan Jones,2,0.61,"$98,112","$16,000,000"
135,T135,T135,Garth Mulroy,1,0.61,"$52,000","$8,500,000"
136,T137,T137,Mark Calcavecchia,23,0.6,"$787,343","$131,219,273"
137,T137,T137,James Nitties,27,0.6,"$931,530","$156,000,000"
138,T137,T137,Adam Scott,19,0.6,"$783,137","$129,719,273"
139,T137,T137,Kevin Streelman,29,0.6,"$1,007,440","$169,300,000"
140,T137,T137,Garrett Willis,6,0.6,"$164,905","$27,600,000"
141,142,142,Aaron Baddeley,23,0.59,"$837,064","$141,200,000"
142,T143,T143,Michael Allen,22,0.58,"$741,064","$127,100,000"
143,T143,T143,Brandt Jobe,8,0.58,"$265,839","$45,500,000"
144,T143,T143,D.J. Trahan,30,0.58,"$1,078,255","$185,319,273"
145,T146,T146,Ricky Barnes,23,0.56,"$684,862","$122,900,000"
146,T146,T146,Tom Lehman,16,0.56,"$515,449","$92,119,273"
147,T146,T146,Michael Letzig,28,0.56,"$896,476","$161,500,000"
148,T146,T146,Bill Lunde,27,0.56,"$825,689","$147,900,000"
149,T150,T150,Ronnie Black,3,0.55,"$72,478","$13,100,000"
150,T150,T150,Christian Cévaër,1,0.55,"$46,500","$8,500,000"
151,T150,T150,Danny Lee,12,0.55,"$406,345","$73,500,000"
152,T150,T150,Chris Riley,22,0.55,"$630,416","$115,200,000"
153,154,154,Jeff Sluman,2,0.54,"$50,400","$9,400,000"
154,T155,T155,Robert Karlsson,6,0.53,"$243,736","$45,700,000"
155,T155,T155,Sandy Lyle,2,0.53,"$71,400","$13,519,273"
156,T155,T155,Jimmy Walker,24,0.53,"$662,682","$123,900,000"
157,T158,T158,Mathias Grönberg,13,0.51,"$354,161","$68,900,000"
158,T158,T158,Ted Purdy,30,0.51,"$838,705","$165,900,000"
159,T160,T160,Daniel Chopra,28,0.5,"$814,330","$161,300,000"
160,T160,T160,David Duval,22,0.5,"$623,824","$125,119,273"
161,T162,T162,Rich Beem,26,0.49,"$676,896","$139,400,000"
162,T162,T162,Robert Garrigus,25,0.49,"$657,201","$134,700,000"
163,T162,T162,Thongchai Jaidee,4,0.49,"$157,350","$32,019,273"
164,T162,T162,Jeff Quinney,26,0.49,"$718,947","$146,900,000"
165,T166,T166,Harrison Frazar,28,0.48,"$738,612","$152,500,000"
166,T166,T166,Will MacKenzie,24,0.48,"$659,685","$138,800,000"
167,T166,T166,Matt Weibring,22,0.48,"$542,064","$113,000,000"
168,T169,T169,Cameron Beckman,26,0.47,"$726,703","$155,700,000"
169,T169,T169,Chris Smith,3,0.47,"$71,424","$15,200,000"
170,T169,T169,Chris Stroud,28,0.47,"$735,017","$155,500,000"
171,T172,T172,Tommy Armour III,19,0.46,"$503,305","$108,600,000"
172,T172,T172,Greg Owen,30,0.46,"$763,516","$164,500,000"
173,T172,T172,Alvaro Quiros,9,0.46,"$298,845","$65,119,273"
174,T172,T172,Tag Ridings,16,0.46,"$363,597","$78,700,000"
175,T172,T172,Charles Warren,20,0.46,"$475,725","$104,000,000"
176,T177,T177,Ryuji Imada,25,0.45,"$706,392","$158,119,273"
177,T177,T177,Trevor Immelman,13,0.45,"$395,244","$88,800,000"
178,T177,T177,Richard Johnson,26,0.45,"$687,074","$152,119,273"
179,T180,T180,Dicky Pride,10,0.44,"$202,580","$46,400,000"
180,T180,T180,Charl Schwartzel,6,0.44,"$171,740","$39,019,273"
181,T182,T182,Steve Flesch,27,0.43,"$668,050","$157,100,000"
182,T182,T182,Grégory Havret,1,0.43,"$36,625","$8,500,000"
183,T182,T182,Chih-Bing Lam,1,0.43,"$36,250","$8,500,000"
184,T182,T182,Prayad Marksaeng,6,0.43,"$202,142","$46,519,273"
185,T186,T186,Matt Bettencourt,31,0.42,"$740,035","$177,200,000"
186,T186,T186,Yuji Igarashi,1,0.42,"$35,750","$8,500,000"
187,T186,T186,Shane Lowry,1,0.42,"$36,000","$8,500,000"
188,T186,T186,Jeff Maggert,28,0.42,"$651,383","$154,500,000"
189,T186,T186,Alan Wagner,1,0.42,"$14,700","$3,500,000"
190,191,191,Spencer Levin,25,0.41,"$531,238","$129,800,000"
191,T192,T192,Tim Herron,27,0.4,"$619,837","$155,900,000"
192,T192,T192,José de Jesús Rodríguez,1,0.4,"$14,400","$3,600,000"
193,T192,T192,Scott Sterling,16,0.4,"$318,596","$79,900,000"
194,T192,T192,Hideto Tanihara,1,0.4,"$21,600","$5,400,000"
195,T192,T192,Omar Uresti,9,0.4,"$166,649","$42,100,000"
196,T197,T197,Richard Finch,2,0.39,"$58,500","$15,019,273"
197,T197,T197,Branden Grace,1,0.39,"$25,539","$6,519,273"
198,T197,T197,J.P. Hayes,15,0.39,"$300,101","$77,100,000"
199,T197,T197,Skip Kendall,3,0.39,"$62,700","$16,100,000"
200,T197,T197,Rocco Mediate,22,0.39,"$484,755","$124,700,000"
201,T197,T197,Leif Olson,21,0.39,"$412,965","$106,500,000"
202,T197,T197,Nicholas Thompson,31,0.39,"$675,176","$171,700,000"
203,T204,T204,Thomas Levet,3,0.38,"$80,755","$21,519,273"
204,T204,T204,Joe Ogilvie,29,0.38,"$613,697","$162,000,000"
205,T204,T204,Patrick Sheehan,15,0.38,"$283,117","$73,800,000"
206,T204,T204,Azuma Yano,4,0.38,"$107,485","$27,919,273"
207,T208,T208,Tom Pernice Jr.,26,0.37,"$536,597","$145,400,000"
208,T208,T208,Martin Piller,1,0.37,"$22,570","$6,100,000"
209,T208,T208,Tim Wilkinson,14,0.37,"$297,008","$80,900,000"
210,T211,T211,Chris DiMarco,29,0.36,"$584,072","$160,100,000"
211,T211,T211,Todd Hamilton,29,0.36,"$605,224","$170,019,273"
212,T211,T211,Jonathan Kaye,17,0.36,"$327,406","$91,400,000"
213,T211,T211,Corey Pavin,23,0.36,"$474,525","$130,200,000"
214,T211,T211,Kyle Stanley,7,0.36,"$132,038","$37,100,000"
215,T216,T216,Stuart Appleby,25,0.35,"$562,835","$160,219,273"
216,T216,T216,Rich Barcelo,1,0.35,"$10,500","$3,000,000"
217,T216,T216,Mark Brown,2,0.35,"$52,000","$15,019,273"
218,T216,T216,Johan Edfors,3,0.35,"$74,335","$21,519,273"
219,T216,T216,Wen-Tang Lin,3,0.35,"$83,125","$24,000,000"
220,T216,T216,Spike McRoy,1,0.35,"$10,500","$3,000,000"
221,T216,T216,Vance Veazey,1,0.35,"$19,600","$5,600,000"
222,T223,T223,Brendon de Jonge,29,0.34,"$536,695","$155,700,000"
223,T223,T223,Nick Dougherty,3,0.34,"$77,676","$22,519,273"
224,T223,T223,Aron Price,27,0.34,"$487,452","$142,000,000"
225,T223,T223,Loren Roberts,3,0.34,"$51,257","$15,000,000"
226,T227,T227,Bart Bryant,17,0.33,"$326,588","$98,500,000"
227,T227,T227,Glen Day,26,0.33,"$445,718","$134,900,000"
228,T227,T227,Paul Lawrie,1,0.33,"$21,571","$6,519,273"
229,T230,T230,Darren Clarke,7,0.32,"$160,906","$49,819,273"
230,T230,T230,Gonzalo Fernandez-Castaño,5,0.32,"$108,866","$33,619,273"
231,T230,T230,Jason Gore,24,0.32,"$408,810","$126,400,000"
232,T230,T230,Carl Pettersson,29,0.32,"$564,604","$177,819,273"
233,T230,T230,Chez Reavie,27,0.32,"$477,765","$150,600,000"
234,T230,T230,Richard Sterne,8,0.32,"$185,268","$58,519,273"
235,T236,T236,Anders Hansen,4,0.31,"$96,500","$31,019,273"
236,T236,T236,Bob Heintz,20,0.31,"$312,697","$100,900,000"
237,T236,T236,Cliff Kresge,28,0.31,"$464,400","$151,700,000"
238,T236,T236,Louis Oosthuizen,6,0.31,"$137,802","$44,019,273"
239,T236,T236,Ryan Palmer,26,0.31,"$454,508","$149,000,000"
240,T241,T241,Kris Blanks,20,0.3,"$307,129","$101,800,000"
241,T241,T241,Tadd Fujikawa,4,0.3,"$61,892","$20,600,000"
242,T241,T241,Jean-Francois Lucquin,1,0.3,"$22,501","$7,500,000"
243,T241,T241,Shaun Micheel,16,0.3,"$257,588","$86,800,000"
244,T241,T241,Johnson Wagner,26,0.3,"$434,570","$146,700,000"
245,T246,T246,Mark Brooks,17,0.29,"$263,073","$89,200,000"
246,T246,T246,Aaron Watkins,18,0.29,"$263,969","$92,600,000"
247,T246,T246,Casey Wittenberg,25,0.29,"$376,075","$131,300,000"
248,T249,T249,Jeff Brehaut,1,0.28,"$20,630","$7,500,000"
249,T249,T249,David Howell,1,0.28,"$18,294","$6,519,273"
250,T249,T249,Trevor Murphy,1,0.28,"$20,630","$7,500,000"
251,T249,T249,Graeme Storm,1,0.28,"$18,294","$6,519,273"
252,T249,T249,Dean Wilson,29,0.28,"$442,599","$159,800,000"
253,T254,T254,Felipe Aguilar,1,0.27,"$9,363","$3,500,000"
254,T254,T254,Graham DeLaet,1,0.27,"$13,872","$5,100,000"
255,T254,T254,Tano Goya,1,0.27,"$9,363","$3,500,000"
256,T254,T254,Frank Lickliter II,14,0.27,"$183,418","$69,100,000"
257,T254,T254,Manuel Villegas,1,0.27,"$9,363","$3,500,000"
258,T259,T259,Paul Broadhurst,1,0.26,"$17,012","$6,519,273"
259,T259,T259,David Drysdale,1,0.26,"$17,012","$6,519,273"
260,T259,T259,Ernie Gonzalez,1,0.26,"$10,788","$4,200,000"
261,T259,T259,Neal Lancaster,6,0.26,"$69,774","$27,300,000"
262,T259,T259,David Mathis,27,0.26,"$364,957","$142,700,000"
263,T264,T264,Fredrik Andersson Hed,1,0.25,"$16,198","$6,519,273"
264,T264,T264,Bobby Gates,1,0.25,"$15,176","$6,100,000"
265,T266,T266,Brad Adamonis,25,0.24,"$333,970","$139,500,000"
266,T266,T266,Guy Boros,7,0.24,"$74,440","$31,600,000"
267,T266,T266,Joe Durant,20,0.24,"$250,720","$104,100,000"
268,T266,T266,Kent Jones,24,0.24,"$301,878","$124,400,000"
269,T266,T266,Jarrod Lyle,21,0.24,"$275,192","$114,300,000"
270,T266,T266,Billy Mayfair,28,0.24,"$392,066","$165,619,273"
271,T272,T272,Daniel Gaunt,1,0.23,"$15,140","$6,519,273"
272,T272,T272,Matt Harmon,1,0.23,"$11,893","$5,100,000"
273,T272,T272,Rod Perry,1,0.23,"$10,798","$4,700,000"
274,T272,T272,Steve Wheatcroft,1,0.23,"$14,906","$6,500,000"
275,T276,T276,Ken Duke,29,0.22,"$382,825","$172,719,273"
276,T276,T276,Andres Gonzales,1,0.22,"$10,965","$5,100,000"
277,T276,T276,Mike Grob,1,0.22,"$11,118","$5,100,000"
278,T276,T276,Steve Lowery,27,0.22,"$329,114","$151,700,000"
279,T276,T276,Andy Matthews,1,0.22,"$7,700","$3,500,000"
280,T276,T276,Fernando Mechereffe,1,0.22,"$11,271","$5,100,000"
281,T276,T276,Arron Oberholser,4,0.22,"$48,016","$21,700,000"
282,T283,T283,Hiroyuki Fujita,1,0.21,"$15,525","$7,500,000"
283,T283,T283,Luke List,1,0.21,"$12,600","$6,000,000"
284,T283,T283,Paul Stankowski,9,0.21,"$90,444","$43,000,000"
285,T283,T283,Jay Williamson,22,0.21,"$240,571","$113,300,000"
286,T287,T287,John Daly,6,0.2,"$68,814","$34,919,273"
287,T287,T287,Dudley Hart,13,0.2,"$158,398","$80,900,000"
288,T287,T287,Lucas Lee,1,0.2,"$10,251","$5,100,000"
289,T287,T287,Peter Lonard,30,0.2,"$333,824","$165,200,000"
290,T287,T287,Paul McGinley,2,0.2,"$25,539","$12,619,273"
291,T287,T287,Parker McLachlin,25,0.2,"$275,032","$140,700,000"
292,T287,T287,James Vargas,1,0.2,"$7,344","$3,600,000"
293,T294,T294,Steve Elkington,23,0.19,"$243,404","$130,000,000"
294,T294,T294,John Ellis,1,0.19,"$11,651","$6,100,000"
295,T294,T294,John Huston,13,0.19,"$135,476","$71,100,000"
296,T294,T294,Pablo Larrazabal,3,0.19,"$35,250","$18,619,273"
297,T294,T294,Matthew Loving,1,0.19,"$11,712","$6,100,000"
298,T294,T294,Darron Stiles,20,0.19,"$199,384","$104,200,000"
299,T294,T294,Brian Vranesh,20,0.19,"$198,567","$102,300,000"
300,T301,T301,Gregory Bisconti,1,0.18,"$13,600","$7,500,000"
301,T301,T301,Scott Gutschewski,19,0.18,"$183,374","$99,700,000"
302,T301,T301,Ryan Helminen,1,0.18,"$7,360","$4,000,000"
303,T301,T301,Andrew McLardy,2,0.18,"$22,501","$12,600,000"
304,T301,T301,Grant Sturgeon,1,0.18,"$13,300","$7,500,000"
305,T301,T301,Junpei Takayama,1,0.18,"$9,936","$5,400,000"
306,T301,T301,Brendon Todd,21,0.18,"$203,840","$111,000,000"
307,T301,T301,Anthony Wall,2,0.18,"$25,539","$14,019,273"
308,T309,T309,Alastair Forsyth,1,0.17,"$13,100","$7,500,000"
309,T309,T309,Tommy Gainey,15,0.17,"$128,346","$73,900,000"
310,T309,T309,David Peoples,6,0.17,"$45,122","$26,800,000"
311,T312,T312,Robert Damron,5,0.15,"$31,150","$20,200,000"
312,T312,T312,Jay Delsing,7,0.15,"$49,860","$33,400,000"
313,T314,T314,"David Berganio, Jr.",15,0.14,"$115,516","$82,100,000"
314,T314,T314,Mark Hensby,5,0.14,"$32,250","$22,500,000"
315,T314,T314,Colt Knost,24,0.14,"$180,752","$125,300,000"
316,T314,T314,Kirk Triplett,20,0.14,"$155,478","$108,300,000"
317,T318,T318,Arjun Atwal,12,0.13,"$76,675","$57,700,000"
318,T318,T318,Chris Couch,8,0.13,"$56,665","$45,200,000"
319,T318,T318,Greg Kraft,21,0.13,"$156,686","$119,500,000"
320,T321,T321,Carlos Franco,10,0.12,"$60,261","$48,600,000"
321,T321,T321,Gary Woodland,18,0.12,"$121,031","$99,100,000"
322,T323,T323,Erik Compton,5,0.11,"$27,524","$25,800,000"
323,T323,T323,Richard Green,2,0.11,"$15,000","$14,019,273"
324,T323,T323,Mark O'Meara,2,0.11,"$15,547","$13,519,273"
325,T323,T323,Marc Turnesa,30,0.11,"$197,068","$176,100,000"
326,T327,T327,Fred Funk,6,0.1,"$36,926","$38,100,000"
327,T327,T327,Tom Scherrer,2,0.1,"$9,363","$9,600,000"
328,T327,T327,Esteban Toledo,2,0.1,"$7,344","$7,100,000"
329,T327,T327,Peter Tomasulo,25,0.1,"$128,705","$132,500,000"
330,T331,T331,Wil Collins,18,0.09,"$84,569","$91,700,000"
331,T331,T331,Derek Fathauer,25,0.09,"$125,304","$131,900,000"
332,T331,T331,Chris Kirk,2,0.09,"$11,651","$13,600,000"
333,T331,T331,Andrew Ruthkoski,2,0.09,"$8,428","$9,400,000"
334,T335,T335,Tom Byrum,4,0.08,"$13,872","$17,700,000"
335,T335,T335,Marco Dawson,6,0.08,"$22,570","$28,600,000"
336,T335,T335,Jesper Parnevik,14,0.08,"$58,711","$74,400,000"
337,T335,T335,Bob Tway,13,0.08,"$54,358","$67,600,000"
338,T339,T339,Notah Begay III,15,0.07,"$54,645","$81,700,000"
339,T339,T339,Ryo Ishikawa,6,0.07,"$26,217","$38,719,273"
340,T339,T339,Cortland Lowe,2,0.07,"$9,434","$12,800,000"
341,T339,T339,David Smail,3,0.07,"$14,050","$21,519,273"
342,T339,T339,Grant Waite,2,0.07,"$6,756","$9,100,000"
343,T344,T344,Greg Norman,3,0.06,"$11,229","$19,219,273"
344,T344,T344,Rick Price,21,0.06,"$66,689","$108,100,000"
345,T346,T346,Eric Axley,30,0.05,"$83,150","$166,600,000"
346,T346,T346,Craig Barlow,5,0.05,"$11,271","$23,500,000"
347,T346,T346,Brad Faxon,23,0.05,"$57,212","$125,400,000"
348,T346,T346,David Gossett,5,0.05,"$11,480","$22,800,000"
349,T346,T346,James Oh,21,0.05,"$57,270","$108,100,000"
350,T351,T351,Matthew Borchert,19,0.04,"$34,324","$96,800,000"
351,T351,T351,Olin Browne,9,0.04,"$17,712","$44,300,000"
352,T351,T351,José Coceres,6,0.04,"$14,036","$33,800,000"
353,T351,T351,Stephen Leaney,11,0.04,"$21,992","$61,500,000"
354,T355,T355,Tyler Aldridge,17,0.03,"$24,370","$85,700,000"
355,T355,T355,Brian Bateman,25,0.03,"$43,610","$134,700,000"
356,T355,T355,Robin Freeman,5,0.03,"$6,930","$22,200,000"
357,T355,T355,Troy Kelly,17,0.03,"$25,828","$87,300,000"
358,T355,T355,J.L. Lewis,4,0.03,"$5,820","$16,900,000"
359,T355,T355,Steve Pate,4,0.03,"$6,030","$18,900,000"
360,T361,T361,Steve Allan,17,0.02,"$13,671","$88,800,000"
361,T361,T361,Billy Andrade,17,0.02,"$19,654","$90,000,000"
362,T361,T361,Paul Azinger,8,0.02,"$10,800","$45,600,000"
