,Approaches_Left_Rough_RTP_Score_RANK THIS WEEK,Approaches_Left_Rough_RTP_Score_RANK LAST WEEK,Approaches_Left_Rough_RTP_Score_PLAYER NAME,Approaches_Left_Rough_RTP_Score_ROUNDS,Approaches_Left_Rough_RTP_Score_AVG RTP
46,47,47,Chris Couch,61,+.070
47,48,48,Matt Every,80,+.077
48,49,49,Ian Poulter,57,+.078
49,50,50,Louis Oosthuizen,65,+.081
50,51,51,Vijay Singh,99,+.082
51,52,52,Bud Cauley,99,+.084
52,T53,T53,Kyle Reifers,86,+.088
53,T53,T53,John Rollins,81,+.088
54,T53,T53,Boo Weekley,74,+.088
55,56,56,Martin Flores,95,+.089
56,T57,T57,Nathan Green,73,+.090
57,T57,T57,Seung-Yul Noh,105,+.090
58,59,59,Hunter Haas,69,+.091
59,60,60,Brian Davis,91,+.093
60,61,61,Lee Westwood,60,+.094
61,62,62,Jason Kokrak,79,+.095
62,63,63,Spencer Levin,81,+.096
63,64,64,Graham DeLaet,79,+.097
64,T65,T65,Kevin Kisner,69,+.098
65,T65,T65,Hunter Mahan,88,+.098
66,67,67,Carl Pettersson,92,+.099
67,68,68,Scott Piercy,95,+.100
68,T69,T69,Greg Owen,90,+.101
69,T69,T69,Scott Stallings,78,+.101
70,71,71,Gary Woodland,70,+.102
71,72,72,Bryce Molder,83,+.104
72,73,73,Keegan Bradley,90,+.106
73,74,74,Tom Gillis,75,+.110
74,T75,T75,Trevor Immelman,76,+.111
75,T75,T75,Nick Watney,97,+.111
76,77,77,William McGirt,96,+.114
77,T78,T78,Stewart Cink,71,+.118
78,T78,T78,Harris English,98,+.118
79,T78,T78,Chris Kirk,93,+.118
80,T78,T78,Kyle Thompson,51,+.118
81,82,82,Johnson Wagner,88,+.119
82,T83,T83,Jason Dufner,83,+.120
83,T83,T83,Ryo Ishikawa,54,+.120
84,85,85,Andres Romero,68,+.124
85,86,86,D.J. Trahan,73,+.126
86,87,87,Jonas Blixt,72,+.127
87,88,88,Stephen Ames,54,+.128
88,T89,T89,Jason Bohn,81,+.130
89,T89,T89,Brandt Jobe,57,+.130
90,T89,T89,Garth Mulroy,59,+.130
91,92,92,Ricky Barnes,92,+.131
92,93,93,Jerry Kelly,84,+.133
93,94,94,Bob Estes,78,+.135
94,95,95,Kevin Na,80,+.136
95,96,96,John Merrick,83,+.138
96,97,97,Troy Kelly,68,+.139
97,98,98,Billy Mayfair,90,+.142
98,99,99,Y.E. Yang,64,+.144
99,T100,T100,Blake Adams,107,+.145
100,T100,T100,Chad Campbell,84,+.145
101,T100,T100,Bobby Gates,87,+.145
102,103,103,John Mallinger,74,+.148
103,104,104,Brandt Snedeker,81,+.149
104,105,105,Rocco Mediate,70,+.150
105,T106,T106,Roberto Castro,92,+.151
106,T106,T106,Bill Haas,79,+.151
107,108,108,Stuart Appleby,75,+.152
108,109,109,Tom Pernice Jr.,62,+.155
109,110,110,Kevin Streelman,89,+.156
110,T111,T111,J.J. Killeen,101,+.157
111,T111,T111,"Ted Potter, Jr.",77,+.157
112,113,113,Jonathan Byrd,69,+.160
113,T114,T114,Tommy Biershenk,74,+.161
114,T114,T114,Rory Sabbatini,84,+.161
115,T116,T116,Kris Blanks,65,+.163
116,T116,T116,Justin Leonard,79,+.163
117,118,118,Ryuji Imada,78,+.164
118,119,119,Chris Stroud,86,+.165
119,120,120,Derek Lamely,64,+.167
120,121,121,Will Claxton,99,+.168
121,122,122,Chris DiMarco,83,+.175
122,123,123,Marc Leishman,84,+.178
123,124,124,Geoff Ogilvy,73,+.180
124,125,125,Rod Pampling,88,+.181
125,T126,T126,Tim Herron,88,+.183
126,T126,T126,Kevin Stadler,85,+.183
127,T128,T128,Gavin Coles,72,+.185
128,T128,T128,Jeff Maggert,83,+.185
129,130,130,Graeme McDowell,55,+.186
130,T131,T131,Martin Laird,77,+.189
131,T131,T131,Vaughn Taylor,81,+.189
132,T133,T133,Freddie Jacobson,61,+.190
133,T133,T133,Jhonattan Vegas,77,+.190
134,T135,T135,Michael Bradley,63,+.191
135,T135,T135,Adam Scott,59,+.191
136,137,137,Charlie Wi,86,+.192
137,T138,T138,James Driscoll,83,+.193
138,T138,T138,David Hearn,95,+.193
139,T138,T138,Edward Loar,59,+.193
140,141,141,Roland Thatcher,55,+.194
141,142,142,Brian Gay,91,+.195
142,143,143,Miguel Angel Carballo,73,+.196
143,144,144,Cameron Tringale,88,+.197
144,T145,T145,Rickie Fowler,84,+.198
145,T145,T145,Matt Jones,53,+.198
146,147,147,Alexandre Rocha,62,+.200
147,T148,T148,John Daly,50,+.202
148,T148,T148,Dicky Pride,62,+.202
149,150,150,Brendon Todd,78,+.203
150,151,151,Steve Wheatcroft,56,+.204
151,152,152,Tim Clark,60,+.205
152,T153,T153,Charley Hoffman,88,+.206
153,T153,T153,Ryan Moore,89,+.206
154,155,155,Brian Harman,101,+.208
155,156,156,Camilo Villegas,79,+.209
156,157,157,Brendan Steele,77,+.210
157,158,158,Scott Brown,65,+.214
158,T159,T159,Patrick Sheehan,58,+.216
159,T159,T159,Michael Thompson,80,+.216
160,T161,T161,Greg Chalmers,88,+.218
161,T161,T161,David Mathis,83,+.218
162,163,163,Zach Johnson,95,+.223
163,164,164,Ben Curtis,62,+.226
164,165,165,Harrison Frazar,56,+.232
165,166,166,Robert Karlsson,54,+.233
166,167,167,Erik Compton,81,+.234
167,168,168,Sangmoon Bae,81,+.235
168,169,169,Scott Dunlap,57,+.237
169,T170,T170,Cameron Beckman,81,+.239
170,T170,T170,George McNeill,85,+.239
171,172,172,Billy Hurley III,70,+.244
172,T173,T173,Sung Kang,75,+.246
173,T173,T173,Daniel Summerhays,81,+.246
174,T175,T175,K.J. Choi,71,+.247
175,T175,T175,Richard Lee,71,+.247
176,177,177,Henrik Stenson,51,+.253
177,178,178,Marco Dawson,60,+.255
178,179,179,Sean O'Hair,84,+.257
179,180,180,J.J. Henry,93,+.276
180,181,181,Matt Bettencourt,80,+.282
181,182,182,Robert Allenby,76,+.290
182,183,183,Chez Reavie,83,+.298
183,184,184,Kevin Chappell,91,+.301
184,185,185,Tommy Gainey,98,+.304
185,186,186,Arjun Atwal,79,+.320
186,187,187,Nick O'Hern,78,+.328
187,188,188,Stephen Gangluff,57,+.338
188,189,189,Colt Knost,79,+.340
189,190,190,Gary Christian,91,+.345
190,191,191,Heath Slocum,93,+.362
