,Right_Rough_Proximity_RANK THIS WEEK,Right_Rough_Proximity_RANK LAST WEEK,Right_Rough_Proximity_PLAYER NAME,Right_Rough_Proximity_ROUNDS,Right_Rough_Proximity_AVG,Right_Rough_Proximity_ATTEMPTS,Right_Rough_Proximity_TOTAL DISTANCE (FEET),Right_Rough_Proximity_RELATIVE TO PAR
28,T28,T28,Daniel Chopra,55,"40' 8""",128,5205.667,+25.00
29,T28,T28,Jason Dufner,83,"40' 8""",107,4352.583,+13.00
30,T28,T28,Boo Weekley,74,"40' 8""",104,4227.917,+8.00
31,32,32,Carl Pettersson,92,"40' 10""",131,5351.5,+26.00
32,T33,T33,Sean O'Hair,84,"40' 11""",150,6137.75,+19.00
33,T33,T33,Brendan Steele,77,"40' 11""",118,4828.583,+9.00
34,T35,T35,Hunter Mahan,88,"41' 0""",116,4758.917,+17.00
35,T35,T35,Geoff Ogilvy,73,"41' 0""",98,4016.083,+15.00
36,T37,T37,John Daly,50,"41' 1""",80,3283.833,+10.00
37,T37,T37,Scott Piercy,95,"41' 1""",194,7963.0830000000005,+14.00
38,39,39,Jason Kokrak,79,"41' 2""",162,6672.0830000000005,+15.00
39,40,40,Martin Flores,95,"41' 3""",165,6810.5830000000005,+21.00
40,T41,T41,Chris Couch,61,"41' 8""",101,4208.25,+4.00
41,T41,T41,Greg Owen,90,"41' 8""",171,7124.0,+24.00
42,T43,T43,Matt Every,80,"41' 11""",118,4950.0,+3.00
43,T43,T43,J.B. Holmes,90,"41' 11""",183,7674.1669999999995,+18.00
44,T45,T45,Chad Campbell,84,"42' 0""",137,5753.5,+31.00
45,T45,T45,Freddie Jacobson,61,"42' 0""",86,3608.583,+16.00
46,T45,T45,Heath Slocum,93,"42' 0""",100,4198.833,+12.00
47,48,48,Arjun Atwal,79,"42' 1""",123,5176.75,+20.00
48,49,49,David Mathis,83,"42' 3""",135,5708.3330000000005,+18.00
49,T50,T50,Chris DiMarco,83,"42' 4""",128,5417.4169999999995,+27.00
50,T50,T50,Stephen Gangluff,57,"42' 4""",120,5082.5,+26.00
51,T50,T50,William McGirt,96,"42' 4""",149,6309.8330000000005,+6.00
52,T50,T50,D.J. Trahan,73,"42' 4""",107,4527.75,+22.00
53,T54,T54,Nick O'Hern,78,"42' 5""",108,4581.583,+17.00
54,T54,T54,Chris Stroud,86,"42' 5""",131,5553.0830000000005,+8.00
55,T54,T54,Daniel Summerhays,81,"42' 5""",117,4963.417,+15.00
56,T57,T57,Seung-Yul Noh,105,"42' 6""",161,6841.5830000000005,+1.00
57,T57,T57,Louis Oosthuizen,65,"42' 6""",87,3700.0,+2.00
58,59,59,Vaughn Taylor,81,"42' 7""",108,4596.917,+20.00
59,60,60,Steve Wheatcroft,56,"42' 10""",73,3125.333,+10.00
60,61,61,Kyle Reifers,86,"43' 0""",105,4515.333,+15.00
61,T62,T62,Tim Herron,88,"43' 1""",156,6726.3330000000005,+14.00
62,T62,T62,Sung Kang,75,"43' 1""",131,5647.5,+23.00
63,T64,T64,Ernie Els,80,"43' 2""",136,5875.1669999999995,+13.00
64,T64,T64,Russell Knox,72,"43' 2""",98,4231.083,+13.00
65,T64,T64,Chez Reavie,83,"43' 2""",93,4015.5,+13.00
66,T64,T64,Vijay Singh,99,"43' 2""",167,7203.5830000000005,+22.00
67,68,68,Matt Bettencourt,80,"43' 3""",129,5582.0830000000005,+25.00
68,T69,T69,Tim Clark,60,"43' 4""",66,2860.083,+9.00
69,T69,T69,Marco Dawson,60,"43' 4""",76,3296.0,+7.00
70,T69,T69,Justin Rose,69,"43' 4""",109,4725.333,+4.00
71,T69,T69,Kyle Thompson,51,"43' 4""",70,3035.583,+13.00
72,T73,T73,Dicky Pride,62,"43' 5""",82,3559.75,+15.00
73,T73,T73,Johnson Wagner,88,"43' 5""",132,5734.5,+17.00
74,T75,T75,Hunter Haas,69,"43' 8""",107,4673.583,+19.00
75,T75,T75,Rory McIlroy,60,"43' 8""",103,4500.833,+7.00
76,T75,T75,Kyle Stanley,86,"43' 8""",157,6852.5830000000005,+5.00
77,78,78,"Ted Potter, Jr.",77,"43' 9""",111,4858.167,+11.00
78,T79,T79,Kevin Stadler,85,"43' 10""",102,4470.167,+13.00
79,T79,T79,Mark Wilson,84,"43' 10""",116,5083.667,+15.00
80,81,81,Michael Bradley,63,"43' 11""",115,5049.333,+22.00
81,T82,T82,Stephen Ames,54,"44' 0""",75,3301.417,+19.00
82,T82,T82,Bud Cauley,99,"44' 0""",152,6683.0,+11.00
83,T82,T82,Brandt Jobe,57,"44' 0""",81,3566.75,+7.00
84,T82,T82,Danny Lee,74,"44' 0""",122,5372.0830000000005,+11.00
85,T82,T82,Bill Lunde,83,"44' 0""",142,6242.5830000000005,+26.00
86,T87,T87,Billy Horschel,63,"44' 1""",83,3658.667,+22.00
87,T87,T87,Chris Kirk,93,"44' 1""",185,8159.6669999999995,+19.00
88,T89,T89,Harrison Frazar,56,"44' 2""",92,4063.75,+20.00
89,T89,T89,Davis Love III,64,"44' 2""",106,4683.75,+9.00
90,91,91,Ricky Barnes,92,"44' 3""",183,8102.3330000000005,+42.00
91,T92,T92,Miguel Angel Carballo,73,"44' 4""",114,5053.417,+24.00
92,T92,T92,J.J. Henry,93,"44' 4""",101,4473.667,+14.00
93,T92,T92,Charl Schwartzel,56,"44' 4""",74,3282.25,+6.00
94,T92,T92,Josh Teater,97,"44' 4""",185,8206.5,+34.00
95,T92,T92,Michael Thompson,80,"44' 4""",122,5410.5830000000005,+13.00
96,T97,T97,Roberto Castro,92,"44' 5""",124,5509.5830000000005,+12.00
97,T97,T97,Nathan Green,73,"44' 5""",110,4884.583,+19.00
98,T99,T99,Bill Haas,79,"44' 7""",126,5614.0,+14.00
99,T99,T99,Cameron Tringale,88,"44' 7""",119,5304.0,+20.00
100,T101,T101,Stewart Cink,71,"44' 8""",132,5892.0,+14.00
101,T101,T101,Ken Duke,104,"44' 8""",185,8260.583,+36.00
102,T101,T101,Brian Harman,101,"44' 8""",140,6249.6669999999995,+27.00
103,T101,T101,Charley Hoffman,88,"44' 8""",140,6250.0830000000005,+22.00
104,T101,T101,John Rollins,81,"44' 8""",144,6431.5830000000005,+25.00
105,T106,T106,Rod Pampling,88,"44' 9""",118,5276.5,+31.00
106,T106,T106,Tom Pernice Jr.,62,"44' 9""",109,4879.917,+25.00
107,T106,T106,Camilo Villegas,79,"44' 9""",131,5860.3330000000005,+27.00
108,T109,T109,Mark Anderson,75,"44' 10""",161,7213.3330000000005,+27.00
109,T109,T109,Martin Laird,77,"44' 10""",119,5337.75,+9.00
110,111,111,Tommy Biershenk,74,"44' 11""",106,4762.75,+36.00
111,T112,T112,Aaron Baddeley,73,"45' 0""",126,5672.0,+19.00
112,T112,T112,John Merrick,83,"45' 0""",134,6026.75,+18.00
113,T112,T112,Brandt Snedeker,81,"45' 0""",128,5759.3330000000005,+23.00
114,T115,T115,Rickie Fowler,84,"45' 1""",107,4824.75,+5.00
115,T115,T115,Trevor Immelman,76,"45' 1""",125,5639.5830000000005,+18.00
116,T117,T117,Phil Mickelson,79,"45' 3""",101,4574.25,+9.00
117,T117,T117,Alexandre Rocha,62,"45' 3""",104,4709.0,+16.00
118,T119,T119,Stuart Appleby,75,"45' 4""",103,4670.917,+17.00
119,T119,T119,Charles Howell III,98,"45' 4""",205,9298.917,+17.00
120,121,121,Jason Day,57,"45' 5""",114,5179.417,+1.00
121,T122,T122,Greg Chalmers,88,"45' 6""",152,6918.9169999999995,+14.00
122,T122,T122,Ryo Ishikawa,54,"45' 6""",96,4367.0,+13.00
123,T122,T122,Bryce Molder,83,"45' 6""",160,7274.9169999999995,+18.00
124,125,125,Ian Poulter,57,"45' 10""",59,2704.5,+1.00
125,126,126,Bobby Gates,87,"45' 11""",166,7624.5,+24.00
126,127,127,Gary Christian,91,"46' 0""",127,5839.0,+33.00
127,T128,T128,Harris English,98,"46' 1""",183,8432.917,+39.00
128,T128,T128,Jhonattan Vegas,77,"46' 1""",149,6868.5,+13.00
129,130,130,K.J. Choi,71,"46' 2""",90,4151.917,+8.00
130,T131,T131,Brian Gay,91,"46' 3""",127,5877.3330000000005,+16.00
131,T131,T131,Zach Johnson,95,"46' 3""",117,5410.6669999999995,+8.00
132,T131,T131,Scott Stallings,78,"46' 3""",138,6380.5,+13.00
133,134,134,Robert Garrigus,89,"46' 5""",152,7060.5,+9.00
134,135,135,Nick Watney,97,"46' 6""",175,8138.5,+21.00
135,136,136,Kris Blanks,65,"46' 7""",89,4146.75,+17.00
136,137,137,Jeff Overton,101,"46' 8""",196,9140.0,+28.00
137,T138,T138,Billy Mayfair,90,"46' 9""",135,6308.1669999999995,+16.00
138,T138,T138,Kevin Streelman,89,"46' 9""",134,6266.0,+22.00
139,T140,T140,Luke Donald,63,"46' 10""",91,4260.75,+5.00
140,T140,T140,Ryan Moore,89,"46' 10""",131,6139.75,+18.00
141,T140,T140,Ryan Palmer,81,"46' 10""",139,6510.3330000000005,+31.00
142,T140,T140,Rory Sabbatini,84,"46' 10""",163,7629.25,+31.00
143,144,144,Gary Woodland,70,"46' 11""",96,4503.833,+31.00
144,T145,T145,John Huh,99,"47' 0""",134,6293.25,+22.00
145,T145,T145,Adam Scott,59,"47' 0""",94,4417.5,+8.00
146,T147,T147,Kevin Chappell,91,"47' 1""",168,7905.5830000000005,+29.00
147,T147,T147,Robert Karlsson,54,"47' 1""",96,4516.25,+13.00
148,T147,T147,Patrick Sheehan,58,"47' 1""",92,4332.5,+10.00
149,150,150,Derek Lamely,64,"47' 2""",126,5943.1669999999995,+19.00
150,T151,T151,Brendon de Jonge,115,"47' 3""",182,8592.083,+30.00
151,T151,T151,Justin Leonard,79,"47' 3""",109,5152.417,+21.00
152,T151,T151,Pat Perez,81,"47' 3""",107,5056.5,+17.00
153,154,154,Billy Hurley III,70,"47' 5""",92,4363.417,+25.00
154,155,155,Marc Leishman,84,"47' 6""",206,9778.917,+26.00
155,156,156,Brendon Todd,78,"47' 7""",114,5420.5830000000005,+20.00
156,T157,T157,David Hearn,95,"47' 8""",179,8527.333,+22.00
157,T157,T157,D.A. Points,88,"47' 8""",141,6726.3330000000005,+2.00
158,T159,T159,Matt Kuchar,86,"47' 9""",106,5061.083,+20.00
159,T159,T159,Troy Matteson,100,"47' 9""",202,9637.917,+44.00
160,T159,T159,Kevin Na,80,"47' 9""",106,5064.667,+4.00
161,T162,T162,Blake Adams,107,"48' 0""",160,7679.75,+19.00
162,T162,T162,Graham DeLaet,79,"48' 0""",133,6383.5,+9.00
163,T164,T164,Richard Lee,71,"48' 1""",97,4661.5,+14.00
164,T164,T164,Andres Romero,68,"48' 1""",106,5095.5,+13.00
165,T166,T166,James Driscoll,83,"48' 3""",158,7621.3330000000005,+24.00
166,T166,T166,Bob Estes,78,"48' 3""",130,6277.0,+21.00
167,T168,T168,Mathew Goggin,65,"48' 4""",120,5801.4169999999995,+26.00
168,T168,T168,J.J. Killeen,101,"48' 4""",214,10351.0,+25.00
169,T170,T170,Matt Jones,53,"48' 5""",86,4167.167,+11.00
170,T170,T170,Colt Knost,79,"48' 5""",102,4938.0,+27.00
171,T170,T170,Rocco Mediate,70,"48' 5""",111,5376.5,+29.00
172,173,173,Sangmoon Bae,81,"48' 7""",128,6223.75,+28.00
173,T174,T174,Will Claxton,99,"48' 8""",130,6328.8330000000005,+12.00
174,T174,T174,Brian Davis,91,"48' 8""",126,6131.1669999999995,+26.00
175,176,176,Tiger Woods,69,"48' 9""",73,3560.167,+6.00
176,177,177,Sergio Garcia,57,"49' 0""",76,3726.417,+5.00
177,178,178,Jeff Maggert,83,"49' 4""",110,5424.9169999999995,+20.00
178,T179,T179,Jimmy Walker,101,"49' 8""",211,10479.25,+33.00
179,T179,T179,Lee Westwood,60,"49' 8""",69,3427.333,+7.00
180,181,181,Jim Furyk,85,"49' 9""",93,4628.583,+13.00
181,182,182,John Senden,81,"49' 11""",108,5387.5830000000005,+16.00
182,183,183,Tom Gillis,75,"50' 4""",90,4531.583,+27.00
183,184,184,Edward Loar,59,"50' 11""",76,3870.75,+17.00
184,T185,T185,George McNeill,85,"51' 0""",143,7295.75,+28.00
185,T185,T185,Y.E. Yang,64,"51' 0""",82,4182.917,+20.00
186,187,187,Henrik Stenson,51,"51' 1""",71,3624.5,+4.00
187,188,188,Ryuji Imada,78,"51' 2""",126,6448.75,+27.00
188,189,189,Jason Bohn,81,"51' 3""",97,4974.917,+20.00
189,190,190,Spencer Levin,81,"51' 5""",128,6580.4169999999995,+29.00
190,191,191,Jerry Kelly,84,"51' 9""",102,5279.0,+44.00
