,Longest_Hole_Outs_in_yards_RANK THIS WEEK,Longest_Hole_Outs_in_yards_RANK LAST WEEK,Longest_Hole_Outs_in_yards_PLAYER NAME,Longest_Hole_Outs_in_yards_ROUNDS,Longest_Hole_Outs_in_yards_DISTANCE,Longest_Hole_Outs_in_yards_TOURNAMENT,Longest_Hole_Outs_in_yards_ROUND- COURSE,Longest_Hole_Outs_in_yards_HOLE
23,T23,24,Bob Estes,78,184,RBC Heritage,2,4
24,25,25,Harrison Frazar,56,183,Crowne Plaza Invitational at Colonial,2,16
25,T26,26,Jonathan Fly,4,179,FedEx St. Jude Classic,2,1
26,T26,27,Tim Clark,60,179,THE PLAYERS Championship,2,7
27,28,28,Kyle Reifers,86,178,Wyndham Championship,3,18
28,T29,29,Bill Haas,79,175,Wyndham Championship,2,14
29,T29,30,Jason Gore,17,175,True South Classic,3,15
30,T31,31,Robert Allenby,76,172,RBC Heritage,1,11
31,T31,32,Bill Lunde,83,172,Northern Trust Open,2,13
32,T31,33,Jim Furyk,85,172,RBC Heritage,4,11
33,T34,34,Zach Johnson,95,166,The Barclays,4,15
34,T34,35,Paul Casey,20,166,World Golf Championships-Cadillac Championship,4,15
35,36,36,John Mallinger,74,165,The Honda Classic,3,2
36,37,27,Tim Clark,60,163,RBC Canadian Open,2,2
37,38,38,Joe Ogilvie,47,162,Northern Trust Open,2,16
38,39,39,Rory Sabbatini,84,161,Travelers Championship,4,16
39,40,19,Chris Kirk,93,160,Deutsche Bank Championship,2,9
40,T41,31,Robert Allenby,76,159,Northern Trust Open,2,5
41,T41,42,Luke Donald,63,159,TOUR Championship by Coca-Cola,3,14
42,T43,43,David Mathis,83,158,Travelers Championship,1,11
43,T43,44,Michael Bradley,63,158,RBC Heritage,3,16
44,45,45,Briny Baird,38,157,Northern Trust Open,3,7
45,T46,43,David Mathis,83,155,The McGladrey Classic,4,11
46,T46,10,Roberto Castro,92,155,The Barclays,2,14
47,T48,48,Graeme McDowell,55,154,BMW Championship,1,8
48,T48,49,Brendon Todd,78,154,Zurich Classic of New Orleans,1,8
49,T48,50,J.J. Henry,93,154,HP Byron Nelson Championship,4,5
50,51,32,Bill Lunde,83,153,True South Classic,4,9
51,T52,52,Troy Matteson,100,152,Sony Open in Hawaii,2,3
52,T52,53,Graham DeLaet,79,152,The Barclays,4,15
53,54,54,Darren Clarke,17,149,Shell Houston Open,1,15
54,55,42,Luke Donald,63,148,Zurich Classic of New Orleans,2,1
55,56,56,Scott Piercy,95,147,Farmers Insurance Open,2,5
56,T57,57,Bobby Gates,87,146,AT&T Pebble Beach National Pro-Am,4,15
57,T57,5,Dicky Pride,62,146,John Deere Classic,1,14
58,59,59,Harris English,98,145,The Barclays,4,15
59,T60,60,David Sanchez,2,144,Wyndham Championship,2,9
60,T60,22,Chad Campbell,84,144,Wyndham Championship,3,4
61,T60,62,Brendon de Jonge,115,144,Northern Trust Open,2,7
62,63,63,Bo Van Pelt,84,143,RBC Canadian Open,2,9
63,64,64,Cameron Tringale,88,142,Shell Houston Open,1,11
64,65,65,Danny Lee,74,141,Humana Challenge in partnership with the Clinton Foundation,4,17
65,T66,53,Graham DeLaet,79,140,THE PLAYERS Championship,4,10
66,T66,67,Ken Duke,104,140,AT&T Pebble Beach National Pro-Am,1,16
67,T68,68,Greg Chalmers,88,137,Zurich Classic of New Orleans,2,1
68,T68,69,Bubba Watson,68,137,Travelers Championship,1,10
69,T68,14,Davis Love III,64,137,Children's Miracle Network Hospitals Classic,2,2
70,T68,16,Chez Reavie,83,137,Farmers Insurance Open,1,3
71,72,72,Justin Leonard,79,136,Justin Timberlake Shriners Hospitals for Children Open,3,11
72,T73,73,Ian Poulter,57,134,Waste Management Phoenix Open,2,1
73,T73,74,Andres Romero,68,134,HP Byron Nelson Championship,2,1
74,T73,8,Ryan Moore,89,134,Wyndham Championship,4,17
75,T73,76,Shaun Micheel,36,134,FedEx St. Jude Classic,2,12
76,77,77,Tim Herron,88,128,Frys.com Open,2,18
77,78,78,Brian Gay,91,127,Frys.com Open,1,10
78,79,79,Derek Ernst,4,125,Frys.com Open,1,18
79,T80,80,Dustin Johnson,70,124,the Memorial Tournament presented by Nationwide Insurance,3,13
80,T80,81,Brian Harman,101,124,Children's Miracle Network Hospitals Classic,3,9
81,T82,82,Steven Bowditch,45,123,AT&T Pebble Beach National Pro-Am,3,15
82,T82,83,Gus Ulrich,2,123,Wyndham Championship,1,8
83,T82,84,David Toms,60,123,THE PLAYERS Championship,4,6
84,T82,85,Marco Dawson,60,123,True South Classic,1,3
85,T82,86,Daniel Chopra,55,123,RBC Canadian Open,2,12
86,T87,87,Scott Verplank,18,120,Transitions Championship,2,5
87,T87,88,Hunter Haas,69,120,John Deere Classic,4,8
88,T87,89,Boo Weekley,74,120,The Greenbrier Classic,1,16
89,90,43,David Mathis,83,119,Justin Timberlake Shriners Hospitals for Children Open,2,7
90,T91,91,Louis Oosthuizen,65,117,Crowne Plaza Invitational at Colonial,1,18
91,T91,92,Patrick Cantlay,36,117,RBC Canadian Open,4,15
92,T91,93,Edward Loar,59,117,John Deere Classic,2,4
93,T91,94,Gary Christian,91,117,RBC Canadian Open,2,12
94,T95,95,Tommy Gainey,98,115,FedEx St. Jude Classic,3,1
95,T95,96,Steve Flesch,25,115,Wells Fargo Championship,2,1
96,T97,97,Charlie Wi,86,114,AT&T Pebble Beach National Pro-Am,2,13
97,T97,98,D.A. Points,88,114,Justin Timberlake Shriners Hospitals for Children Open,2,3
98,T97,28,Kyle Reifers,86,114,The Greenbrier Classic,1,1
99,T100,100,Steve Marino,16,113,Farmers Insurance Open,2,17
100,T100,101,Martin Flores,95,113,Waste Management Phoenix Open,3,6
101,T102,102,Tommy Biershenk,74,110,Justin Timberlake Shriners Hospitals for Children Open,3,7
102,T102,103,Phil Mickelson,79,110,Northern Trust Open,2,8
103,T102,8,Ryan Moore,89,110,Transitions Championship,2,5
104,T105,65,Danny Lee,74,106,AT&T Pebble Beach National Pro-Am,1,11
105,T105,106,James Driscoll,83,106,Justin Timberlake Shriners Hospitals for Children Open,2,7
106,T105,38,Joe Ogilvie,47,106,AT&T Pebble Beach National Pro-Am,1,11
107,T108,108,Blake Adams,107,104,Northern Trust Open,1,17
108,T108,109,Ben Crane,73,104,Crowne Plaza Invitational at Colonial,2,9
109,T108,110,Jonas Blixt,72,104,Justin Timberlake Shriners Hospitals for Children Open,2,7
110,T111,111,Vaughn Taylor,81,103,RBC Heritage,1,9
111,T111,112,Scott Stallings,78,103,RBC Canadian Open,3,10
112,T113,32,Bill Lunde,83,101,HP Byron Nelson Championship,1,10
113,T113,114,Robert Garrigus,89,101,Justin Timberlake Shriners Hospitals for Children Open,2,11
114,115,115,John Merrick,83,100,Justin Timberlake Shriners Hospitals for Children Open,2,7
115,T116,116,"Ted Potter, Jr.",77,98,Farmers Insurance Open,2,18
116,T116,95,Tommy Gainey,98,98,RBC Canadian Open,3,17
117,T116,39,Rory Sabbatini,84,98,Humana Challenge in partnership with the Clinton Foundation,1,16
118,T116,119,Chris Stroud,86,98,Zurich Classic of New Orleans,1,13
119,T116,72,Justin Leonard,79,98,Farmers Insurance Open,2,9
120,T121,121,Brian Davis,91,96,Zurich Classic of New Orleans,3,2
121,T121,122,Tim Petrovic,46,96,The Greenbrier Classic,4,10
122,T123,63,Bo Van Pelt,84,93,AT&T National,1,1
123,T123,124,Will Claxton,99,93,Transitions Championship,1,14
124,T123,94,Gary Christian,91,93,Frys.com Open,2,12
125,126,126,Billy Horschel,63,91,True South Classic,3,18
126,T127,52,Troy Matteson,100,90,Valero Texas Open,1,2
127,T127,111,Vaughn Taylor,81,90,Wyndham Championship,1,8
128,T127,129,Marc Leishman,84,90,RBC Heritage,2,14
129,130,78,Brian Gay,91,87,RBC Heritage,1,14
130,T131,131,Zack Miller,32,86,RBC Canadian Open,1,10
131,T131,33,Jim Furyk,85,86,the Memorial Tournament presented by Nationwide Insurance,3,5
132,133,56,Scott Piercy,95,84,Hyundai Tournament of Champions,3,16
133,134,110,Jonas Blixt,72,82,HP Byron Nelson Championship,3,11
134,135,78,Brian Gay,91,81,THE PLAYERS Championship,2,12
135,T136,24,Bob Estes,78,80,HP Byron Nelson Championship,3,11
136,T136,11,Steve Stricker,73,80,John Deere Classic,1,14
137,T136,138,Vijay Singh,99,80,Farmers Insurance Open,2,18
138,T139,19,Chris Kirk,93,79,The McGladrey Classic,2,5
139,T139,57,Bobby Gates,87,79,Waste Management Phoenix Open,2,13
140,T139,141,Henrik Stenson,51,79,Arnold Palmer Invitational presented by MasterCard,4,5
141,142,142,Bryce Molder,83,77,Hyundai Tournament of Champions,3,14
142,143,143,Charley Hoffman,88,76,Farmers Insurance Open,3,18
143,T144,144,Freddie Jacobson,61,75,Valero Texas Open,3,5
144,T144,145,Matt McQuillan,27,75,HP Byron Nelson Championship,2,16
145,T146,7,Billy Mayfair,90,73,HP Byron Nelson Championship,1,8
146,T146,147,Keegan Bradley,90,73,Hyundai Tournament of Champions,4,16
147,T148,148,Mathew Goggin,65,71,Shell Houston Open,3,13
148,T148,15,Gavin Coles,72,71,Farmers Insurance Open,2,6
149,150,150,Patrick Reed,38,69,Frys.com Open,4,15
150,151,151,Rickie Fowler,84,68,Waste Management Phoenix Open,1,15
151,T152,152,Justin Rose,69,67,THE PLAYERS Championship,4,12
152,T152,153,Matt Bettencourt,80,67,True South Classic,3,18
153,154,154,Hunter Hamrick,16,62,RBC Canadian Open,2,4
154,155,155,John Huh,99,58,The Barclays,1,6
155,156,156,Bud Cauley,99,57,Deutsche Bank Championship,2,18
156,157,124,Will Claxton,99,56,Travelers Championship,1,2
157,T158,112,Scott Stallings,78,54,Wyndham Championship,1,5
158,T158,147,Keegan Bradley,90,54,Hyundai Tournament of Champions,1,9
159,160,160,Matt Jones,53,53,Frys.com Open,4,15
160,161,161,Jimmy Walker,101,51,Sony Open in Hawaii,2,3
161,162,162,Mark Wilson,84,50,Deutsche Bank Championship,2,18
162,T163,163,Sung Kang,75,49,John Deere Classic,1,18
163,T163,155,John Huh,99,49,Shell Houston Open,1,4
164,T165,129,Marc Leishman,84,44,Travelers Championship,3,15
165,T165,68,Greg Chalmers,88,44,THE PLAYERS Championship,2,9
166,T167,167,Jhonattan Vegas,77,43,THE PLAYERS Championship,4,8
167,T167,156,Bud Cauley,99,43,The Barclays,2,4
168,T167,81,Brian Harman,101,43,THE PLAYERS Championship,2,8
169,T170,170,Jason Kokrak,79,42,Northern Trust Open,2,12
170,T170,109,Ben Crane,73,42,Wells Fargo Championship,2,5
171,T172,172,Sangmoon Bae,81,41,World Golf Championships-Cadillac Championship,3,3
172,T172,80,Dustin Johnson,70,41,AT&T Pebble Beach National Pro-Am,1,3
173,T172,174,Miguel Angel Carballo,73,41,Sony Open in Hawaii,2,16
174,T175,110,Jonas Blixt,72,40,Zurich Classic of New Orleans,4,3
175,T175,28,Kyle Reifers,86,40,Farmers Insurance Open,2,6
176,T177,177,Francesco Molinari,28,39,World Golf Championships-Bridgestone Invitational,1,4
177,T177,178,Scott Dunlap,57,39,Wyndham Championship,2,15
178,T179,108,Blake Adams,107,38,Justin Timberlake Shriners Hospitals for Children Open,1,11
179,T179,180,Kevin Stadler,85,38,THE PLAYERS Championship,4,4
180,T179,39,Rory Sabbatini,84,38,RBC Heritage,2,11
181,182,29,Bill Haas,79,37,Wells Fargo Championship,1,8
182,T183,183,Webb Simpson,77,36,Wells Fargo Championship,1,8
183,T183,33,Jim Furyk,85,36,Deutsche Bank Championship,3,15
184,T183,185,Lonny Alexander,4,36,Valero Texas Open,2,14
185,T183,122,Tim Petrovic,46,36,Travelers Championship,2,4
186,T187,14,Davis Love III,64,35,The Honda Classic,3,10
187,T187,77,Tim Herron,88,35,Shell Houston Open,2,11
188,T187,109,Ben Crane,73,35,World Golf Championships-Bridgestone Invitational,1,17
189,T187,20,Stewart Cink,71,35,Justin Timberlake Shriners Hospitals for Children Open,2,7
190,T191,94,Gary Christian,91,34,Wyndham Championship,1,15
191,T191,192,Hank Kuehne,28,34,Valero Texas Open,2,6
192,T191,193,Kevin Chappell,91,34,Farmers Insurance Open,1,15
193,T191,194,Kevin Kisner,69,34,Waste Management Phoenix Open,3,14
194,T195,72,Justin Leonard,79,33,Waste Management Phoenix Open,1,5
195,T195,196,J.B. Holmes,90,33,Wells Fargo Championship,2,18
196,T195,119,Chris Stroud,86,33,Wells Fargo Championship,2,17
197,T195,111,Vaughn Taylor,81,33,Travelers Championship,4,15
198,T195,199,Kevin Streelman,89,33,The Greenbrier Classic,1,17
199,T195,59,Harris English,98,33,Shell Houston Open,3,13
