,Approaches_Right_Rough_RTP_Score_RANK THIS WEEK,Approaches_Right_Rough_RTP_Score_RANK LAST WEEK,Approaches_Right_Rough_RTP_Score_PLAYER NAME,Approaches_Right_Rough_RTP_Score_ROUNDS,Approaches_Right_Rough_RTP_Score_AVG RTP
45,T46,T46,Davis Love III,64,+.085
46,T46,T46,Adam Scott,59,+.085
47,48,48,Brandt Jobe,57,+.086
48,49,49,Jhonattan Vegas,77,+.087
49,T50,T50,K.J. Choi,71,+.089
50,T50,T50,Phil Mickelson,79,+.089
51,T52,T52,Tim Herron,88,+.090
52,T52,T52,Danny Lee,74,+.090
53,T54,T54,Greg Chalmers,88,+.092
54,T54,T54,Will Claxton,99,+.092
55,T54,T54,Marco Dawson,60,+.092
56,T57,T57,Padraig Harrington,67,+.093
57,T57,T57,Jason Kokrak,79,+.093
58,59,59,Scott Stallings,78,+.094
59,60,60,Ernie Els,80,+.096
60,61,61,Roberto Castro,92,+.097
61,62,62,J.B. Holmes,90,+.098
62,63,63,"Ted Potter, Jr.",77,+.099
63,64,64,Lee Westwood,60,+.101
64,T65,T65,Troy Kelly,68,+.103
65,T65,T65,Chris Kirk,93,+.103
66,67,67,Cameron Beckman,81,+.105
67,68,68,Stewart Cink,71,+.106
68,69,69,Michael Thompson,80,+.107
69,70,70,Patrick Sheehan,58,+.109
70,71,71,Bill Haas,79,+.111
71,72,72,Bryce Molder,83,+.113
72,73,73,J.J. Killeen,101,+.117
73,T74,T74,Blake Adams,107,+.119
74,T74,T74,Billy Mayfair,90,+.119
75,T76,T76,Heath Slocum,93,+.120
76,T76,T76,Nick Watney,97,+.120
77,78,78,Jason Dufner,83,+.121
78,T79,T79,Ángel Cabrera,54,+.123
79,T79,T79,David Hearn,95,+.123
80,T79,T79,Andres Romero,68,+.123
81,82,82,John Daly,50,+.125
82,T83,T83,Brian Gay,91,+.126
83,T83,T83,Marc Leishman,84,+.126
84,T85,T85,Martin Flores,95,+.127
85,T85,T85,Sean O'Hair,84,+.127
86,T85,T85,Kevin Stadler,85,+.127
87,T88,T88,Matt Jones,53,+.128
88,T88,T88,Daniel Summerhays,81,+.128
89,T90,T90,Johnson Wagner,88,+.129
90,T90,T90,Mark Wilson,84,+.129
91,92,92,Charlie Wi,86,+.131
92,93,93,Vijay Singh,99,+.132
93,T94,T94,Russell Knox,72,+.133
94,T94,T94,David Mathis,83,+.133
95,96,96,John Merrick,83,+.134
96,T97,T97,Ryo Ishikawa,54,+.135
97,T97,T97,Robert Karlsson,54,+.135
98,99,99,Tim Clark,60,+.136
99,T100,T100,Ryan Moore,89,+.137
100,T100,T100,Steve Wheatcroft,56,+.137
101,102,102,J.J. Henry,93,+.139
102,T103,T103,Jim Furyk,85,+.140
103,T103,T103,Greg Owen,90,+.140
104,T103,T103,Chez Reavie,83,+.140
105,T106,T106,Scott Brown,65,+.143
106,T106,T106,Jeff Overton,101,+.143
107,T106,T106,Kyle Reifers,86,+.143
108,T109,T109,Trevor Immelman,76,+.144
109,T109,T109,Richard Lee,71,+.144
110,111,111,Bobby Gates,87,+.145
111,112,112,Hunter Mahan,88,+.147
112,113,113,John Senden,81,+.148
113,T114,T114,Aaron Baddeley,73,+.151
114,T114,T114,Derek Lamely,64,+.151
115,116,116,James Driscoll,83,+.152
116,117,117,Geoff Ogilvy,73,+.153
117,118,118,Alexandre Rocha,62,+.154
118,119,119,Jimmy Walker,101,+.156
119,T120,T120,Charley Hoffman,88,+.157
120,T120,T120,Nick O'Hern,78,+.157
121,122,122,Pat Perez,81,+.159
122,123,123,Bob Estes,78,+.162
123,124,124,Arjun Atwal,79,+.163
124,T125,T125,John Huh,99,+.164
125,T125,T125,Kevin Streelman,89,+.164
126,T127,T127,Stuart Appleby,75,+.165
127,T127,T127,Brendon de Jonge,115,+.165
128,T129,T129,Mark Anderson,75,+.168
129,T129,T129,Cameron Tringale,88,+.168
130,131,131,Graeme McDowell,55,+.170
131,132,132,Roland Thatcher,55,+.171
132,T133,T133,Kevin Chappell,91,+.173
133,T133,T133,Nathan Green,73,+.173
134,135,135,John Rollins,81,+.174
135,136,136,Brendon Todd,78,+.175
136,137,137,Sung Kang,75,+.176
137,138,138,Hunter Haas,69,+.178
138,139,139,Brandt Snedeker,81,+.180
139,140,140,Jeff Maggert,83,+.182
140,T141,T141,Bill Lunde,83,+.183
141,T141,T141,Dicky Pride,62,+.183
142,143,143,Josh Teater,97,+.184
143,144,144,Vaughn Taylor,81,+.185
144,T145,T145,Freddie Jacobson,61,+.186
145,T145,T145,Kyle Thompson,51,+.186
146,147,147,Matt Kuchar,86,+.189
147,148,148,Rory Sabbatini,84,+.190
148,T149,T149,Kris Blanks,65,+.191
149,T149,T149,Michael Bradley,63,+.191
150,T151,T151,Brian Harman,101,+.193
151,T151,T151,Justin Leonard,79,+.193
152,153,153,Matt Bettencourt,80,+.194
153,T154,T154,Daniel Chopra,55,+.195
154,T154,T154,Ken Duke,104,+.195
155,156,156,George McNeill,85,+.196
156,157,157,Carl Pettersson,92,+.198
157,T158,T158,Jason Bohn,81,+.206
158,T158,T158,Brian Davis,91,+.206
159,T158,T158,D.J. Trahan,73,+.206
160,T158,T158,Camilo Villegas,79,+.206
161,T162,T162,Miguel Angel Carballo,73,+.211
162,T162,T162,Chris DiMarco,83,+.211
163,T164,T164,Harris English,98,+.213
164,T164,T164,Kevin Kisner,69,+.213
165,166,166,Ryuji Imada,78,+.214
166,T167,T167,Harrison Frazar,56,+.217
167,T167,T167,Stephen Gangluff,57,+.217
168,T167,T167,Mathew Goggin,65,+.217
169,170,170,Troy Matteson,100,+.218
170,171,171,Sangmoon Bae,81,+.219
171,172,172,Ryan Palmer,81,+.223
172,173,173,Edward Loar,59,+.224
173,174,174,Chad Campbell,84,+.226
174,175,175,Spencer Levin,81,+.227
175,176,176,Tom Pernice Jr.,62,+.229
176,177,177,Ricky Barnes,92,+.230
177,178,178,Y.E. Yang,64,+.244
178,179,179,Stephen Ames,54,+.253
179,180,180,Robert Allenby,76,+.259
180,181,181,Gary Christian,91,+.260
181,182,182,Rocco Mediate,70,+.261
182,183,183,Rod Pampling,88,+.263
183,T184,T184,Billy Horschel,63,+.265
184,T184,T184,Colt Knost,79,+.265
185,186,186,Billy Hurley III,70,+.272
186,187,187,Tom Gillis,75,+.300
187,188,188,John Mallinger,74,+.309
188,189,189,Gary Woodland,70,+.323
189,190,190,Tommy Biershenk,74,+.340
190,191,191,Jerry Kelly,84,+.431
