,Going_for_the_Green_-_Birdie_or_Better_RANK THIS WEEK,Going_for_the_Green_-_Birdie_or_Better_RANK LAST WEEK,Going_for_the_Green_-_Birdie_or_Better_PLAYER NAME,Going_for_the_Green_-_Birdie_or_Better_ROUNDS,Going_for_the_Green_-_Birdie_or_Better_%,Going_for_the_Green_-_Birdie_or_Better_# OF BIRDIE OR BETTER,Going_for_the_Green_-_Birdie_or_Better_ATTEMPTS,Going_for_the_Green_-_Birdie_or_Better_RTP-SUCCESSES,Going_for_the_Green_-_Birdie_or_Better_RTP-NOT GOING FOR THE GRN
39,40,40,Robert Karlsson,54,60.2,59,98,-60,-4.00
40,41,41,Kris Blanks,65,60.18,68,113,-74,-5.00
41,T42,T42,Jason Bohn,81,60.0,57,95,-60,-15.00
42,T42,T42,Martin Flores,95,60.0,90,150,-94,-17.00
43,44,44,Ben Crane,73,59.85,79,132,-88,-15.00
44,45,45,John Mallinger,74,59.76,49,82,-53,-10.00
45,46,46,Kyle Stanley,86,59.67,108,181,-116,-3.00
46,47,47,Sean O'Hair,84,59.66,105,176,-113,-4.00
47,48,48,Nick Watney,97,59.62,93,156,-105,-8.00
48,49,49,Matt Jones,53,59.09,52,88,-55,+4.00
49,50,50,Bill Lunde,83,59.02,72,122,-76,-6.00
50,51,51,John Huh,99,58.96,102,173,-105,-10.00
51,52,52,K.J. Choi,71,58.82,60,102,-63,-15.00
52,53,53,Bubba Watson,68,58.68,98,167,-110,-4.00
53,54,54,Keegan Bradley,90,58.56,106,181,-115,-8.00
54,55,55,Ángel Cabrera,54,58.54,48,82,-54,+1.00
55,56,56,Zach Johnson,95,58.27,74,127,-81,-31.00
56,57,57,Mathew Goggin,65,58.12,68,117,-72,-9.00
57,T58,T58,Charlie Beljan,61,58.06,54,93,-58,+1.00
58,T58,T58,Ernie Els,80,58.06,72,124,-76,-2.00
59,T60,T60,Chris DiMarco,83,57.89,55,95,-60,-22.00
60,T60,T60,Matt Every,80,57.89,66,114,-66,-10.00
61,T60,T60,Ryo Ishikawa,54,57.89,33,57,-39,-8.00
62,63,63,Aaron Baddeley,73,57.76,67,116,-69,-10.00
63,T64,T64,Marco Dawson,60,57.75,41,71,-44,-1.00
64,T64,T64,Dicky Pride,62,57.75,41,71,-43,-11.00
65,66,66,Graham DeLaet,79,57.72,86,149,-93,+6.00
66,67,67,James Driscoll,83,57.69,90,156,-100,-1.00
67,68,68,Jim Furyk,85,57.65,49,85,-52,-32.00
68,69,69,Martin Laird,77,57.64,83,144,-85,E
69,70,70,Mark Anderson,75,57.63,68,118,-69,+10.00
70,71,71,Kevin Kisner,69,57.61,53,92,-57,+1.00
71,T72,T72,Greg Owen,90,57.43,85,148,-87,-17.00
72,T72,T72,Lee Westwood,60,57.43,58,101,-62,+4.00
73,74,74,Sangmoon Bae,81,57.41,62,108,-63,+2.00
74,75,75,Camilo Villegas,79,57.34,82,143,-85,-13.00
75,76,76,Tom Pernice Jr.,62,57.33,43,75,-47,-3.00
76,77,77,Chris Couch,61,57.25,75,131,-81,+11.00
77,78,78,Gary Woodland,70,57.24,83,145,-93,+14.00
78,79,79,Matt Kuchar,86,57.14,60,105,-64,-10.00
79,80,80,Scott Piercy,95,57.0,118,207,-129,-2.00
80,81,81,Ryuji Imada,78,56.99,53,93,-54,-9.00
81,82,82,Brendon Todd,78,56.96,45,79,-49,-5.00
82,83,83,Carl Pettersson,92,56.95,86,151,-92,+3.00
83,84,84,Gavin Coles,72,56.9,33,58,-33,-28.00
84,85,85,Scott Stallings,78,56.89,95,167,-104,-1.00
85,86,86,Mark Wilson,84,56.86,58,102,-63,-18.00
86,87,87,Cameron Tringale,88,56.8,96,169,-99,-7.00
87,88,88,Brandt Jobe,57,56.76,42,74,-44,+5.00
88,89,89,Chris Stroud,86,56.56,69,122,-72,-1.00
89,90,90,John Senden,81,56.46,83,147,-87,-6.00
90,91,91,Seung-Yul Noh,105,56.45,105,186,-115,-4.00
91,92,92,Rory Sabbatini,84,56.44,92,163,-95,-5.00
92,93,93,William McGirt,96,56.41,66,117,-70,-31.00
93,94,94,Ian Poulter,57,56.34,40,71,-41,-5.00
94,95,95,Stewart Cink,71,56.25,54,96,-58,-7.00
95,96,96,Charl Schwartzel,56,56.1,46,82,-48,-6.00
96,97,97,Charlie Wi,86,56.0,70,125,-74,-18.00
97,98,98,Rod Pampling,88,55.93,66,118,-70,-12.00
98,99,99,Garth Mulroy,59,55.91,52,93,-57,+4.00
99,100,100,Davis Love III,64,55.79,53,95,-54,E
100,101,101,John Merrick,83,55.73,73,131,-78,-6.00
101,102,102,Ryan Moore,89,55.63,79,142,-85,-9.00
102,103,103,Freddie Jacobson,61,55.56,40,72,-41,+2.00
103,104,104,Danny Lee,74,55.45,61,110,-65,+8.00
104,T105,T105,Daniel Chopra,55,55.26,42,76,-44,-3.00
105,T105,T105,Brian Gay,91,55.26,42,76,-42,-43.00
106,107,107,Kevin Streelman,89,55.19,85,154,-88,+1.00
107,108,108,Webb Simpson,77,55.13,86,156,-92,-20.00
108,109,109,Bob Estes,78,55.06,49,89,-50,-13.00
109,T110,T110,Blake Adams,107,54.97,94,171,-99,-4.00
110,T110,T110,Tommy Gainey,98,54.97,94,171,-99,E
111,112,112,Jeff Overton,101,54.95,111,202,-117,-26.00
112,113,113,Miguel Angel Carballo,73,54.9,56,102,-59,-5.00
113,114,114,George McNeill,85,54.79,80,146,-86,-3.00
114,115,115,Charley Hoffman,88,54.7,99,181,-107,E
115,116,116,John Rollins,81,54.67,82,150,-86,-10.00
116,117,117,Trevor Immelman,76,54.64,53,97,-55,+3.00
117,118,118,Roberto Castro,92,54.55,78,143,-83,-16.00
118,119,119,D.J. Trahan,73,54.4,68,125,-69,-3.00
119,120,120,Justin Rose,69,54.37,56,103,-60,-10.00
120,121,121,Jonathan Byrd,69,54.33,69,127,-73,-17.00
121,122,122,Johnson Wagner,88,54.29,76,140,-84,-15.00
122,123,123,Harris English,98,54.21,103,190,-109,-1.00
123,124,124,Nathan Green,73,54.17,65,120,-68,-4.00
124,125,125,Ryan Palmer,81,54.04,87,161,-88,-11.00
125,126,126,Brian Davis,91,53.91,62,115,-68,-10.00
126,127,127,Brian Harman,101,53.75,86,160,-98,-23.00
127,128,128,Ricky Barnes,92,53.52,76,142,-80,-11.00
128,129,129,Bobby Gates,87,53.49,92,172,-100,E
129,130,130,John Daly,50,53.41,47,88,-50,-6.00
130,T131,T131,Will Claxton,99,53.33,88,165,-93,-22.00
131,T131,T131,Edward Loar,59,53.33,48,90,-54,+5.00
132,T131,T131,Troy Matteson,100,53.33,96,180,-102,+6.00
133,134,134,Marc Leishman,84,53.15,76,143,-79,-20.00
134,135,135,D.A. Points,88,53.01,88,166,-93,-11.00
135,T136,T136,Colt Knost,79,52.94,36,68,-39,-14.00
136,T136,T136,David Mathis,83,52.94,45,85,-49,-1.00
137,138,138,Jason Kokrak,79,52.78,76,144,-83,+5.00
138,139,139,Kyle Reifers,86,52.63,60,114,-69,-11.00
139,140,140,Andres Romero,68,52.46,64,122,-69,-4.00
140,141,141,David Toms,60,52.38,33,63,-36,-10.00
141,142,142,Jeff Maggert,83,52.24,70,134,-77,-14.00
142,143,143,Vaughn Taylor,81,52.17,48,92,-51,-16.00
143,144,144,Henrik Stenson,51,52.04,51,98,-53,-7.00
144,145,145,Richard Lee,71,52.0,52,100,-53,-14.00
145,146,146,Spencer Levin,81,51.91,68,131,-75,-13.00
146,147,147,Jhonattan Vegas,77,51.81,86,166,-90,+1.00
147,148,148,Robert Garrigus,89,51.71,106,205,-118,E
148,149,149,Gary Christian,91,51.67,62,120,-67,-11.00
149,150,150,Patrick Sheehan,58,51.56,33,64,-35,-1.00
150,151,151,Matt Bettencourt,80,51.4,55,107,-58,E
151,152,152,Justin Leonard,79,51.28,40,78,-40,-27.00
152,153,153,Erik Compton,81,51.11,69,135,-76,-5.00
153,T154,T154,Cameron Beckman,81,50.98,52,102,-56,-17.00
154,T154,T154,Billy Mayfair,90,50.98,78,153,-80,-1.00
155,T156,T156,Billy Hurley III,70,50.94,27,53,-30,-9.00
156,T156,T156,Chez Reavie,83,50.94,54,106,-55,-18.00
157,158,158,Alexandre Rocha,62,50.7,36,71,-37,-16.00
158,159,159,Y.E. Yang,64,50.68,37,73,-38,-7.00
159,160,160,Bill Haas,79,50.67,76,150,-81,-2.00
160,T161,T161,Sung Kang,75,50.5,51,101,-58,-7.00
161,T161,T161,Rocco Mediate,70,50.5,51,101,-58,-15.00
162,163,163,Heath Slocum,93,50.44,57,113,-61,-12.00
163,164,164,Arjun Atwal,79,50.41,61,121,-70,+6.00
164,165,165,Kevin Na,80,50.36,69,137,-70,-1.00
165,166,166,Ken Duke,104,50.33,77,153,-87,-27.00
166,T167,T167,Graeme McDowell,55,50.0,32,64,-35,-9.00
167,T167,T167,Steve Wheatcroft,56,50.0,34,68,-39,-5.00
168,169,169,Daniel Summerhays,81,49.59,61,123,-67,-11.00
169,170,170,Jerry Kelly,84,49.52,52,105,-54,-28.00
170,171,171,J.J. Henry,93,49.07,53,108,-54,-1.00
171,172,172,Hunter Mahan,88,48.87,65,133,-69,-3.00
172,173,173,Chris Kirk,93,48.59,86,177,-95,+6.00
173,174,174,Harrison Frazar,56,48.57,51,105,-56,-11.00
174,175,175,Kyle Thompson,51,48.33,29,60,-29,E
175,176,176,Scott Brown,65,47.71,52,109,-55,-1.00
176,177,177,Brendan Steele,77,46.92,61,130,-67,-8.00
177,178,178,Roland Thatcher,55,46.84,37,79,-40,+1.00
178,179,179,Nick O'Hern,78,46.15,30,65,-30,-22.00
179,180,180,J.J. Killeen,101,46.05,70,152,-73,-6.00
180,T181,T181,Stephen Gangluff,57,45.95,34,74,-36,+5.00
181,T181,T181,Kevin Stadler,85,45.95,68,148,-69,-4.00
182,183,183,"Ted Potter, Jr.",77,45.65,42,92,-44,-17.00
183,T184,T184,Chad Campbell,84,45.45,60,132,-62,-12.00
184,T184,T184,Tim Clark,60,45.45,30,66,-34,-18.00
185,186,186,Troy Kelly,68,43.96,40,91,-47,+11.00
186,187,187,Derek Lamely,64,42.57,43,101,-45,+6.00
187,188,188,Scott Dunlap,57,42.31,33,78,-36,+4.00
188,189,189,Michael Bradley,63,41.86,36,86,-40,-3.00
189,190,190,Robert Allenby,76,40.95,43,105,-43,+1.00
190,191,191,Hunter Haas,69,39.47,45,114,-48,+4.00
