,Average_Approach_Shot_Distance_RANK THIS WEEK,Average_Approach_Shot_Distance_RANK LAST WEEK,Average_Approach_Shot_Distance_PLAYER NAME,Average_Approach_Shot_Distance_ROUNDS,Average_Approach_Shot_Distance_AVG,Average_Approach_Shot_Distance_TOTAL DIST OF APPR SHOT,Average_Approach_Shot_Distance_TOTAL HOLES
32,T32,T32,Michael Bradley,63,163.3,5801898.0,987
33,T32,T32,Tommy Gainey,98,163.3,9439706.0,1606
34,T35,T35,Aaron Baddeley,73,163.4,5769123.0,981
35,T35,T35,Cameron Beckman,81,163.4,7258936.0,1234
36,T35,T35,Dustin Johnson,70,163.4,5583472.0,949
37,T38,T38,Bill Lunde,83,163.5,7068911.0,1201
38,T38,T38,Alexandre Rocha,62,163.5,5244720.0,891
39,T38,T38,Patrick Sheehan,58,163.5,4619453.0,785
40,T41,T41,Bud Cauley,99,163.6,9599739.0,1630
41,T41,T41,Ryo Ishikawa,54,163.6,3909783.0,664
42,T41,T41,Bryce Molder,83,163.6,7471792.0,1269
43,T41,T41,Steve Wheatcroft,56,163.6,4428990.0,752
44,T45,T45,Tim Herron,88,163.7,8045876.0,1365
45,T45,T45,Billy Horschel,63,163.7,5067064.0,860
46,T45,T45,William McGirt,96,163.7,8333938.0,1414
47,T48,T48,David Mathis,83,164.0,7303459.0,1237
48,T48,T48,Adam Scott,59,164.0,4351743.0,737
49,T48,T48,Kyle Thompson,51,164.0,3908826.0,662
50,T51,T51,Davis Love III,64,164.1,5511268.0,933
51,T51,T51,Chris Stroud,86,164.1,7940269.0,1344
52,T53,T53,Matt Jones,53,164.2,4668808.0,790
53,T53,T53,Carl Pettersson,92,164.2,8470383.0,1433
54,T53,T53,Josh Teater,97,164.2,8780341.0,1485
55,T56,T56,David Hearn,95,164.3,9340022.0,1579
56,T56,T56,Charles Howell III,98,164.3,8167387.0,1381
57,58,58,Brandt Jobe,57,164.4,4757061.0,804
58,T59,T59,Matt Every,80,164.5,6792722.0,1147
59,T59,T59,Rory McIlroy,60,164.5,4246812.0,717
60,T59,T59,Scott Stallings,78,164.5,7195041.0,1215
61,T62,T62,Will Claxton,99,164.6,9133420.0,1541
62,T62,T62,Matt Kuchar,86,164.6,7020973.0,1185
63,T62,T62,Heath Slocum,93,164.6,7964297.0,1344
64,65,65,Russell Knox,72,164.7,5951668.0,1004
65,T66,T66,Brian Davis,91,164.8,8393789.0,1415
66,T66,T66,Greg Owen,90,164.8,8186651.0,1380
67,T66,T66,Rod Pampling,88,164.8,7328708.0,1235
68,69,69,Ryan Palmer,81,164.9,7523358.0,1267
69,T70,T70,Matt Bettencourt,80,165.0,6361531.0,1071
70,T70,T70,Ben Curtis,62,165.0,5127290.0,863
71,T72,T72,Jason Bohn,81,165.1,7019323.0,1181
72,T72,T72,Bob Estes,78,165.1,6925362.0,1165
73,T72,T72,Stephen Gangluff,57,165.1,4575522.0,770
74,T72,T72,Derek Lamely,64,165.1,5913431.0,995
75,T72,T72,John Rollins,81,165.1,7555952.0,1271
76,T77,T77,Graeme McDowell,55,165.2,4019544.0,676
77,T77,T77,Rocco Mediate,70,165.2,6178403.0,1039
78,T79,T79,Sung Kang,75,165.3,6611780.0,1111
79,T79,T79,Jeff Maggert,83,165.3,8320817.0,1398
80,T79,T79,Dicky Pride,62,165.3,5223429.0,878
81,T82,T82,Jason Dufner,83,165.4,6794486.0,1141
82,T82,T82,Chris Kirk,93,165.4,9082236.0,1525
83,T82,T82,Danny Lee,74,165.4,6268599.0,1053
84,T82,T82,Charlie Wi,86,165.4,7799342.0,1310
85,T82,T82,Y.E. Yang,64,165.4,5109265.0,858
86,T87,T87,Roberto Castro,92,165.5,7999216.0,1343
87,T87,T87,Jason Day,57,165.5,5005018.0,840
88,T87,T87,Nick O'Hern,78,165.5,7278884.0,1222
89,T90,T90,J.J. Killeen,101,165.6,8960668.0,1503
90,T90,T90,Garth Mulroy,59,165.6,4871022.0,817
91,T90,T90,"Ted Potter, Jr.",77,165.6,6520205.0,1094
92,T90,T90,Chez Reavie,83,165.6,7064539.0,1185
93,T90,T90,Rory Sabbatini,84,165.6,7684666.0,1289
94,T90,T90,Michael Thompson,80,165.6,6945701.0,1165
95,T96,T96,Graham DeLaet,79,165.7,7609382.0,1276
96,T96,T96,John Mallinger,74,165.7,6739394.0,1130
97,T96,T96,Geoff Ogilvy,73,165.7,5888778.0,987
98,T96,T96,Louis Oosthuizen,65,165.7,5238966.0,878
99,T96,T96,Kevin Streelman,89,165.7,8213008.0,1377
100,T101,T101,Gary Christian,91,165.8,8044640.0,1348
101,T101,T101,Ryuji Imada,78,165.8,7357855.0,1233
102,T101,T101,Nick Watney,97,165.8,8112552.0,1359
103,T104,T104,Trevor Immelman,76,165.9,6104070.0,1022
104,T104,T104,Daniel Summerhays,81,165.9,7280795.0,1219
105,T106,T106,Harris English,98,166.0,9291727.0,1555
106,T106,T106,Ryan Moore,89,166.0,8659030.0,1449
107,T106,T106,Bo Van Pelt,84,166.0,6948498.0,1163
108,T106,T106,Mark Wilson,84,166.0,7261619.0,1215
109,T110,T110,Chris DiMarco,83,166.1,7725506.0,1292
110,T110,T110,Padraig Harrington,67,166.1,4820977.0,806
111,T110,T110,Bubba Watson,68,166.1,5441483.0,910
112,113,113,Camilo Villegas,79,166.2,7836641.0,1310
113,T114,T114,Scott Brown,65,166.3,5446769.0,910
114,T114,T114,Sean O'Hair,84,166.3,8159691.0,1363
115,T114,T114,Brendan Steele,77,166.3,6844011.0,1143
116,T117,T117,Robert Allenby,76,166.4,7091574.0,1184
117,T117,T117,Jim Furyk,85,166.4,6990247.0,1167
118,T117,T117,Robert Karlsson,54,166.4,4367415.0,729
119,T117,T117,Richard Lee,71,166.4,6123014.0,1022
120,T117,T117,John Merrick,83,166.4,7716164.0,1288
121,122,122,Scott Dunlap,57,166.5,4940332.0,824
122,T123,T123,Ricky Barnes,92,166.6,8805625.0,1468
123,T123,T123,Bobby Gates,87,166.6,8164213.0,1361
124,T123,T123,D.J. Trahan,73,166.6,6652446.0,1109
125,T126,T126,Blake Adams,107,166.7,9458820.0,1576
126,T126,T126,Sangmoon Bae,81,166.7,6117029.0,1019
127,T126,T126,Jonas Blixt,72,166.7,6863876.0,1144
128,T126,T126,Luke Donald,63,166.7,5172698.0,862
129,T126,T126,Ernie Els,80,166.7,6983416.0,1164
130,T126,T126,Mathew Goggin,65,166.7,5891874.0,982
131,T126,T126,Seung-Yul Noh,105,166.7,9113389.0,1519
132,T126,T126,Scott Piercy,95,166.7,9227473.0,1538
133,T126,T126,Ian Poulter,57,166.7,4063869.0,677
134,T135,T135,Stewart Cink,71,166.9,5821679.0,969
135,T135,T135,Hunter Mahan,88,166.9,6897075.0,1148
136,T135,T135,Jeff Overton,101,166.9,9905623.0,1649
137,T138,T138,Ben Crane,73,167.0,6641670.0,1105
138,T138,T138,Charl Schwartzel,56,167.0,4286387.0,713
139,T138,T138,Brandt Snedeker,81,167.0,7002311.0,1165
140,T141,T141,Kevin Chappell,91,167.1,7758979.0,1290
141,T141,T141,Erik Compton,81,167.1,6846995.0,1138
142,T141,T141,Ken Duke,104,167.1,9710015.0,1614
143,T144,T144,Chad Campbell,84,167.2,7892289.0,1311
144,T144,T144,Jerry Kelly,84,167.2,7897377.0,1312
145,T144,T144,Johnson Wagner,88,167.2,8208941.0,1364
146,147,147,Troy Matteson,100,167.3,8973653.0,1490
147,T148,T148,Ángel Cabrera,54,167.4,3982941.0,661
148,T148,T148,Rickie Fowler,84,167.4,7117984.0,1181
149,T150,T150,Robert Garrigus,89,167.5,7982177.0,1324
150,T150,T150,Tiger Woods,69,167.5,5204486.0,863
151,T152,T152,Arjun Atwal,79,167.6,7153715.0,1186
152,T152,T152,Cameron Tringale,88,167.6,8345796.0,1383
153,T154,T154,K.J. Choi,71,167.7,6032316.0,999
154,T154,T154,Tom Gillis,75,167.7,7439031.0,1232
155,156,156,Justin Rose,69,167.9,5748944.0,951
156,T157,T157,Greg Chalmers,88,168.1,8126628.0,1343
157,T157,T157,Chris Couch,61,168.1,5789807.0,957
158,T157,T157,Hunter Haas,69,168.1,5616343.0,928
159,T157,T157,Spencer Levin,81,168.1,7153668.0,1182
160,T157,T157,Kevin Stadler,85,168.1,7574997.0,1252
161,162,162,Marc Leishman,84,168.2,8245695.0,1362
162,T163,T163,Keegan Bradley,90,168.3,7700800.0,1271
163,T163,T163,Jonathan Byrd,69,168.3,6095308.0,1006
164,T163,T163,Kyle Stanley,86,168.3,7599426.0,1254
165,T163,T163,Jhonattan Vegas,77,168.3,7476015.0,1234
166,T167,T167,Tom Pernice Jr.,62,168.4,5644748.0,931
167,T167,T167,Vijay Singh,99,168.4,8776332.0,1448
168,169,169,Zach Johnson,95,168.5,8047802.0,1327
169,T170,T170,Charley Hoffman,88,168.6,8253362.0,1360
170,T170,T170,Phil Mickelson,79,168.6,6514414.0,1073
171,T172,T172,Bill Haas,79,168.7,6639824.0,1093
172,T172,T172,Billy Mayfair,90,168.7,8488942.0,1398
173,T174,T174,Brendon de Jonge,115,168.8,11099455.0,1827
174,T174,T174,Martin Laird,77,168.8,5876089.0,967
175,176,176,Gary Woodland,70,169.0,5763057.0,947
176,177,177,Kris Blanks,65,169.1,6557019.0,1077
177,178,178,Henrik Stenson,51,169.2,4574511.0,751
178,T179,T179,John Huh,99,169.3,9275544.0,1522
179,T179,T179,Pat Perez,81,169.3,7526751.0,1235
180,181,181,Webb Simpson,77,169.6,7191377.0,1178
181,182,182,Kevin Na,80,169.9,7102596.0,1161
182,T183,T183,George McNeill,85,170.0,7745974.0,1266
183,T183,T183,D.A. Points,88,170.0,8752369.0,1430
184,185,185,Jimmy Walker,101,170.1,9959159.0,1626
185,186,186,Sergio Garcia,57,170.2,4835428.0,789
186,T187,T187,Andres Romero,68,170.7,5929989.0,965
187,T187,T187,Lee Westwood,60,170.7,4411261.0,718
188,189,189,James Driscoll,83,170.8,7730607.0,1257
189,190,190,John Senden,81,171.1,6837414.0,1110
190,191,191,Nathan Green,73,171.6,6299682.0,1020
