,Average_Going_for_it_Shot_Distance_in_Yards_RANK THIS WEEK,Average_Going_for_it_Shot_Distance_in_Yards_RANK LAST WEEK,Average_Going_for_it_Shot_Distance_in_Yards_PLAYER NAME,Average_Going_for_it_Shot_Distance_in_Yards_EVENTS,Average_Going_for_it_Shot_Distance_in_Yards_AVG,Average_Going_for_it_Shot_Distance_in_Yards_DISTANCE (IN INCHES),Average_Going_for_it_Shot_Distance_in_Yards_ATTEMPTS
90,T91,T91,Michael Bradley,23,255.4,790782.0,86
91,T91,T91,Kyle Reifers,27,255.4,1048106.0,114
92,93,93,Graham DeLaet,23,255.5,1370304.0,149
93,T94,T94,Ricky Barnes,28,255.6,1306408.0,142
94,T94,T94,J.J. Henry,28,255.6,993688.0,108
95,T94,T94,Phil Mickelson,22,255.6,1306483.0,142
96,T97,T97,John Senden,22,255.7,1353385.0,147
97,T97,T97,Henrik Stenson,15,255.7,902118.0,98
98,T99,T99,Arjun Atwal,27,255.8,1114398.0,121
99,T99,T99,Greg Chalmers,25,255.8,1160114.0,126
100,T99,T99,D.J. Trahan,27,255.8,1151122.0,125
101,T99,T99,Jhonattan Vegas,25,255.8,1528729.0,166
102,T103,T103,Tim Herron,27,255.9,1123733.0,122
103,T103,T103,Marc Leishman,23,255.9,1317312.0,143
104,T105,T105,Mark Anderson,25,256.0,1087408.0,118
105,T105,T105,Tim Clark,20,256.0,608141.0,66
106,T105,T105,Billy Horschel,17,256.0,857024.0,93
107,T105,T105,Johnson Wagner,27,256.0,1289992.0,140
108,T105,T105,Y.E. Yang,20,256.0,672878.0,73
109,T110,T110,Edward Loar,23,256.1,829664.0,90
110,T110,T110,Ryan Moore,24,256.1,1309271.0,142
111,T112,T112,Mathew Goggin,23,256.2,1079151.0,117
112,T112,T112,Geoff Ogilvy,20,256.2,1042284.0,113
113,T114,T114,Stewart Cink,22,256.3,885850.0,96
114,T114,T114,Justin Leonard,26,256.3,719769.0,78
115,T114,T114,Kyle Thompson,22,256.3,553552.0,60
116,T117,T117,Tommy Gainey,32,256.4,1578106.0,171
117,T117,T117,Billy Mayfair,28,256.4,1412005.0,153
118,T119,T119,Stephen Gangluff,23,256.5,683403.0,74
119,T119,T119,Sung Kang,30,256.5,932459.0,101
120,T119,T119,Lee Westwood,15,256.5,932763.0,101
121,T122,T122,Hunter Haas,24,256.6,1053178.0,114
122,T122,T122,Roland Thatcher,21,256.6,729727.0,79
123,124,124,Patrick Sheehan,21,256.8,591767.0,64
124,125,125,Erik Compton,26,256.9,1248438.0,135
125,126,126,Keegan Bradley,25,257.0,1674853.0,181
126,T127,T127,John Daly,15,257.2,814668.0,88
127,T127,T127,"Ted Potter, Jr.",25,257.2,851977.0,92
128,T129,T129,Kevin Na,25,257.3,1268965.0,137
129,T129,T129,D.A. Points,29,257.3,1537455.0,166
130,T129,T129,Kevin Streelman,26,257.3,1426434.0,154
131,132,132,Hunter Mahan,23,257.4,1232262.0,133
132,T133,T133,Brandt Jobe,18,257.5,685853.0,74
133,T133,T133,Seung-Yul Noh,28,257.5,1724529.0,186
134,T133,T133,Pat Perez,23,257.5,1260906.0,136
135,T133,T133,Vaughn Taylor,26,257.5,852979.0,92
136,T137,T137,David Hearn,28,257.6,1215040.0,131
137,T137,T137,Rod Pampling,26,257.6,1094396.0,118
138,T139,T139,Bill Haas,23,257.7,1391546.0,150
139,T139,T139,Danny Lee,26,257.7,1020460.0,110
140,T139,T139,Vijay Singh,27,257.7,1660425.0,179
141,T142,T142,Roberto Castro,27,257.8,1326937.0,143
142,T142,T142,Zach Johnson,25,257.8,1178478.0,127
143,144,144,Kevin Kisner,24,257.9,854175.0,92
144,T145,T145,Tom Gillis,23,258.0,1309833.0,141
145,T145,T145,Mark Wilson,25,258.0,947521.0,102
146,T147,T147,Brendon de Jonge,31,258.1,1877103.0,202
147,T147,T147,Brendan Steele,24,258.1,1208086.0,130
148,149,149,Bryce Molder,25,258.2,724990.0,78
149,150,150,Blake Adams,32,258.3,1590010.0,171
150,T151,T151,Ben Curtis,19,258.4,623314.0,67
151,T151,T151,Spencer Levin,26,258.4,1218825.0,131
152,T153,T153,Chris DiMarco,29,258.6,884554.0,95
153,T153,T153,Tom Pernice Jr.,23,258.6,698278.0,75
154,T155,T155,Jonas Blixt,21,258.9,1127656.0,121
155,T155,T155,Scott Dunlap,20,258.9,727046.0,78
156,T155,T155,Rocco Mediate,23,258.9,941369.0,101
157,T158,T158,Nick O'Hern,26,259.1,606292.0,65
158,T158,T158,Daniel Summerhays,26,259.1,1147228.0,123
159,T160,T160,Jerry Kelly,26,259.2,979940.0,105
160,T160,T160,Derek Lamely,25,259.2,942472.0,101
161,162,162,Marco Dawson,22,259.4,663013.0,71
162,163,163,Scott Brown,24,259.6,1018520.0,109
163,164,164,David Mathis,29,259.7,794653.0,85
164,165,165,Chris Stroud,28,259.9,1141379.0,122
165,T166,T166,Richard Lee,24,260.2,936793.0,100
166,T166,T166,Jeff Maggert,27,260.2,1255036.0,134
167,T168,T168,Ben Crane,23,260.3,1236886.0,132
168,T168,T168,Matt Jones,19,260.3,824607.0,88
169,T168,T168,Troy Matteson,32,260.3,1686474.0,180
170,T168,T168,Cameron Tringale,26,260.3,1583930.0,169
171,T172,T172,Kris Blanks,23,260.4,1059348.0,113
172,T172,T172,Jonathan Byrd,21,260.4,1190620.0,127
173,T172,T172,John Huh,28,260.4,1622006.0,173
174,175,175,Ryuji Imada,28,260.5,872086.0,93
175,176,176,Ángel Cabrera,20,260.7,769724.0,82
176,T177,T177,Matt Bettencourt,31,260.8,1004755.0,107
177,T177,T177,James Driscoll,27,260.8,1464893.0,156
178,T177,T177,Billy Hurley III,27,260.8,497544.0,53
179,T180,T180,Tommy Biershenk,27,260.9,929913.0,99
180,T180,T180,Webb Simpson,22,260.9,1465286.0,156
181,182,182,Garth Mulroy,20,261.3,874778.0,93
182,183,183,J.J. Killeen,33,261.6,1431396.0,152
183,184,184,Charley Hoffman,27,261.7,1705240.0,181
184,185,185,Miguel Angel Carballo,25,261.9,961662.0,102
185,186,186,Bill Lunde,25,262.0,1150561.0,122
186,187,187,Matt Every,25,263.0,1079168.0,114
187,T188,T188,Brian Davis,29,263.5,1091032.0,115
188,T188,T188,Andres Romero,22,263.5,1157228.0,122
189,190,190,Steve Wheatcroft,22,265.1,648919.0,68
190,191,191,Nathan Green,22,267.1,1153827.0,120
