,Birdie_or_Better_Percentage_-_Right_Rough_RANK THIS WEEK,Birdie_or_Better_Percentage_-_Right_Rough_RANK LAST WEEK,Birdie_or_Better_Percentage_-_Right_Rough_PLAYER NAME,Birdie_or_Better_Percentage_-_Right_Rough_ROUNDS,Birdie_or_Better_Percentage_-_Right_Rough_%,Birdie_or_Better_Percentage_-_Right_Rough_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_Right_Rough_TOTAL HOLES
112,113,113,Chris DiMarco,83,12.5,16,128
113,114,114,Kyle Reifers,86,12.38,13,105
114,115,115,Jason Bohn,81,12.37,12,97
115,116,116,Rory Sabbatini,84,12.27,20,163
116,117,117,Davis Love III,64,12.26,13,106
117,118,118,Camilo Villegas,79,12.21,16,131
118,119,119,Y.E. Yang,64,12.2,10,82
119,120,120,Roberto Castro,92,12.1,15,124
120,121,121,Bobby Gates,87,12.05,20,166
121,122,122,Nick O'Hern,78,12.04,13,108
122,123,123,Heath Slocum,93,12.0,12,100
123,124,124,Harrison Frazar,56,11.96,11,92
124,125,125,Rod Pampling,88,11.86,14,118
125,126,126,Jimmy Walker,101,11.85,25,211
126,127,127,Edward Loar,59,11.84,9,76
127,128,128,Brian Gay,91,11.81,15,127
128,129,129,David Hearn,95,11.73,21,179
129,130,130,J.J. Killeen,101,11.68,25,214
130,131,131,Stuart Appleby,75,11.65,12,103
131,132,132,Matt Bettencourt,80,11.63,15,129
132,133,133,Ryan Palmer,81,11.51,16,139
133,134,134,Kyle Thompson,51,11.43,8,70
134,135,135,Miguel Angel Carballo,73,11.4,13,114
135,T136,T136,James Driscoll,83,11.39,18,158
136,T136,T136,Troy Matteson,100,11.39,23,202
137,138,138,Padraig Harrington,67,11.34,11,97
138,139,139,Michael Bradley,63,11.3,13,115
139,140,140,Russell Knox,72,11.22,11,98
140,141,141,Mark Wilson,84,11.21,13,116
141,142,142,Trevor Immelman,76,11.2,14,125
142,143,143,John Merrick,83,11.19,15,134
143,144,144,Vaughn Taylor,81,11.11,12,108
144,145,145,Justin Leonard,79,11.01,12,109
145,146,146,Brendon de Jonge,115,10.99,20,182
146,147,147,Dicky Pride,62,10.98,9,82
147,148,148,Tiger Woods,69,10.96,8,73
148,149,149,Chad Campbell,84,10.95,15,137
149,150,150,Jeff Maggert,83,10.91,12,110
150,151,151,Josh Teater,97,10.81,20,185
151,152,152,Colt Knost,79,10.78,11,102
152,153,153,Carl Pettersson,92,10.69,14,131
153,154,154,Graeme McDowell,55,10.64,5,47
154,155,155,Tim Clark,60,10.61,7,66
155,156,156,Alexandre Rocha,62,10.58,11,104
156,157,157,George McNeill,85,10.49,15,143
157,158,158,Matt Jones,53,10.47,9,86
158,159,159,Kevin Streelman,89,10.45,14,134
159,160,160,Gary Woodland,70,10.42,10,96
160,T161,T161,Ricky Barnes,92,10.38,19,183
161,T161,T161,Tommy Biershenk,74,10.38,11,106
162,163,163,Ken Duke,104,10.27,19,185
163,164,164,Kevin Kisner,69,10.19,11,108
164,165,165,Brandt Snedeker,81,10.16,13,128
165,166,166,Kris Blanks,65,10.11,9,89
166,167,167,Cameron Tringale,88,10.08,12,119
167,168,168,Stephen Gangluff,57,10.0,12,120
168,169,169,Henrik Stenson,51,9.86,7,71
169,170,170,Billy Hurley III,70,9.78,9,92
170,171,171,Chez Reavie,83,9.68,9,93
171,172,172,Billy Horschel,63,9.64,8,83
172,173,173,Ryuji Imada,78,9.52,12,126
173,174,174,Matt Kuchar,86,9.43,10,106
174,175,175,Daniel Summerhays,81,9.4,11,117
175,176,176,Spencer Levin,81,9.38,12,128
176,T177,T177,Jason Dufner,83,9.35,10,107
177,T177,T177,Hunter Haas,69,9.35,10,107
178,T177,T177,D.J. Trahan,73,9.35,10,107
179,180,180,Brian Harman,101,9.29,13,140
180,181,181,Richard Lee,71,9.28,9,97
181,182,182,Nathan Green,73,9.09,10,110
182,183,183,Vijay Singh,99,8.98,15,167
183,184,184,Mathew Goggin,65,8.33,10,120
184,185,185,Tom Pernice Jr.,62,8.26,9,109
185,186,186,J.J. Henry,93,7.92,8,101
186,187,187,Jerry Kelly,84,7.84,8,102
187,188,188,Tom Gillis,75,7.78,7,90
188,189,189,Rocco Mediate,70,7.21,8,111
189,190,190,Stephen Ames,54,5.33,4,75
190,191,191,Gary Christian,91,3.94,5,127
