,GIR_Pct._-_Fairway_Bunker_RANK THIS WEEK,GIR_Pct._-_Fairway_Bunker_RANK LAST WEEK,GIR_Pct._-_Fairway_Bunker_PLAYER NAME,GIR_Pct._-_Fairway_Bunker_ROUNDS,GIR_Pct._-_Fairway_Bunker_%,GIR_Pct._-_Fairway_Bunker_GREENS HIT,GIR_Pct._-_Fairway_Bunker_# HOLES,GIR_Pct._-_Fairway_Bunker_RELATIVE/PAR
55,T55,T55,Greg Owen,90,52.0,39,75,-11.00
56,57,57,Steve Stricker,73,51.9,28,54,-5.00
57,58,58,Bill Haas,79,51.8,29,56,-9.00
58,T59,T59,Stuart Appleby,75,51.7,30,58,-11.00
59,T59,T59,Matt Every,80,51.7,31,60,-5.00
60,T59,T59,Billy Horschel,63,51.7,15,29,-3.00
61,62,62,Chez Reavie,83,51.6,32,62,-8.00
62,T63,T63,Roberto Castro,92,51.5,35,68,-12.00
63,T63,T63,Sean O'Hair,84,51.5,34,66,-7.00
64,65,65,Troy Matteson,100,51.4,38,74,-2.00
65,66,66,Robert Allenby,76,51.3,39,76,-8.00
66,67,67,Rod Pampling,88,51.2,42,82,-2.00
67,T68,T68,Jonathan Byrd,69,51.1,24,47,-2.00
68,T68,T68,Jerry Kelly,84,51.1,24,47,-1.00
69,T68,T68,Kyle Stanley,86,51.1,23,45,-1.00
70,T71,T71,Aaron Baddeley,73,50.9,29,57,-9.00
71,T71,T71,Michael Bradley,63,50.9,27,53,-6.00
72,T71,T71,Louis Oosthuizen,65,50.9,27,53,-4.00
73,T71,T71,Camilo Villegas,79,50.9,28,55,-10.00
74,75,75,D.J. Trahan,73,50.8,31,61,E
75,T76,T76,Jeff Maggert,83,50.7,37,73,-2.00
76,T76,T76,Andres Romero,68,50.7,35,69,-5.00
77,T78,T78,Jason Kokrak,79,50.0,26,52,-6.00
78,T78,T78,Richard Lee,71,50.0,16,32,-3.00
79,T78,T78,Bill Lunde,83,50.0,33,66,-5.00
80,T78,T78,Bryce Molder,83,50.0,27,54,-6.00
81,T78,T78,Nick O'Hern,78,50.0,26,52,+1.00
82,T78,T78,Tom Pernice Jr.,62,50.0,19,38,+1.00
83,T78,T78,Charl Schwartzel,56,50.0,16,32,-7.00
84,T78,T78,Henrik Stenson,51,50.0,16,32,-3.00
85,T78,T78,Mark Wilson,84,50.0,31,62,-2.00
86,87,87,Chad Campbell,84,49.4,38,77,-8.00
87,T88,T88,Miguel Angel Carballo,73,49.3,34,69,-6.00
88,T88,T88,Phil Mickelson,79,49.3,35,71,-9.00
89,T88,T88,Cameron Tringale,88,49.3,35,71,-7.00
90,91,91,Brendan Steele,77,49.1,26,53,-8.00
91,T92,T92,Keegan Bradley,90,49.0,24,49,+1.00
92,T92,T92,Marco Dawson,60,49.0,24,49,-3.00
93,T92,T92,Tommy Gainey,98,49.0,48,98,-12.00
94,T92,T92,"Ted Potter, Jr.",77,49.0,25,51,-6.00
95,T96,T96,Jason Bohn,81,48.9,22,45,-6.00
96,T96,T96,Carl Pettersson,92,48.9,45,92,-10.00
97,98,98,Brian Gay,91,48.8,41,84,-7.00
98,99,99,Ben Curtis,62,48.4,15,31,-2.00
99,T100,T100,Brian Davis,91,48.3,29,60,-10.00
100,T100,T100,David Mathis,83,48.3,28,58,-2.00
101,T100,T100,Kevin Streelman,89,48.3,29,60,-5.00
102,T103,T103,Heath Slocum,93,48.1,26,54,-2.00
103,T103,T103,Michael Thompson,80,48.1,26,54,-12.00
104,105,105,Kevin Na,80,48.0,24,50,-1.00
105,106,106,Marc Leishman,84,47.9,35,73,-12.00
106,107,107,Johnson Wagner,88,47.7,31,65,-8.00
107,108,108,Gary Christian,91,47.6,30,63,-7.00
108,T109,T109,Trevor Immelman,76,47.5,28,59,-1.00
109,T109,T109,Dustin Johnson,70,47.5,19,40,+1.00
110,T109,T109,Hunter Mahan,88,47.5,28,59,+1.00
111,T112,T112,Brendon de Jonge,115,47.4,46,97,-8.00
112,T112,T112,Padraig Harrington,67,47.4,18,38,-3.00
113,T112,T112,Tim Herron,88,47.4,36,76,-9.00
114,T112,T112,Edward Loar,59,47.4,18,38,-4.00
115,T112,T112,Kyle Reifers,86,47.4,37,78,-6.00
116,117,117,Zach Johnson,95,47.3,26,55,-5.00
117,118,118,Graeme McDowell,55,47.2,17,36,-3.00
118,119,119,Billy Hurley III,70,47.1,24,51,-6.00
119,T120,T120,Daniel Summerhays,81,46.9,23,49,-7.00
120,T120,T120,Tiger Woods,69,46.9,15,32,-7.00
121,T122,T122,Harrison Frazar,56,46.7,21,45,-3.00
122,T122,T122,Ryuji Imada,78,46.7,28,60,-5.00
123,T122,T122,Matt Jones,53,46.7,21,45,-3.00
124,125,125,Rory Sabbatini,84,46.4,32,69,-5.00
125,126,126,Hunter Haas,69,46.3,19,41,-4.00
126,127,127,Blake Adams,107,46.2,24,52,-2.00
127,128,128,Ángel Cabrera,54,45.8,11,24,-1.00
128,T129,T129,Sangmoon Bae,81,45.5,25,55,-4.00
129,T129,T129,Tim Clark,60,45.5,15,33,-4.00
130,131,131,John Senden,81,45.2,33,73,-9.00
131,132,132,J.J. Henry,93,45.1,32,71,-9.00
132,133,133,Jeff Overton,101,44.9,35,78,+1.00
133,T134,T134,Jonas Blixt,72,44.8,26,58,-5.00
134,T134,T134,Matt Kuchar,86,44.8,26,58,-3.00
135,T136,T136,Scott Dunlap,57,44.7,17,38,-5.00
136,T136,T136,John Mallinger,74,44.7,21,47,-8.00
137,T136,T136,David Toms,60,44.7,17,38,E
138,139,139,Kevin Chappell,91,44.6,33,74,-3.00
139,140,140,Nick Watney,97,44.1,30,68,-5.00
140,141,141,Cameron Beckman,81,44.0,22,50,-4.00
141,T142,T142,Pat Perez,81,43.9,29,66,-3.00
142,T142,T142,Y.E. Yang,64,43.9,25,57,-7.00
143,144,144,Lee Westwood,60,43.8,14,32,-2.00
144,145,145,J.J. Killeen,101,43.7,38,87,-6.00
145,T146,T146,Charlie Beljan,61,43.3,13,30,-3.00
146,T146,T146,Patrick Sheehan,58,43.3,13,30,-2.00
147,T146,T146,Bubba Watson,68,43.3,13,30,-5.00
148,T149,T149,Arjun Atwal,79,43.2,19,44,-6.00
149,T149,T149,Adam Scott,59,43.2,16,37,-5.00
150,T151,T151,Chris Stroud,86,42.9,33,77,-7.00
151,T151,T151,Gary Woodland,70,42.9,18,42,-2.00
152,153,153,Greg Chalmers,88,42.7,32,75,-7.00
153,154,154,John Merrick,83,42.4,25,59,-3.00
154,155,155,Ken Duke,104,42.2,27,64,-3.00
155,T156,T156,Martin Laird,77,42.1,24,57,-4.00
156,T156,T156,Kevin Stadler,85,42.1,24,57,-2.00
157,158,158,Scott Stallings,78,42.0,21,50,-3.00
158,159,159,Billy Mayfair,90,41.7,20,48,-6.00
159,160,160,Sung Kang,75,41.4,29,70,-4.00
160,161,161,Bob Estes,78,41.3,19,46,-5.00
161,162,162,Ben Crane,73,41.2,21,51,-5.00
162,163,163,Stephen Gangluff,57,41.0,16,39,-3.00
163,T164,T164,Mark Anderson,75,40.6,26,64,-8.00
164,T164,T164,Steve Wheatcroft,56,40.6,13,32,-2.00
165,166,166,K.J. Choi,71,40.4,19,47,-4.00
166,T167,T167,Russell Knox,72,40.0,18,45,E
167,T167,T167,Charlie Wi,86,40.0,22,55,-4.00
168,T169,T169,Tommy Biershenk,74,39.7,23,58,-5.00
169,T169,T169,D.A. Points,88,39.7,23,58,-3.00
170,T171,T171,John Rollins,81,39.6,19,48,-6.00
171,T171,T171,Brendon Todd,78,39.6,19,48,-2.00
172,173,173,Roland Thatcher,55,39.5,17,43,-2.00
173,174,174,Spencer Levin,81,39.2,29,74,-3.00
174,175,175,Gavin Coles,72,39.1,18,46,-7.00
175,176,176,Justin Leonard,79,38.8,19,49,+2.00
176,177,177,Troy Kelly,68,38.7,24,62,-10.00
177,178,178,Tom Gillis,75,38.6,22,57,-3.00
178,179,179,Boo Weekley,74,36.5,19,52,-3.00
179,180,180,Chris DiMarco,83,36.1,22,61,-8.00
180,181,181,Matt Bettencourt,80,35.2,19,54,-6.00
181,182,182,John Huh,99,33.8,23,68,-6.00
182,T183,T183,Brandt Jobe,57,33.3,13,39,-3.00
183,T183,T183,Geoff Ogilvy,73,33.3,16,48,-3.00
184,185,185,Rocco Mediate,70,32.6,15,46,-4.00
185,186,186,John Daly,50,32.0,8,25,-2.00
186,187,187,Josh Teater,97,31.8,21,66,-3.00
187,188,188,Stephen Ames,54,31.3,10,32,-4.00
188,189,189,Chris Couch,61,31.0,13,42,-4.00
189,190,190,Rory McIlroy,60,28.0,7,25,-1.00
190,191,191,Colt Knost,79,24.0,12,50,-1.00
