,Left_Rough_Proximity_RANK THIS WEEK,Left_Rough_Proximity_RANK LAST WEEK,Left_Rough_Proximity_PLAYER NAME,Left_Rough_Proximity_ROUNDS,Left_Rough_Proximity_AVG,Left_Rough_Proximity_ATTEMPTS,Left_Rough_Proximity_TOTAL DISTANCE (FEET),Left_Rough_Proximity_RELATIVE TO PAR
48,T48,T48,Mathew Goggin,65,"42' 0""",114,4788.5,+5.00
49,T48,T48,Chez Reavie,83,"42' 0""",94,3947.25,+28.00
50,T51,T51,Ken Duke,104,"42' 1""",122,5136.583,+4.00
51,T51,T51,Ernie Els,80,"42' 1""",133,5595.75,+8.00
52,T51,T51,Bill Haas,79,"42' 1""",86,3617.583,+13.00
53,T51,T51,Kevin Na,80,"42' 1""",103,4336.583,+14.00
54,T55,T55,Russell Knox,72,"42' 2""",73,3075.333,+2.00
55,T55,T55,John Merrick,83,"42' 2""",123,5187.833,+17.00
56,T57,T57,Brian Davis,91,"42' 3""",108,4564.25,+10.00
57,T57,T57,Luke Donald,63,"42' 3""",76,3208.917,E
58,T57,T57,Billy Horschel,63,"42' 3""",76,3211.417,-2.00
59,T57,T57,Steve Stricker,73,"42' 3""",95,4012.0,+5.00
60,T61,T61,Ben Curtis,62,"42' 4""",93,3938.0,+21.00
61,T61,T61,Graeme McDowell,55,"42' 4""",59,2497.167,+11.00
62,T63,T63,Robert Allenby,76,"42' 5""",131,5554.75,+38.00
63,T63,T63,Gavin Coles,72,"42' 5""",119,5045.083,+22.00
64,T63,T63,Daniel Summerhays,81,"42' 5""",130,5509.6669999999995,+32.00
65,T63,T63,Bubba Watson,68,"42' 5""",105,4453.167,-2.00
66,67,67,J.J. Killeen,101,"42' 6""",140,5955.5,+22.00
67,T68,T68,Nathan Green,73,"42' 7""",111,4723.75,+10.00
68,T68,T68,Davis Love III,64,"42' 7""",105,4471.083,+2.00
69,T70,T70,Stephen Ames,54,"42' 8""",78,3326.917,+10.00
70,T70,T70,Stuart Appleby,75,"42' 8""",112,4777.417,+17.00
71,T70,T70,Chris Couch,61,"42' 8""",71,3030.0,+5.00
72,T70,T70,Matt Kuchar,86,"42' 8""",117,4991.083,+6.00
73,T74,T74,Robert Garrigus,89,"42' 9""",157,6716.9169999999995,+8.00
74,T74,T74,Geoff Ogilvy,73,"42' 9""",111,4743.5,+20.00
75,T76,T76,John Huh,99,"42' 10""",121,5186.5,+6.00
76,T76,T76,Vaughn Taylor,81,"42' 10""",127,5441.1669999999995,+24.00
77,78,78,Lee Westwood,60,"42' 11""",85,3647.917,+8.00
78,79,79,David Hearn,95,"43' 1""",119,5128.083,+23.00
79,T80,T80,Rocco Mediate,70,"43' 2""",113,4874.083,+17.00
80,T80,T80,Seung-Yul Noh,105,"43' 2""",167,7209.1669999999995,+15.00
81,T80,T80,Alexandre Rocha,62,"43' 2""",65,2807.167,+13.00
82,T80,T80,Steve Wheatcroft,56,"43' 2""",93,4012.5,+19.00
83,T84,T84,Marco Dawson,60,"43' 3""",110,4753.167,+28.00
84,T84,T84,Phil Mickelson,79,"43' 3""",149,6450.0,+1.00
85,T86,T86,John Daly,50,"43' 4""",84,3642.75,+17.00
86,T86,T86,Kevin Stadler,85,"43' 4""",126,5457.0830000000005,+23.00
87,T88,T88,Keegan Bradley,90,"43' 5""",123,5338.8330000000005,+13.00
88,T88,T88,Will Claxton,99,"43' 5""",155,6728.0830000000005,+26.00
89,T88,T88,Harrison Frazar,56,"43' 5""",112,4865.417,+26.00
90,T88,T88,Patrick Sheehan,58,"43' 5""",88,3823.167,+19.00
91,T92,T92,Jhonattan Vegas,77,"43' 6""",163,7092.1669999999995,+31.00
92,T92,T92,Jimmy Walker,101,"43' 6""",191,8307.417,+9.00
93,T94,T94,Hunter Mahan,88,"43' 7""",92,4012.25,+9.00
94,T94,T94,Tom Pernice Jr.,62,"43' 7""",84,3663.417,+13.00
95,T94,T94,D.J. Trahan,73,"43' 7""",111,4834.667,+14.00
96,97,97,Chris Stroud,86,"43' 8""",115,5022.333,+19.00
97,98,98,Tim Clark,60,"43' 9""",73,3193.167,+15.00
98,99,99,Aaron Baddeley,73,"44' 0""",106,4664.667,+1.00
99,100,100,Billy Hurley III,70,"44' 2""",127,5607.0,+31.00
100,T101,T101,Martin Flores,95,"44' 3""",190,8408.417,+17.00
101,T101,T101,Bryce Molder,83,"44' 3""",96,4248.917,+10.00
102,T103,T103,Mark Anderson,75,"44' 4""",106,4699.083,+7.00
103,T103,T103,Edward Loar,59,"44' 4""",114,5051.333,+22.00
104,T103,T103,Brendan Steele,77,"44' 4""",105,4651.917,+22.00
105,T103,T103,Michael Thompson,80,"44' 4""",111,4922.667,+24.00
106,T107,T107,Martin Laird,77,"44' 5""",90,3998.083,+17.00
107,T107,T107,William McGirt,96,"44' 5""",149,6623.5,+17.00
108,T107,T107,John Rollins,81,"44' 5""",113,5022.0,+10.00
109,T107,T107,Andres Romero,68,"44' 5""",105,4665.083,+13.00
110,T111,T111,Jason Bohn,81,"44' 7""",115,5129.5,+15.00
111,T111,T111,John Mallinger,74,"44' 7""",88,3921.833,+13.00
112,113,113,Ryan Palmer,81,"44' 8""",144,6435.4169999999995,+9.00
113,T114,T114,Matt Bettencourt,80,"44' 9""",142,6353.0830000000005,+40.00
114,T114,T114,Spencer Levin,81,"44' 9""",146,6531.3330000000005,+14.00
115,T116,T116,Scott Piercy,95,"44' 10""",160,7171.4169999999995,+16.00
116,T116,T116,Justin Rose,69,"44' 10""",73,3274.833,-2.00
117,T118,T118,J.J. Henry,93,"44' 11""",127,5706.75,+35.00
118,T118,T118,Ian Poulter,57,"44' 11""",51,2291.167,+4.00
119,120,120,David Toms,60,"45' 0""",61,2747.417,+3.00
120,T121,T121,Ryuji Imada,78,"45' 1""",165,7443.75,+27.00
121,T121,T121,David Mathis,83,"45' 1""",110,4959.417,+24.00
122,123,123,Blake Adams,107,"45' 2""",124,5596.0,+18.00
123,124,124,Cameron Beckman,81,"45' 3""",117,5294.0,+28.00
124,T125,T125,Scott Brown,65,"45' 4""",84,3804.5,+18.00
125,T125,T125,Pat Perez,81,"45' 4""",129,5850.5830000000005,+4.00
126,T125,T125,Johnson Wagner,88,"45' 4""",159,7213.4169999999995,+19.00
127,T125,T125,Mark Wilson,84,"45' 4""",71,3220.667,+3.00
128,129,129,Dicky Pride,62,"45' 5""",89,4038.667,+18.00
129,T130,T130,Stephen Gangluff,57,"45' 8""",77,3517.333,+26.00
130,T130,T130,Padraig Harrington,67,"45' 8""",76,3469.5,+5.00
131,T130,T130,Brendon Todd,78,"45' 8""",128,5841.3330000000005,+26.00
132,T133,T133,Bobby Gates,87,"45' 9""",131,5995.3330000000005,+19.00
133,T133,T133,Charles Howell III,98,"45' 9""",123,5627.5830000000005,+5.00
134,T133,T133,Justin Leonard,79,"45' 9""",141,6453.0,+23.00
135,T136,T136,Sergio Garcia,57,"46' 0""",89,4097.25,E
136,T136,T136,Nick O'Hern,78,"46' 0""",131,6026.9169999999995,+43.00
137,138,138,Michael Bradley,63,"46' 1""",131,6041.75,+25.00
138,T139,T139,Harris English,98,"46' 2""",136,6283.4169999999995,+16.00
139,T139,T139,Brian Gay,91,"46' 2""",123,5681.4169999999995,+24.00
140,141,141,Brandt Snedeker,81,"46' 3""",101,4674.333,+15.00
141,T142,T142,Stewart Cink,71,"46' 5""",110,5106.917,+13.00
142,T142,T142,John Senden,81,"46' 5""",90,4177.583,-1.00
143,T142,T142,Cameron Tringale,88,"46' 5""",122,5664.1669999999995,+24.00
144,T145,T145,J.B. Holmes,90,"46' 6""",166,7720.3330000000005,+10.00
145,T145,T145,Billy Mayfair,90,"46' 6""",127,5906.75,+18.00
146,147,147,Charlie Wi,86,"46' 7""",125,5823.4169999999995,+24.00
147,T148,T148,Jason Day,57,"46' 8""",104,4853.333,+6.00
148,T148,T148,James Driscoll,83,"46' 8""",135,6299.25,+26.00
149,T148,T148,Brandt Jobe,57,"46' 8""",69,3221.083,+9.00
150,T148,T148,Adam Scott,59,"46' 8""",68,3174.75,+13.00
151,152,152,Kevin Chappell,91,"46' 9""",123,5746.3330000000005,+37.00
152,T153,T153,Zach Johnson,95,"46' 10""",112,5245.8330000000005,+25.00
153,T153,T153,Kevin Streelman,89,"46' 10""",135,6318.0830000000005,+21.00
154,T155,T155,Jason Kokrak,79,"46' 11""",148,6938.0,+14.00
155,T155,T155,Derek Lamely,64,"46' 11""",108,5068.833,+18.00
156,T155,T155,"Ted Potter, Jr.",77,"46' 11""",108,5070.667,+17.00
157,158,158,Chad Campbell,84,"47' 0""",131,6152.9169999999995,+19.00
158,159,159,George McNeill,85,"47' 1""",109,5130.75,+26.00
159,T160,T160,Bob Estes,78,"47' 2""",104,4907.917,+14.00
160,T160,T160,Ryan Moore,89,"47' 2""",126,5940.0830000000005,+26.00
161,T160,T160,Camilo Villegas,79,"47' 2""",129,6084.3330000000005,+27.00
162,T163,T163,Ben Crane,73,"47' 5""",105,4976.667,+1.00
163,T163,T163,Matt Every,80,"47' 5""",104,4927.75,+8.00
164,165,165,Kevin Kisner,69,"47' 6""",92,4369.75,+9.00
165,166,166,Sung Kang,75,"47' 7""",118,5612.5830000000005,+29.00
166,T167,T167,K.J. Choi,71,"47' 8""",97,4624.5,+24.00
167,T167,T167,Freddie Jacobson,61,"47' 8""",79,3767.083,+15.00
168,169,169,Richard Lee,71,"47' 10""",93,4449.667,+23.00
169,170,170,Jerry Kelly,84,"47' 11""",90,4314.667,+12.00
170,171,171,Tom Gillis,75,"48' 0""",118,5659.5830000000005,+13.00
171,172,172,Tommy Gainey,98,"48' 1""",181,8700.0,+55.00
172,173,173,Roberto Castro,92,"48' 3""",126,6082.4169999999995,+19.00
173,T174,T174,Greg Chalmers,88,"48' 4""",110,5320.5,+24.00
174,T174,T174,Gary Woodland,70,"48' 4""",127,6142.5830000000005,+13.00
175,176,176,Tiger Woods,69,"48' 5""",93,4506.25,+2.00
176,T177,T177,Hunter Haas,69,"48' 6""",99,4803.667,+9.00
177,T177,T177,Rod Pampling,88,"48' 6""",105,5096.583,+19.00
178,179,179,Chris Kirk,93,"48' 7""",144,6993.75,+17.00
179,180,180,Rickie Fowler,84,"48' 8""",101,4917.833,+20.00
180,181,181,Matt Jones,53,"48' 10""",91,4441.917,+18.00
181,182,182,Y.E. Yang,64,"49' 2""",90,4428.167,+13.00
182,183,183,Gary Christian,91,"49' 9""",110,5475.1669999999995,+38.00
183,184,184,Henrik Stenson,51,"49' 10""",75,3734.5,+19.00
184,185,185,Erik Compton,81,"50' 1""",124,6213.75,+29.00
185,186,186,Scott Dunlap,57,"50' 3""",59,2963.667,+14.00
186,187,187,Arjun Atwal,79,"50' 8""",128,6484.4169999999995,+41.00
187,188,188,Sangmoon Bae,81,"51' 2""",115,5888.1669999999995,+27.00
188,189,189,Robert Karlsson,54,"51' 3""",73,3741.583,+17.00
189,190,190,Sean O'Hair,84,"52' 0""",140,7277.5830000000005,+36.00
190,191,191,Colt Knost,79,"53' 1""",103,5469.25,+35.00
