,Birdie_or_Better_Percentage_-_Rough_RANK THIS WEEK,Birdie_or_Better_Percentage_-_Rough_RANK LAST WEEK,Birdie_or_Better_Percentage_-_Rough_PLAYER NAME,Birdie_or_Better_Percentage_-_Rough_ROUNDS,Birdie_or_Better_Percentage_-_Rough_%,Birdie_or_Better_Percentage_-_Rough_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_Rough_TOTAL HOLES
89,90,90,Josh Teater,97,14.01,43,307
90,91,91,Brandt Jobe,57,14.0,21,150
91,T92,T92,Chris Kirk,93,13.98,46,329
92,T92,T92,Pat Perez,81,13.98,33,236
93,94,94,Billy Horschel,63,13.84,22,159
94,95,95,Kyle Reifers,86,13.83,35,253
95,96,96,Brendon de Jonge,115,13.79,48,348
96,97,97,Ernie Els,80,13.75,37,269
97,98,98,Harrison Frazar,56,13.73,28,204
98,99,99,Cameron Tringale,88,13.69,33,241
99,100,100,Will Claxton,99,13.68,39,285
100,101,101,Carl Pettersson,92,13.65,40,293
101,102,102,Jeff Maggert,83,13.54,31,229
102,103,103,Rory Sabbatini,84,13.52,38,281
103,104,104,Russell Knox,72,13.45,23,171
104,105,105,Marc Leishman,84,13.43,45,335
105,T106,T106,Ryuji Imada,78,13.4,39,291
106,T106,T106,Kevin Na,80,13.4,28,209
107,108,108,Ken Duke,104,13.36,41,307
108,109,109,Chris DiMarco,83,13.33,30,225
109,110,110,J.J. Killeen,101,13.28,47,354
110,T111,T111,Derek Lamely,64,13.25,31,234
111,T111,T111,Steve Wheatcroft,56,13.25,22,166
112,113,113,Scott Brown,65,13.14,23,175
113,114,114,Troy Kelly,68,13.06,29,222
114,115,115,Greg Chalmers,88,12.98,34,262
115,116,116,Bryce Molder,83,12.89,33,256
116,117,117,Dicky Pride,62,12.87,22,171
117,118,118,Sung Kang,75,12.85,32,249
118,119,119,Mark Wilson,84,12.83,24,187
119,120,120,Charley Hoffman,88,12.78,34,266
120,121,121,Jason Bohn,81,12.74,27,212
121,122,122,Kevin Stadler,85,12.72,29,228
122,123,123,Nathan Green,73,12.67,28,221
123,124,124,Rod Pampling,88,12.56,28,223
124,T125,T125,Ricky Barnes,92,12.5,41,328
125,T125,T125,Jonas Blixt,72,12.5,33,264
126,127,127,Martin Laird,77,12.44,26,209
127,T128,T128,Justin Leonard,79,12.4,31,250
128,T128,T128,Brendon Todd,78,12.4,30,242
129,T130,T130,Miguel Angel Carballo,73,12.39,28,226
130,T130,T130,Mathew Goggin,65,12.39,29,234
131,132,132,"Ted Potter, Jr.",77,12.33,27,219
132,133,133,Vijay Singh,99,12.29,37,301
133,134,134,Kevin Streelman,89,12.27,33,269
134,135,135,Padraig Harrington,67,12.14,21,173
135,T136,T136,Matt Kuchar,86,12.11,27,223
136,T136,T136,Brendan Steele,77,12.11,27,223
137,T138,T138,John Merrick,83,12.06,31,257
138,T138,T138,John Rollins,81,12.06,31,257
139,140,140,Tommy Biershenk,74,12.05,27,224
140,141,141,Hunter Mahan,88,12.02,25,208
141,142,142,Ryan Palmer,81,12.01,34,283
142,143,143,Roberto Castro,92,12.0,30,250
143,144,144,James Driscoll,83,11.95,35,293
144,145,145,D.J. Trahan,73,11.93,26,218
145,146,146,Matt Jones,53,11.86,21,177
146,147,147,Matt Bettencourt,80,11.81,32,271
147,148,148,Hunter Haas,69,11.65,24,206
148,149,149,Stuart Appleby,75,11.63,25,215
149,150,150,Brian Gay,91,11.6,29,250
150,151,151,Edward Loar,59,11.58,22,190
151,152,152,Chad Campbell,84,11.57,31,268
152,T153,T153,Robert Allenby,76,11.52,28,243
153,T153,T153,Freddie Jacobson,61,11.52,19,165
154,155,155,Charlie Wi,86,11.48,31,270
155,156,156,Bobby Gates,87,11.45,34,297
156,157,157,Michael Bradley,63,11.38,28,246
157,158,158,Brandt Snedeker,81,11.35,26,229
158,159,159,Rocco Mediate,70,11.16,25,224
159,T160,T160,John Mallinger,74,11.11,22,198
160,T160,T160,George McNeill,85,11.11,28,252
161,162,162,David Hearn,95,11.07,33,298
162,163,163,Tom Gillis,75,11.06,23,208
163,T164,T164,Kevin Chappell,91,11.0,32,291
164,T164,T164,Geoff Ogilvy,73,11.0,23,209
165,166,166,Jerry Kelly,84,10.94,21,192
166,167,167,Kris Blanks,65,10.88,21,193
167,168,168,Arjun Atwal,79,10.76,27,251
168,169,169,Trevor Immelman,76,10.71,24,224
169,170,170,K.J. Choi,71,10.7,20,187
170,171,171,Stephen Gangluff,57,10.66,21,197
171,172,172,Spencer Levin,81,10.58,29,274
172,173,173,Y.E. Yang,64,10.47,18,172
173,174,174,Tom Pernice Jr.,62,10.36,20,193
174,175,175,Colt Knost,79,10.24,21,205
175,176,176,Jason Dufner,83,10.14,21,207
176,177,177,Tim Clark,60,10.07,14,139
177,T178,T178,Kevin Kisner,69,10.0,20,200
178,T178,T178,Camilo Villegas,79,10.0,26,260
179,180,180,Richard Lee,71,9.47,18,190
180,181,181,Daniel Summerhays,81,9.31,23,247
181,182,182,Brian Harman,101,9.15,26,284
182,183,183,Alexandre Rocha,62,8.88,15,169
183,184,184,Nick O'Hern,78,8.79,21,239
184,185,185,Stephen Ames,54,8.5,13,153
185,T186,T186,Billy Hurley III,70,8.22,18,219
186,T186,T186,Henrik Stenson,51,8.22,12,146
187,188,188,J.J. Henry,93,7.89,18,228
188,189,189,Heath Slocum,93,7.73,15,194
189,190,190,Chez Reavie,83,6.42,12,187
190,191,191,Gary Christian,91,5.49,13,237
