,GIR_Percentage_from_Other_than_Fairway_RANK THIS WEEK,GIR_Percentage_from_Other_than_Fairway_RANK LAST WEEK,GIR_Percentage_from_Other_than_Fairway_PLAYER NAME,GIR_Percentage_from_Other_than_Fairway_ROUNDS,GIR_Percentage_from_Other_than_Fairway_%,GIR_Percentage_from_Other_than_Fairway_GREENS HIT,GIR_Percentage_from_Other_than_Fairway_# OF HOLES
61,62,62,Ángel Cabrera,54,53.0,159,300
62,T63,T63,Keegan Bradley,90,52.74,250,474
63,T63,T63,Dicky Pride,62,52.74,154,292
64,65,65,Ken Duke,104,52.51,251,478
65,66,66,Alexandre Rocha,62,52.45,150,286
66,67,67,Roberto Castro,92,52.4,218,416
67,68,68,Boo Weekley,74,52.34,168,321
68,69,69,"Ted Potter, Jr.",77,52.33,191,365
69,70,70,Vaughn Taylor,81,52.3,216,413
70,71,71,Matt Every,80,52.29,217,415
71,72,72,Jason Kokrak,79,52.28,252,482
72,73,73,Jeff Overton,101,52.23,269,515
73,74,74,Brendon de Jonge,115,52.2,296,567
74,75,75,Jonathan Byrd,69,52.12,209,401
75,76,76,Troy Matteson,100,52.1,323,620
76,77,77,Tommy Gainey,98,52.06,316,607
77,78,78,Stuart Appleby,75,52.05,178,342
78,79,79,Brendan Steele,77,51.87,194,374
79,80,80,Tiger Woods,69,51.78,175,338
80,81,81,Bobby Gates,87,51.77,248,479
81,82,82,Steve Wheatcroft,56,51.71,136,263
82,83,83,Ryan Palmer,81,51.68,246,476
83,84,84,Rocco Mediate,70,51.63,174,337
84,85,85,Gary Woodland,70,51.48,226,439
85,86,86,K.J. Choi,71,51.42,181,352
86,87,87,James Driscoll,83,51.4,275,535
87,88,88,Scott Brown,65,51.38,168,327
88,89,89,Kevin Stadler,85,51.33,193,376
89,90,90,Kyle Reifers,86,51.26,224,437
90,91,91,Marc Leishman,84,51.24,269,525
91,92,92,Edward Loar,59,51.23,167,326
92,93,93,Heath Slocum,93,51.19,172,336
93,94,94,Kevin Chappell,91,51.15,268,524
94,95,95,Davis Love III,64,51.09,187,366
95,T96,T96,Erik Compton,81,51.06,217,425
96,T96,T96,Richard Lee,71,51.06,145,284
97,98,98,Pat Perez,81,50.97,211,414
98,99,99,Gavin Coles,72,50.93,164,322
99,T100,T100,Ben Curtis,62,50.81,125,246
100,T100,T100,John Huh,99,50.81,220,433
101,102,102,Troy Kelly,68,50.73,208,410
102,103,103,Jimmy Walker,101,50.68,337,665
103,104,104,Robert Karlsson,54,50.61,165,326
104,105,105,Phil Mickelson,79,50.6,255,504
105,106,106,Harrison Frazar,56,50.58,174,344
106,107,107,Tom Pernice Jr.,62,50.48,158,313
107,108,108,Mark Anderson,75,50.33,232,461
108,109,109,Blake Adams,107,50.31,247,491
109,110,110,Matt Jones,53,50.0,152,304
110,111,111,Rory Sabbatini,84,49.89,228,457
111,112,112,David Toms,60,49.8,122,245
112,T113,T113,Cameron Beckman,81,49.76,205,412
113,T113,T113,Billy Mayfair,90,49.76,208,418
114,T113,T113,Bryce Molder,83,49.76,211,424
115,T116,T116,Jeff Maggert,83,49.74,189,380
116,T116,T116,John Rollins,81,49.74,191,384
117,T118,T118,Hunter Haas,69,49.7,167,336
118,T118,T118,Adam Scott,59,49.7,163,328
119,T120,T120,Rickie Fowler,84,49.64,205,413
120,T120,T120,Martin Laird,77,49.64,207,417
121,122,122,Michael Bradley,63,49.62,197,397
122,T123,T123,Cameron Tringale,88,49.54,216,436
123,T123,T123,Nick Watney,97,49.54,268,541
124,T125,T125,Luke Donald,63,49.5,149,301
125,T125,T125,Bill Haas,79,49.5,197,398
126,127,127,J.J. Killeen,101,49.47,282,570
127,128,128,Jason Day,57,49.45,180,364
128,129,129,Mark Wilson,84,49.42,169,342
129,130,130,Rod Pampling,88,49.28,205,416
130,131,131,Johnson Wagner,88,49.25,229,465
131,132,132,Chris Couch,61,49.12,139,283
132,133,133,Sergio Garcia,57,48.84,148,303
133,134,134,Derek Lamely,64,48.79,202,414
134,T135,T135,Daniel Chopra,55,48.67,183,376
135,T135,T135,Graeme McDowell,55,48.67,110,226
136,137,137,Trevor Immelman,76,48.6,208,428
137,138,138,Roland Thatcher,55,48.26,125,259
138,139,139,Kevin Streelman,89,48.17,224,465
139,140,140,Nick O'Hern,78,48.15,182,378
140,141,141,Sangmoon Bae,81,48.11,216,449
141,142,142,David Mathis,83,48.1,190,395
142,143,143,Zach Johnson,95,48.06,198,412
143,144,144,Andres Romero,68,48.01,181,377
144,145,145,Carl Pettersson,92,47.98,261,544
145,146,146,Tim Clark,60,47.9,114,238
146,147,147,Henrik Stenson,51,47.88,113,236
147,148,148,Kevin Na,80,47.87,180,376
148,149,149,Brandt Jobe,57,47.84,133,278
149,150,150,Ryan Moore,89,47.76,203,425
150,151,151,Marco Dawson,60,47.73,158,331
151,152,152,George McNeill,85,47.72,209,438
152,153,153,Brian Davis,91,47.61,189,397
153,154,154,Ryo Ishikawa,54,47.6,149,313
154,155,155,Michael Thompson,80,47.57,215,452
155,156,156,Patrick Sheehan,58,47.24,137,290
156,157,157,Padraig Harrington,67,47.16,166,352
157,158,158,John Daly,50,47.0,133,283
158,159,159,Geoff Ogilvy,73,46.98,179,381
159,160,160,Chad Campbell,84,46.9,219,467
160,161,161,Charl Schwartzel,56,46.74,136,291
161,162,162,Gary Christian,91,46.47,171,368
162,163,163,Jason Bohn,81,46.3,169,365
163,164,164,Freddie Jacobson,61,46.18,163,353
164,165,165,Robert Allenby,76,46.17,199,431
165,166,166,Matt Kuchar,86,46.12,184,399
166,167,167,Arjun Atwal,79,46.08,182,395
167,168,168,Tommy Biershenk,74,46.06,187,406
168,169,169,Brendon Todd,78,46.02,185,402
169,170,170,Stephen Gangluff,57,45.94,164,357
170,171,171,John Mallinger,74,45.83,143,312
171,172,172,Brian Gay,91,45.75,210,459
172,173,173,Charlie Wi,86,45.32,208,459
173,174,174,Chris Stroud,86,45.25,205,453
174,175,175,Matt Bettencourt,80,44.89,215,479
175,176,176,Jerry Kelly,84,44.85,135,301
176,177,177,Aaron Baddeley,73,44.81,207,462
177,T178,T178,Greg Chalmers,88,44.69,206,461
178,T178,T178,Ian Poulter,57,44.69,122,273
179,T180,T180,Ryuji Imada,78,44.52,207,465
180,T180,T180,Sung Kang,75,44.52,187,420
181,T180,T180,Brandt Snedeker,81,44.52,191,429
182,183,183,Justin Leonard,79,44.44,184,414
183,184,184,Y.E. Yang,64,44.38,150,338
184,185,185,Tom Gillis,75,44.35,157,354
185,186,186,Stephen Ames,54,44.2,122,276
186,187,187,Spencer Levin,81,44.16,208,471
187,188,188,Bob Estes,78,43.33,185,427
188,189,189,Chris DiMarco,83,43.2,146,338
189,190,190,Billy Hurley III,70,41.76,152,364
190,191,191,Colt Knost,79,38.08,131,344
