,Rough_Proximity_RANK THIS WEEK,Rough_Proximity_RANK LAST WEEK,Rough_Proximity_PLAYER NAME,Rough_Proximity_ROUNDS,Rough_Proximity_AVG,Rough_Proximity_TOTAL DISTANCE (INCHES),Rough_Proximity_ATTEMPTS,Rough_Proximity_TOTAL DISTANCE (FEET),Rough_Proximity_RELATIVE TO PAR
83,84,84,Harrison Frazar,56,"43' 9""",107150,204,8929.167,+46.00
84,T85,T85,Stuart Appleby,75,"43' 11""",113380,215,9448.333,+34.00
85,T85,T85,Kris Blanks,65,"43' 11""",101677,193,8473.083,+34.00
86,T85,T85,Jason Kokrak,79,"43' 11""",163321,310,13610.083,+29.00
87,T85,T85,Justin Rose,69,"43' 11""",96002,182,8000.1669999999995,+2.00
88,89,89,Matt Bettencourt,80,"44' 0""",143222,271,11935.167,+65.00
89,T90,T90,Tommy Gainey,98,"44' 1""",193520,366,16126.667,+69.00
90,T90,T90,J.B. Holmes,90,"44' 1""",184734,349,15394.5,+28.00
91,T90,T90,Phil Mickelson,79,"44' 1""",132291,250,11024.25,+10.00
92,T90,T90,Nick Watney,97,"44' 1""",154509,292,12875.75,+34.00
93,94,94,Tom Pernice Jr.,62,"44' 3""",102520,193,8543.333,+38.00
94,95,95,Michael Thompson,80,"44' 4""",123999,233,10333.25,+37.00
95,T96,T96,Chad Campbell,84,"44' 5""",142877,268,11906.417,+50.00
96,T96,T96,Nick O'Hern,78,"44' 5""",127302,239,10608.5,+60.00
97,T96,T96,D.A. Points,88,"44' 5""",151336,284,12611.333,+9.00
98,T96,T96,Dicky Pride,62,"44' 5""",91181,171,7598.4169999999995,+33.00
99,T96,T96,Mark Wilson,84,"44' 5""",99652,187,8304.333,+18.00
100,T101,T101,Matt Every,80,"44' 6""",118533,222,9877.75,+11.00
101,T101,T101,Alexandre Rocha,62,"44' 6""",90194,169,7516.1669999999995,+29.00
102,T101,T101,Rory Sabbatini,84,"44' 6""",150052,281,12504.333,+50.00
103,T101,T101,Johnson Wagner,88,"44' 6""",155375,291,12947.917,+36.00
104,T105,T105,Mark Anderson,75,"44' 7""",142949,267,11912.417,+34.00
105,T105,T105,Aaron Baddeley,73,"44' 7""",124040,232,10336.667,+20.00
106,T105,T105,Robert Garrigus,89,"44' 7""",165329,309,13777.417,+17.00
107,T105,T105,John Rollins,81,"44' 7""",137443,257,11453.583,+35.00
108,T109,T109,Brendon de Jonge,115,"44' 8""",186635,348,15552.917,+36.00
109,T109,T109,J.J. Henry,93,"44' 8""",122165,228,10180.417,+49.00
110,T109,T109,Freddie Jacobson,61,"44' 8""",88508,165,7375.6669999999995,+31.00
111,T109,T109,Martin Laird,77,"44' 8""",112030,209,9335.833,+26.00
112,T113,T113,Luke Donald,63,"44' 9""",89636,167,7469.6669999999995,+5.00
113,T113,T113,Jhonattan Vegas,77,"44' 9""",167528,312,13960.667,+44.00
114,T115,T115,Graham DeLaet,79,"44' 11""",144001,267,12000.083,+22.00
115,T115,T115,Troy Matteson,100,"44' 11""",203727,378,16977.25,+48.00
116,T117,T117,John Huh,99,"45' 0""",137757,255,11479.75,+28.00
117,T117,T117,Bryce Molder,83,"45' 0""",138286,256,11523.833,+28.00
118,T117,T117,Kevin Na,80,"45' 0""",112815,209,9401.25,+18.00
119,T120,T120,Michael Bradley,63,"45' 1""",133093,246,11091.083,+47.00
120,T120,T120,Erik Compton,81,"45' 1""",141295,261,11774.583,+37.00
121,T120,T120,Matt Kuchar,86,"45' 1""",120626,223,10052.167,+26.00
122,T123,T123,Mathew Goggin,65,"45' 3""",127079,234,10589.917,+31.00
123,T123,T123,Brandt Jobe,57,"45' 3""",81454,150,6787.8330000000005,+16.00
124,T123,T123,Sung Kang,75,"45' 3""",135121,249,11260.083,+52.00
125,T123,T123,Jeff Maggert,83,"45' 3""",124266,229,10355.5,+42.00
126,T127,T127,Marc Leishman,84,"45' 4""",182174,335,15181.167,+49.00
127,T127,T127,"Ted Potter, Jr.",77,"45' 4""",119146,219,9928.833,+28.00
128,T127,T127,Patrick Sheehan,58,"45' 4""",97868,180,8155.6669999999995,+29.00
129,T130,T130,Stewart Cink,71,"45' 5""",131987,242,10998.917,+27.00
130,T130,T130,Ian Poulter,57,"45' 5""",59948,110,4995.667,+5.00
131,T132,T132,Charles Howell III,98,"45' 6""",179118,328,14926.5,+22.00
132,T132,T132,Billy Hurley III,70,"45' 6""",119645,219,9970.417,+56.00
133,T132,T132,Cameron Tringale,88,"45' 6""",131618,241,10968.167,+44.00
134,135,135,Brandt Snedeker,81,"45' 7""",125204,229,10433.667,+38.00
135,T136,T136,Brian Davis,91,"45' 8""",128345,234,10695.417,+36.00
136,T136,T136,Jim Furyk,85,"45' 8""",107434,196,8952.833,+10.00
137,T138,T138,Rocco Mediate,70,"45' 9""",123007,224,10250.583,+46.00
138,T138,T138,Ryan Palmer,81,"45' 9""",155349,283,12945.75,+40.00
139,T140,T140,Will Claxton,99,"45' 10""",156683,285,13056.917,+38.00
140,T140,T140,Bobby Gates,87,"45' 10""",163438,297,13619.833,+43.00
141,T140,T140,David Hearn,95,"45' 10""",163865,298,13655.417,+45.00
142,T143,T143,Camilo Villegas,79,"45' 11""",143336,260,11944.667,+54.00
143,T143,T143,Lee Westwood,60,"45' 11""",84903,154,7075.25,+15.00
144,T145,T145,Jason Day,57,"46' 0""",120393,218,10032.75,+7.00
145,T145,T145,Hunter Haas,69,"46' 0""",113727,206,9477.25,+28.00
146,T147,T147,J.J. Killeen,101,"46' 1""",195678,354,16306.5,+47.00
147,T147,T147,Chris Kirk,93,"46' 1""",181841,329,15153.417,+36.00
148,149,149,Harris English,98,"46' 2""",176596,319,14716.333,+55.00
149,T150,T150,Brian Gay,91,"46' 3""",138705,250,11558.75,+40.00
150,T150,T150,Sean O'Hair,84,"46' 3""",160984,290,13415.333,+55.00
151,T150,T150,Pat Perez,81,"46' 3""",130885,236,10907.083,+21.00
152,T150,T150,Andres Romero,68,"46' 3""",117127,211,9760.583,+26.00
153,154,154,Roberto Castro,92,"46' 4""",139104,250,11592.0,+31.00
154,155,155,Justin Leonard,79,"46' 5""",139265,250,11605.417,+44.00
155,T156,T156,Arjun Atwal,79,"46' 6""",139934,251,11661.167,+61.00
156,T156,T156,Zach Johnson,95,"46' 6""",127878,229,10656.5,+33.00
157,T156,T156,Rod Pampling,88,"46' 6""",124477,223,10373.083,+50.00
158,T156,T156,Brendon Todd,78,"46' 6""",135143,242,11261.917,+46.00
159,160,160,Billy Mayfair,90,"46' 7""",146579,262,12214.917,+34.00
160,T161,T161,Blake Adams,107,"46' 9""",159309,284,13275.75,+37.00
161,T161,T161,Greg Chalmers,88,"46' 9""",146873,262,12239.417,+38.00
162,T161,T161,Kevin Streelman,89,"46' 9""",151009,269,12584.083,+43.00
163,T161,T161,Jimmy Walker,101,"46' 9""",225440,402,18786.667,+42.00
164,T165,T165,Rickie Fowler,84,"46' 10""",116911,208,9742.583,+25.00
165,T165,T165,Adam Scott,59,"46' 10""",91107,162,7592.25,+21.00
166,T167,T167,Kevin Chappell,91,"46' 11""",163823,291,13651.917,+66.00
167,T167,T167,K.J. Choi,71,"46' 11""",105317,187,8776.417,+32.00
168,T169,T169,Edward Loar,59,"47' 0""",107065,190,8922.083,+39.00
169,T169,T169,Ryan Moore,89,"47' 0""",144958,257,12079.833,+44.00
170,171,171,Derek Lamely,64,"47' 1""",132144,234,11012.0,+37.00
171,172,172,Sergio Garcia,57,"47' 5""",93884,165,7823.6669999999995,+5.00
172,173,173,James Driscoll,83,"47' 6""",167047,293,13920.583,+50.00
173,174,174,Jason Bohn,81,"47' 8""",121253,212,10104.417,+35.00
174,T175,T175,Gary Christian,91,"47' 9""",135770,237,11314.167,+71.00
175,T175,T175,Ryuji Imada,78,"47' 9""",166710,291,13892.5,+54.00
176,T175,T175,Gary Woodland,70,"47' 9""",127757,223,10646.417,+44.00
177,T178,T178,Bob Estes,78,"47' 10""",134219,234,11184.917,+35.00
178,T178,T178,Spencer Levin,81,"47' 10""",157341,274,13111.75,+43.00
179,180,180,Richard Lee,71,"47' 11""",109334,190,9111.167,+37.00
180,181,181,John Senden,81,"48' 4""",114782,198,9565.167,+15.00
181,182,182,Tiger Woods,69,"48' 7""",96797,166,8066.4169999999995,+8.00
182,183,183,Matt Jones,53,"48' 8""",103309,177,8609.083,+29.00
183,184,184,Robert Karlsson,54,"48' 10""",99094,169,8257.833,+30.00
184,185,185,Tom Gillis,75,"49' 0""",122294,208,10191.167,+40.00
185,186,186,George McNeill,85,"49' 4""",149118,252,12426.5,+54.00
186,187,187,Sangmoon Bae,81,"49' 10""",145343,243,12111.917,+55.00
187,188,188,Jerry Kelly,84,"50' 0""",115124,192,9593.667,+56.00
188,189,189,Y.E. Yang,64,"50' 1""",103333,172,8611.083,+33.00
189,190,190,Henrik Stenson,51,"50' 5""",88308,146,7359.0,+23.00
190,191,191,Colt Knost,79,"50' 9""",124887,205,10407.25,+62.00
