,SG_Approach-the-Green_RANK THIS WEEK,SG_Approach-the-Green_RANK LAST WEEK,SG_Approach-the-Green_PLAYER NAME,SG_Approach-the-Green_ROUNDS,SG_Approach-the-Green_AVERAGE,SG_Approach-the-Green_TOTAL SG:APP,SG_Approach-the-Green_MEASURED ROUNDS
80,T80,T80,Gary Woodland,70,0.153,8.084,53
81,82,82,Tim Clark,60,0.151,7.54,50
82,83,83,Brian Davis,91,0.146,11.529000000000002,79
83,84,84,Garth Mulroy,59,0.14300000000000002,6.569,46
84,85,85,Chez Reavie,83,0.136,8.966000000000001,66
85,86,86,Jason Bohn,81,0.128,8.459,66
86,87,87,J.J. Henry,93,0.126,8.95,71
87,88,88,Gary Christian,91,0.124,9.265,75
88,T89,T89,William McGirt,96,0.11,8.669,79
89,T89,T89,Brandt Snedeker,81,0.11,7.172999999999999,65
90,91,91,Jimmy Walker,101,0.105,9.591000000000001,91
91,T92,T92,Jason Day,57,0.102,4.777,47
92,T92,T92,Seung-Yul Noh,105,0.102,8.699,85
93,94,94,Bryce Molder,83,0.1,7.082999999999999,71
94,95,95,Jeff Maggert,83,0.084,6.574,78
95,96,96,Andres Romero,68,0.078,4.237,54
96,T97,T97,Sergio Garcia,57,0.075,3.321,44
97,T97,T97,Troy Matteson,100,0.075,6.234,83
98,99,99,Robert Karlsson,54,0.07200000000000001,2.938,41
99,100,100,Ryo Ishikawa,54,0.069,2.5580000000000003,37
100,101,101,Ian Poulter,57,0.068,2.5839999999999996,38
101,102,102,Cameron Beckman,81,0.057999999999999996,3.9730000000000003,69
102,T103,T103,Kyle Reifers,86,0.055999999999999994,4.115,74
103,T103,T103,Cameron Tringale,88,0.055999999999999994,4.275,77
104,105,105,Nathan Green,73,0.048,2.72,57
105,106,106,Mark Wilson,84,0.043,2.93,68
106,107,107,James Driscoll,83,0.032,2.27,70
107,108,108,John Huh,99,0.031,2.617,85
108,109,109,Roberto Castro,92,0.03,2.221,75
109,110,110,Billy Horschel,63,0.027999999999999997,1.349,48
110,111,111,Russell Knox,72,0.025,1.392,56
111,T112,T112,Greg Chalmers,88,0.012,0.914,75
112,T112,T112,David Toms,60,0.012,0.506,44
113,114,114,Roland Thatcher,55,0.01,0.435,44
114,115,115,Dicky Pride,62,0.002,0.10800000000000001,49
115,116,116,Gavin Coles,72,-0.008,-0.48,57
116,117,117,Jonas Blixt,72,-0.01,-0.627,64
117,118,118,Bobby Gates,87,-0.016,-1.2009999999999998,76
118,119,119,Hunter Haas,69,-0.02,-1.016,52
119,120,120,Rory Sabbatini,84,-0.021,-1.485,72
120,121,121,George McNeill,85,-0.023,-1.6480000000000001,71
121,122,122,Danny Lee,74,-0.031,-1.8559999999999999,59
122,123,123,Harris English,98,-0.038,-3.304,87
123,124,124,Spencer Levin,81,-0.040999999999999995,-2.737,66
124,125,125,Chris Stroud,86,-0.049,-3.6860000000000004,75
125,126,126,Blake Adams,107,-0.055,-4.867,88
126,127,127,Daniel Summerhays,81,-0.066,-4.51,68
127,128,128,Chris DiMarco,83,-0.073,-5.239,72
128,129,129,Billy Mayfair,90,-0.083,-6.476,78
129,130,130,D.J. Trahan,73,-0.085,-5.254,62
130,131,131,Rocco Mediate,70,-0.09,-5.221,58
131,132,132,Tom Pernice Jr.,62,-0.09699999999999999,-5.061,52
132,133,133,Scott Stallings,78,-0.113,-7.678,68
133,134,134,Justin Leonard,79,-0.11699999999999999,-7.952999999999999,68
134,T135,T135,Chris Couch,61,-0.131,-7.053,54
135,T135,T135,Rod Pampling,88,-0.131,-9.017999999999999,69
136,137,137,Ben Crane,73,-0.138,-8.538,62
137,138,138,Jason Kokrak,79,-0.17300000000000001,-11.969000000000001,69
138,139,139,Bill Haas,79,-0.18,-10.994000000000002,61
139,140,140,Kevin Chappell,91,-0.18600000000000003,-13.357999999999999,72
140,141,141,Richard Lee,71,-0.187,-10.658,57
141,142,142,Jhonattan Vegas,77,-0.20600000000000002,-14.184000000000001,69
142,143,143,David Hearn,95,-0.21,-18.518,88
143,144,144,Jerry Kelly,84,-0.218,-15.880999999999998,73
144,145,145,J.B. Holmes,90,-0.21899999999999997,-17.078,78
145,146,146,Alexandre Rocha,62,-0.221,-11.068,50
146,147,147,Brandt Jobe,57,-0.222,-9.981,45
147,148,148,Charlie Beljan,61,-0.226,-9.706,43
148,149,149,Arjun Atwal,79,-0.22699999999999998,-14.958,66
149,150,150,Charlie Wi,86,-0.22899999999999998,-16.737000000000002,73
150,151,151,Josh Teater,97,-0.231,-19.176,83
151,152,152,David Mathis,83,-0.239,-16.459,69
152,153,153,Scott Brown,65,-0.255,-12.979000000000001,51
153,154,154,Tommy Gainey,98,-0.26,-23.362,90
154,155,155,John Daly,50,-0.267,-10.144,38
155,156,156,John Rollins,81,-0.26899999999999996,-19.113,71
156,157,157,Tom Gillis,75,-0.27399999999999997,-18.889,69
157,T158,T158,Stephen Ames,54,-0.27699999999999997,-10.815999999999999,39
158,T158,T158,"Ted Potter, Jr.",77,-0.27699999999999997,-16.878,61
159,160,160,Mathew Goggin,65,-0.292,-16.079,55
160,161,161,Steve Wheatcroft,56,-0.294,-12.359000000000002,42
161,162,162,Ángel Cabrera,54,-0.306,-11.305,37
162,163,163,Y.E. Yang,64,-0.35200000000000004,-16.89,48
163,164,164,Harrison Frazar,56,-0.358,-17.184,48
164,165,165,Brian Harman,101,-0.37,-32.535,88
165,166,166,Brendan Steele,77,-0.376,-24.087,64
166,167,167,Matt Jones,53,-0.387,-17.031,44
167,168,168,Matt Bettencourt,80,-0.425,-25.522,60
168,169,169,Stuart Appleby,75,-0.43700000000000006,-28.423000000000002,65
169,170,170,Marco Dawson,60,-0.45899999999999996,-21.093000000000004,46
170,171,171,Brian Gay,91,-0.486,-37.891999999999996,78
171,172,172,Stephen Gangluff,57,-0.488,-20.971999999999998,43
172,173,173,J.J. Killeen,101,-0.49200000000000005,-41.324,84
173,174,174,Aaron Baddeley,73,-0.504,-27.730999999999998,55
174,175,175,Martin Flores,95,-0.507,-41.537,82
175,176,176,Troy Kelly,68,-0.53,-27.011,51
176,177,177,Ryuji Imada,78,-0.5379999999999999,-37.148,69
177,178,178,Mark Anderson,75,-0.542,-33.086,61
178,179,179,Colt Knost,79,-0.545,-36.536,67
179,180,180,Daniel Chopra,55,-0.589,-25.342,43
180,181,181,Kevin Kisner,69,-0.6509999999999999,-34.515,53
181,182,182,Erik Compton,81,-0.6679999999999999,-42.766999999999996,64
182,183,183,Billy Hurley III,70,-0.7040000000000001,-40.145,57
183,184,184,Derek Lamely,64,-0.7140000000000001,-39.982,56
184,T185,T185,Miguel Angel Carballo,73,-0.728,-41.51,57
185,T185,T185,Edward Loar,59,-0.728,-31.293000000000003,43
186,187,187,Tommy Biershenk,74,-0.733,-42.522,58
187,188,188,Patrick Sheehan,58,-0.737,-32.412,44
188,189,189,Sangmoon Bae,81,-0.76,-43.292,57
189,190,190,Sung Kang,75,-0.897,-55.63399999999999,62
190,191,191,Brendon Todd,78,-1.141,-71.899,63
