,Going_for_the_Green_-_Hit_Green_Pct._RANK THIS WEEK,Going_for_the_Green_-_Hit_Green_Pct._RANK LAST WEEK,Going_for_the_Green_-_Hit_Green_Pct._PLAYER NAME,Going_for_the_Green_-_Hit_Green_Pct._ROUNDS,Going_for_the_Green_-_Hit_Green_Pct._%,Going_for_the_Green_-_Hit_Green_Pct._SUCCESSES,Going_for_the_Green_-_Hit_Green_Pct._ATTEMPTS,Going_for_the_Green_-_Hit_Green_Pct._RTP-SUCCESSES,Going_for_the_Green_-_Hit_Green_Pct._RTP-NOT GOING FOR THE GRN
38,39,39,Vijay Singh,99,25.7,46,179,-49,49 Under
39,40,40,Bobby Gates,87,25.58,44,172,-45,45 Under
40,41,41,Henrik Stenson,51,25.51,25,98,-23,23 Under
41,42,42,Boo Weekley,74,25.47,27,106,-28,28 Under
42,43,43,Rod Pampling,88,25.42,30,118,-30,30 Under
43,44,44,Tim Herron,88,25.41,31,122,-29,29 Under
44,45,45,Brendon de Jonge,115,25.25,51,202,-51,51 Under
45,T46,T46,Brian Harman,101,25.0,40,160,-48,48 Under
46,T46,T46,Richard Lee,71,25.0,25,100,-25,25 Under
47,T46,T46,Greg Owen,90,25.0,37,148,-35,35 Under
48,49,49,Billy Mayfair,90,24.84,38,153,-36,36 Under
49,50,50,Mathew Goggin,65,24.79,29,117,-32,32 Under
50,51,51,Jhonattan Vegas,77,24.7,41,166,-39,39 Under
51,52,52,John Rollins,81,24.67,37,150,-37,37 Under
52,53,53,Brendan Steele,77,24.62,32,130,-27,27 Under
53,54,54,Kyle Reifers,86,24.56,28,114,-29,29 Under
54,55,55,Josh Teater,97,24.49,48,196,-49,49 Under
55,56,56,Michael Bradley,63,24.42,21,86,-19,19 Under
56,57,57,Kyle Stanley,86,24.31,44,181,-47,47 Under
57,58,58,Chris Kirk,93,24.29,43,177,-45,45 Under
58,59,59,Davis Love III,64,24.21,23,95,-23,23 Under
59,60,60,Gary Christian,91,24.17,29,120,-30,30 Under
60,61,61,Brendon Todd,78,24.05,19,79,-20,20 Under
61,62,62,Sergio Garcia,57,24.0,24,100,-27,27 Under
62,63,63,Ian Poulter,57,23.94,17,71,-18,18 Under
63,64,64,David Toms,60,23.81,15,63,-16,16 Under
64,65,65,Charley Hoffman,88,23.76,43,181,-45,45 Under
65,66,66,Scott Piercy,95,23.67,49,207,-52,52 Under
66,T67,T67,Garth Mulroy,59,23.66,22,93,-27,27 Under
67,T67,T67,Seung-Yul Noh,105,23.66,44,186,-49,49 Under
68,69,69,Louis Oosthuizen,65,23.53,24,102,-28,28 Under
69,T70,T70,Troy Matteson,100,23.33,42,180,-39,39 Under
70,T70,T70,Kyle Thompson,51,23.33,14,60,-10,10 Under
71,72,72,Luke Donald,63,23.29,17,73,-19,19 Under
72,73,73,John Mallinger,74,23.17,19,82,-22,22 Under
73,74,74,Harris English,98,23.16,44,190,-43,43 Under
74,75,75,Jeff Maggert,83,23.13,31,134,-37,37 Under
75,76,76,Bryce Molder,83,23.08,18,78,-18,18 Under
76,77,77,Will Claxton,99,23.03,38,165,-36,36 Under
77,78,78,Heath Slocum,93,23.01,26,113,-26,26 Under
78,79,79,Jonathan Byrd,69,22.83,29,127,-27,27 Under
79,80,80,Steve Stricker,73,22.68,22,97,-21,21 Under
80,T81,T81,Martin Flores,95,22.67,34,150,-32,32 Under
81,T81,T81,Tom Pernice Jr.,62,22.67,17,75,-19,19 Under
82,T83,T83,Ricky Barnes,92,22.54,32,142,-31,31 Under
83,T83,T83,Ryan Moore,89,22.54,32,142,-34,34 Under
84,T83,T83,Dicky Pride,62,22.54,16,71,-16,16 Under
85,T83,T83,Alexandre Rocha,62,22.54,16,71,-17,17 Under
86,87,87,Carl Pettersson,92,22.52,34,151,-36,36 Under
87,T88,T88,Stephen Ames,54,22.45,11,49,-9,9 Under
88,T88,T88,John Senden,81,22.45,33,147,-35,35 Under
89,90,90,James Driscoll,83,22.44,35,156,-42,42 Under
90,91,91,D.J. Trahan,73,22.4,28,125,-28,28 Under
91,T92,T92,Roberto Castro,92,22.38,32,143,-29,29 Under
92,T92,T92,Marc Leishman,84,22.38,32,143,-29,29 Under
93,T92,T92,Camilo Villegas,79,22.38,32,143,-29,29 Under
94,95,95,Tommy Biershenk,74,22.22,22,99,-21,21 Under
95,96,96,Steve Wheatcroft,56,22.06,15,68,-20,20 Under
96,97,97,Rocco Mediate,70,21.78,22,101,-26,26 Under
97,98,98,Chez Reavie,83,21.7,23,106,-21,21 Under
98,99,99,Nathan Green,73,21.67,26,120,-28,28 Under
99,100,100,Trevor Immelman,76,21.65,21,97,-20,20 Under
100,T101,T101,Kevin Chappell,91,21.62,32,148,-32,32 Under
101,T101,T101,Brandt Jobe,57,21.62,16,74,-18,18 Under
102,T103,T103,Cameron Beckman,81,21.57,22,102,-23,23 Under
103,T103,T103,Miguel Angel Carballo,73,21.57,22,102,-24,24 Under
104,105,105,Rory Sabbatini,84,21.47,35,163,-34,34 Under
105,106,106,Cameron Tringale,88,21.3,36,169,-33,33 Under
106,107,107,Bud Cauley,99,21.14,37,175,-36,36 Under
107,108,108,Edward Loar,59,21.11,19,90,-22,22 Under
108,T109,T109,Blake Adams,107,21.05,36,171,-38,38 Under
109,T109,T109,Bo Van Pelt,84,21.05,28,133,-32,32 Under
110,111,111,Robert Allenby,76,20.95,22,105,-13,13 Under
111,112,112,Stewart Cink,71,20.83,20,96,-23,23 Under
112,113,113,Kevin Streelman,89,20.78,32,154,-32,32 Under
113,114,114,Erik Compton,81,20.74,28,135,-31,31 Under
114,115,115,Aaron Baddeley,73,20.69,24,116,-26,26 Under
115,116,116,Kevin Kisner,69,20.65,19,92,-23,23 Under
116,117,117,K.J. Choi,71,20.59,21,102,-23,23 Under
117,118,118,Scott Dunlap,57,20.51,16,78,-13,13 Under
118,119,119,John Daly,50,20.45,18,88,-19,19 Under
119,120,120,Roland Thatcher,55,20.25,16,79,-15,15 Under
120,121,121,Jason Kokrak,79,20.14,29,144,-35,35 Under
121,122,122,Jim Furyk,85,20.0,17,85,-16,16 Under
122,123,123,Rickie Fowler,84,19.87,30,151,-34,34 Under
123,124,124,David Hearn,95,19.85,26,131,-27,27 Under
124,125,125,Troy Kelly,68,19.78,18,91,-22,22 Under
125,126,126,Andres Romero,68,19.67,24,122,-25,25 Under
126,127,127,Ken Duke,104,19.61,30,153,-36,36 Under
127,128,128,Kevin Stadler,85,19.59,29,148,-27,27 Under
128,129,129,Vaughn Taylor,81,19.57,18,92,-17,17 Under
129,130,130,Kris Blanks,65,19.47,22,113,-27,27 Under
130,131,131,Freddie Jacobson,61,19.44,14,72,-15,15 Under
131,132,132,Justin Rose,69,19.42,20,103,-22,22 Under
132,133,133,Ben Curtis,62,19.4,13,67,-15,15 Under
133,134,134,Webb Simpson,77,19.23,30,156,-31,31 Under
134,135,135,George McNeill,85,19.18,28,146,-32,32 Under
135,136,136,Colt Knost,79,19.12,13,68,-13,13 Under
136,137,137,Matt Kuchar,86,19.05,20,105,-21,21 Under
137,138,138,Jason Bohn,81,18.95,18,95,-20,20 Under
138,139,139,Chad Campbell,84,18.94,25,132,-22,22 Under
139,140,140,Stephen Gangluff,57,18.92,14,74,-13,13 Under
140,T141,T141,Jeff Overton,101,18.81,38,202,-38,38 Under
141,T141,T141,Lee Westwood,60,18.81,19,101,-21,21 Under
142,143,143,Graeme McDowell,55,18.75,12,64,-14,14 Under
143,144,144,Ryan Palmer,81,18.63,30,161,-30,30 Under
144,145,145,Spencer Levin,81,18.32,24,131,-22,22 Under
145,146,146,Kevin Na,80,18.25,25,137,-22,22 Under
146,147,147,Matt Jones,53,18.18,16,88,-17,17 Under
147,148,148,Zach Johnson,95,18.11,23,127,-28,28 Under
148,149,149,Hunter Mahan,88,18.05,24,133,-23,23 Under
149,150,150,Matt Bettencourt,80,17.76,19,107,-20,20 Under
150,T151,T151,Sangmoon Bae,81,17.59,19,108,-18,18 Under
151,T151,T151,J.J. Henry,93,17.59,19,108,-18,18 Under
152,153,153,Stuart Appleby,75,17.53,17,97,-17,17 Under
153,154,154,John Huh,99,17.34,30,173,-26,26 Under
154,155,155,Gavin Coles,72,17.24,10,58,-9,9 Under
155,156,156,Tom Gillis,75,17.02,24,141,-26,26 Under
156,157,157,Billy Hurley III,70,16.98,9,53,-10,10 Under
157,158,158,Ernie Els,80,16.94,21,124,-25,25 Under
158,159,159,Charlie Wi,86,16.8,21,125,-23,23 Under
159,160,160,Martin Laird,77,16.67,24,144,-21,21 Under
160,161,161,Arjun Atwal,79,16.53,20,121,-22,22 Under
161,162,162,Brian Davis,91,16.52,19,115,-24,24 Under
162,163,163,Chris Stroud,86,16.39,20,122,-20,20 Under
163,164,164,Robert Karlsson,54,16.33,16,98,-13,13 Under
164,165,165,"Ted Potter, Jr.",77,16.3,15,92,-14,14 Under
165,T166,T166,Daniel Chopra,55,15.79,12,76,-13,13 Under
166,T166,T166,Chris DiMarco,83,15.79,15,95,-17,17 Under
167,T166,T166,Tommy Gainey,98,15.79,27,171,-28,28 Under
168,T166,T166,Brian Gay,91,15.79,12,76,-12,12 Under
169,170,170,Padraig Harrington,67,15.73,14,89,-15,15 Under
170,171,171,Mark Wilson,84,15.69,16,102,-21,21 Under
171,172,172,Daniel Summerhays,81,15.45,19,123,-21,21 Under
172,173,173,William McGirt,96,15.38,18,117,-19,19 Under
173,174,174,Mark Anderson,75,15.25,18,118,-15,15 Under
174,175,175,Jerry Kelly,84,15.24,16,105,-18,18 Under
175,176,176,Ryuji Imada,78,15.05,14,93,-14,14 Under
176,177,177,Matt Every,80,14.91,17,114,-16,16 Under
177,178,178,Derek Lamely,64,14.85,15,101,-16,16 Under
178,179,179,Bill Lunde,83,14.75,18,122,-18,18 Under
179,180,180,Danny Lee,74,14.55,16,110,-17,17 Under
180,181,181,Greg Chalmers,88,14.29,18,126,-18,18 Under
181,182,182,David Mathis,83,14.12,12,85,-16,16 Under
182,183,183,Sung Kang,75,13.86,14,101,-15,15 Under
183,184,184,Nick O'Hern,78,13.85,9,65,-7,7 Under
184,185,185,Justin Leonard,79,12.82,10,78,-9,9 Under
185,186,186,Marco Dawson,60,12.68,9,71,-11,11 Under
186,187,187,J.J. Killeen,101,12.5,19,152,-19,19 Under
187,188,188,Y.E. Yang,64,12.33,9,73,-9,9 Under
188,189,189,Hunter Haas,69,11.4,13,114,-14,14 Under
189,190,190,Patrick Sheehan,58,10.94,7,64,-8,8 Under
190,191,191,Bob Estes,78,8.99,8,89,-7,7 Under
