,Fairway_Approach_RTP_Score_RANK THIS WEEK,Fairway_Approach_RTP_Score_RANK LAST WEEK,Fairway_Approach_RTP_Score_PLAYER NAME,Fairway_Approach_RTP_Score_ROUNDS,Fairway_Approach_RTP_Score_AVG RTP
103,T103,T103,J.B. Holmes,90,-.064
104,T103,T103,Jerry Kelly,84,-.064
105,T103,T103,Garth Mulroy,59,-.064
106,T107,T107,Blake Adams,107,-.063
107,T107,T107,Ricky Barnes,92,-.063
108,T107,T107,Ben Crane,73,-.063
109,T107,T107,Mathew Goggin,65,-.063
110,T107,T107,William McGirt,96,-.063
111,T112,T112,Bob Estes,78,-.062
112,T112,T112,Bobby Gates,87,-.062
113,T112,T112,John Huh,99,-.062
114,T112,T112,Cameron Tringale,88,-.062
115,T116,T116,Jason Bohn,81,-.060
116,T116,T116,Chris Couch,61,-.060
117,T116,T116,Charlie Wi,86,-.060
118,T116,T116,Y.E. Yang,64,-.060
119,T120,T120,Greg Owen,90,-.058
120,T120,T120,Kyle Reifers,86,-.058
121,T122,T122,Gavin Coles,72,-.057
122,T122,T122,Chris Stroud,86,-.057
123,T124,T124,Harrison Frazar,56,-.056
124,T124,T124,Jeff Maggert,83,-.056
125,T124,T124,Jhonattan Vegas,77,-.056
126,T127,T127,Chez Reavie,83,-.055
127,T127,T127,Michael Thompson,80,-.055
128,T129,T129,Stuart Appleby,75,-.053
129,T129,T129,Trevor Immelman,76,-.053
130,T129,T129,David Mathis,83,-.053
131,T129,T129,Steve Wheatcroft,56,-.053
132,T133,T133,Charlie Beljan,61,-.052
133,T133,T133,James Driscoll,83,-.052
134,T135,T135,Aaron Baddeley,73,-.051
135,T135,T135,Kyle Stanley,86,-.051
136,137,137,Scott Brown,65,-.048
137,138,138,Tommy Biershenk,74,-.047
138,T139,T139,Graham DeLaet,79,-.046
139,T139,T139,Jason Kokrak,79,-.046
140,T139,T139,Danny Lee,74,-.046
141,T139,T139,Marc Leishman,84,-.046
142,T143,T143,Marco Dawson,60,-.045
143,T143,T143,Tommy Gainey,98,-.045
144,T145,T145,Arjun Atwal,79,-.044
145,T145,T145,Troy Matteson,100,-.044
146,147,147,Daniel Chopra,55,-.043
147,148,148,Scott Stallings,78,-.042
148,T149,T149,Hunter Haas,69,-.041
149,T149,T149,Gary Woodland,70,-.041
150,151,151,Scott Dunlap,57,-.039
151,T152,T152,Ángel Cabrera,54,-.037
152,T152,T152,Matt Jones,53,-.037
153,T154,T154,Robert Allenby,76,-.036
154,T154,T154,Nick O'Hern,78,-.036
155,T156,T156,Troy Kelly,68,-.034
156,T156,T156,Alexandre Rocha,62,-.034
157,T156,T156,Roland Thatcher,55,-.034
158,T156,T156,Boo Weekley,74,-.034
159,T160,T160,Matt Bettencourt,80,-.032
160,T160,T160,Stewart Cink,71,-.032
161,T162,T162,Erik Compton,81,-.029
162,T162,T162,Mark Wilson,84,-.029
163,164,164,Derek Lamely,64,-.028
164,T165,T165,Michael Bradley,63,-.027
165,T165,T165,Andres Romero,68,-.027
166,167,167,Kris Blanks,65,-.026
167,T168,T168,Ryuji Imada,78,-.025
168,T168,T168,Tom Pernice Jr.,62,-.025
169,T168,T168,Brendan Steele,77,-.025
170,171,171,Billy Mayfair,90,-.024
171,172,172,Edward Loar,59,-.023
172,T173,T173,Mark Anderson,75,-.018
173,T173,T173,Chris DiMarco,83,-.018
174,T173,T173,J.J. Killeen,101,-.018
175,176,176,Cameron Beckman,81,-.017
176,177,177,Colt Knost,79,-.016
177,178,178,Sangmoon Bae,81,-.014
178,179,179,D.J. Trahan,73,-.012
179,T180,T180,Miguel Angel Carballo,73,-.011
180,T180,T180,Justin Leonard,79,-.011
181,T182,T182,Stephen Ames,54,-.008
182,T182,T182,Brandt Jobe,57,-.008
183,184,184,"Ted Potter, Jr.",77,-.004
184,185,185,Ryo Ishikawa,54,-.002
185,186,186,Kyle Thompson,51,E
186,187,187,Brendon Todd,78,+.002
187,188,188,Billy Hurley III,70,+.003
188,189,189,Patrick Sheehan,58,+.005
189,190,190,Stephen Gangluff,57,+.010
190,191,191,Sung Kang,75,+.042
