,Average_Approach_Distance_-_Par_RANK THIS WEEK,Average_Approach_Distance_-_Par_RANK LAST WEEK,Average_Approach_Distance_-_Par_PLAYER NAME,Average_Approach_Distance_-_Par_ROUNDS,Average_Approach_Distance_-_Par_AVG (YARDS),Average_Approach_Distance_-_Par_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Par_NUMBER OF APPROACH SHOTS
85,T86,T86,Erik Compton,81,163.7,4060356.0,689
86,T86,T86,Brian Davis,91,163.7,5278996.0,896
87,T86,T86,Greg Owen,90,163.7,5031412.0,854
88,T86,T86,Heath Slocum,93,163.7,5226559.0,887
89,T86,T86,D.J. Trahan,73,163.7,4084710.0,693
90,T91,T91,Ángel Cabrera,54,163.9,2442515.0,414
91,T91,T91,Ryuji Imada,78,163.9,4577793.0,776
92,T91,T91,Charlie Wi,86,163.9,4891809.0,829
93,T94,T94,Will Claxton,99,164.0,5792492.0,981
94,T94,T94,Jason Day,57,164.0,3057956.0,518
95,T94,T94,Harris English,98,164.0,5774582.0,978
96,T94,T94,Rickie Fowler,84,164.0,4352303.0,737
97,T94,T94,Sung Kang,75,164.0,4051356.0,686
98,T94,T94,Seung-Yul Noh,105,164.0,5828709.0,987
99,T94,T94,Dicky Pride,62,164.0,3312689.0,561
100,T94,T94,Nick Watney,97,164.0,4912274.0,832
101,T102,T102,Keegan Bradley,90,164.1,4636867.0,785
102,T102,T102,Sean O'Hair,84,164.1,4997372.0,846
103,T102,T102,Rod Pampling,88,164.1,4809658.0,814
104,T102,T102,"Ted Potter, Jr.",77,164.1,4152450.0,703
105,106,106,Padraig Harrington,67,164.2,2978784.0,504
106,T107,T107,Jonas Blixt,72,164.3,4270502.0,722
107,T107,T107,Gavin Coles,72,164.3,3891843.0,658
108,T107,T107,Chris Kirk,93,164.3,5620156.0,950
109,T107,T107,Matt Kuchar,86,164.3,4572594.0,773
110,T107,T107,Jeff Maggert,83,164.3,5357243.0,906
111,T107,T107,Nick O'Hern,78,164.3,4679101.0,791
112,T107,T107,Pat Perez,81,164.3,4618977.0,781
113,T114,T114,J.J. Killeen,101,164.4,5793303.0,979
114,T114,T114,Camilo Villegas,79,164.4,4941065.0,835
115,T114,T114,Y.E. Yang,64,164.4,3195686.0,540
116,T117,T117,Bobby Gates,87,164.5,5020995.0,848
117,T117,T117,Chez Reavie,83,164.5,4576549.0,773
118,T117,T117,Brendan Steele,77,164.5,4376690.0,739
119,120,120,Robert Karlsson,54,164.6,2470872.0,417
120,T121,T121,Roberto Castro,92,164.7,5176781.0,873
121,T121,T121,Brendon de Jonge,115,164.7,6896830.0,1163
122,T121,T121,Bryce Molder,83,164.7,4945053.0,834
123,124,124,Tom Gillis,75,164.8,4474219.0,754
124,T125,T125,Sangmoon Bae,81,164.9,3472384.0,585
125,T125,T125,Ben Crane,73,164.9,3970375.0,669
126,T125,T125,Ernie Els,80,164.9,4623600.0,779
127,T125,T125,Vijay Singh,99,164.9,5426597.0,914
128,T125,T125,Michael Thompson,80,164.9,4314763.0,727
129,T125,T125,Mark Wilson,84,164.9,4742047.0,799
130,T131,T131,Matt Bettencourt,80,165.0,3753379.0,632
131,T131,T131,Troy Matteson,100,165.0,5666396.0,954
132,T131,T131,Brandt Snedeker,81,165.0,4389491.0,739
133,T134,T134,K.J. Choi,71,165.1,3721050.0,626
134,T134,T134,Derek Lamely,64,165.1,3761835.0,633
135,T134,T134,Jeff Overton,101,165.1,6205215.0,1044
136,T137,T137,Stewart Cink,71,165.2,3591592.0,604
137,T137,T137,Marc Leishman,84,165.2,5056298.0,850
138,T137,T137,John Merrick,83,165.2,4882800.0,821
139,T137,T137,Johnson Wagner,88,165.2,5163541.0,868
140,T141,T141,Ricky Barnes,92,165.3,5373533.0,903
141,T141,T141,Chris DiMarco,83,165.3,4795339.0,806
142,T141,T141,Richard Lee,71,165.3,3891923.0,654
143,T141,T141,Kyle Stanley,86,165.3,4724952.0,794
144,T141,T141,Gary Woodland,70,165.3,3416437.0,574
145,146,146,Ryan Moore,89,165.6,5364272.0,900
146,147,147,Phil Mickelson,79,165.7,3961704.0,664
147,T148,T148,Blake Adams,107,165.8,5838543.0,978
148,T148,T148,Spencer Levin,81,165.8,4457445.0,747
149,T150,T150,Robert Allenby,76,165.9,4401532.0,737
150,T150,T150,Charley Hoffman,88,165.9,4944588.0,828
151,T152,T152,Kris Blanks,65,166.0,4020857.0,673
152,T152,T152,Jhonattan Vegas,77,166.0,4482074.0,750
153,T154,T154,Jim Furyk,85,166.1,4772200.0,798
154,T154,T154,Trevor Immelman,76,166.1,3964862.0,663
155,T156,T156,Arjun Atwal,79,166.2,4542490.0,759
156,T156,T156,Luke Donald,63,166.2,3428515.0,573
157,158,158,Scott Brown,65,166.3,3299148.0,551
158,159,159,Jimmy Walker,101,166.4,6153308.0,1027
159,T160,T160,Robert Garrigus,89,166.5,4837789.0,807
160,T160,T160,Cameron Tringale,88,166.5,5297309.0,884
161,T162,T162,Gary Christian,91,166.6,5104784.0,851
162,T162,T162,Martin Laird,77,166.6,3537636.0,590
163,T162,T162,Graeme McDowell,55,166.6,2495296.0,416
164,T165,T165,Ken Duke,104,166.7,6068156.0,1011
165,T165,T165,Hunter Mahan,88,166.7,4477074.0,746
166,167,167,Jerry Kelly,84,166.9,5058470.0,842
167,T168,T168,Jonathan Byrd,69,167.1,3885630.0,646
168,T168,T168,John Huh,99,167.1,5671625.0,943
169,T168,T168,Webb Simpson,77,167.1,4342456.0,722
170,171,171,Henrik Stenson,51,167.2,2889129.0,480
171,T172,T172,Greg Chalmers,88,167.3,5268698.0,875
172,T172,T172,Scott Dunlap,57,167.3,3186847.0,529
173,T172,T172,Bill Haas,79,167.3,4301021.0,714
174,T175,T175,Sergio Garcia,57,167.7,3030703.0,502
175,T175,T175,Charl Schwartzel,56,167.7,2722959.0,451
176,T177,T177,Billy Mayfair,90,167.8,5550047.0,919
177,T177,T177,Kevin Stadler,85,167.8,4960591.0,821
178,T179,T179,D.A. Points,88,167.9,5384432.0,891
179,T179,T179,Justin Rose,69,167.9,3747185.0,620
180,T179,T179,John Senden,81,167.9,4284810.0,709
181,182,182,Tom Pernice Jr.,62,168.0,3549193.0,587
182,183,183,Chad Campbell,84,168.2,5045204.0,833
183,184,184,Andres Romero,68,168.4,3533568.0,583
184,T185,T185,James Driscoll,83,168.6,4716117.0,777
185,T185,T185,Hunter Haas,69,168.6,3593242.0,592
186,187,187,Zach Johnson,95,168.9,5161179.0,849
187,188,188,Lee Westwood,60,169.0,2616629.0,430
188,189,189,Nathan Green,73,169.2,3885790.0,638
189,T190,T190,George McNeill,85,169.7,4929659.0,807
190,T190,T190,Kevin Na,80,169.7,4564194.0,747
