,Fairway_Proximity_RANK THIS WEEK,Fairway_Proximity_RANK LAST WEEK,Fairway_Proximity_PLAYER NAME,Fairway_Proximity_ROUNDS,Fairway_Proximity_AVG,Fairway_Proximity_ATTEMPTS,Fairway_Proximity_TOTAL DISTANCE (FEET),Fairway_Proximity_RELATIVE TO PAR
140,T141,T141,Edward Loar,59,"32' 7""",530,17258.167,-12.00
141,T141,T141,Jimmy Walker,101,"32' 7""",1096,35721.167,-108.00
142,T143,T143,Stuart Appleby,75,"32' 8""",881,28792.667,-47.00
143,T143,T143,Miguel Angel Carballo,73,"32' 8""",708,23131.0,-8.00
144,T143,T143,Stephen Gangluff,57,"32' 8""",511,16706.333,+5.00
145,T143,T143,Danny Lee,74,"32' 8""",742,24211.917,-34.00
146,T147,T147,Tommy Biershenk,74,"32' 9""",730,23923.167,-34.00
147,T147,T147,Tom Gillis,75,"32' 9""",949,31086.917,-71.00
148,T147,T147,John Huh,99,"32' 9""",1185,38775.667,-73.00
149,T147,T147,Billy Hurley III,70,"32' 9""",747,24494.167,+2.00
150,T147,T147,Tom Pernice Jr.,62,"32' 9""",685,22439.0,-17.00
151,T152,T152,Blake Adams,107,"32' 10""",1215,39923.167,-77.00
152,T152,T152,Sangmoon Bae,81,"32' 10""",719,23629.833,-10.00
153,T152,T152,Chris Couch,61,"32' 10""",728,23916.667,-44.00
154,T152,T152,Kevin Na,80,"32' 10""",887,29122.333,-69.00
155,T152,T152,"Ted Potter, Jr.",77,"32' 10""",808,26502.167,-3.00
156,T152,T152,Daniel Summerhays,81,"32' 10""",897,29439.667,-68.00
157,T158,T158,Kevin Kisner,69,"32' 11""",687,22629.5,-45.00
158,T158,T158,Cameron Tringale,88,"32' 11""",1040,34251.0,-64.00
159,T160,T160,Mark Anderson,75,"33' 0""",736,24283.333,-13.00
160,T160,T160,Martin Flores,95,"33' 0""",992,32700.75,-88.00
161,T160,T160,Hunter Haas,69,"33' 0""",659,21742.667,-27.00
162,T160,T160,Rod Pampling,88,"33' 0""",930,30720.75,-69.00
163,T160,T160,John Senden,81,"33' 0""",837,27633.417,-96.00
164,T160,T160,Brendon Todd,78,"33' 0""",821,27103.25,+2.00
165,T160,T160,Charlie Wi,86,"33' 0""",968,31906.667,-58.00
166,167,167,Sergio Garcia,57,"33' 1""",580,19170.917,-57.00
167,168,168,David Mathis,83,"33' 2""",917,30394.833,-49.00
168,T169,T169,Ángel Cabrera,54,"33' 3""",462,15344.333,-17.00
169,T169,T169,Ryuji Imada,78,"33' 3""",866,28800.333,-22.00
170,T169,T169,J.J. Killeen,101,"33' 3""",1041,34637.083,-19.00
171,T172,T172,Spencer Levin,81,"33' 4""",824,27448.083,-58.00
172,T172,T172,John Rollins,81,"33' 4""",949,31614.417,-79.00
173,174,174,Daniel Chopra,55,"33' 6""",488,16329.917,-21.00
174,175,175,Chris DiMarco,83,"33' 7""",1003,33665.75,-18.00
175,176,176,Martin Laird,77,"33' 8""",690,23203.417,-74.00
176,177,177,Ben Crane,73,"33' 9""",826,27872.917,-52.00
177,T178,T178,Greg Chalmers,88,"33' 10""",985,33343.167,-75.00
178,T178,T178,Brendan Steele,77,"33' 10""",845,28562.333,-21.00
179,T180,T180,Jonathan Byrd,69,"33' 11""",706,23954.75,-60.00
180,T180,T180,Erik Compton,81,"33' 11""",796,26976.917,-23.00
181,T182,T182,Nathan Green,73,"34' 0""",710,24165.417,-61.00
182,T182,T182,Troy Kelly,68,"34' 0""",620,21099.417,-21.00
183,184,184,Billy Mayfair,90,"34' 1""",1058,36090.583,-25.00
184,T185,T185,Aaron Baddeley,73,"34' 4""",667,22889.167,-34.00
185,T185,T185,Jhonattan Vegas,77,"34' 4""",820,28138.75,-46.00
186,T187,T187,James Driscoll,83,"34' 9""",847,29426.833,-44.00
187,T187,T187,Derek Lamely,64,"34' 9""",676,23512.583,-19.00
188,189,189,Bill Haas,79,"34' 11""",803,28007.25,-81.00
189,190,190,Sung Kang,75,"35' 1""",784,27526.083,+33.00
190,191,191,Henrik Stenson,51,"35' 7""",565,20128.083,-47.00
