,Scrambling_Average_Distance_to_Hole_RANK THIS WEEK,Scrambling_Average_Distance_to_Hole_RANK LAST WEEK,Scrambling_Average_Distance_to_Hole_PLAYER NAME,Scrambling_Average_Distance_to_Hole_ROUNDS,Scrambling_Average_Distance_to_Hole_AVG DTP,Scrambling_Average_Distance_to_Hole_TOTAL DISTANCE (FEET),Scrambling_Average_Distance_to_Hole_ATTEMPTS
46,T41,,Seung-Yul Noh,91,"8' 0""",3212.167,403
47,T41,,Jhonattan Vegas,95,"8' 0""",2960.083,370
48,T49,,Mark Anderson,54,"8' 1""",2029.3329999999999,250
49,T49,,Rafa Cabrera Bello,63,"8' 1""",2079.25,258
50,T49,,Charles Howell III,86,"8' 1""",2894.583,359
51,T49,,Zach Johnson,81,"8' 1""",2881.167,355
52,T49,,Louis Oosthuizen,69,"8' 1""",1981.5829999999999,246
53,T49,,Camilo Villegas,76,"8' 1""",3180.917,393
54,T55,,Kevin Chappell,95,"8' 2""",3023.583,372
55,T55,,Ben Crane,86,"8' 2""",3159.833,388
56,T55,,Brett Drewitt,57,"8' 2""",2059.833,251
57,T55,,Gonzalo Fernandez-Castaño,63,"8' 2""",2192.333,269
58,T55,,Lucas Glover,93,"8' 2""",3163.917,389
59,T55,,Ryo Ishikawa,56,"8' 2""",2064.833,252
60,T55,,Phil Mickelson,85,"8' 2""",3281.333,400
61,T55,,Patrick Reed,107,"8' 2""",3939.917,484
62,T55,,Brandt Snedeker,53,"8' 2""",1584.5829999999999,195
63,T55,,Kyle Stanley,104,"8' 2""",3648.167,447
64,T55,,Cameron Tringale,89,"8' 2""",2966.5,365
65,T66,,Wesley Bryan,95,"8' 3""",3791.417,460
66,T66,,Stewart Cink,93,"8' 3""",3221.667,391
67,T66,,Jason Dufner,89,"8' 3""",3000.917,365
68,T66,,Martin Laird,83,"8' 3""",3101.167,377
69,T66,,Geoff Ogilvy,80,"8' 3""",3038.0,369
70,T66,,Ollie Schniederjans,92,"8' 3""",3606.833,435
71,T72,,Bud Cauley,92,"8' 4""",3489.167,419
72,T72,,Smylie Kaufman,76,"8' 4""",2812.0,336
73,T72,,Michael Kim,94,"8' 4""",3651.667,439
74,T72,,Peter Malnati,91,"8' 4""",3615.5,436
75,T72,,Cameron Percy,71,"8' 4""",2172.75,261
76,T72,,Kyle Reifers,96,"8' 4""",3381.833,404
77,T72,,Rory Sabbatini,71,"8' 4""",2307.5,278
78,T72,,Adam Scott,58,"8' 4""",1871.1670000000001,224
79,T72,,Shawn Stefani,72,"8' 4""",2553.167,307
80,T81,,Ken Duke,77,"8' 5""",2960.083,353
81,T81,,Ernie Els,52,"8' 5""",1903.6670000000001,227
82,T81,,Fabián Gómez,61,"8' 5""",2528.417,301
83,T81,,Emiliano Grillo,90,"8' 5""",2866.0,339
84,T81,,Billy Hurley III,80,"8' 5""",3138.833,372
85,T81,,Kevin Kisner,105,"8' 5""",3396.583,402
86,T81,,Marc Leishman,94,"8' 5""",3160.25,376
87,T81,,Spencer Levin,89,"8' 5""",3268.833,387
88,T81,,Brendan Steele,89,"8' 5""",2935.167,348
89,T81,,Boo Weekley,75,"8' 5""",2662.917,316
90,T81,,Steve Wheatcroft,51,"8' 5""",2187.333,261
91,T92,,Jason Bohn,75,"8' 6""",2968.667,348
92,T92,,Tony Finau,106,"8' 6""",3849.0,454
93,T92,,Mark Hubbard,81,"8' 6""",2800.333,330
94,T92,,Si Woo Kim,80,"8' 6""",3013.583,355
95,T92,,J.T. Poston,95,"8' 6""",3431.083,403
96,T92,,Xander Schauffele,96,"8' 6""",3022.75,354
97,T92,,Charl Schwartzel,63,"8' 6""",2437.667,288
98,T92,,Nick Taylor,97,"8' 6""",3931.917,462
99,T92,,Gary Woodland,94,"8' 6""",2692.25,316
100,T101,,Ryan Armour,63,"8' 7""",2165.5,252
101,T101,,J.B. Holmes,83,"8' 7""",2846.0,332
102,T101,,Russell Knox,75,"8' 7""",2443.667,286
103,T101,,C.T. Pan,88,"8' 7""",3353.667,389
104,T101,,Harold Varner III,101,"8' 7""",3793.583,444
105,T106,,Ricky Barnes,100,"8' 8""",3897.917,451
106,T106,,Daniel Berger,91,"8' 8""",3070.75,353
107,T106,,Greg Chalmers,75,"8' 8""",3722.417,428
108,T106,,Harris English,84,"8' 8""",3188.917,368
109,T106,,Brian Gay,82,"8' 8""",3495.0,403
110,T106,,Brandon Hagy,85,"8' 8""",3415.75,396
111,T106,,J.J. Henry,92,"8' 8""",3270.833,377
112,T106,,Brooks Koepka,88,"8' 8""",3091.083,356
113,T106,,Anirban Lahiri,72,"8' 8""",3067.333,355
114,T106,,Scott Stallings,81,"8' 8""",3026.083,348
115,T106,,Robert Streb,98,"8' 8""",3971.583,460
116,T106,,Kevin Streelman,90,"8' 8""",3652.583,422
117,T118,,Byeong Hun An,77,"8' 9""",2761.083,317
118,T118,,Patrick Cantlay,52,"8' 9""",2084.667,238
119,T118,,Brad Fritsch,56,"8' 9""",2207.75,253
120,T118,,Patton Kizzire,84,"8' 9""",3393.083,389
121,T118,,Chris Stroud,67,"8' 9""",2391.417,273
122,T118,,Daniel Summerhays,100,"8' 9""",3905.75,448
123,T118,,Hudson Swafford,94,"8' 9""",3282.0,374
124,T125,,Ryan Blaum,100,"8' 10""",4167.083,471
125,T125,,Jim Herman,77,"8' 10""",3044.667,346
126,T125,,Charley Hoffman,112,"8' 10""",4357.917,492
127,T125,,Trey Mullinax,88,"8' 10""",3113.833,351
128,T125,,Rod Pampling,71,"8' 10""",3241.667,368
129,T130,,Julián Etulain,68,"8' 11""",2463.25,275
130,T130,,James Hahn,96,"8' 11""",4027.167,452
131,T130,,David Lingmerth,79,"8' 11""",3426.917,383
132,T130,,Luke List,102,"8' 11""",3808.333,426
133,T130,,Carl Pettersson,63,"8' 11""",2924.25,329
134,T130,,Vaughn Taylor,90,"8' 11""",3458.167,389
135,T130,,Tyrone Van Aswegen,105,"8' 11""",3815.25,429
136,T137,,Dominic Bozzelli,69,"9' 0""",2930.083,327
137,T137,,Ryan Brehm,83,"9' 0""",2735.583,305
138,T137,,Russell Henley,99,"9' 0""",3883.75,430
139,T137,,Sean O'Hair,84,"9' 0""",3145.0,350
140,T137,,Kevin Tway,96,"9' 0""",3781.083,420
141,142,,Jamie Lovemark,98,"9' 1""",3849.167,425
142,T143,,Martin Flores,88,"9' 2""",2870.25,313
143,T143,,Mackenzie Hughes,106,"9' 2""",4872.583,531
144,T143,,Sung Kang,104,"9' 2""",4110.583,448
145,T143,,Jason Kokrak,95,"9' 2""",3931.583,429
146,T143,,Danny Lee,93,"9' 2""",3831.833,419
147,T143,,William McGirt,89,"9' 2""",3119.833,340
148,T143,,Patrick Rodgers,76,"9' 2""",3408.917,371
149,T143,,Nick Watney,75,"9' 2""",3021.083,330
150,T151,,Scott Brown,95,"9' 3""",4148.75,447
151,T151,,Jim Furyk,54,"9' 3""",2049.5,222
152,T151,,Tom Hoge,54,"9' 3""",1951.5829999999999,211
153,T151,,Ryan Moore,82,"9' 3""",3372.583,363
154,T151,,Sam Saunders,76,"9' 3""",3343.417,360
155,T156,,Jonas Blixt,74,"9' 4""",3418.833,366
156,T156,,Steven Bowditch,59,"9' 4""",2800.667,301
157,T156,,Derek Fathauer,81,"9' 4""",3349.667,358
158,T156,,Graeme McDowell,56,"9' 4""",2790.0,298
159,T156,,Chez Reavie,98,"9' 4""",4012.917,430
160,T156,,Bubba Watson,71,"9' 4""",2746.667,294
161,T156,,Richy Werenski,81,"9' 4""",3185.167,342
162,T163,,Matt Every,76,"9' 5""",3397.833,362
163,T163,,Jonathan Randolph,68,"9' 5""",2695.167,286
164,T163,,Brian Stuard,93,"9' 5""",3741.5,396
165,T163,,Michael Thompson,60,"9' 5""",2423.0,258
166,T167,,Bryson DeChambeau,91,"9' 6""",3747.5,396
167,T167,,Grayson Murray,94,"9' 6""",4456.75,470
168,T169,,Adam Hadwin,98,"9' 7""",4128.167,429
169,T169,,Shane Lowry,52,"9' 7""",1654.3329999999999,172
170,T169,,Sebastián Muñoz,51,"9' 7""",2032.75,212
171,T169,,Brett Stegmaier,78,"9' 7""",2849.917,298
172,T173,,Blayne Barber,77,"9' 8""",3007.833,312
173,T173,,Andrew Loupe,55,"9' 8""",2640.0,273
174,T173,,Jimmy Walker,68,"9' 8""",2505.167,260
175,T176,,Brian Campbell,55,"9' 9""",2297.417,235
176,T176,,Nicholas Lindheim,58,"9' 9""",2320.167,237
177,T176,,Ben Martin,86,"9' 9""",3565.75,366
178,T176,,J.J. Spaun,92,"9' 9""",3920.167,402
179,T176,,Johnson Wagner,71,"9' 9""",2772.167,284
180,181,,Robert Garrigus,78,"9' 10""",2949.5,300
181,182,,Scott Piercy,70,"9' 11""",2443.083,247
182,T183,,Cody Gribble,79,"10' 2""",4057.0,398
183,T183,,Søren Kjeldsen,58,"10' 2""",2253.5,221
184,T185,,Graham DeLaet,82,"10' 3""",3543.167,345
185,T185,,Billy Horschel,88,"10' 3""",3792.0,371
186,187,,Hunter Mahan,73,"10' 4""",3588.667,347
187,188,,Miguel Angel Carballo,63,"10' 7""",2525.917,239
188,189,,Rick Lamb,54,"10' 11""",2231.583,205
189,190,,Kelly Kraft,75,"11' 2""",4297.833,386
