,Sand_Saves_from_20-30_yards_RANK THIS WEEK,Sand_Saves_from_20-30_yards_RANK LAST WEEK,Sand_Saves_from_20-30_yards_PLAYER NAME,Sand_Saves_from_20-30_yards_ROUNDS,Sand_Saves_from_20-30_yards_%,Sand_Saves_from_20-30_yards_# OF SAVES,Sand_Saves_from_20-30_yards_# OF BUNKERS
122,123,,Kyle Stanley,104,45.1,23,51
123,T124,,Tag Ridings,67,45.0,9,20
124,T124,,Michael Thompson,60,45.0,9,20
125,T126,,Dominic Bozzelli,69,44.83,13,29
126,T126,,Graham DeLaet,82,44.83,13,29
127,T126,,Patton Kizzire,84,44.83,13,29
128,T129,,Lucas Glover,93,44.44,16,36
129,T129,,Ryo Ishikawa,56,44.44,8,18
130,T129,,Patrick Reed,107,44.44,20,45
131,132,,Jhonattan Vegas,95,44.19,19,43
132,T133,,Martin Laird,83,44.12,15,34
133,T133,,Scott Stallings,81,44.12,15,34
134,135,,Patrick Cantlay,52,44.0,11,25
135,136,,Carl Pettersson,63,43.75,14,32
136,137,,Whee Kim,74,43.48,10,23
137,138,,Daniel Berger,91,43.33,13,30
138,T139,,Kevin Chappell,95,42.86,12,28
139,T139,,Smylie Kaufman,76,42.86,12,28
140,T139,,Sean O'Hair,84,42.86,15,35
141,142,,Xander Schauffele,96,42.31,11,26
142,T143,,Graeme McDowell,56,41.67,10,24
143,T143,,Scott Piercy,70,41.67,10,24
144,145,,Sebastián Muñoz,51,40.91,9,22
145,146,,Bubba Watson,71,40.74,11,27
146,147,,Camilo Villegas,76,40.63,13,32
147,148,,Mackenzie Hughes,106,40.48,17,42
148,T149,,Byeong Hun An,77,40.0,12,30
149,T149,,Jason Bohn,75,40.0,10,25
150,T149,,Brian Campbell,55,40.0,6,15
151,T149,,Miguel Angel Carballo,63,40.0,8,20
152,T149,,Dustin Johnson,77,40.0,6,15
153,T149,,Ryan Moore,82,40.0,10,25
154,T149,,J.J. Spaun,92,40.0,10,25
155,T149,,Brian Stuard,93,40.0,12,30
156,T157,,Cody Gribble,79,39.39,13,33
157,T157,,Jim Herman,77,39.39,13,33
158,159,,Charl Schwartzel,63,38.89,7,18
159,160,,Bud Cauley,92,37.93,11,29
160,161,,Ben Crane,86,37.5,9,24
161,162,,Si Woo Kim,80,37.04,10,27
162,163,,Ryan Armour,63,36.84,7,19
163,164,,J.T. Poston,95,36.67,11,30
164,165,,Mark Hubbard,81,36.36,8,22
165,166,,Paul Casey,94,36.0,9,25
166,167,,Martin Flores,88,35.71,10,28
167,168,,Trey Mullinax,88,35.0,7,20
168,169,,William McGirt,89,34.48,10,29
169,170,,Russell Knox,75,34.38,11,32
170,171,,Stewart Cink,93,34.21,13,38
171,T172,,Mark Anderson,54,33.33,5,15
172,T172,,Derek Fathauer,81,33.33,10,30
173,T172,,Robert Garrigus,78,33.33,8,24
174,T172,,Retief Goosen,52,33.33,3,9
175,T172,,J.B. Holmes,83,33.33,7,21
176,T172,,Anirban Lahiri,72,33.33,6,18
177,T172,,Robert Streb,98,33.33,18,54
178,T172,,Nick Watney,75,33.33,5,15
179,180,,Ryan Blaum,100,32.26,10,31
180,T181,,Kevin Kisner,105,32.0,8,25
181,T181,,Andrew Loupe,55,32.0,8,25
182,T183,,Jim Furyk,54,31.25,5,16
183,T183,,Rory Sabbatini,71,31.25,5,16
184,185,,J.J. Henry,92,30.77,12,39
185,186,,Gonzalo Fernandez-Castaño,63,30.0,6,20
186,187,,Patrick Rodgers,76,29.41,10,34
187,188,,Brett Stegmaier,78,26.92,7,26
188,189,,Jason Kokrak,95,25.81,8,31
189,190,,Rick Lamb,54,15.38,2,13
