,Scrambling__30_yds_RTP_Score_RANK THIS WEEK,Scrambling__30_yds_RTP_Score_RANK LAST WEEK,Scrambling__30_yds_RTP_Score_PLAYER NAME,Scrambling__30_yds_RTP_Score_ROUNDS,Scrambling__30_yds_RTP_Score_AVG RTP,Scrambling__30_yds_RTP_Score_TOTAL HOLES,Scrambling__30_yds_RTP_Score_TOTAL RTP
108,109,,Michael Thompson,60,0.887,62,55.0
109,110,,Phil Mickelson,85,0.892,83,74.0
110,T111,,Patton Kizzire,84,0.894,113,101.0
111,T111,,Brooks Koepka,88,0.894,85,76.0
112,T111,,J.J. Spaun,92,0.894,66,59.0
113,T114,,Tag Ridings,67,0.895,57,51.0
114,T114,,Jordan Spieth,85,0.895,57,51.0
115,116,,D.A. Points,68,0.897,58,52.0
116,117,,Kevin Tway,96,0.899,89,80.0
117,118,,Dominic Bozzelli,69,0.9009999999999999,71,64.0
118,119,,Sean O'Hair,84,0.903,72,65.0
119,120,,J.B. Holmes,83,0.905,74,67.0
120,121,,Tony Finau,106,0.914,70,64.0
121,T122,,Aaron Baddeley,61,0.915,82,75.0
122,T122,,Sam Saunders,76,0.915,59,54.0
123,T124,,Robert Garrigus,78,0.9179999999999999,61,56.0
124,T124,,Rod Pampling,71,0.9179999999999999,85,78.0
125,T126,,Derek Fathauer,81,0.919,99,91.0
126,T126,,Shawn Stefani,72,0.919,74,68.0
127,128,,Retief Goosen,52,0.92,50,46.0
128,T129,,Sung Kang,104,0.9209999999999999,89,82.0
129,T129,,Kyle Stanley,104,0.9209999999999999,63,58.0
130,131,,Ken Duke,77,0.922,51,47.0
131,132,,Bud Cauley,92,0.924,66,61.0
132,133,,Brian Gay,82,0.925,80,74.0
133,T134,,Lucas Glover,93,0.932,73,68.0
134,T134,,Scott Stallings,81,0.932,74,69.0
135,T134,,Nick Watney,75,0.932,73,68.0
136,137,,Kelly Kraft,75,0.9329999999999999,89,83.0
137,138,,Jason Day,71,0.934,61,57.0
138,139,,David Hearn,93,0.937,79,74.0
139,T140,,Seung-Yul Noh,91,0.938,112,105.0
140,T140,,Johnson Wagner,71,0.938,65,61.0
141,142,,Russell Knox,75,0.941,51,48.0
142,143,,Bubba Watson,71,0.943,53,50.0
143,144,,Jim Herman,77,0.945,55,52.0
144,145,,Billy Hurley III,80,0.948,96,91.0
145,146,,Patrick Rodgers,76,0.95,80,76.0
146,147,,Brett Stegmaier,78,0.9520000000000001,84,80.0
147,148,,Xander Schauffele,96,0.955,67,64.0
148,149,,Martin Flores,88,0.9570000000000001,70,67.0
149,150,,Anirban Lahiri,72,0.958,71,68.0
150,151,,Ryan Brehm,83,0.9590000000000001,74,71.0
151,152,,Boo Weekley,75,0.96,50,48.0
152,153,,Kevin Chappell,95,0.963,81,78.0
153,154,,Chris Kirk,89,0.966,89,86.0
154,155,,Tyrone Van Aswegen,105,0.968,95,92.0
155,156,,Ben Martin,86,0.972,71,69.0
156,T157,,Steven Bowditch,59,0.973,113,110.0
157,T157,,Jason Kokrak,95,0.973,74,72.0
158,159,,Troy Merritt,82,0.9740000000000001,78,76.0
159,160,,Ernie Els,52,0.976,42,41.0
160,161,,Whee Kim,74,0.977,86,84.0
161,162,,Scott Piercy,70,0.9790000000000001,48,47.0
162,T163,,Rickie Fowler,78,0.9840000000000001,61,60.0
163,T163,,Jimmy Walker,68,0.9840000000000001,61,60.0
164,165,,Hunter Mahan,73,0.985,67,66.0
165,166,,Andres Gonzales,73,0.986,70,69.0
166,167,,Cody Gribble,79,0.9890000000000001,94,93.0
167,T168,,Danny Lee,93,1.0,76,76.0
168,T168,,David Lingmerth,79,1.0,76,76.0
169,T168,,Trey Mullinax,88,1.0,75,75.0
170,T168,,J.T. Poston,95,1.0,68,68.0
171,T168,,Jonathan Randolph,68,1.0,51,51.0
172,T168,,Hudson Swafford,94,1.0,77,77.0
173,T168,,Jhonattan Vegas,95,1.0,62,62.0
174,175,,Jonas Blixt,74,1.013,80,81.0
175,176,,Miguel Angel Carballo,63,1.0190000000000001,53,54.0
176,177,,Ollie Schniederjans,92,1.023,87,89.0
177,T178,,Harris English,84,1.024,83,85.0
178,T178,,Si Woo Kim,80,1.024,82,84.0
179,180,,Matt Every,76,1.041,98,102.0
180,181,,Chris Stroud,67,1.045,44,46.0
181,182,,Andrew Loupe,55,1.079,76,82.0
182,183,,Nicholas Lindheim,58,1.083,60,65.0
183,184,,Rick Lamb,54,1.088,34,37.0
184,185,,Brett Drewitt,57,1.089,45,49.0
185,T186,,Tom Hoge,54,1.093,43,47.0
186,T186,,Grayson Murray,94,1.093,108,118.0
187,188,,Smylie Kaufman,76,1.095,74,81.0
188,189,,Ryo Ishikawa,56,1.1,70,77.0
189,190,,Mark Hubbard,81,1.123,65,73.0
