,Scrambling_Fringe_RTP_Score_RANK THIS WEEK,Scrambling_Fringe_RTP_Score_RANK LAST WEEK,Scrambling_Fringe_RTP_Score_PLAYER NAME,Scrambling_Fringe_RTP_Score_ROUNDS,Scrambling_Fringe_RTP_Score_AVG RTP,Scrambling_Fringe_RTP_Score_TOTAL HOLES,Scrambling_Fringe_RTP_Score_TOTAL RTP
36,T36,,Vaughn Taylor,90,-.051,39,-2.00
37,38,,Harris English,84,-.050,40,-2.00
38,T39,,Seamus Power,86,-.043,47,-2.00
39,T39,,Webb Simpson,102,-.043,47,-2.00
40,41,,Sergio Garcia,65,-.042,24,-1.00
41,42,,Rickie Fowler,78,-.040,25,-1.00
42,T43,,Tom Hoge,54,-.037,27,-1.00
43,T43,,Si Woo Kim,80,-.037,27,-1.00
44,45,,Geoff Ogilvy,80,-.036,28,-1.00
45,T46,,Sean O'Hair,84,-.032,31,-1.00
46,T46,,Jimmy Walker,68,-.032,31,-1.00
47,48,,Gonzalo Fernandez-Castaño,63,-.030,33,-1.00
48,49,,Matt Every,76,-.029,35,-1.00
49,50,,Francesco Molinari,75,-.028,36,-1.00
50,T51,,Andres Gonzales,73,-.026,39,-1.00
51,T51,,Matt Jones,64,-.026,39,-1.00
52,T53,,Russell Henley,99,-.024,42,-1.00
53,T53,,Hudson Swafford,94,-.024,42,-1.00
54,T55,,Robert Streb,98,-.023,44,-1.00
55,T55,,Camilo Villegas,76,-.023,44,-1.00
56,T57,,Kevin Chappell,95,-.022,45,-1.00
57,T57,,Billy Horschel,88,-.022,45,-1.00
58,T57,,John Huh,92,-.022,45,-1.00
59,T60,,Sam Saunders,76,-.021,48,-1.00
60,T60,,Kevin Tway,96,-.021,48,-1.00
61,62,,Charley Hoffman,112,-.020,50,-1.00
62,T63,,Blayne Barber,77,-.019,53,-1.00
63,T63,,Brian Harman,104,-.019,52,-1.00
64,T63,,Jason Kokrak,95,-.019,52,-1.00
65,66,,Graham DeLaet,82,-.018,56,-1.00
66,T67,,Mark Anderson,54,E,21,E
67,T67,,Ryan Armour,63,E,29,E
68,T67,,Ryan Blaum,100,E,54,E
69,T67,,Luke Donald,50,E,16,E
70,T67,,Brett Drewitt,57,E,19,E
71,T67,,Martin Flores,88,E,34,E
72,T67,,Fabián Gómez,61,E,36,E
73,T67,,Mark Hubbard,81,E,39,E
74,T67,,Mackenzie Hughes,106,E,41,E
75,T67,,Marc Leishman,94,E,35,E
76,T67,,Ben Martin,86,E,38,E
77,T67,,William McGirt,89,E,34,E
78,T67,,Bryce Molder,74,E,40,E
79,T67,,Louis Oosthuizen,69,E,21,E
80,T67,,Ryan Palmer,61,E,31,E
81,T67,,Rod Pampling,71,E,22,E
82,T67,,Ian Poulter,72,E,38,E
83,T67,,Kyle Stanley,104,E,55,E
84,T67,,Brendan Steele,89,E,33,E
85,T67,,Tyrone Van Aswegen,105,E,49,E
86,T67,,Johnson Wagner,71,E,36,E
87,T67,,Steve Wheatcroft,51,E,28,E
88,T67,,Tim Wilkinson,64,E,25,E
89,T90,,J.T. Poston,95,+.019,53,+1.00
90,T90,,Nick Taylor,97,+.019,52,+1.00
91,T92,,Chad Campbell,97,+.020,50,+1.00
92,T92,,Nick Watney,75,+.020,50,+1.00
93,T94,,Patrick Reed,107,+.021,47,+1.00
94,T94,,J.J. Spaun,92,+.021,47,+1.00
95,T96,,Scott Brown,95,+.022,45,+1.00
96,T96,,Ben Crane,86,+.022,45,+1.00
97,T96,,Charles Howell III,86,+.022,45,+1.00
98,T96,,Trey Mullinax,88,+.022,46,+1.00
99,100,,Kevin Na,86,+.023,43,+1.00
100,T101,,Jason Bohn,75,+.024,41,+1.00
101,T101,,Ken Duke,77,+.024,42,+1.00
102,T101,,Whee Kim,74,+.024,42,+1.00
103,T101,,Martin Laird,83,+.024,41,+1.00
104,105,,Billy Hurley III,80,+.025,40,+1.00
105,T106,,Daniel Berger,91,+.026,38,+1.00
106,T106,,Alex Cejka,85,+.026,39,+1.00
107,T106,,David Lingmerth,79,+.026,39,+1.00
108,T106,,Harold Varner III,101,+.026,39,+1.00
109,110,,Patrick Rodgers,76,+.027,37,+1.00
110,111,,Chad Collins,66,+.029,35,+1.00
111,T112,,Branden Grace,70,+.030,33,+1.00
112,T112,,Chris Stroud,67,+.030,33,+1.00
113,T114,,Ricky Barnes,100,+.031,32,+1.00
114,T114,,Robert Garrigus,78,+.031,32,+1.00
115,T114,,Michael Thompson,60,+.031,32,+1.00
116,117,,Dustin Johnson,77,+.033,30,+1.00
117,T118,,Keegan Bradley,104,+.034,58,+2.00
118,T118,,Brad Fritsch,56,+.034,29,+1.00
119,T118,,Tag Ridings,67,+.034,29,+1.00
120,121,,Troy Merritt,82,+.036,55,+2.00
121,122,,Daniel Summerhays,100,+.039,51,+2.00
122,123,,Ryan Moore,82,+.042,48,+2.00
123,124,,Seung-Yul Noh,91,+.043,47,+2.00
124,125,,Morgan Hoffmann,92,+.044,45,+2.00
125,126,,Luke List,102,+.045,44,+2.00
126,T127,,Jim Furyk,54,+.048,21,+1.00
127,T127,,Brian Gay,82,+.048,42,+2.00
128,129,,Gary Woodland,94,+.050,20,+1.00
129,130,,Cameron Tringale,89,+.051,39,+2.00
130,T131,,Rafa Cabrera Bello,63,+.053,19,+1.00
131,T131,,Paul Casey,94,+.053,38,+2.00
132,T131,,Richy Werenski,81,+.053,38,+2.00
133,T134,,Brooks Koepka,88,+.056,36,+2.00
134,T134,,Pat Perez,93,+.056,36,+2.00
135,T136,,Roberto Castro,70,+.057,35,+2.00
136,T136,,Jason Dufner,89,+.057,35,+2.00
137,T136,,Cody Gribble,79,+.057,35,+2.00
138,139,,Kevin Streelman,90,+.058,52,+3.00
139,140,,Justin Rose,66,+.059,34,+2.00
140,141,,Brian Stuard,93,+.060,50,+3.00
141,142,,Scott Piercy,70,+.063,32,+2.00
142,143,,Xander Schauffele,96,+.065,31,+2.00
143,T144,,Zac Blair,105,+.067,60,+4.00
144,T144,,Zach Johnson,81,+.067,45,+3.00
145,T144,,Jhonattan Vegas,95,+.067,45,+3.00
146,T144,,Boo Weekley,75,+.067,45,+3.00
147,148,,Smylie Kaufman,76,+.068,44,+3.00
148,149,,Matt Kuchar,95,+.069,29,+2.00
149,150,,Lucas Glover,93,+.070,43,+3.00
150,T151,,Michael Kim,94,+.071,42,+3.00
151,T151,,Carl Pettersson,63,+.071,28,+2.00
152,T151,,Jordan Spieth,85,+.071,42,+3.00
153,T154,,Steven Bowditch,59,+.074,27,+2.00
154,T154,,Jason Day,71,+.074,27,+2.00
155,156,,Cameron Percy,71,+.075,40,+3.00
156,157,,Steven Alker,69,+.077,26,+2.00
157,T158,,James Hahn,96,+.083,48,+4.00
158,T158,,Ryo Ishikawa,56,+.083,24,+2.00
159,160,,Adam Hadwin,98,+.089,45,+4.00
160,T161,,J.B. Holmes,83,+.091,22,+2.00
161,T161,,C.T. Pan,88,+.091,44,+4.00
162,163,,Chris Kirk,89,+.100,30,+3.00
163,T164,,Spencer Levin,89,+.103,58,+6.00
164,T164,,Rory McIlroy,51,+.103,29,+3.00
165,166,,Jonathan Randolph,68,+.107,28,+3.00
166,T167,,Aaron Baddeley,61,+.111,36,+4.00
167,T167,,Hunter Mahan,73,+.111,36,+4.00
168,T169,,David Hearn,93,+.118,34,+4.00
169,T169,,Danny Lee,93,+.118,51,+6.00
170,T171,,Brandon Hagy,85,+.119,42,+5.00
171,T171,,J.J. Henry,92,+.119,42,+5.00
172,T173,,K.J. Choi,72,+.125,32,+4.00
173,T173,,Bubba Watson,71,+.125,32,+4.00
174,T175,,Ryan Brehm,83,+.130,46,+6.00
175,T175,,Bud Cauley,92,+.130,46,+6.00
176,177,,Retief Goosen,52,+.138,29,+4.00
177,T178,,Adam Scott,58,+.143,21,+3.00
178,T178,,Justin Thomas,86,+.143,35,+5.00
179,T180,,D.A. Points,68,+.147,34,+5.00
180,T180,,Kyle Reifers,96,+.147,34,+5.00
181,182,,Ernie Els,52,+.148,27,+4.00
182,183,,Stewart Cink,93,+.150,60,+9.00
183,184,,Miguel Angel Carballo,63,+.154,26,+4.00
184,185,,Brett Stegmaier,78,+.194,36,+7.00
185,186,,Shane Lowry,52,+.214,14,+3.00
186,187,,Rick Lamb,54,+.222,18,+4.00
187,188,,Andrew Loupe,55,+.227,22,+5.00
188,189,,Nicholas Lindheim,58,+.250,28,+7.00
189,190,,Anirban Lahiri,72,+.269,26,+7.00
