,Proximity_to_Hole_from_Other_Locations_RANK THIS WEEK,Proximity_to_Hole_from_Other_Locations_RANK LAST WEEK,Proximity_to_Hole_from_Other_Locations_PLAYER NAME,Proximity_to_Hole_from_Other_Locations_ROUNDS,Proximity_to_Hole_from_Other_Locations_AVG DTP,Proximity_to_Hole_from_Other_Locations_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Other_Locations_# OF SHOTS,Proximity_to_Hole_from_Other_Locations_SCRAMBLING RANK
122,T122,,Russell Henley,99,"6' 11""",16.267,196,131
123,T124,,Ryan Armour,63,"7' 0""",6.87,82,117
124,T124,,Jonas Blixt,74,"7' 0""",11.285,135,107
125,T124,,Keegan Bradley,104,"7' 0""",15.550999999999998,186,79
126,T124,,Fabián Gómez,61,"7' 0""",11.953,142,101
127,T124,,Tom Hoge,54,"7' 0""",6.852,82,63
128,T124,,Mackenzie Hughes,106,"7' 0""",19.144000000000002,229,103
129,T124,,D.A. Points,68,"7' 0""",11.089,132,162
130,T124,,Patrick Reed,107,"7' 0""",15.546,185,48
131,T132,,Rafa Cabrera Bello,63,"7' 1""",9.235,109,50
132,T132,,Ben Crane,86,"7' 1""",12.987,153,93
133,T132,,Rickie Fowler,78,"7' 1""",10.328,121,22
134,T132,,John Huh,92,"7' 1""",17.605999999999998,206,10
135,T132,,Chris Kirk,89,"7' 1""",13.388,158,174
136,T132,,Kyle Reifers,96,"7' 1""",12.395999999999999,146,114
137,T132,,Xander Schauffele,96,"7' 1""",11.652999999999999,137,137
138,T132,,Adam Scott,58,"7' 1""",7.428,87,83
139,T132,,Brian Stuard,93,"7' 1""",12.737,149,121
140,T132,,Johnson Wagner,71,"7' 1""",10.082,118,161
141,T142,,Ryan Blaum,100,"7' 2""",14.671,171,71
142,T142,,Alex Cejka,85,"7' 2""",12.311,143,44
143,T142,,Martin Flores,88,"7' 2""",9.423,109,135
144,T142,,Smylie Kaufman,76,"7' 2""",10.724,125,168
145,T142,,Graeme McDowell,56,"7' 2""",10.445,121,111
146,T142,,Sam Saunders,76,"7' 2""",11.401,132,113
147,T142,,J.J. Spaun,92,"7' 2""",14.401,168,88
148,T142,,Daniel Summerhays,100,"7' 2""",13.350999999999999,156,142
149,T142,,Bubba Watson,71,"7' 2""",9.77,114,162
150,T151,,Jason Dufner,89,"7' 3""",13.449000000000002,155,127
151,T151,,J.T. Poston,95,"7' 3""",13.374,154,77
152,T153,,Brandon Hagy,85,"7' 4""",11.812999999999999,135,61
153,T153,,Charles Howell III,86,"7' 4""",12.835,146,26
154,T153,,Sebastián Muñoz,51,"7' 4""",7.876,90,139
155,T153,,Hudson Swafford,94,"7' 4""",12.377,140,164
156,T157,,Ricky Barnes,100,"7' 5""",16.222,182,68
157,T157,,Jim Herman,77,"7' 5""",11.276,127,155
158,T157,,Hunter Mahan,73,"7' 5""",12.478,140,120
159,T160,,Scott Brown,95,"7' 6""",17.237000000000002,192,90
160,T160,,Miguel Angel Carballo,63,"7' 6""",7.341,82,175
161,T160,,Robert Garrigus,78,"7' 6""",10.625,118,171
162,T160,,Billy Horschel,88,"7' 6""",14.854000000000001,165,176
163,T160,,Zach Johnson,81,"7' 6""",12.192,135,69
164,T160,,Danny Lee,93,"7' 6""",15.65,173,167
165,T160,,Patrick Rodgers,76,"7' 6""",15.241,169,182
166,T160,,Ollie Schniederjans,92,"7' 6""",14.008,155,102
167,T168,,Steven Bowditch,59,"7' 7""",9.692,106,185
168,T168,,Brad Fritsch,56,"7' 7""",9.297,102,151
169,T168,,Trey Mullinax,88,"7' 7""",11.237,124,159
170,T168,,Carl Pettersson,63,"7' 7""",11.068,122,179
171,T172,,Ken Duke,77,"7' 8""",12.100999999999999,131,150
172,T172,,Scott Stallings,81,"7' 8""",12.963,141,165
173,T172,,Brett Stegmaier,78,"7' 8""",13.280999999999999,145,188
174,T175,,Graham DeLaet,82,"7' 9""",11.725,126,149
175,T175,,Retief Goosen,52,"7' 9""",7.992999999999999,86,60
176,T175,,Ryan Moore,82,"7' 9""",13.606,147,143
177,T178,,Kelly Kraft,75,"7' 10""",13.017999999999999,138,183
178,T178,,Chez Reavie,98,"7' 10""",16.5,176,15
179,T178,,Brendan Steele,89,"7' 10""",12.72,136,55
180,T178,,Michael Thompson,60,"7' 10""",8.526,91,100
181,182,,Ben Martin,86,"7' 11""",11.460999999999999,121,108
182,183,,Vaughn Taylor,90,"8' 1""",16.793,173,54
183,184,,Rod Pampling,71,"8' 3""",15.48,156,184
184,T185,,Brian Campbell,55,"8' 4""",8.881,89,144
185,T185,,Kevin Streelman,90,"8' 4""",16.534000000000002,166,70
186,187,,Grayson Murray,94,"8' 6""",21.198,207,181
187,188,,Søren Kjeldsen,58,"8' 10""",6.279,59,186
188,189,,Cameron Percy,71,"8' 11""",10.360999999999999,97,59
189,190,,Nick Watney,75,"9' 3""",13.485999999999999,121,94
