,Scrambling_Rough_RTP_Score_RANK THIS WEEK,Scrambling_Rough_RTP_Score_RANK LAST WEEK,Scrambling_Rough_RTP_Score_PLAYER NAME,Scrambling_Rough_RTP_Score_ROUNDS,Scrambling_Rough_RTP_Score_AVG RTP,Scrambling_Rough_RTP_Score_TOTAL HOLES,Scrambling_Rough_RTP_Score_TOTAL RTP
48,49,,Cameron Tringale,89,0.413,184,76.0
49,50,,Ricky Barnes,100,0.414,222,92.0
50,T51,,Dominic Bozzelli,69,0.415,183,76.0
51,T51,,Kyle Reifers,96,0.415,193,80.0
52,53,,Wesley Bryan,95,0.41600000000000004,214,89.0
53,54,,Louis Oosthuizen,69,0.418,98,41.0
54,T55,,Chad Collins,66,0.419,136,57.0
55,T55,,Adam Hadwin,98,0.419,191,80.0
56,T55,,J.B. Holmes,83,0.419,172,72.0
57,58,,Ryan Armour,63,0.42100000000000004,133,56.0
58,T59,,Charley Hoffman,112,0.424,203,86.0
59,T59,,Robert Streb,98,0.424,172,73.0
60,T59,,Tim Wilkinson,64,0.424,139,59.0
61,T62,,Roberto Castro,70,0.425,134,57.0
62,T62,,Kyle Stanley,104,0.425,179,76.0
63,64,,Ryan Brehm,83,0.426,148,63.0
64,65,,Brian Stuard,93,0.42700000000000005,178,76.0
65,66,,Jonas Blixt,74,0.428,180,77.0
66,67,,Michael Thompson,60,0.429,126,54.0
67,68,,Vaughn Taylor,90,0.43,149,64.0
68,69,,James Hahn,96,0.431,188,81.0
69,T70,,Jim Furyk,54,0.43200000000000005,111,48.0
70,T70,,Gary Woodland,94,0.43200000000000005,176,76.0
71,72,,Brian Campbell,55,0.433,134,58.0
72,73,,Andres Gonzales,73,0.435,161,70.0
73,T74,,Jason Day,71,0.439,132,58.0
74,T74,,Robert Garrigus,78,0.439,157,69.0
75,76,,Phil Mickelson,85,0.44,191,84.0
76,77,,Scott Piercy,70,0.441,111,49.0
77,78,,Brandt Snedeker,53,0.442,95,42.0
78,79,,Whee Kim,74,0.44299999999999995,167,74.0
79,80,,Bubba Watson,71,0.444,124,55.0
80,T81,,Geoff Ogilvy,80,0.445,146,65.0
81,T81,,Cameron Smith,86,0.445,200,89.0
82,83,,Ben Martin,86,0.446,168,75.0
83,T84,,Daniel Summerhays,100,0.44799999999999995,194,87.0
84,T84,,Richy Werenski,81,0.44799999999999995,163,73.0
85,86,,Sebastián Muñoz,51,0.45,129,58.0
86,T87,,Luke Donald,50,0.451,113,51.0
87,T87,,Spencer Levin,89,0.451,182,82.0
88,89,,Rafa Cabrera Bello,63,0.45299999999999996,106,48.0
89,90,,Søren Kjeldsen,58,0.45399999999999996,108,49.0
90,T91,,Scott Brown,95,0.455,198,90.0
91,T91,,Mackenzie Hughes,106,0.455,257,117.0
92,T93,,John Huh,92,0.456,136,62.0
93,T93,,Nick Watney,75,0.456,169,77.0
94,T95,,Jason Dufner,89,0.457,151,69.0
95,T95,,Kevin Tway,96,0.457,230,105.0
96,97,,Greg Chalmers,75,0.45799999999999996,177,81.0
97,98,,Harris English,84,0.45899999999999996,172,79.0
98,T99,,Rickie Fowler,78,0.46,113,52.0
99,T99,,Emiliano Grillo,90,0.46,150,69.0
100,T101,,Russell Henley,99,0.461,167,77.0
101,T101,,Ryan Palmer,61,0.461,115,53.0
102,T103,,Keegan Bradley,104,0.462,184,85.0
103,T103,,Bud Cauley,92,0.462,184,85.0
104,T105,,K.J. Choi,72,0.46299999999999997,177,82.0
105,T105,,Fabián Gómez,61,0.46299999999999997,108,50.0
106,T105,,J.J. Henry,92,0.46299999999999997,149,69.0
107,T105,,Shane Lowry,52,0.46299999999999997,80,37.0
108,T105,,D.A. Points,68,0.46299999999999997,134,62.0
109,T110,,Jason Bohn,75,0.46399999999999997,166,77.0
110,T110,,Tom Hoge,54,0.46399999999999997,112,52.0
111,T112,,Luke List,102,0.469,209,98.0
112,T112,,Ryan Moore,82,0.469,130,61.0
113,T114,,Ryan Blaum,100,0.47,247,116.0
114,T114,,Graham DeLaet,82,0.47,149,70.0
115,T114,,Jon Rahm,90,0.47,149,70.0
116,T117,,Marc Leishman,94,0.47100000000000003,157,74.0
117,T117,,Carl Pettersson,63,0.47100000000000003,170,80.0
118,T119,,Hunter Mahan,73,0.47200000000000003,161,76.0
119,T119,,Trey Mullinax,88,0.47200000000000003,199,94.0
120,121,,Ben Crane,86,0.473,169,80.0
121,122,,Bryce Molder,74,0.474,156,74.0
122,123,,Rory McIlroy,51,0.47600000000000003,82,39.0
123,T124,,Danny Lee,93,0.47700000000000004,197,94.0
124,T124,,Nicholas Lindheim,58,0.47700000000000004,128,61.0
125,T124,,Kevin Streelman,90,0.47700000000000004,193,92.0
126,127,,Kevin Na,86,0.479,142,68.0
127,T128,,Bryson DeChambeau,91,0.48,202,97.0
128,T128,,Rory Sabbatini,71,0.48,148,71.0
129,T130,,Martin Flores,88,0.48100000000000004,187,90.0
130,T130,,Russell Knox,75,0.48100000000000004,108,52.0
131,T130,,Cameron Percy,71,0.48100000000000004,131,63.0
132,T130,,J.J. Spaun,92,0.48100000000000004,187,90.0
133,134,,J.T. Poston,95,0.483,211,102.0
134,135,,Cody Gribble,79,0.488,203,99.0
135,T136,,Kevin Chappell,95,0.489,176,86.0
136,T136,,Tag Ridings,67,0.489,133,65.0
137,138,,Sean O'Hair,84,0.49,157,77.0
138,T139,,Miguel Angel Carballo,63,0.491,163,80.0
139,T139,,Graeme McDowell,56,0.491,110,54.0
140,141,,Seung-Yul Noh,91,0.493,201,99.0
141,T142,,Tony Finau,106,0.494,231,114.0
142,T142,,Mark Hubbard,81,0.494,156,77.0
143,T142,,Billy Hurley III,80,0.494,172,85.0
144,145,,Ollie Schniederjans,92,0.495,188,93.0
145,T146,,Julián Etulain,68,0.496,139,69.0
146,T146,,Brad Fritsch,56,0.496,125,62.0
147,148,,Morgan Hoffmann,92,0.49700000000000005,195,97.0
148,149,,Tyrone Van Aswegen,105,0.498,201,100.0
149,150,,Brooks Koepka,88,0.5,160,80.0
150,151,,Patton Kizzire,84,0.503,165,83.0
151,152,,Patrick Cantlay,52,0.505,103,52.0
152,153,,Chris Stroud,67,0.508,130,66.0
153,T154,,David Lingmerth,79,0.509,171,87.0
154,T154,,Sam Saunders,76,0.509,161,82.0
155,156,,Brett Drewitt,57,0.51,145,74.0
156,157,,Ryo Ishikawa,56,0.511,139,71.0
157,158,,Scott Stallings,81,0.515,165,85.0
158,159,,Rod Pampling,71,0.519,156,81.0
159,T160,,Chris Kirk,89,0.521,188,98.0
160,T160,,Charl Schwartzel,63,0.521,140,73.0
161,T162,,Sung Kang,104,0.522,226,118.0
162,T162,,Si Woo Kim,80,0.522,157,82.0
163,T164,,Jonathan Randolph,68,0.525,160,84.0
164,T164,,Patrick Rodgers,76,0.525,158,83.0
165,T166,,Byeong Hun An,77,0.526,116,61.0
166,T166,,Boo Weekley,75,0.526,137,72.0
167,168,,Jimmy Walker,68,0.527,110,58.0
168,169,,Harold Varner III,101,0.53,198,105.0
169,170,,Grayson Murray,94,0.532,222,118.0
170,171,,Ken Duke,77,0.5429999999999999,164,89.0
171,172,,Johnson Wagner,71,0.546,130,71.0
172,173,,Troy Merritt,82,0.5479999999999999,155,85.0
173,174,,William McGirt,89,0.552,143,79.0
174,T175,,Smylie Kaufman,76,0.555,182,101.0
175,T175,,Anirban Lahiri,72,0.555,146,81.0
176,177,,C.T. Pan,88,0.5579999999999999,163,91.0
177,178,,Andrew Loupe,55,0.5589999999999999,145,81.0
178,179,,Ernie Els,52,0.5670000000000001,90,51.0
179,180,,Kelly Kraft,75,0.57,172,98.0
180,181,,Blayne Barber,77,0.5710000000000001,119,68.0
181,182,,Jason Kokrak,95,0.574,190,109.0
182,183,,Derek Fathauer,81,0.58,174,101.0
183,184,,Brett Stegmaier,78,0.586,152,89.0
184,185,,Aaron Baddeley,61,0.59,122,72.0
185,186,,Hudson Swafford,94,0.593,167,99.0
186,187,,Steven Bowditch,59,0.595,190,113.0
187,188,,Billy Horschel,88,0.597,159,95.0
188,189,,Rick Lamb,54,0.607,112,68.0
189,190,,Matt Every,76,0.657,204,134.0
