,SG_Around-the-Green_RANK THIS WEEK,SG_Around-the-Green_RANK LAST WEEK,SG_Around-the-Green_PLAYER NAME,SG_Around-the-Green_ROUNDS,SG_Around-the-Green_AVERAGE,SG_Around-the-Green_TOTAL SG:ARG,SG_Around-the-Green_MEASURED ROUNDS
43,T43,,Charl Schwartzel,63,0.184,8.474,46
44,45,,Rod Pampling,71,0.183,12.067,66
45,46,,Harris English,84,0.18,12.22,68
46,47,,Greg Chalmers,75,0.175,11.931,68
47,48,,Paul Casey,94,0.157,10.517000000000001,67
48,49,,Whee Kim,74,0.154,8.927999999999999,58
49,50,,Martin Laird,83,0.152,10.34,68
50,51,,Branden Grace,70,0.146,6.276,43
51,52,,Chad Campbell,97,0.14400000000000002,12.202,85
52,53,,Lucas Glover,93,0.128,10.738,84
53,54,,Alex Cejka,85,0.127,7.854,62
54,55,,Rory McIlroy,51,0.126,4.274,34
55,56,,Shawn Stefani,72,0.122,7.348,60
56,T57,,Francesco Molinari,75,0.121,6.9239999999999995,57
57,T57,,Nick Taylor,97,0.121,10.038,83
58,59,,Gonzalo Fernandez-Castaño,63,0.12,5.2620000000000005,44
59,60,,Brandon Hagy,85,0.11800000000000001,8.154,69
60,61,,Billy Hurley III,80,0.11699999999999999,8.065,69
61,T62,,David Hearn,93,0.115,8.152000000000001,71
62,T62,,Morgan Hoffmann,92,0.115,9.454,82
63,64,,Ricky Barnes,100,0.114,8.788,77
64,65,,Dustin Johnson,77,0.10800000000000001,6.144,57
65,66,,Michael Kim,94,0.106,8.943,84
66,T67,,Ben Crane,86,0.105,7.274,69
67,T67,,J.B. Holmes,83,0.105,5.985,57
68,69,,Si Woo Kim,80,0.095,5.314,56
69,70,,Kevin Chappell,95,0.091,6.154,68
70,71,,D.A. Points,68,0.087,5.023,58
71,72,,Tyrone Van Aswegen,105,0.085,6.816,80
72,73,,Brendan Steele,89,0.084,5.641,67
73,74,,Daniel Summerhays,100,0.083,6.489,78
74,75,,Mark Anderson,54,0.08199999999999999,3.4330000000000003,42
75,76,,Charles Howell III,86,0.081,5.534,68
76,77,,Roberto Castro,70,0.079,4.133,52
77,78,,Brad Fritsch,56,0.075,3.15,42
78,79,,Luke List,102,0.07400000000000001,6.36,86
79,80,,Jon Rahm,90,0.07200000000000001,4.6080000000000005,64
80,81,,Tony Finau,106,0.065,5.885,91
81,T82,,Mackenzie Hughes,106,0.063,6.065,96
82,T82,,Kevin Kisner,105,0.063,4.567,73
83,84,,Chris Stroud,67,0.06,2.8689999999999998,48
84,T85,,Chris Kirk,89,0.059000000000000004,4.136,70
85,T85,,Anirban Lahiri,72,0.059000000000000004,3.457,59
86,87,,Byeong Hun An,77,0.057999999999999996,3.187,55
87,88,,Steve Wheatcroft,51,0.054000000000000006,2.157,40
88,89,,Kevin Tway,96,0.053,3.915,74
89,90,,Carl Pettersson,63,0.052000000000000005,2.7230000000000003,52
90,91,,John Huh,92,0.043,3.2489999999999997,76
91,T92,,Kyle Stanley,104,0.038,3.5589999999999997,94
92,T92,,Gary Woodland,94,0.038,2.443,64
93,94,,Jonas Blixt,74,0.037000000000000005,2.207,59
94,95,,James Hahn,96,0.03,2.464,81
95,96,,Rory Sabbatini,71,0.027999999999999997,1.473,53
96,97,,Retief Goosen,52,0.027000000000000003,1.1159999999999999,41
97,98,,Troy Merritt,82,0.023,1.564,68
98,T99,,Rafa Cabrera Bello,63,0.021,0.8740000000000001,42
99,T99,,Patrick Cantlay,52,0.021,0.951,46
100,101,,Adam Scott,58,0.018000000000000002,0.705,40
101,102,,Brooks Koepka,88,0.015,0.9690000000000001,63
102,103,,Russell Henley,99,0.012,0.965,82
103,104,,Jhonattan Vegas,95,0.01,0.722,69
104,105,,Fabián Gómez,61,0.006,0.31,51
105,106,,Bryson DeChambeau,91,0.005,0.363,71
106,T107,,Keegan Bradley,104,0.0,0.023,87
107,T107,,Ken Duke,77,0.0,0.006999999999999999,60
108,T107,,J.J. Henry,92,0.0,0.026000000000000002,75
109,110,,Ernie Els,52,-0.001,-0.035,33
110,111,,Ryan Armour,63,-0.005,-0.23600000000000002,49
111,112,,David Lingmerth,79,-0.006999999999999999,-0.43200000000000005,65
112,113,,Ryan Palmer,61,-0.015,-0.72,47
113,T114,,Ryo Ishikawa,56,-0.021,-0.882,43
114,T114,,Patton Kizzire,84,-0.021,-1.5190000000000001,72
115,116,,Charley Hoffman,112,-0.025,-2.1919999999999997,89
116,117,,Ollie Schniederjans,92,-0.032,-2.562,81
117,118,,C.T. Pan,88,-0.036000000000000004,-2.662,74
118,119,,Kevin Streelman,90,-0.038,-3.0,78
119,120,,Stewart Cink,93,-0.04,-3.069,77
120,121,,Adam Hadwin,98,-0.042,-3.137,75
121,122,,Bud Cauley,92,-0.045,-3.623,80
122,123,,Jim Furyk,54,-0.05,-1.9809999999999999,40
123,124,,Brett Drewitt,57,-0.054000000000000006,-2.33,43
124,125,,Ryan Blaum,100,-0.057,-4.655,82
125,T126,,Julián Etulain,68,-0.057999999999999996,-2.9810000000000003,51
126,T126,,J.T. Poston,95,-0.057999999999999996,-4.112,71
127,128,,Cody Gribble,79,-0.061,-4.303,70
128,129,,Daniel Berger,91,-0.063,-4.202,67
129,130,,Mark Hubbard,81,-0.064,-3.887,61
130,131,,Jim Herman,77,-0.07,-4.626,66
131,T132,,Smylie Kaufman,76,-0.073,-4.57,63
132,T132,,Spencer Levin,89,-0.073,-4.891,67
133,134,,Jason Bohn,75,-0.076,-4.718,62
134,135,,Patrick Rodgers,76,-0.077,-5.051,66
135,T136,,Graeme McDowell,56,-0.078,-3.7319999999999998,48
136,T136,,Jimmy Walker,68,-0.078,-3.764,48
137,T138,,Xander Schauffele,96,-0.081,-5.69,70
138,T138,,Harold Varner III,101,-0.081,-7.007000000000001,86
139,140,,Scott Stallings,81,-0.084,-5.682,68
140,141,,Ryan Brehm,83,-0.09,-5.472,61
141,142,,Emiliano Grillo,90,-0.092,-5.891,64
142,143,,Russell Knox,75,-0.094,-4.897,52
143,144,,Sean O'Hair,84,-0.105,-7.138999999999999,68
144,145,,Tag Ridings,67,-0.111,-5.542000000000001,50
145,146,,Chez Reavie,98,-0.121,-9.523,79
146,147,,Cameron Percy,71,-0.12300000000000001,-6.781000000000001,55
147,148,,Dominic Bozzelli,69,-0.125,-6.871,55
148,149,,Brian Campbell,55,-0.126,-5.152,41
149,150,,Jason Dufner,89,-0.138,-9.626,70
150,T151,,Miguel Angel Carballo,63,-0.142,-6.086,43
151,T151,,Søren Kjeldsen,58,-0.142,-4.8180000000000005,34
152,153,,Sebastián Muñoz,51,-0.14300000000000002,-5.562,39
153,154,,Derek Fathauer,81,-0.149,-9.519,64
154,155,,William McGirt,89,-0.166,-11.284,68
155,T156,,Vaughn Taylor,90,-0.168,-12.755,76
156,T156,,Bubba Watson,71,-0.168,-8.582,51
157,158,,Ryan Moore,82,-0.17300000000000001,-11.217,65
158,T159,,Tom Hoge,54,-0.17600000000000002,-6.848,39
159,T159,,Grayson Murray,94,-0.17600000000000002,-14.923,85
160,161,,Sung Kang,104,-0.182,-14.945,82
161,162,,Jason Kokrak,95,-0.187,-14.74,79
162,163,,Robert Garrigus,78,-0.19,-11.421,60
163,164,,Trey Mullinax,88,-0.20600000000000002,-13.595999999999998,66
164,165,,Scott Piercy,70,-0.207,-9.71,47
165,T166,,Brian Stuard,93,-0.20800000000000002,-13.912,67
166,T166,,Michael Thompson,60,-0.20800000000000002,-9.147,44
167,168,,Jonathan Randolph,68,-0.212,-9.97,47
168,169,,Ben Martin,86,-0.22699999999999998,-15.868,70
169,170,,Nick Watney,75,-0.23800000000000002,-15.257,64
170,171,,J.J. Spaun,92,-0.24,-17.266,72
171,172,,Scott Brown,95,-0.262,-20.41,78
172,173,,Danny Lee,93,-0.263,-19.987000000000002,76
173,T174,,Martin Flores,88,-0.28,-18.762999999999998,67
174,T174,,Sam Saunders,76,-0.28,-17.049,61
175,176,,Shane Lowry,52,-0.281,-9.538,34
176,177,,Johnson Wagner,71,-0.287,-16.371,57
177,178,,Richy Werenski,81,-0.303,-18.507,61
178,T179,,Blayne Barber,77,-0.306,-20.499000000000002,67
179,T179,,Matt Every,76,-0.306,-18.692,61
180,181,,Billy Horschel,88,-0.308,-24.000999999999998,78
181,182,,Nicholas Lindheim,58,-0.311,-13.669,44
182,183,,Hunter Mahan,73,-0.326,-19.262,59
183,184,,Hudson Swafford,94,-0.337,-25.581999999999997,76
184,185,,Andrew Loupe,55,-0.40299999999999997,-18.927,47
185,186,,Boo Weekley,75,-0.429,-26.149,61
186,187,,Graham DeLaet,82,-0.436,-30.985,71
187,188,,Kelly Kraft,75,-0.479,-31.101999999999997,65
188,189,,Brett Stegmaier,78,-0.493,-28.592,58
189,190,,Rick Lamb,54,-0.6779999999999999,-25.766,38
