,Scrambling_RANK THIS WEEK,Scrambling_RANK LAST WEEK,Scrambling_PLAYER NAME,Scrambling_ROUNDS,Scrambling_%,Scrambling_PAR OR BETTER,Scrambling_MISSED GIR
63,T63,,Morgan Hoffmann,92,60.14,347,577
64,T63,,Tom Hoge,54,60.14,169,281
65,66,,Lucas Glover,93,60.13,285,474
66,67,,Jamie Lovemark,98,60.11,339,564
67,68,,Ricky Barnes,100,60.1,363,604
68,69,,Zach Johnson,81,60.08,283,471
69,70,,Kevin Streelman,90,60.04,317,528
70,T71,,Ryan Blaum,100,60.0,360,600
71,T71,,Phil Mickelson,85,60.0,321,535
72,73,,Aaron Baddeley,61,59.9,230,384
73,74,,Luke Donald,50,59.88,197,329
74,75,,Harris English,84,59.79,281,470
75,76,,Steven Alker,69,59.75,236,395
76,77,,J.T. Poston,95,59.62,313,525
77,78,,Shawn Stefani,72,59.55,237,398
78,79,,Keegan Bradley,104,59.49,326,548
79,80,,Justin Rose,66,59.44,211,355
80,81,,Tony Finau,106,59.38,345,581
81,82,,Chris Stroud,67,59.33,213,359
82,83,,Adam Scott,58,59.28,198,334
83,84,,Greg Chalmers,75,59.26,304,513
84,85,,Brett Drewitt,57,59.23,199,336
85,86,,Bud Cauley,92,59.21,299,505
86,87,,Seung-Yul Noh,91,59.18,319,539
87,T88,,Bryce Molder,74,59.14,301,509
88,T88,,J.J. Spaun,92,59.14,301,509
89,90,,Scott Brown,95,59.08,345,584
90,91,,Jason Day,71,59.04,245,415
91,92,,Kevin Tway,96,59.03,330,559
92,93,,Ben Crane,86,59.02,288,488
93,94,,Nick Watney,75,58.99,246,417
94,95,,Tyrone Van Aswegen,105,58.94,346,587
95,96,,Robert Streb,98,58.91,347,589
96,97,,Cameron Tringale,89,58.83,313,532
97,98,,Michael Kim,94,58.81,327,556
98,99,,Billy Hurley III,80,58.78,308,524
99,100,,Michael Thompson,60,58.74,215,366
100,101,,Fabián Gómez,61,58.67,220,375
101,102,,Ollie Schniederjans,92,58.65,312,532
102,T103,,Mackenzie Hughes,106,58.64,387,660
103,T103,,Cameron Smith,86,58.64,319,544
104,105,,Julián Etulain,68,58.62,221,377
105,106,,Mark Hubbard,81,58.57,270,461
106,107,,Jonas Blixt,74,58.56,284,485
107,T108,,Stewart Cink,93,58.53,295,504
108,T108,,David Lingmerth,79,58.53,278,475
109,T108,,Ben Martin,86,58.53,278,475
110,111,,Graeme McDowell,56,58.52,213,364
111,112,,Troy Merritt,82,58.51,275,470
112,113,,Sam Saunders,76,58.45,256,438
113,114,,Kyle Reifers,96,58.44,315,539
114,115,,Rory Sabbatini,71,58.38,223,382
115,116,,Kyle Stanley,104,58.35,311,533
116,117,,Ryan Armour,63,58.31,186,319
117,118,,Gary Woodland,94,58.21,273,469
118,119,,Jhonattan Vegas,95,58.15,314,540
119,120,,Hunter Mahan,73,58.06,263,453
120,121,,Brian Stuard,93,57.99,323,557
121,122,,Jimmy Walker,68,57.92,223,385
122,123,,Ryo Ishikawa,56,57.84,214,370
123,124,,Ryan Palmer,61,57.83,181,313
124,125,,Dominic Bozzelli,69,57.75,257,445
125,126,,Tag Ridings,67,57.73,209,362
126,127,,Jason Dufner,89,57.72,273,473
127,128,,Bryson DeChambeau,91,57.65,309,536
128,129,,Sean O'Hair,84,57.52,287,499
129,130,,Russell Knox,75,57.46,235,409
130,131,,Russell Henley,99,57.22,313,547
131,132,,Ryan Brehm,83,57.14,244,427
132,133,,Jason Bohn,75,57.11,269,471
133,134,,William McGirt,89,57.08,266,466
134,135,,Martin Flores,88,57.01,244,428
135,136,,Sung Kang,104,56.98,355,623
136,137,,Xander Schauffele,96,56.95,291,511
137,138,,Harold Varner III,101,56.94,328,576
138,139,,Sebastián Muñoz,51,56.92,185,325
139,140,,Jonathan Randolph,68,56.82,225,396
140,141,,Charley Hoffman,112,56.78,360,634
141,142,,Daniel Summerhays,100,56.76,340,599
142,143,,Ryan Moore,82,56.74,282,497
143,144,,Brian Campbell,55,56.68,191,337
144,145,,J.J. Henry,92,56.66,268,473
145,146,,Nicholas Lindheim,58,56.65,196,346
146,147,,Kevin Chappell,95,56.56,306,541
147,148,,Emiliano Grillo,90,56.55,285,504
148,149,,Graham DeLaet,82,56.51,243,430
149,150,,Ken Duke,77,56.47,262,464
150,151,,Brad Fritsch,56,56.42,189,335
151,152,,Luke List,102,56.33,307,545
152,153,,Boo Weekley,75,56.31,232,412
153,154,,Brooks Koepka,88,56.2,290,516
154,155,,Jim Herman,77,56.15,242,431
155,156,,J.B. Holmes,83,56.12,275,490
156,157,,Ernie Els,52,56.0,210,375
157,158,,Byeong Hun An,77,55.93,250,447
158,159,,Trey Mullinax,88,55.91,265,474
159,160,,Blayne Barber,77,55.8,231,414
160,161,,Johnson Wagner,71,55.73,209,375
161,T162,,D.A. Points,68,55.67,226,406
162,T162,,Bubba Watson,71,55.67,226,406
163,164,,Hudson Swafford,94,55.53,286,515
164,T165,,Shane Lowry,52,55.51,146,263
165,T165,,Scott Stallings,81,55.51,247,445
166,167,,Danny Lee,93,55.43,301,543
167,168,,Smylie Kaufman,76,55.18,245,444
168,169,,Si Woo Kim,80,55.13,290,526
169,170,,Anirban Lahiri,72,55.06,261,474
170,171,,Robert Garrigus,78,54.94,217,395
171,172,,Jason Kokrak,95,54.9,297,541
172,173,,Cody Gribble,79,54.74,283,517
173,174,,Chris Kirk,89,54.73,272,497
174,175,,Miguel Angel Carballo,63,54.72,197,360
175,176,,Billy Horschel,88,54.47,262,481
176,177,,Patton Kizzire,84,54.31,271,499
177,178,,Rick Lamb,54,54.03,161,298
178,179,,Carl Pettersson,63,53.91,241,447
179,180,,Derek Fathauer,81,53.78,270,502
180,181,,Grayson Murray,94,53.77,314,584
181,182,,Patrick Rodgers,76,53.63,244,455
182,183,,Kelly Kraft,75,53.5,252,471
183,184,,Rod Pampling,71,52.83,243,460
184,185,,Steven Bowditch,59,51.96,239,460
185,186,,Søren Kjeldsen,58,51.64,173,335
186,187,,Andrew Loupe,55,50.27,189,376
187,188,,Brett Stegmaier,78,50.11,228,455
188,189,,Scott Piercy,70,50.0,194,388
189,190,,Matt Every,76,48.01,241,502
