,Scrambling_from_the_Rough_RANK THIS WEEK,Scrambling_from_the_Rough_RANK LAST WEEK,Scrambling_from_the_Rough_PLAYER NAME,Scrambling_from_the_Rough_ROUNDS,Scrambling_from_the_Rough_%,Scrambling_from_the_Rough_SUCCESSES,Scrambling_from_the_Rough_ATTEMPTS
129,T130,,Morgan Hoffmann,92,55.38,108,195
130,T130,,Ryan Moore,82,55.38,72,130
131,132,,Danny Lee,93,55.33,109,197
132,133,,Tyrone Van Aswegen,105,55.22,111,201
133,134,,Patton Kizzire,84,55.15,91,165
134,135,,Bryce Molder,74,55.13,86,156
135,136,,J.J. Henry,92,55.03,82,149
136,137,,Brooks Koepka,88,55.0,88,160
137,138,,David Lingmerth,79,54.97,94,171
138,139,,Sean O'Hair,84,54.78,86,157
139,140,,Rory Sabbatini,71,54.73,81,148
140,141,,Cody Gribble,79,54.68,111,203
141,142,,Miguel Angel Carballo,63,54.6,89,163
142,143,,Seung-Yul Noh,91,54.23,109,201
143,144,,Tony Finau,106,54.11,125,231
144,145,,Sam Saunders,76,54.04,87,161
145,146,,Mark Hubbard,81,53.85,84,156
146,147,,Rory McIlroy,51,53.66,44,82
147,148,,Jimmy Walker,68,53.64,59,110
148,149,,Luke List,102,53.59,112,209
149,150,,Sung Kang,104,53.54,121,226
150,151,,Carl Pettersson,63,53.53,91,170
151,152,,Marc Leishman,94,53.5,84,157
152,153,,Patrick Cantlay,52,53.4,55,103
153,154,,Smylie Kaufman,76,53.3,97,182
154,155,,Ben Crane,86,53.25,90,169
155,156,,Rod Pampling,71,53.21,83,156
156,157,,Charl Schwartzel,63,52.86,74,140
157,158,,Kevin Chappell,95,52.84,93,176
158,159,,Søren Kjeldsen,58,52.78,57,108
159,160,,Trey Mullinax,88,52.76,105,199
160,161,,Chris Kirk,89,52.66,99,188
161,162,,Bryson DeChambeau,91,52.48,106,202
162,163,,Ken Duke,77,52.44,86,164
163,164,,Si Woo Kim,80,52.23,82,157
164,165,,Blayne Barber,77,52.1,62,119
165,166,,Jonathan Randolph,68,51.88,83,160
166,167,,Grayson Murray,94,51.8,115,222
167,168,,Rick Lamb,54,51.79,58,112
168,169,,Byeong Hun An,77,51.72,60,116
169,170,,C.T. Pan,88,51.53,84,163
170,171,,Patrick Rodgers,76,51.27,81,158
171,172,,William McGirt,89,51.05,73,143
172,173,,Andrew Loupe,55,51.03,74,145
173,174,,Scott Stallings,81,50.91,84,165
174,175,,Johnson Wagner,71,50.77,66,130
175,176,,Kelly Kraft,75,50.58,87,172
176,177,,Jason Kokrak,95,50.53,96,190
177,178,,Boo Weekley,75,50.36,69,137
178,179,,Aaron Baddeley,61,50.0,61,122
179,180,,Troy Merritt,82,49.68,77,155
180,181,,Brad Fritsch,56,49.6,62,125
181,182,,Harold Varner III,101,49.49,98,198
182,183,,Anirban Lahiri,72,49.32,72,146
183,184,,Hudson Swafford,94,49.1,82,167
184,185,,Steven Bowditch,59,48.95,93,190
185,186,,Ernie Els,52,48.89,44,90
186,187,,Brett Stegmaier,78,47.37,72,152
187,188,,Derek Fathauer,81,47.13,82,174
188,189,,Matt Every,76,46.08,94,204
189,190,,Billy Horschel,88,45.91,73,159
