,Best_YTD_Streak_wo_a_3-Putt_RANK THIS WEEK,Best_YTD_Streak_wo_a_3-Putt_RANK LAST WEEK,Best_YTD_Streak_wo_a_3-Putt_PLAYER NAME,Best_YTD_Streak_wo_a_3-Putt_EVENTS,Best_YTD_Streak_wo_a_3-Putt_BEST STREAK,Best_YTD_Streak_wo_a_3-Putt_CURRENT STREAK
82,T83,T83,Mike Brisky,31,160,17.0
83,T83,T83,Billy Mayfair,29,160,3.0
84,T83,T83,Dicky Pride,35,160,4.0
85,T86,T86,Carlos Franco,24,159,6.0
86,T86,T86,Padraig Harrington,8,159,159.0
87,T86,T86,Bob Heintz,34,159,17.0
88,T86,T86,Paul Stankowski,22,159,21.0
89,90,90,Skip Kendall,32,158,80.0
90,T91,T91,Greg Chalmers,28,157,39.0
91,T91,T91,Bill Glasson,27,157,6.0
92,T91,T91,Frank Lickliter II,31,157,50.0
93,T94,T94,Brandel Chamblee,21,156,6.0
94,T94,T94,Harrison Frazar,24,156,17.0
95,T94,T94,Jay Haas,26,156,19.0
96,T97,T97,Steve Flesch,32,155,6.0
97,T97,T97,Steve Lowery,30,155,92.0
98,T97,T97,Tom Purtzer,21,155,155.0
99,T97,T97,Omar Uresti,34,155,6.0
100,101,101,Mark O'Meara,19,154,22.0
101,T102,T102,Russ Cochran,25,153,70.0
102,T102,T102,John Huston,23,153,57.0
103,T102,T102,David Toms,31,153,1.0
104,T105,T105,Craig Bowden,25,152,12.0
105,T105,T105,Joe Ogilvie,30,152,34.0
106,T105,T105,Hal Sutton,25,152,17.0
107,T108,T108,D.A. Weibring,14,151,60.0
108,T108,T108,Jay Williamson,32,151,40.0
109,T110,T110,Davis Love III,25,150,25.0
110,T110,T110,Mike Sposa,26,150,83.0
111,T110,T110,Lee Westwood,10,150,39.0
112,T113,T113,Glen Day,28,149,16.0
113,T113,T113,Peter Jacobsen,22,149,9.0
114,T113,T113,Franklin Langham,28,149,27.0
115,T113,T113,Shaun Micheel,31,149,9.0
116,117,117,Tom Scherrer,33,147,4.0
117,118,118,Neal Lancaster,31,146,2.0
118,T119,T119,Edward Fryatt,32,144,70.0
119,T119,T119,Retief Goosen,13,144,43.0
120,121,121,Mike Reid,23,143,2.0
121,122,122,Jeff Maggert,27,142,35.0
122,T123,T123,Steve Hart,30,141,
123,T123,T123,John Maginnes,32,141,25.0
124,T123,T123,Chris Riley,28,141,70.0
125,126,126,Tom Byrum,27,140,66.0
126,T127,T127,K.J. Choi,30,139,59.0
127,T127,T127,Michael Clark II,28,139,90.0
128,T127,T127,Jay Delsing,33,139,15.0
129,T130,T130,Robert Allenby,26,138,12.0
130,T130,T130,Barry Cheesman,35,138,24.0
131,T130,T130,Ernie Els,20,138,12.0
132,T130,T130,Nick Faldo,15,138,
133,T134,T134,Tim Herron,28,137,25.0
134,T134,T134,Jean Van de Velde,22,137,18.0
135,T136,T136,Jay Don Blake,29,136,10.0
136,T136,T136,Doug Dunakey,27,136,86.0
137,T136,T136,Frank Nobilo,28,136,9.0
138,T139,T139,Shigeki Maruyama,26,135,2.0
139,T139,T139,Dick Mast,17,135,4.0
140,T139,T139,Bob May,26,135,18.0
141,T139,T139,Mark McCumber,10,135,8.0
142,143,143,Kevin Wentworth,31,134,47.0
143,144,144,Craig Stadler,21,133,73.0
144,T145,T145,Fred Couples,19,132,12.0
145,T145,T145,Ed Fiori,15,132,22.0
146,T145,T145,Brandt Jobe,32,132,6.0
147,T145,T145,Vijay Singh,26,132,26.0
148,T149,T149,Stuart Appleby,24,131,44.0
149,T149,T149,Eric Booker,31,131,64.0
150,T149,T149,Brad Fabel,30,131,18.0
151,T149,T149,Gary Nicklaus,30,131,
152,T153,T153,David Edwards,15,130,22.0
153,T153,T153,Jim McGovern,18,130,7.0
154,T155,T155,David Duval,19,129,13.0
155,T155,T155,Bradley Hughes,33,129,81.0
156,T155,T155,Jack Nicklaus,8,129,33.0
157,T158,T158,Gabriel Hjertstedt,29,128,10.0
158,T158,T158,Sandy Lyle,18,128,42.0
159,T158,T158,Loren Roberts,24,128,9.0
160,T158,T158,Grant Waite,26,128,14.0
161,T162,T162,Jesper Parnevik,20,127,
162,T162,T162,Joey Sindelar,30,127,21.0
163,T164,T164,Billy Andrade,31,126,4.0
164,T164,T164,Robert Gamez,26,126,26.0
165,T166,T166,Kazuhiko Hosokawa,14,125,12.0
166,T166,T166,Perry Moss,21,125,28.0
167,T168,T168,Joe Durant,28,124,14.0
168,T168,T168,Dudley Hart,24,124,17.0
169,T168,T168,Rocco Mediate,24,124,37.0
170,T168,T168,John Rollins,27,124,67.0
171,T172,T172,Cameron Beckman,26,123,4.0
172,T172,T172,Scott Dunlap,30,123,35.0
173,T174,T174,Fred Funk,32,122,62.0
174,T174,T174,Kirk Triplett,28,122,20.0
175,T176,T176,Trevor Dodds,29,121,
176,T176,T176,Bob Friend,32,121,32.0
177,T176,T176,Craig Parry,22,121,58.0
178,T176,T176,Steve Scott,5,121,22.0
179,T180,T180,Notah Begay III,24,120,7.0
180,T180,T180,Pete Jordan,31,120,84.0
181,182,182,Bernhard Langer,10,118,5.0
182,183,183,Wayne Grady,15,117,17.0
183,T184,T184,Craig Barlow,31,115,62.0
184,T184,T184,Paul Lawrie,8,115,16.0
185,T184,T184,Gary Orr,4,115,24.0
186,T187,T187,Todd Barranger,5,114,18.0
187,T187,T187,Rich Beem,29,114,109.0
188,T187,T187,Greg Norman,12,114,6.0
189,T187,T187,Clarence Rose,7,114,3.0
190,T187,T187,Duffy Waldorf,23,114,86.0
191,192,192,Sergio Garcia,16,112,25.0
192,T193,T193,Mark Calcavecchia,28,111,1.0
193,T193,T193,Matt Gogel,30,111,40.0
194,T193,T193,Jeff Gove,31,111,66.0
195,T193,T193,Keith Nolan,23,111,46.0
196,197,197,Aaron Bengoechea,29,110,43.0
197,T198,T198,Jeff Freeman,10,109,34.0
198,T198,T198,Brian Watts,29,109,23.0
199,T200,T200,Lee Janzen,27,108,32.0
200,T200,T200,Craig Perks,28,108,75.0
201,T200,T200,Mike Standly,13,108,26.0
202,T203,T203,Andy Bean,16,107,5.0
203,T203,T203,Phil Blackmar,15,107,
204,T203,T203,Phillip Price,4,107,7.0
205,T203,T203,Tommy Tolles,20,107,36.0
206,T207,T207,Fulton Allem,25,106,9.0
207,T207,T207,Robert Damron,28,106,11.0
208,T207,T207,Corey Pavin,25,106,19.0
209,T207,T207,Charles Raulerson,32,106,63.0
210,T207,T207,John Restino,18,106,7.0
211,T207,T207,Rory Sabbatini,26,106,28.0
212,T207,T207,David Sutherland,32,106,40.0
213,T214,T214,Bob Burns,29,105,7.0
214,T214,T214,Dan Pohl,5,105,105.0
215,T216,T216,Paul Gow,2,104,104.0
216,T216,T216,Tom Watson,4,104,104.0
217,T218,T218,Curt Byrum,4,103,39.0
218,T218,T218,John Daly,26,103,16.0
219,T218,T218,Bruce Lietzke,9,103,1.0
220,T218,T218,Richard Zokol,11,103,33.0
221,T222,T222,Keith Clearwater,13,101,64.0
222,T222,T222,Kelly Gibson,30,101,1.0
223,T222,T222,Mathew Goggin,32,101,66.0
224,T222,T222,Stan Utley,4,101,56.0
225,T226,T226,Bob Gilder,14,100,92.0
226,T226,T226,Joe Ozaki,18,100,19.0
227,T228,T228,Robin Freeman,32,99,17.0
228,T228,T228,Gary Hallberg,10,99,75.0
229,T228,T228,Tom Lehman,21,99,99.0
230,231,231,Charles Howell III,13,98,43.0
231,232,232,Bart Bryant,25,97,18.0
232,T233,T233,Woody Austin,32,96,6.0
233,T233,T233,Don Pooley,7,96,8.0
234,235,235,Dan Forsman,27,95,84.0
235,T236,T236,Jeff Coston,2,94,94.0
236,T236,T236,Adam Scott,6,94,36.0
237,T236,T236,Brett Wetterich,9,94,20.0
238,T239,T239,Chip Beck,21,93,15.0
239,T239,T239,Joey Gullion,7,93,6.0
240,T239,T239,Craig Spence,31,93,42.0
241,242,242,Jason Caron,29,92,69.0
242,T243,T243,Keith Fergus,7,91,20.0
243,T243,T243,David Peoples,28,91,1.0
244,T243,T243,Fuzzy Zoeller,14,91,3.0
245,246,246,Ben Crenshaw,13,89,12.0
246,247,247,Jeff Gallagher,4,87,87.0
247,248,248,Michael Bradley,26,86,86.0
248,249,249,Kaname Yokoo,5,85,31.0
249,250,250,Gene Sauers,8,84,11.0
250,251,251,Wayne Levi,4,82,12.0
251,252,252,Miguel Angel Jiménez,11,81,22.0
252,T253,T253,Danny Briggs,18,80,3.0
253,T253,T253,Hidemichi Tanaka,3,80,58.0
254,T255,T255,José Coceres,3,79,79.0
255,T255,T255,Donnie Hammond,6,79,34.0
256,T255,T255,Eduardo Romero,3,79,79.0
257,258,258,Marco Dawson,11,78,24.0
258,259,259,Steve Elkington,17,77,6.0
259,T260,T260,Mike Donald,6,75,67.0
260,T260,T260,Mike Sullivan,3,75,3.0
261,T260,T260,Ian Woosnam,5,75,75.0
262,263,263,David Gossett,10,74,74.0
263,T264,T264,Darren Clarke,10,73,41.0
264,T264,T264,Lanny Wadkins,2,73,34.0
265,T266,T266,R.W. Eaks,1,72,72.0
266,T266,T266,Bobby Gage,3,72,3.0
267,T266,T266,Morris Hatalsky,2,72,72.0
268,T266,T266,Nic Henning,2,72,72.0
269,T266,T266,Toshi Izawa,1,72,72.0
270,T266,T266,Bobby Kalinowski,3,72,11.0
271,T266,T266,Mario Tiziani,2,72,72.0
272,T266,T266,Steven Young,1,72,72.0
273,T274,T274,Steven Alker,2,71,71.0
274,T274,T274,Charles Warren,1,71,71.0
275,276,276,Dave Barr,6,70,39.0
276,277,277,Rob McMillan,2,67,40.0
277,T278,T278,Jonathan Byrd,1,66,66.0
278,T278,T278,Chris Tidland,3,66,27.0
279,280,280,Robert Karlsson,3,65,65.0
280,281,281,Paul McGinley,4,63,52.0
281,T282,T282,Hank Kuehne,6,62,3.0
282,T282,T282,Lee Porter,2,62,3.0
283,T282,T282,Jack Renner,3,62,10.0
284,285,285,Jeff Williams,1,61,61.0
285,T286,T286,Brad Bryant,4,60,37.0
286,T286,T286,Mark Carnevale,7,60,60.0
287,T286,T286,Yoshinori Mizumaki,4,60,7.0
288,T289,T289,Andrew Coltart,4,59,22.0
289,T289,T289,Mike Heinen,3,59,10.0
290,T289,T289,"Pat Nanney, Jr.",1,59,59.0
291,T289,T289,Tim Thelen,2,59,11.0
292,T289,T289,Chris Wollmann,1,59,12.0
293,294,294,David Ogrin,7,58,46.0
294,T295,T295,Will Frantz,2,57,57.0
295,T295,T295,Tom Kite,6,57,7.0
296,T295,T295,Edward Loar,5,57,2.0
297,T295,T295,Sam Randolph,1,57,57.0
298,T295,T295,Peter Senior,2,57,57.0
299,300,300,Doug Sanders,1,56,15.0
300,T301,T301,Masashi Jumbo Ozaki,3,55,14.0
301,T301,T301,Nobuhito Sato,2,55,55.0
302,T303,T303,Tommy Aaron,1,54,17.0
303,T303,T303,Kenny Knox,2,54,54.0
304,T303,T303,Jeff Roth,1,54,54.0
305,T303,T303,Bryan Sullivan,2,54,54.0
306,T303,T303,Tjaart van der Walt,1,54,54.0
307,T308,T308,"David Berganio, Jr.",4,53,23.0
308,T308,T308,Hale Irwin,1,53,18.0
309,T308,T308,Andy Miller,2,53,6.0
310,T311,T311,Hunter Haas,6,52,
311,T311,T311,Ted Schulz,6,52,2.0
312,T313,T313,Aaron Baddeley,9,51,28.0
313,T313,T313,Rick Hartmann,1,51,6.0
314,T313,T313,Michael Kirk,1,51,51.0
315,T313,T313,James Sullivan,2,51,
316,T317,T317,Greg Avant,2,49,49.0
317,T317,T317,David Ishii,1,49,9.0
318,T317,T317,Brett Upper,2,49,49.0
319,T320,T320,Luke Donald,3,48,10.0
320,T320,T320,Randy Marchman,1,48,1.0
321,322,322,Jorge Benedetti,1,47,6.0
322,T323,T323,Ian Leggatt,2,46,3.0
323,T323,T323,Stephen Sear,2,46,28.0
324,T323,T323,Bobby Wadkins,4,46,35.0
325,T326,T326,Darren Fichardt,3,45,43.0
326,T326,T326,Chris Toulson,2,45,12.0
327,T326,T326,Mark Wilson,1,45,26.0
328,T329,T329,Keiichiro Fukabori,3,44,27.0
329,T329,T329,Ted Purdy,1,44,24.0
330,T329,T329,Warren Schutte,1,44,6.0
331,T329,T329,Bruce Smith,1,44,7.0
332,T329,T329,Robert Thompson,2,44,31.0
333,T329,T329,Brent Winston,1,44,44.0
334,T335,T335,Michael Allen,1,43,43.0
335,T335,T335,Guy Boros,4,43,2.0
336,T335,T335,Michael Christie,5,43,20.0
337,T335,T335,Bobby Clampett,2,43,5.0
338,T335,T335,Frank Dobbs,2,43,9.0
339,T340,T340,Steve Jurgensen,2,42,13.0
340,T340,T340,Jarmo Sandelin,3,42,42.0
341,T342,T342,Ángel Cabrera,6,41,24.0
342,T342,T342,Michael Campbell,6,41,9.0
343,T344,T344,Shingo Katayama,4,40,12.0
344,T344,T344,Tony Kelley,2,40,26.0
345,T346,T346,Ken Green,3,39,22.0
346,T346,T346,Mathias Grönberg,2,39,1.0
347,T346,T346,Sung Lee,2,39,6.0
348,T346,T346,Lucas Parsons,2,39,32.0
349,T350,T350,Jeremy Anderson,1,38,
350,T350,T350,Raymond Floyd,3,38,19.0
351,T350,T350,Dan Halldorson,4,38,25.0
352,T350,T350,Steve Hummel,1,38,38.0
353,T350,T350,Jeff Schmid,2,38,1.0
354,T350,T350,Graeme Storm,2,38,16.0
355,356,356,Ted Oh,1,37,4.0
356,T357,T357,Chris Anderson,1,36,36.0
357,T357,T357,Seve Ballesteros,2,36,36.0
358,T357,T357,Bob Boyd,1,36,36.0
359,T357,T357,Jimmie Brothers,1,36,36.0
360,T357,T357,Chris Campbell,1,36,36.0
361,T357,T357,James Contreras,1,36,36.0
362,T357,T357,Rett Crowder,1,36,36.0
363,T357,T357,Ben Curtis,1,36,36.0
364,T357,T357,Clark Dennis,1,36,36.0
365,T357,T357,Tim Dunlavey,1,36,36.0
366,T357,T357,John Ehrgott,1,36,36.0
367,T357,T357,Matt Filipowicz,1,36,36.0
368,T357,T357,Robert Floyd,3,36,2.0
369,T357,T357,Danny Green,1,36,36.0
370,T357,T357,Terry Hatch,1,36,36.0
371,T357,T357,Mark Henderson,1,36,36.0
372,T357,T357,Richie Karl,1,36,36.0
373,T357,T357,Cho-Chuan Lee,1,36,36.0
374,T357,T357,Bill Mackedon,1,36,36.0
375,T357,T357,Hunter Mahan,1,36,36.0
376,T357,T357,James Mason,1,36,36.0
377,T357,T357,Joe McCormick,1,36,36.0
378,T357,T357,Scott Medlin,1,36,36.0
379,T357,T357,Eric Meichtry,1,36,36.0
380,T357,T357,Takao Nogami,1,36,33.0
381,T357,T357,Chris O'Connor,1,36,36.0
382,T357,T357,Arron Oberholser,1,36,36.0
383,T357,T357,Sean Pacetti,1,36,36.0
384,T357,T357,Greg Powers,1,36,36.0
385,T357,T357,Brian Rowell,1,36,36.0
386,T357,T357,Adam Rushin,1,36,36.0
387,T357,T357,Matt Sharkey,1,36,36.0
388,T357,T357,Brad Sherfy,1,36,36.0
389,T357,T357,Mark Slawter,1,36,36.0
390,T357,T357,Dave Spengler,1,36,36.0
391,T357,T357,Ray Stewart,1,36,36.0
392,T357,T357,Jim Sullivan,1,36,36.0
393,T357,T357,Taichi Teshima,1,36,36.0
394,T357,T357,Sam Torrance,2,36,36.0
395,T357,T357,Mike Troy,1,36,36.0
396,T357,T357,Greg Turner,1,36,36.0
397,T357,T357,Doug Weaver,1,36,36.0
398,T357,T357,Jim Woodward,1,36,36.0
399,T400,T400,John Cleary,1,35,35.0
400,T400,T400,Kent Fukushima,1,35,35.0
401,T400,T400,Parker McLachlin,1,35,
402,T400,T400,Arnold Palmer,3,35,10.0
403,T400,T400,Charlie Rymer,3,35,15.0
404,T405,T405,Jeff Brown,1,34,34.0
405,T405,T405,Erik Compton,1,34,34.0
406,T405,T405,Pierre Fulke,2,34,22.0
407,T405,T405,Ronny Glanton,1,34,34.0
408,T405,T405,John Inman,1,34,34.0
409,T405,T405,Karl Kimball,1,34,
410,T405,T405,Shawn McEntee,2,34,9.0
411,T405,T405,Garrett Morrison,1,34,34.0
412,T405,T405,Andy North,1,34,6.0
413,T405,T405,Phil Tataurangi,4,34,2.0
414,T415,T415,Billy Ray Brown,4,33,29.0
415,T415,T415,Jon Chaffee,1,33,33.0
416,T415,T415,Brad Hauer,1,33,2.0
417,T415,T415,Rick Heath,1,33,
418,T415,T415,David Howser,1,33,20.0
419,T415,T415,Brian Hull,2,33,19.0
420,T415,T415,Ed Sabo,1,33,33.0
421,T415,T415,Greg Twiggs,2,33,
422,T415,T415,Mac Wylie,1,33,1.0
423,T424,T424,Ricky Barnes,1,32,32.0
424,T424,T424,Jeff Budd,1,32,2.0
425,T424,T424,Rodney Butcher,2,32,22.0
426,T424,T424,Chad Campbell,1,32,32.0
427,T424,T424,Angel Franco,3,32,7.0
428,T424,T424,Stephen Gangluff,1,32,19.0
429,T424,T424,Bruce Heuchan,1,32,32.0
430,T424,T424,Brian Kontak,1,32,10.0
431,T424,T424,Paul Parlane,1,32,19.0
432,T424,T424,Dave Rummells,1,32,3.0
433,T424,T424,Jim Schuman,1,32,3.0
434,T435,T435,James Blair,1,31,31.0
435,T435,T435,Jeff Brehaut,1,31,31.0
436,T435,T435,Gay Brewer,1,31,31.0
437,T435,T435,Charles Coody,1,31,31.0
438,T435,T435,Pat Fitzsimons,1,31,1.0
439,T435,T435,Lon Hinkle,1,31,6.0
440,T435,T435,Shawn Kelly,1,31,1.0
441,T435,T435,Bradley Martin,1,31,31.0
442,T435,T435,Gary Player,2,31,31.0
443,T435,T435,Alain Trudeau,1,31,3.0
444,T435,T435,Dave Wilcox,1,31,31.0
445,T435,T435,Jeffrey Wilson,1,31,
446,T447,T447,Carl Alexander,1,30,5.0
447,T447,T447,Jason Bohn,2,30,30.0
448,T447,T447,Bob Borowicz,1,30,15.0
449,T447,T447,Steve Brady,1,30,30.0
450,T447,T447,Chip Deason,1,30,5.0
451,T447,T447,John Douma,1,30,5.0
452,T447,T447,Ryuji Imada,1,30,30.0
453,T447,T447,Matt Kuchar,1,30,3.0
454,T447,T447,Rick Stimmel,1,30,1.0
455,T456,T456,Michael Combs,2,29,29.0
456,T456,T456,Kyi Hla Han,2,29,
457,T456,T456,Ken Krieger,1,29,29.0
458,T456,T456,Bob Lohr,1,29,29.0
459,T456,T456,Steve Parker,1,29,3.0
460,T461,T461,Steven Driggers,1,28,7.0
461,T461,T461,Danny Edwards,1,28,7.0
462,T461,T461,Dave Eichelberger,1,28,28.0
463,T461,T461,Mark Evenson,1,28,1.0
464,T461,T461,Michael Harris,1,28,7.0
465,T461,T461,Jean-Louis Lamarre,1,28,7.0
466,T461,T461,Paul Marantz,1,28,1.0
467,T461,T461,John Mason,1,28,7.0
468,T461,T461,Peter O'Malley,1,28,28.0
469,T461,T461,Jon Peterson,1,28,6.0
470,T461,T461,Jeff Quinney,1,28,7.0
471,T461,T461,Victor Schwamkrug,1,28,7.0
472,T473,T473,Gary Bayly,1,27,8.0
473,T473,T473,Todd Fischer,1,27,7.0
474,T473,T473,John Godwin,1,27,
475,T473,T473,Mark Hayes,1,27,10.0
476,T473,T473,Tommy Hines,1,27,27.0
477,T473,T473,Darrell Kestner,2,27,22.0
478,T473,T473,Jay McWilliams,1,27,5.0
479,T473,T473,Mark Pfeil,1,27,27.0
480,T473,T473,Greg Robertson,1,27,8.0
481,T473,T473,Dirk Schultz,1,27,8.0
482,T473,T473,Robert Wilkin,1,27,27.0
483,T484,T484,Bob Ackerman,1,26,6.0
484,T484,T484,Colin Amaral,1,26,9.0
485,T484,T484,"Michael Burke, Jr.",1,26,26.0
486,T484,T484,Hunt Gilliland,1,26,9.0
487,T484,T484,Kelly Holmes,1,26,9.0
488,T484,T484,Joel Kribel,2,26,26.0
489,T484,T484,Mitch Lowe,1,26,
490,T484,T484,Matt McDougall,1,26,7.0
491,T484,T484,Bryce Molder,1,26,26.0
492,T484,T484,Todd Rossetti,2,26,1.0
493,T484,T484,Byron Schlagenhauf,1,26,1.0
494,T484,T484,Tom Sieckmann,1,26,2.0
495,T484,T484,Mike Smith,1,26,26.0
496,T497,T497,David Bahr,2,25,
497,T497,T497,Leigh Brannan,1,25,1.0
498,T497,T497,Graham Davidson,1,25,25.0
499,T497,T497,Korky Kemp,1,25,25.0
500,T497,T497,Craig Lile,1,25,10.0
501,T497,T497,Mike Nicolette,1,25,12.0
502,T497,T497,Anthony Rodriguez,1,25,25.0
503,T497,T497,Todd Smith,1,25,25.0
504,T497,T497,Craig Stevens,1,25,10.0
505,T497,T497,Kyle Voska,1,25,10.0
506,T497,T497,David White,1,25,25.0
507,T508,T508,Ryan Dillon,1,24,24.0
508,T508,T508,Kevin Hayashi,1,24,1.0
509,T508,T508,"Larry Hess, Jr.",1,24,11.0
510,T508,T508,Bret Nutt,1,24,24.0
511,T508,T508,Mike Tschetter,1,24,3.0
512,T508,T508,Gus Ulrich,1,24,24.0
513,T514,T514,Brian Cairns,1,23,12.0
514,T514,T514,Paul Delvecchio,1,23,
515,T514,T514,Ted Haley,1,23,
516,T514,T514,Robert Hamilton,1,23,6.0
517,T514,T514,Dave Levesque,1,23,1.0
518,T514,T514,Kevin Savage,1,23,3.0
519,T514,T514,Ed Terasa,1,23,23.0
520,T514,T514,David Wettlaufer,1,23,7.0
521,T514,T514,Chris Wilkins,1,23,23.0
522,T523,T523,John Adams,2,22,2.0
523,T523,T523,Richie Coughlan,1,22,13.0
524,T523,T523,Paul Earnest,1,22,22.0
525,T523,T523,Ernie Gonzalez,1,22,7.0
526,T523,T523,Jason Gore,1,22,2.0
527,T523,T523,Randy Helton,1,22,7.0
528,T523,T523,Philip Jonas,2,22,22.0
529,T523,T523,Jon Levitt,1,22,8.0
530,T523,T523,Murray Poje,1,22,13.0
531,T523,T523,Eric Rustand,1,22,22.0
532,T523,T523,Bill Van Orman,1,22,13.0
533,T534,T534,"Joe Acosta, Jr.",1,21,14.0
534,T534,T534,Russ Bloom,1,21,11.0
535,T534,T534,George Burns,1,21,21.0
536,T534,T534,Tim Conley,1,21,11.0
537,T534,T534,David Faught,1,21,21.0
538,T534,T534,Mike Gilmore,1,21,21.0
539,T534,T534,Christo Greyling,1,21,21.0
540,T534,T534,Bryan Koslosky,1,21,14.0
541,T534,T534,Jeff Lee,1,21,12.0
542,T534,T534,Barry Mahlberg,1,21,7.0
543,T534,T534,Joey Maxon,1,21,3.0
544,T534,T534,Tag Ridings,1,21,21.0
545,T534,T534,Jacob Rogers,1,21,14.0
546,T534,T534,Joe Tesori,1,21,14.0
547,T534,T534,Mark Tucker,1,21,21.0
548,T534,T534,Fred Wadsworth,1,21,3.0
549,T550,T550,Charley Hoffman,1,20,2.0
550,T550,T550,John Hughes,1,20,15.0
551,T550,T550,Dan Konieczny,1,20,20.0
552,T550,T550,Rick Morton,1,20,20.0
553,T550,T550,Ric Nalyd,1,20,12.0
554,T550,T550,Todd Peterson,1,20,3.0
555,T550,T550,Andrew Sanders,1,20,3.0
556,T550,T550,Ken Tanigawa,1,20,15.0
557,T550,T550,Ed Whitman,1,20,20.0
558,T559,T559,Perry Arthur,1,19,7.0
559,T559,T559,John Bermel,1,19,16.0
560,T559,T559,Rich Bin,1,19,19.0
561,T559,T559,Kevin Burton,1,19,16.0
562,T559,T559,Richard Cromwell,1,19,1.0
563,T559,T559,Bob Gaus,1,19,3.0
564,T559,T559,Derek Gillespie,1,19,13.0
565,T559,T559,Kevin Johnson,1,19,5.0
566,T559,T559,Ted Soule,1,19,8.0
567,T559,T559,Tim Tims,1,19,8.0
