,Current_Streak_without_a_3-Putt_RANK THIS WEEK,Current_Streak_without_a_3-Putt_RANK LAST WEEK,Current_Streak_without_a_3-Putt_PLAYER NAME,Current_Streak_without_a_3-Putt_EVENTS,Current_Streak_without_a_3-Putt_VALUE
66,T66,T66,Larry Mize,21,44
67,T66,T66,Steve Stricker,21,44
68,T69,T69,Aaron Bengoechea,29,43
69,T69,T69,Ryan Howison,30,43
70,T71,T71,Bobby Cochran,30,42
71,T71,T71,Scott Gump,36,42
72,T71,T71,David Morland IV,31,42
73,T71,T71,Craig Spence,31,42
74,T75,T75,Matt Gogel,30,40
75,T75,T75,David Sutherland,32,40
76,T75,T75,Jay Williamson,32,40
77,T78,T78,Greg Chalmers,28,39
78,T78,T78,Brent Geiberger,24,39
79,T78,T78,Steve Gotsche,32,39
80,81,81,Rocco Mediate,24,37
81,T82,T82,Kenny Perry,20,36
82,T82,T82,Tommy Tolles,20,36
83,T84,T84,Scott Dunlap,30,35
84,T84,T84,Jeff Maggert,27,35
85,T84,T84,Mike Springer,31,35
86,87,87,Joe Ogilvie,30,34
87,T88,T88,Bob Friend,32,32
88,T88,T88,Lee Janzen,27,32
89,90,90,Nick Price,18,30
90,T91,T91,Perry Moss,21,28
91,T91,T91,Rory Sabbatini,26,28
92,93,93,Franklin Langham,28,27
93,T94,T94,Brad Faxon,29,26
94,T94,T94,Robert Gamez,26,26
95,T94,T94,Vijay Singh,26,26
96,T97,T97,Ronnie Black,28,25
97,T97,T97,Sergio Garcia,16,25
98,T97,T97,Tim Herron,28,25
99,T97,T97,Davis Love III,25,25
100,T97,T97,John Maginnes,32,25
101,102,102,Barry Cheesman,35,24
102,T103,T103,Sean Murphy,35,23
103,T103,T103,Brian Watts,29,23
104,T105,T105,Mark O'Meara,19,22
105,T105,T105,Scott Verplank,28,22
106,T107,T107,Stewart Cink,27,21
107,T107,T107,Joey Sindelar,30,21
108,T107,T107,Paul Stankowski,22,21
109,110,110,Kirk Triplett,28,20
110,T111,T111,Emlyn Aubrey,26,19
111,T111,T111,Jay Haas,26,19
112,T111,T111,Joe Ozaki,18,19
113,T111,T111,Corey Pavin,25,19
114,T115,T115,Bart Bryant,25,18
115,T115,T115,Brad Fabel,30,18
116,T115,T115,Jonathan Kaye,34,18
117,T115,T115,Bob May,26,18
118,T115,T115,Dennis Paulson,26,18
119,T115,T115,Jean Van de Velde,22,18
120,T121,T121,Mike Brisky,31,17
121,T121,T121,Harrison Frazar,24,17
122,T121,T121,Robin Freeman,32,17
123,T121,T121,Dudley Hart,24,17
124,T121,T121,Bob Heintz,34,17
125,T121,T121,Hal Sutton,25,17
126,T127,T127,John Daly,26,16
127,T127,T127,Glen Day,28,16
128,T129,T129,Chip Beck,21,15
129,T129,T129,Jay Delsing,33,15
130,T131,T131,John Cook,28,14
131,T131,T131,Joe Durant,28,14
132,T131,T131,Jimmy Green,27,14
133,T131,T131,Grant Waite,26,14
134,T135,T135,David Duval,19,13
135,T135,T135,Rick Fehr,24,13
136,T135,T135,Mike Hulbert,34,13
137,T138,T138,Robert Allenby,26,12
138,T138,T138,Craig Bowden,25,12
139,T138,T138,Fred Couples,19,12
140,T138,T138,Ernie Els,20,12
141,T138,T138,Chris Perry,31,12
142,T143,T143,Robert Damron,28,11
143,T143,T143,"Dave Stockton, Jr.",31,11
144,T145,T145,Jay Don Blake,29,10
145,T145,T145,Gabriel Hjertstedt,29,10
146,T147,T147,Fulton Allem,25,9
147,T147,T147,Paul Goydos,30,9
148,T147,T147,Glen Hnatiuk,30,9
149,T147,T147,Peter Jacobsen,22,9
150,T147,T147,Greg Kraft,29,9
151,T147,T147,Shaun Micheel,31,9
152,T147,T147,Frank Nobilo,28,9
153,T147,T147,Loren Roberts,24,9
154,T155,T155,Doug Barron,27,7
155,T155,T155,Notah Begay III,24,7
156,T155,T155,Bob Burns,29,7
157,T155,T155,Jim McGovern,18,7
158,T155,T155,Ted Tryba,37,7
159,T160,T160,Woody Austin,32,6
160,T160,T160,Brandel Chamblee,21,6
161,T160,T160,Chris DiMarco,33,6
162,T160,T160,Steve Elkington,17,6
163,T160,T160,Steve Flesch,32,6
164,T160,T160,Carlos Franco,24,6
165,T160,T160,David Frost,25,6
166,T160,T160,Bill Glasson,27,6
167,T160,T160,Brandt Jobe,32,6
168,T160,T160,Steve Pate,28,6
169,T160,T160,Carl Paulson,33,6
170,T160,T160,Omar Uresti,34,6
171,T172,T172,Ben Bates,35,5
172,T172,T172,Bob Estes,21,5
173,T174,T174,Billy Andrade,31,4
174,T174,T174,Cameron Beckman,26,4
175,T174,T174,Dicky Pride,35,4
176,T174,T174,Tom Scherrer,33,4
177,178,178,Billy Mayfair,29,3
178,T179,T179,Olin Browne,31,2
179,T179,T179,Jim Furyk,25,2
180,T179,T179,J.P. Hayes,26,2
181,T179,T179,Neal Lancaster,31,2
182,T179,T179,Shigeki Maruyama,26,2
183,T179,T179,Mike Reid,23,2
184,T185,T185,Stephen Ames,31,1
185,T185,T185,Mark Calcavecchia,28,1
186,T185,T185,Kelly Gibson,30,1
187,T185,T185,David Peoples,28,1
188,T185,T185,Kevin Sutherland,27,1
189,T185,T185,David Toms,31,1
