,Current_Par_or_Better_Streak_RANK THIS WEEK,Current_Par_or_Better_Streak_RANK LAST WEEK,Current_Par_or_Better_Streak_PLAYER NAME,Current_Par_or_Better_Streak_EVENTS,Current_Par_or_Better_Streak_NUMBER OF ROUNDS
56,T47,T47,Craig Perks,29,5
57,T47,T47,Mike Reid,477,5
58,T47,T47,Joey Sindelar,480,5
59,T60,T60,Woody Austin,172,4
60,T60,T60,Aaron Bengoechea,29,4
61,T60,T60,Michael Bradley,210,4
62,T60,T60,Danny Briggs,112,4
63,T60,T60,Michael Clark II,30,4
64,T60,T60,Russ Cochran,512,4
65,T60,T60,Bobby Cochran,30,4
66,T60,T60,Paul Curry,26,4
67,T60,T60,Jay Delsing,453,4
68,T60,T60,Doug Dunakey,61,4
69,T60,T60,Harrison Frazar,77,4
70,T60,T60,"Jim Gallagher, Jr.",459,4
71,T60,T60,Jeff Gallagher,99,4
72,T60,T60,Derek Gillespie,1,4
73,T60,T60,Matt Gogel,32,4
74,T60,T60,Paul Gow,2,4
75,T60,T60,Mark Hayes,407,4
76,T60,T60,P.H. Horgan III,263,4
77,T60,T60,Pete Jordan,202,4
78,T60,T60,Jonathan Kaye,113,4
79,T60,T60,Tom Kite,471,4
80,T60,T60,Brian Kontak,3,4
81,T60,T60,Casey Martin,31,4
82,T60,T60,Len Mattiace,182,4
83,T60,T60,Blaine McCallister,491,4
84,T60,T60,Mark McNulty,105,4
85,T60,T60,Frank Nobilo,111,4
86,T60,T60,Takao Nogami,1,4
87,T60,T60,Keith Nolan,48,4
88,T60,T60,Brett Quigley,106,4
89,T60,T60,Charles Raulerson,89,4
90,T60,T60,Chris Riley,56,4
91,T60,T60,Rory Sabbatini,51,4
92,T60,T60,Brent Schwarzrock,20,4
93,T60,T60,Vijay Singh,178,4
94,T60,T60,Jeff Sluman,489,4
95,T60,T60,Mike Sposa,59,4
96,T60,T60,Craig Stadler,452,4
97,T60,T60,"Dave Stockton, Jr.",207,4
98,T60,T60,Brian Watts,106,4
99,T60,T60,Lee Westwood,33,4
100,T60,T60,Chris Wollmann,3,4
101,T102,T102,Fulton Allem,307,3
102,T102,T102,Jeremy Anderson,1,3
103,T102,T102,Ben Bates,100,3
104,T102,T102,Joe Durant,127,3
105,T102,T102,Ed Fiori,515,3
106,T102,T102,Edward Fryatt,37,3
107,T102,T102,Kelly Gibson,275,3
108,T102,T102,Mathew Goggin,32,3
109,T102,T102,Mike Hulbert,501,3
110,T102,T102,Joe Ogilvie,61,3
111,T102,T102,Sam Randolph,152,3
112,T102,T102,Dean Robertson,4,3
113,T102,T102,Jarmo Sandelin,22,3
114,T102,T102,Stan Utley,163,3
115,T102,T102,Fred Wadsworth,115,3
116,T102,T102,Tom Watson,341,3
117,T118,T118,Stuart Appleby,121,2
118,T118,T118,John Bermel,6,2
119,T118,T118,Jay Don Blake,377,2
120,T118,T118,Curt Byrum,361,2
121,T118,T118,Jason Caron,28,2
122,T118,T118,Fred Couples,429,2
123,T118,T118,Ernie Els,118,2
124,T118,T118,Bob Estes,312,2
125,T118,T118,Darren Fichardt,3,2
126,T118,T118,Bob Gilder,536,2
127,T118,T118,Steve Gotsche,86,2
128,T118,T118,Joey Gullion,37,2
129,T118,T118,Donnie Hammond,399,2
130,T118,T118,Charles Howell III,14,2
131,T118,T118,Toshi Izawa,2,2
132,T118,T118,Miguel Angel Jiménez,28,2
133,T118,T118,Tom Lehman,275,2
134,T118,T118,Hunter Mahan,1,2
135,T118,T118,Joe Ozaki,155,2
136,T118,T118,Nobuhito Sato,3,2
137,T118,T118,Peter Senior,39,2
138,T118,T118,David Toms,239,2
139,T118,T118,Kirk Triplett,278,2
140,T118,T118,Mike Weir,96,2
141,T118,T118,Richard Zokol,363,2
