,Par_Breakers_RANK THIS WEEK,Par_Breakers_RANK LAST WEEK,Par_Breakers_PLAYER NAME,Par_Breakers_ROUNDS,Par_Breakers_%,Par_Breakers_# BIRDIES/EAGLES,Par_Breakers_# HOLES
61,62,62,Harris English,105,21.13,388,1836
62,63,63,Boo Weekley,79,21.1,300,1422
63,64,64,Seung-Yul Noh,65,21.03,246,1170
64,65,65,David Lingmerth,90,20.99,340,1620
65,66,66,Scott Brown,97,20.9,365,1746
66,67,67,John Senden,80,20.89,282,1350
67,T68,T68,Marc Leishman,74,20.87,263,1260
68,T68,T68,Webb Simpson,81,20.87,293,1404
69,T70,T70,Whee Kim,71,20.85,259,1242
70,T70,T70,Ian Poulter,68,20.85,244,1170
71,T70,T70,Brendon Todd,96,20.85,349,1674
72,73,73,Russell Knox,96,20.83,360,1728
73,T74,T74,Stewart Cink,77,20.78,288,1386
74,T74,T74,Jason Dufner,76,20.78,273,1314
75,T74,T74,Morgan Hoffmann,85,20.78,318,1530
76,77,77,Nick Taylor,91,20.76,340,1638
77,78,78,Camilo Villegas,83,20.75,310,1494
78,79,79,Colt Knost,90,20.74,321,1548
79,80,80,David Hearn,97,20.73,362,1746
80,81,81,Martin Laird,77,20.71,287,1386
81,82,82,George McNeill,93,20.67,346,1674
82,83,83,Jim Furyk,71,20.66,238,1152
83,84,84,Aaron Baddeley,76,20.65,275,1332
84,T85,T85,James Hahn,94,20.63,349,1692
85,T85,T85,Cameron Percy,72,20.63,260,1260
86,T87,T87,Jonathan Byrd,69,20.6,241,1170
87,T87,T87,Graham DeLaet,65,20.6,241,1170
88,T87,T87,Luke Guthrie,84,20.6,304,1476
89,90,90,Michael Thompson,83,20.58,300,1458
90,91,91,Jonas Blixt,78,20.57,274,1332
91,92,92,Scott Stallings,60,20.56,222,1080
92,T93,T93,Carl Pettersson,106,20.55,392,1908
93,T93,T93,Charl Schwartzel,67,20.55,233,1134
94,95,95,Sangmoon Bae,98,20.52,362,1764
95,T96,T96,Erik Compton,86,20.48,317,1548
96,T96,T96,Andres Gonzales,90,20.48,317,1548
97,98,98,Greg Chalmers,58,20.47,199,972
98,99,99,Lucas Glover,79,20.46,291,1422
99,100,100,Scott Pinckney,88,20.45,324,1584
100,101,101,Chez Reavie,56,20.44,206,1008
101,102,102,Bo Van Pelt,81,20.39,290,1422
102,103,103,Charlie Beljan,76,20.37,264,1296
103,104,104,Alex Prugh,84,20.35,293,1440
104,105,105,Jim Herman,88,20.27,321,1584
105,106,106,Brian Harman,90,20.25,328,1620
106,107,107,Hunter Mahan,88,20.24,306,1512
107,108,108,John Merrick,78,20.2,269,1332
108,109,109,Alex Cejka,94,20.17,334,1656
109,110,110,Nicholas Thompson,90,20.16,312,1548
110,111,111,Adam Hadwin,95,20.13,337,1674
111,112,112,Vijay Singh,78,20.09,282,1404
112,113,113,Fabián Gómez,83,20.08,300,1494
113,114,114,Bryce Molder,91,20.05,314,1566
114,115,115,Steven Alker,62,20.0,216,1080
115,116,116,Jeff Overton,94,19.99,331,1656
116,117,117,Gary Woodland,81,19.97,266,1332
117,118,118,Robert Garrigus,70,19.95,237,1188
118,119,119,Kevin Kisner,104,19.93,373,1872
119,120,120,Ángel Cabrera,53,19.92,190,954
120,T121,T121,Ken Duke,93,19.91,319,1602
121,T121,T121,Mark Hubbard,79,19.91,276,1386
122,123,123,Sam Saunders,83,19.89,290,1458
123,T124,T124,Kyle Reifers,96,19.87,329,1656
124,T124,T124,Andres Romero,69,19.87,236,1188
125,126,126,William McGirt,103,19.8,367,1854
126,127,127,Andrew Putnam,68,19.79,228,1152
127,128,128,Kevin Streelman,95,19.78,324,1638
128,129,129,Jhonattan Vegas,90,19.7,305,1548
129,T130,T130,Scott Langley,94,19.69,326,1656
130,T130,T130,Johnson Wagner,68,19.69,241,1224
131,132,132,Chad Campbell,97,19.64,343,1746
132,T133,T133,Derek Fathauer,81,19.55,271,1386
133,T133,T133,Oscar Fraustro,58,19.55,190,972
134,T133,T133,Roger Sloan,56,19.55,183,936
135,T136,T136,Ricky Barnes,82,19.52,274,1404
136,T136,T136,Max Homa,78,19.52,260,1332
137,138,138,Cameron Tringale,96,19.5,337,1728
138,139,139,Ernie Els,57,19.49,200,1026
139,140,140,Bill Haas,89,19.44,301,1548
140,T141,T141,Gonzalo Fernandez-Castaño,81,19.41,269,1386
141,T141,T141,Michael Putnam,87,19.41,297,1530
142,T141,T141,Mark Wilson,89,19.41,297,1530
143,144,144,Martin Flores,95,19.35,317,1638
144,145,145,Chad Collins,79,19.34,275,1422
145,146,146,Byron Smith,59,19.29,191,990
146,147,147,K.J. Choi,66,19.27,215,1116
147,148,148,John Huh,102,19.25,350,1818
148,149,149,Zac Blair,108,19.23,360,1872
149,150,150,Geoff Ogilvy,50,19.21,166,864
150,151,151,Brice Garnett,81,19.2,273,1422
151,152,152,Andrew Svoboda,80,19.16,269,1404
152,153,153,Charles Howell III,105,19.15,362,1890
153,154,154,Retief Goosen,81,19.12,265,1386
154,155,155,John Peterson,84,19.05,288,1512
155,156,156,Greg Owen,58,18.97,198,1044
156,157,157,Brian Stuard,97,18.82,315,1674
157,158,158,Jonathan Randolph,72,18.81,237,1260
158,T159,T159,Jon Curran,83,18.78,267,1422
159,T159,T159,Derek Ernst,75,18.78,240,1278
160,161,161,Spencer Levin,99,18.73,327,1746
161,162,162,Tyrone Van Aswegen,58,18.62,181,972
162,163,163,Padraig Harrington,60,18.61,201,1080
163,164,164,Brian Davis,86,18.56,274,1476
164,165,165,Troy Merritt,91,18.5,303,1638
165,166,166,Francesco Molinari,56,18.45,176,954
166,167,167,D.A. Points,72,18.33,231,1260
167,168,168,Roberto Castro,54,18.22,164,900
168,T169,T169,Jamie Donaldson,50,18.2,154,846
169,T169,T169,David Toms,62,18.2,190,1044
170,171,171,Luke Donald,71,18.15,232,1278
171,172,172,Heath Slocum,57,18.13,173,954
172,173,173,Ben Crane,62,17.91,187,1044
173,174,174,Eric Axley,57,17.88,177,990
174,175,175,Bill Lunde,50,17.87,148,828
175,176,176,Davis Love III,51,17.54,161,918
176,177,177,J.J. Henry,94,17.53,284,1620
177,178,178,Robert Allenby,63,17.42,185,1062
178,179,179,Justin Leonard,61,17.21,189,1098
179,180,180,Matt Every,73,17.14,216,1260
180,181,181,Billy Hurley III,83,17.09,243,1422
181,182,182,Tim Wilkinson,73,16.98,217,1278
182,183,183,Sung Joon Park,79,16.67,231,1386
183,184,184,Jim Renner,68,15.91,189,1188
