,Scoring_Average_Actual_RANK THIS WEEK,Scoring_Average_Actual_RANK LAST WEEK,Scoring_Average_Actual_PLAYER NAME,Scoring_Average_Actual_ROUNDS,Scoring_Average_Actual_AVG,Scoring_Average_Actual_TOTAL STROKES,Scoring_Average_Actual_TOTAL ROUNDS
51,T52,T52,Steven Bowditch,103,70.34,7245,103
52,T52,T52,Scott Piercy,90,70.34,6331,90
53,T54,T54,Whee Kim,71,70.36,4855,69
54,T54,T54,Jason Kokrak,88,70.36,6192,88
55,T56,T56,Tom Hoge,83,70.37,5559,79
56,T56,T56,Nick Watney,91,70.37,6404,91
57,T58,T58,Stewart Cink,77,70.38,5419,77
58,T58,T58,John Peterson,84,70.38,5912,84
59,T60,T60,Scott Brown,97,70.39,6828,97
60,T60,T60,Brendon Todd,96,70.39,6546,93
61,T62,T62,Keegan Bradley,87,70.42,5915,84
62,T62,T62,Graham DeLaet,65,70.42,4577,65
63,T62,T62,Boo Weekley,79,70.42,5563,79
64,T65,T65,Matt Jones,89,70.43,6057,86
65,T65,T65,David Lingmerth,90,70.43,6339,90
66,67,67,Kyle Reifers,96,70.45,6481,92
67,T68,T68,Brian Harman,90,70.46,6341,90
68,T68,T68,Russell Henley,87,70.46,5919,84
69,T68,T68,Vijay Singh,78,70.46,5496,78
70,71,71,Cameron Percy,72,70.47,4933,70
71,T72,T72,Charley Hoffman,97,70.48,6625,94
72,T72,T72,Martin Laird,77,70.48,5427,77
73,74,74,Spencer Levin,99,70.49,6838,97
74,T75,T75,Kevin Chappell,86,70.51,6064,86
75,T75,T75,Martin Flores,95,70.51,6416,91
76,T75,T75,David Hearn,97,70.51,6839,97
77,78,78,Steve Wheatcroft,87,70.52,5853,83
78,T79,T79,J.B. Holmes,89,70.53,5995,85
79,T79,T79,Francesco Molinari,56,70.53,3738,53
80,81,81,Sean O'Hair,86,70.55,6067,86
81,82,82,Charles Howell III,105,70.56,7409,105
82,83,83,Jon Curran,83,70.57,5575,79
83,84,84,Mark Hubbard,79,70.58,5435,77
84,T85,T85,Jeff Overton,94,70.59,6494,92
85,T85,T85,Carl Pettersson,106,70.59,7483,106
86,T87,T87,Bill Haas,89,70.6,6072,86
87,T87,T87,Mark Wilson,89,70.6,6001,85
88,T89,T89,John Huh,102,70.61,7132,101
89,T89,T89,Alex Prugh,84,70.61,5649,80
90,T89,T89,Chez Reavie,56,70.61,3954,56
91,T92,T92,Alex Cejka,94,70.62,6497,92
92,T92,T92,James Hahn,94,70.62,6638,94
93,94,94,Marc Leishman,74,70.64,4945,70
94,95,95,David Toms,62,70.67,4099,58
95,T96,T96,Ben Martin,93,70.68,6361,90
96,T96,T96,Ryan Moore,81,70.68,5513,78
97,T96,T96,Scott Pinckney,88,70.68,6220,88
98,99,99,Jason Gore,76,70.69,5090,72
99,100,100,Scott Langley,94,70.7,6504,92
100,101,101,Carlos Ortiz,100,70.71,6788,96
101,102,102,Adam Hadwin,95,70.72,6577,93
102,103,103,Erik Compton,86,70.74,6084,86
103,T104,T104,Billy Hurley III,83,70.75,5589,79
104,T104,T104,Ian Poulter,68,70.75,4599,65
105,T104,T104,Kevin Streelman,95,70.75,6438,91
106,T104,T104,Chris Stroud,84,70.75,5943,84
107,T108,T108,Aaron Baddeley,76,70.76,5236,74
108,T108,T108,Michael Putnam,87,70.76,6015,85
109,110,110,Luke Donald,71,70.77,5025,71
110,111,111,Blayne Barber,76,70.78,5238,74
111,112,112,Ryo Ishikawa,90,70.8,6230,88
112,113,113,Billy Horschel,99,70.83,6800,96
113,114,114,Jason Dufner,76,70.84,5171,73
114,T115,T115,Chris Kirk,76,70.85,5172,73
115,T115,T115,Adam Scott,51,70.85,3401,48
116,T117,T117,Morgan Hoffmann,85,70.86,6023,85
117,T117,T117,Phil Mickelson,70,70.86,4960,70
118,119,119,Greg Chalmers,58,70.89,3828,54
119,120,120,Luke Guthrie,84,70.91,5815,82
120,T121,T121,Sangmoon Bae,98,70.92,6950,98
121,T121,T121,Fabián Gómez,83,70.92,5886,83
122,T121,T121,Hunter Mahan,88,70.92,5957,84
123,T124,T124,Ken Duke,93,70.93,6313,89
124,T124,T124,J.J. Henry,94,70.93,6384,90
125,T124,T124,John Merrick,78,70.93,5249,74
126,T124,T124,Greg Owen,58,70.93,4114,58
127,T128,T128,Jonas Blixt,78,70.96,5251,74
128,T128,T128,Michael Thompson,83,70.96,5748,81
129,T128,T128,Cameron Tringale,96,70.96,6812,96
130,131,131,Jhonattan Vegas,90,70.97,6103,86
131,T132,T132,Andres Gonzales,90,70.99,6105,86
132,T132,T132,Nick Taylor,91,70.99,6460,91
133,T134,T134,Bill Lunde,50,71.0,3266,46
134,T134,T134,Byron Smith,59,71.0,3905,55
135,T134,T134,Brian Stuard,97,71.0,6603,93
136,T134,T134,Lee Westwood,56,71.0,3692,52
137,138,138,Jonathan Randolph,72,71.03,4972,70
138,T139,T139,Roberto Castro,54,71.04,3552,50
139,T139,T139,Lucas Glover,79,71.04,5612,79
140,T139,T139,Tyrone Van Aswegen,58,71.04,3836,54
141,142,142,Nicholas Thompson,90,71.05,6110,86
142,143,143,K.J. Choi,66,71.06,4406,62
143,144,144,Camilo Villegas,83,71.07,5899,83
144,T145,T145,Davis Love III,51,71.1,3626,51
145,T145,T145,Sam Saunders,83,71.1,5759,81
146,147,147,John Senden,80,71.12,5334,75
147,T148,T148,Brice Garnett,81,71.13,5619,79
148,T148,T148,Justin Leonard,61,71.13,4339,61
149,T148,T148,Troy Merritt,91,71.13,6473,91
150,T148,T148,Sung Joon Park,79,71.13,5477,77
151,152,152,Gonzalo Fernandez-Castaño,81,71.14,5478,77
152,T153,T153,Seung-Yul Noh,65,71.15,4625,65
153,T153,T153,Bo Van Pelt,81,71.15,5621,79
154,T153,T153,Gary Woodland,81,71.15,5265,74
155,T156,T156,Derek Ernst,75,71.18,5054,71
156,T156,T156,Derek Fathauer,81,71.18,5481,77
157,158,158,Ricky Barnes,82,71.27,5559,78
158,159,159,Brian Davis,86,71.3,5847,82
159,T160,T160,Ben Crane,62,71.38,4140,58
160,T160,T160,Charl Schwartzel,67,71.38,4497,63
161,162,162,Max Homa,78,71.39,5283,74
162,T163,T163,Eric Axley,57,71.4,3927,55
163,T163,T163,D.A. Points,72,71.4,4998,70
164,165,165,Chesson Hadley,101,71.41,7212,101
165,166,166,Oscar Fraustro,58,71.48,3860,54
166,167,167,Robert Garrigus,70,71.53,4721,66
167,168,168,Tim Wilkinson,73,71.54,5079,71
168,169,169,Retief Goosen,81,71.56,5510,77
169,170,170,Andres Romero,69,71.59,4725,66
170,171,171,Ángel Cabrera,53,71.6,3795,53
171,172,172,Jamie Donaldson,50,71.62,3366,47
172,173,173,Scott Stallings,60,71.7,4302,60
173,T174,T174,Charlie Beljan,76,71.74,5165,72
174,T174,T174,Heath Slocum,57,71.74,3802,53
175,176,176,Geoff Ogilvy,50,71.77,3445,48
176,177,177,Roger Sloan,56,71.81,3734,52
177,178,178,Andrew Svoboda,80,71.83,5603,78
178,179,179,Ernie Els,57,71.84,4095,57
179,180,180,Andrew Putnam,68,71.95,4605,64
180,181,181,Robert Allenby,63,72.0,4248,59
181,182,182,Padraig Harrington,60,72.02,4321,60
182,183,183,Jim Renner,68,72.03,4754,66
183,184,184,Matt Every,73,72.71,5090,70
