,Bogey_Average_RANK THIS WEEK,Bogey_Average_RANK LAST WEEK,Bogey_Average_PLAYER NAME,Bogey_Average_EVENTS,Bogey_Average_AVERAGE BOGEYS PER ROUND,Bogey_Average_TOTAL BOGEYS,Bogey_Average_ROUNDS PLAYED
79,T80,T80,Blayne Barber,26,2.53,187,74
80,T80,T80,Scott Brown,30,2.53,245,97
81,T82,T82,Chad Campbell,30,2.54,246,97
82,T82,T82,Carl Pettersson,32,2.54,269,106
83,T84,T84,Tony Finau,31,2.55,270,106
84,T84,T84,Andres Gonzales,28,2.55,219,86
85,T84,T84,Ryan Moore,24,2.55,199,78
86,T87,T87,Charles Howell III,30,2.56,269,105
87,T87,T87,George McNeill,27,2.56,238,93
88,T87,T87,Ryan Palmer,22,2.56,197,77
89,T90,T90,Chesson Hadley,30,2.57,260,101
90,T90,T90,Whee Kim,23,2.57,177,69
91,T90,T90,David Lingmerth,28,2.57,231,90
92,T90,T90,Jeff Overton,30,2.57,236,92
93,T94,T94,Tom Hoge,26,2.58,204,79
94,T94,T94,Patrick Reed,27,2.58,258,100
95,T96,T96,David Hearn,30,2.59,251,97
96,T96,T96,Charley Hoffman,28,2.59,243,94
97,T96,T96,Alex Prugh,27,2.59,207,80
98,T96,T96,Gary Woodland,24,2.59,192,74
99,T100,T100,Patrick Rodgers,17,2.6,138,53
100,T100,T100,Vijay Singh,23,2.6,203,78
101,T102,T102,Sangmoon Bae,30,2.61,256,98
102,T102,T102,Brian Stuard,31,2.61,243,93
103,T104,T104,Kevin Chappell,26,2.62,225,86
104,T104,T104,J.J. Henry,30,2.62,236,90
105,T104,T104,Max Homa,27,2.62,194,74
106,T104,T104,Kyle Reifers,31,2.62,241,92
107,T108,T108,Jason Kokrak,28,2.63,231,88
108,T108,T108,Hunter Mahan,24,2.63,221,84
109,T108,T108,Chris Stroud,28,2.63,221,84
110,T111,T111,Ricky Barnes,27,2.64,206,78
111,T111,T111,Jamie Donaldson,16,2.64,124,47
112,T111,T111,Justin Leonard,22,2.64,161,61
113,T111,T111,Sean O'Hair,26,2.64,227,86
114,T111,T111,Chez Reavie,19,2.64,148,56
115,T116,T116,Erik Compton,28,2.65,228,86
116,T116,T116,Scott Pinckney,27,2.65,233,88
117,T116,T116,Adam Scott,15,2.65,127,48
118,T116,T116,Cameron Tringale,28,2.65,254,96
119,T120,T120,Brice Garnett,29,2.66,210,79
120,T120,T120,Matt Jones,25,2.66,229,86
121,T120,T120,Carlos Ortiz,30,2.66,255,96
122,T120,T120,Daniel Summerhays,29,2.66,269,101
123,T124,T124,Davis Love III,18,2.67,136,51
124,T124,T124,Ben Martin,27,2.67,240,90
125,T124,T124,Bo Van Pelt,28,2.67,211,79
126,T124,T124,Jimmy Walker,24,2.67,230,86
127,T124,T124,Boo Weekley,24,2.67,211,79
128,T129,T129,Scott Langley,28,2.68,247,92
129,T129,T129,Scott Piercy,28,2.68,241,90
130,131,131,Keegan Bradley,24,2.69,226,84
131,132,132,Nick Watney,28,2.7,246,91
132,133,133,James Hahn,28,2.71,255,94
133,T134,T134,Bill Lunde,18,2.72,125,46
134,T134,T134,Seung-Yul Noh,21,2.72,177,65
135,136,136,Lucas Glover,26,2.73,216,79
136,T137,T137,J.B. Holmes,25,2.74,233,85
137,T137,T137,Cameron Percy,23,2.74,192,70
138,T137,T137,Nick Taylor,28,2.74,249,91
139,140,140,Jonas Blixt,26,2.76,204,74
140,T141,T141,Brian Davis,31,2.77,227,82
141,T141,T141,Fabián Gómez,26,2.77,230,83
142,T141,T141,John Senden,24,2.77,208,75
143,T144,T144,Ben Crane,22,2.78,161,58
144,T144,T144,Jason Dufner,21,2.78,203,73
145,T144,T144,Byron Smith,21,2.78,153,55
146,147,147,Marc Leishman,23,2.79,195,70
147,148,148,Sam Saunders,28,2.8,227,81
148,T149,T149,Ernie Els,18,2.81,160,57
149,T149,T149,Morgan Hoffmann,26,2.81,239,85
150,T149,T149,D.A. Points,26,2.81,197,70
151,152,152,Derek Ernst,26,2.82,200,71
152,153,153,Luke Guthrie,27,2.83,232,82
153,154,154,Gonzalo Fernandez-Castaño,28,2.84,219,77
154,155,155,John Merrick,27,2.85,211,74
155,156,156,Retief Goosen,25,2.86,220,77
156,T157,T157,Ken Duke,30,2.88,256,89
157,T157,T157,Jason Gore,26,2.88,207,72
158,T159,T159,Ryo Ishikawa,28,2.89,254,88
159,T159,T159,Phil Mickelson,19,2.89,202,70
160,T159,T159,Tim Wilkinson,28,2.89,205,71
161,162,162,Nicholas Thompson,31,2.9,249,86
162,163,163,Greg Chalmers,17,2.91,157,54
163,T164,T164,Roberto Castro,16,2.92,146,50
164,T164,T164,Jim Renner,27,2.92,193,66
165,166,166,Oscar Fraustro,21,2.93,158,54
166,167,167,Derek Fathauer,27,2.94,226,77
167,168,168,Andres Romero,24,2.95,195,66
168,T169,T169,Michael Thompson,27,2.96,240,81
169,T169,T169,Camilo Villegas,27,2.96,246,83
170,171,171,Charl Schwartzel,19,2.97,187,63
171,T172,T172,Roger Sloan,20,3.02,157,52
172,T172,T172,Scott Stallings,19,3.02,181,60
173,174,174,Robert Allenby,25,3.03,179,59
174,175,175,Lee Westwood,15,3.08,160,52
175,176,176,Andrew Putnam,23,3.09,198,64
176,177,177,Padraig Harrington,21,3.12,187,60
177,T178,T178,Ángel Cabrera,19,3.13,166,53
178,T178,T178,Heath Slocum,22,3.13,166,53
179,180,180,Matt Every,26,3.2,224,70
180,181,181,Robert Garrigus,25,3.23,213,66
181,182,182,Geoff Ogilvy,15,3.27,157,48
182,183,183,Andrew Svoboda,30,3.29,257,78
183,184,184,Charlie Beljan,27,3.35,241,72
