,Early_Scoring_Average_RANK THIS WEEK,Early_Scoring_Average_RANK LAST WEEK,Early_Scoring_Average_PLAYER NAME,Early_Scoring_Average_ROUNDS,Early_Scoring_Average_AVG,Early_Scoring_Average_TOTAL STROKES,Early_Scoring_Average_TOTAL EARLY ROUNDS
55,T56,T56,Jonas Blixt,78,70.26,2459,35
56,T56,T56,Stewart Cink,77,70.26,2670,38
57,T56,T56,Danny Lee,120,70.26,4075,58
58,T56,T56,Michael Putnam,87,70.26,3232,46
59,T56,T56,Jimmy Walker,89,70.26,3232,46
60,61,61,Marc Leishman,74,70.27,2600,37
61,62,62,Russell Knox,96,70.28,3233,46
62,T63,T63,Graham DeLaet,65,70.29,2390,34
63,T63,T63,Brian Harman,90,70.29,2952,42
64,65,65,Brendon Todd,96,70.3,3234,46
65,T66,T66,Francesco Molinari,56,70.31,2039,29
66,T66,T66,John Peterson,84,70.31,3445,49
67,T68,T68,James Hahn,94,70.33,3657,52
68,T68,T68,Billy Hurley III,83,70.33,3165,45
69,70,70,Chad Collins,79,70.34,3095,44
70,71,71,Johnson Wagner,68,70.37,2463,35
71,72,72,Martin Flores,95,70.38,3378,48
72,73,73,John Merrick,78,70.39,2534,36
73,T74,T74,Kevin Kisner,104,70.4,3661,52
74,T74,T74,Bryce Molder,91,70.4,3168,45
75,76,76,Jason Dufner,76,70.42,2676,38
76,77,77,J.B. Holmes,89,70.43,2817,40
77,78,78,Kyle Reifers,96,70.44,3804,54
78,T79,T79,David Lingmerth,90,70.47,2678,38
79,T79,T79,Carlos Ortiz,100,70.47,3453,49
80,T81,T81,Brendon de Jonge,106,70.51,3737,53
81,T81,T81,Billy Horschel,99,70.51,3455,49
82,T81,T81,Whee Kim,71,70.51,2468,35
83,T81,T81,Sean O'Hair,86,70.51,2891,41
84,85,85,Justin Rose,69,70.52,1763,25
85,86,86,Martin Laird,77,70.54,2892,41
86,T87,T87,Tom Hoge,83,70.55,3104,44
87,T87,T87,Scott Langley,94,70.55,3457,49
88,T87,T87,Scott Pinckney,88,70.55,3104,44
89,T90,T90,Jason Kokrak,88,70.57,3317,47
90,T90,T90,Boo Weekley,79,70.57,2470,35
91,92,92,Alex Prugh,84,70.61,3107,44
92,93,93,Ryan Palmer,80,70.63,2684,38
93,T94,T94,Aaron Baddeley,76,70.64,2967,42
94,T94,T94,Scott Brown,97,70.64,3320,47
95,T94,T94,Louis Oosthuizen,68,70.64,1978,28
96,97,97,Mark Wilson,89,70.65,3391,48
97,98,98,Alex Cejka,94,70.66,3321,47
98,99,99,Derek Ernst,75,70.67,2544,36
99,T100,T100,Rickie Fowler,76,70.69,2262,32
100,T100,T100,David Toms,62,70.69,2050,29
101,T102,T102,Jason Gore,76,70.7,2616,37
102,T102,T102,John Huh,102,70.7,4525,64
103,T102,T102,Kevin Streelman,95,70.7,3535,50
104,105,105,Adam Scott,51,70.71,1485,21
105,T106,T106,K.J. Choi,66,70.75,2547,36
106,T106,T106,Lee Westwood,56,70.75,1981,28
107,T108,T108,Jon Curran,83,70.76,2689,38
108,T108,T108,Ryan Moore,81,70.76,2406,34
109,T108,T108,Vijay Singh,78,70.76,2972,42
110,111,111,Adam Hadwin,95,70.8,3469,49
111,T112,T112,David Hearn,97,70.81,3682,52
112,T112,T112,Tyrone Van Aswegen,58,70.81,1912,27
113,T114,T114,Blayne Barber,76,70.84,2621,37
114,T114,T114,Luke Donald,71,70.84,2621,37
115,T114,T114,Hunter Mahan,88,70.84,3471,49
116,T117,T117,Roberto Castro,54,70.85,1913,27
117,T117,T117,Scott Piercy,90,70.85,3259,46
118,T119,T119,Bill Lunde,50,70.88,1843,26
119,T119,T119,Nick Taylor,91,70.88,3473,49
120,121,121,Sergio Garcia,59,70.91,1560,22
121,T122,T122,Derek Fathauer,81,70.92,2553,36
122,T122,T122,Phil Mickelson,70,70.92,2624,37
123,124,124,Carl Pettersson,106,70.93,4043,57
124,125,125,Ben Crane,62,70.94,2270,32
125,126,126,Lucas Glover,79,70.95,2767,39
126,T127,T127,Davis Love III,51,70.96,1987,28
127,T127,T127,Jhonattan Vegas,90,70.96,3264,46
128,129,129,Brice Garnett,81,70.98,2839,40
129,T130,T130,Bill Haas,89,71.0,3124,44
130,T130,T130,Morgan Hoffmann,85,71.0,3266,46
131,T130,T130,Ian Poulter,68,71.0,1917,27
132,T130,T130,Sam Saunders,83,71.0,2840,40
133,T130,T130,Brian Stuard,97,71.0,3692,52
134,T130,T130,Tim Wilkinson,73,71.0,2840,40
135,T136,T136,John Senden,80,71.02,2912,41
136,T136,T136,Michael Thompson,83,71.02,3125,44
137,T138,T138,Gonzalo Fernandez-Castaño,81,71.03,2628,37
138,T138,T138,Seung-Yul Noh,65,71.03,2415,34
139,140,140,Brian Davis,86,71.04,3410,48
140,T141,T141,Nicholas Thompson,90,71.05,3126,44
141,T141,T141,Gary Woodland,81,71.05,2842,40
142,T143,T143,Greg Owen,58,71.07,2061,29
143,T143,T143,Chris Stroud,84,71.07,3198,45
144,145,145,J.J. Henry,94,71.1,3413,48
145,146,146,Luke Guthrie,84,71.11,3129,44
146,T147,T147,Ken Duke,93,71.12,3698,52
147,T147,T147,Ryo Ishikawa,90,71.12,3485,49
148,149,149,Bo Van Pelt,81,71.14,2988,42
149,T150,T150,Sangmoon Bae,98,71.15,3842,54
150,T150,T150,Fabián Gómez,83,71.15,3273,46
151,152,152,Ricky Barnes,82,71.17,2491,35
152,T153,T153,Chris Kirk,76,71.19,2563,36
153,T153,T153,Charl Schwartzel,67,71.19,1922,27
154,155,155,Camilo Villegas,83,71.2,3275,46
155,156,156,Andres Romero,69,71.24,2422,34
156,157,157,Retief Goosen,81,71.26,2708,38
157,158,158,Jonathan Randolph,72,71.29,2210,31
158,T159,T159,Justin Leonard,61,71.33,2140,30
159,T159,T159,Sung Joon Park,79,71.33,2996,42
160,161,161,Byron Smith,59,71.34,2069,29
161,162,162,Roger Sloan,56,71.36,1784,25
162,163,163,Eric Axley,57,71.39,2213,31
163,164,164,Greg Chalmers,58,71.43,2143,30
164,165,165,Troy Merritt,91,71.48,3002,42
165,166,166,Scott Stallings,60,71.52,2217,31
166,167,167,Geoff Ogilvy,50,71.54,2003,28
167,168,168,Ángel Cabrera,53,71.55,2075,29
168,169,169,Ernie Els,57,71.57,2147,30
169,170,170,Cameron Tringale,96,71.58,3221,45
170,171,171,Max Homa,78,71.59,2649,37
171,172,172,Jamie Donaldson,50,71.63,1934,27
172,173,173,Robert Garrigus,70,71.79,2369,33
173,174,174,Chesson Hadley,101,71.84,4382,61
174,T175,T175,Charlie Beljan,76,72.0,2664,37
175,T175,T175,Andrew Putnam,68,72.0,2232,31
176,T175,T175,Heath Slocum,57,72.0,2232,31
177,178,178,Jim Renner,68,72.03,2449,34
178,179,179,D.A. Points,72,72.05,2882,40
179,180,180,Oscar Fraustro,58,72.14,2020,28
180,181,181,Andrew Svoboda,80,72.23,2889,40
181,182,182,Padraig Harrington,60,72.42,2245,31
182,183,183,Robert Allenby,63,72.62,2469,34
183,184,184,Matt Every,73,72.74,3055,42
