,Final_Round_Performance_RANK THIS WEEK,Final_Round_Performance_RANK LAST WEEK,Final_Round_Performance_PLAYER NAME,Final_Round_Performance_EVENTS,Final_Round_Performance_%
134,T135,T135,Ken Duke,30,43.75
135,T135,T135,Retief Goosen,25,43.75
136,T135,T135,Nick Taylor,28,43.75
137,138,138,Ian Poulter,19,42.86
138,139,139,Carlos Ortiz,30,42.11
139,T140,T140,Jonas Blixt,26,41.67
140,T140,T140,Jonathan Byrd,22,41.67
141,T140,T140,Francesco Molinari,16,41.67
142,T140,T140,Cameron Percy,23,41.67
143,T144,T144,Martin Flores,30,41.18
144,T144,T144,J.J. Henry,30,41.18
145,T144,T144,Scott Piercy,28,41.18
146,147,147,Kevin Na,27,40.91
147,T148,T148,Chad Collins,24,40.0
148,T148,T148,Ernie Els,18,40.0
149,T148,T148,Michael Putnam,28,40.0
150,T148,T148,Jim Renner,27,40.0
151,T148,T148,Andres Romero,24,40.0
152,153,153,Scott Brown,30,38.89
153,T154,T154,Steven Alker,22,37.5
154,T154,T154,Robert Allenby,25,37.5
155,T154,T154,Padraig Harrington,21,37.5
156,T154,T154,Jason Kokrak,28,37.5
157,T154,T154,Justin Leonard,22,37.5
158,T159,T159,Max Homa,27,36.36
159,T159,T159,Seung-Yul Noh,21,36.36
160,161,161,Russell Knox,28,35.0
161,162,162,Justin Thomas,30,34.78
162,163,163,Jason Gore,26,33.33
163,164,164,Ryo Ishikawa,28,31.25
164,T165,T165,Graham DeLaet,22,30.77
165,T165,T165,Derek Fathauer,27,30.77
166,T167,T167,Adam Scott,15,30.0
167,T167,T167,Kevin Streelman,27,30.0
168,T167,T167,Andrew Svoboda,30,30.0
169,170,170,Bill Lunde,18,28.57
170,T171,T171,Brendon de Jonge,31,27.27
171,T171,T171,John Merrick,27,27.27
172,T173,T173,Erik Compton,28,25.0
173,T173,T173,Jason Dufner,21,25.0
174,T173,T173,Gonzalo Fernandez-Castaño,28,25.0
175,T173,T173,Byron Smith,21,25.0
176,T173,T173,Tyrone Van Aswegen,20,25.0
177,178,178,Spencer Levin,31,22.22
178,179,179,Luke Guthrie,27,21.43
179,180,180,Andrew Putnam,23,20.0
180,181,181,Scott Pinckney,27,18.75
181,182,182,Jhonattan Vegas,27,17.65
182,183,183,Heath Slocum,22,16.67
183,184,184,Roger Sloan,20,14.29
