,Birdie_or_Better_Percentage_-__125_yard_RANK THIS WEEK,Birdie_or_Better_Percentage_-__125_yard_RANK LAST WEEK,Birdie_or_Better_Percentage_-__125_yard_PLAYER NAME,Birdie_or_Better_Percentage_-__125_yard_ROUNDS,Birdie_or_Better_Percentage_-__125_yard_%,Birdie_or_Better_Percentage_-__125_yard_TOTAL BIRDIES,Birdie_or_Better_Percentage_-__125_yard_TOTAL HOLES
87,88,88,Daniel Berger,97,23.32,66,283
88,89,89,Bo Van Pelt,81,23.31,62,266
89,90,90,Ian Poulter,68,23.21,39,168
90,91,91,Vijay Singh,78,23.2,58,250
91,92,92,Bill Haas,89,23.16,63,272
92,93,93,Patrick Reed,103,23.01,78,339
93,T94,T94,Brendon de Jonge,106,22.99,80,348
94,T94,T94,Kevin Kisner,104,22.99,86,374
95,96,96,Alex Cejka,94,22.95,67,292
96,97,97,Andres Gonzales,90,22.91,74,323
97,98,98,Jim Herman,88,22.88,62,271
98,T99,T99,Jason Dufner,76,22.83,42,184
99,T99,T99,Ben Martin,93,22.83,63,276
100,101,101,Jason Kokrak,88,22.82,68,298
101,102,102,Jeff Overton,94,22.8,70,307
102,103,103,Matt Kuchar,97,22.78,77,338
103,104,104,Michael Putnam,87,22.75,53,233
104,105,105,Charley Hoffman,97,22.69,76,335
105,T106,T106,Carlos Ortiz,100,22.65,70,309
106,T106,T106,Ryan Palmer,80,22.65,53,234
107,108,108,Scott Pinckney,88,22.49,65,289
108,109,109,Seung-Yul Noh,65,22.45,44,196
109,110,110,Jonas Blixt,78,22.42,50,223
110,111,111,John Huh,102,22.4,56,250
111,112,112,Martin Laird,77,22.39,60,268
112,113,113,Brian Harman,90,22.32,77,345
113,114,114,Boo Weekley,79,22.31,54,242
114,115,115,Troy Merritt,91,22.29,74,332
115,116,116,Billy Horschel,99,22.26,71,319
116,117,117,D.A. Points,72,22.22,44,198
117,118,118,Lucas Glover,79,22.13,52,235
118,119,119,Steven Alker,62,22.09,38,172
119,120,120,Luke Guthrie,84,22.05,56,254
120,121,121,J.J. Henry,94,22.03,63,286
121,122,122,Derek Fathauer,81,21.96,56,255
122,123,123,Steven Bowditch,103,21.95,81,369
123,124,124,Tim Wilkinson,73,21.92,48,219
124,125,125,Brian Stuard,97,21.89,65,297
125,T126,T126,Jason Gore,76,21.83,50,229
126,T126,T126,Spencer Levin,99,21.83,62,284
127,128,128,Carl Pettersson,106,21.78,83,381
128,129,129,Heath Slocum,57,21.57,33,153
129,130,130,Morgan Hoffmann,85,21.56,58,269
130,131,131,Louis Oosthuizen,68,21.51,40,186
131,132,132,Andrew Putnam,68,21.5,43,200
132,T133,T133,Sangmoon Bae,98,21.45,74,345
133,T133,T133,Brooks Koepka,84,21.45,59,275
134,135,135,Oscar Fraustro,58,21.43,33,154
135,136,136,Scott Stallings,60,21.39,40,187
136,137,137,Roberto Castro,54,21.37,28,131
137,138,138,Hunter Mahan,88,21.33,61,286
138,139,139,Pat Perez,96,21.18,61,288
139,140,140,Erik Compton,86,21.09,54,256
140,141,141,John Peterson,84,21.03,49,233
141,142,142,Camilo Villegas,83,20.91,55,263
142,143,143,Blayne Barber,76,20.78,53,255
143,144,144,Retief Goosen,81,20.52,47,229
144,145,145,Billy Hurley III,83,20.51,48,234
145,146,146,Tyrone Van Aswegen,58,20.39,31,152
146,147,147,Ricky Barnes,82,20.28,44,217
147,148,148,Byron Smith,59,20.14,28,139
148,T149,T149,Charlie Beljan,76,20.09,47,234
149,T149,T149,Sam Saunders,83,20.09,43,214
150,T149,T149,Johnson Wagner,68,20.09,47,234
151,T152,T152,Bill Lunde,50,20.0,29,145
152,T152,T152,John Merrick,78,20.0,42,210
153,T152,T152,Webb Simpson,81,20.0,48,240
154,155,155,Michael Thompson,83,19.78,53,268
155,156,156,Charles Howell III,105,19.75,80,405
156,157,157,Ernie Els,57,19.62,31,158
157,158,158,Charl Schwartzel,67,19.61,30,153
158,159,159,Gary Woodland,81,19.58,37,189
159,T160,T160,Eric Axley,57,19.55,35,179
160,T160,T160,Marc Leishman,74,19.55,35,179
161,162,162,Jonathan Randolph,72,19.49,38,195
162,163,163,Andres Romero,69,19.25,36,187
163,T164,T164,Brendan Steele,88,18.86,43,228
164,T164,T164,Jhonattan Vegas,90,18.86,43,228
165,166,166,Gonzalo Fernandez-Castaño,81,18.84,39,207
166,167,167,Derek Ernst,75,18.57,44,237
167,168,168,Graham DeLaet,65,18.54,38,205
168,169,169,Patrick Rodgers,57,18.45,38,206
169,170,170,Tony Finau,106,18.15,59,325
170,171,171,Ángel Cabrera,53,18.06,26,144
171,172,172,Matt Every,73,17.98,41,228
172,173,173,Robert Garrigus,70,17.86,40,224
173,174,174,John Senden,80,17.82,31,174
174,175,175,Brice Garnett,81,17.75,41,231
175,176,176,Kevin Streelman,95,17.29,51,295
176,177,177,Andrew Svoboda,80,17.13,43,251
177,178,178,Geoff Ogilvy,50,16.79,23,137
178,179,179,Harris English,105,16.72,48,287
179,180,180,Davis Love III,51,16.56,25,151
180,181,181,Roger Sloan,56,16.17,27,167
181,182,182,Padraig Harrington,60,14.44,27,187
182,183,183,Jim Renner,68,14.08,29,206
183,184,184,Sung Joon Park,79,13.73,35,255
