,Back_9_Scoring_Average_RANK THIS WEEK,Back_9_Scoring_Average_RANK LAST WEEK,Back_9_Scoring_Average_PLAYER NAME,Back_9_Scoring_Average_ROUNDS,Back_9_Scoring_Average_AVG,Back_9_Scoring_Average_TOTAL STROKES,Back_9_Scoring_Average_TOTAL HOLES
67,68,68,Jeff Overton,94,35.32,3249,92
68,T69,T69,John Huh,102,35.33,3568,101
69,T69,T69,Whee Kim,71,35.33,2438,69
70,T69,T69,David Toms,62,35.33,2049,58
71,T72,T72,Charles Howell III,105,35.34,3711,105
72,T72,T72,Patrick Reed,103,35.34,3534,100
73,74,74,Mark Wilson,89,35.35,3005,85
74,T75,T75,Sergio Garcia,59,35.36,1980,56
75,T75,T75,Ben Martin,93,35.36,3182,90
76,T75,T75,Brendan Steele,88,35.36,2970,84
77,78,78,Colt Knost,90,35.37,3042,86
78,79,79,Lee Westwood,56,35.38,1840,52
79,T80,T80,Bryce Molder,91,35.39,3079,87
80,T80,T80,John Senden,80,35.39,2654,75
81,T80,T80,Steve Wheatcroft,87,35.39,2937,83
82,T83,T83,Ryo Ishikawa,90,35.4,3115,88
83,T83,T83,Michael Putnam,87,35.4,3009,85
84,T83,T83,Nick Watney,91,35.4,3221,91
85,86,86,Bill Haas,89,35.41,3045,86
86,87,87,Martin Laird,77,35.42,2727,77
87,T88,T88,Blayne Barber,76,35.43,2622,74
88,T88,T88,Jonas Blixt,78,35.43,2622,74
89,T88,T88,Jon Curran,83,35.43,2799,79
90,T88,T88,Sean O'Hair,86,35.43,3047,86
91,T88,T88,Alex Prugh,84,35.43,2834,80
92,T88,T88,Brendon Todd,96,35.43,3295,93
93,94,94,Troy Merritt,91,35.44,3225,91
94,95,95,Jhonattan Vegas,90,35.45,3049,86
95,T96,T96,Aaron Baddeley,76,35.46,2624,74
96,T96,T96,Hunter Mahan,88,35.46,2979,84
97,T98,T98,Kevin Chappell,86,35.47,3050,86
98,T98,T98,Max Homa,78,35.47,2625,74
99,T98,T98,Kevin Streelman,95,35.47,3228,91
100,T98,T98,Camilo Villegas,83,35.47,2944,83
101,T102,T102,Chad Campbell,97,35.48,3442,97
102,T102,T102,Lucas Glover,79,35.48,2803,79
103,T102,T102,David Lingmerth,90,35.48,3193,90
104,T102,T102,Sung Joon Park,79,35.48,2732,77
105,T102,T102,Kyle Reifers,96,35.48,3264,92
106,T107,T107,Stewart Cink,77,35.49,2733,77
107,T107,T107,Michael Thompson,83,35.49,2875,81
108,T109,T109,Jason Gore,76,35.5,2556,72
109,T109,T109,Cameron Percy,72,35.5,2485,70
110,T111,T111,Jason Dufner,76,35.51,2592,73
111,T111,T111,James Hahn,94,35.51,3338,94
112,T111,T111,Billy Horschel,99,35.51,3409,96
113,T111,T111,Mark Hubbard,79,35.51,2734,77
114,T115,T115,Pat Perez,96,35.52,3410,96
115,T115,T115,Sam Saunders,83,35.52,2877,81
116,T117,T117,Erik Compton,86,35.53,3056,86
117,T117,T117,Greg Owen,58,35.53,2061,58
118,T117,T117,Patrick Rodgers,57,35.53,1883,53
119,T120,T120,Graham DeLaet,65,35.54,2310,65
120,T120,T120,Luke Donald,71,35.54,2523,71
121,T120,T120,Ryan Moore,81,35.54,2772,78
122,T120,T120,Adam Scott,51,35.54,1706,48
123,124,124,Ken Duke,93,35.55,3164,89
124,125,125,Brice Garnett,81,35.56,2809,79
125,T126,T126,Luke Guthrie,84,35.57,2917,82
126,T126,T126,Phil Mickelson,70,35.57,2490,70
127,T126,T126,Tyrone Van Aswegen,58,35.57,1921,54
128,T129,T129,Adam Hadwin,95,35.58,3309,93
129,T129,T129,Francesco Molinari,56,35.58,1886,53
130,T129,T129,Cameron Tringale,96,35.58,3416,96
131,132,132,John Merrick,78,35.59,2634,74
132,T133,T133,Roberto Castro,54,35.6,1780,50
133,T133,T133,Gonzalo Fernandez-Castaño,81,35.6,2741,77
134,T135,T135,Andres Romero,69,35.62,2351,66
135,T135,T135,Byron Smith,59,35.62,1959,55
136,137,137,J.J. Henry,94,35.64,3208,90
137,T138,T138,Greg Chalmers,58,35.67,1926,54
138,T138,T138,Justin Leonard,61,35.67,2176,61
139,T140,T140,Chris Stroud,84,35.68,2997,84
140,T140,T140,Gary Woodland,81,35.68,2640,74
141,142,142,Jonathan Randolph,72,35.69,2498,70
142,143,143,Derek Fathauer,81,35.7,2749,77
143,144,144,Davis Love III,51,35.71,1821,51
144,145,145,Brian Davis,86,35.72,2929,82
145,T146,T146,K.J. Choi,66,35.73,2215,62
146,T146,T146,Scott Langley,94,35.73,3287,92
147,T148,T148,Ben Crane,62,35.74,2073,58
148,T148,T148,Scott Pinckney,88,35.74,3145,88
149,T148,T148,Brian Stuard,97,35.74,3324,93
150,T151,T151,Fabián Gómez,83,35.75,2967,83
151,T151,T151,Bo Van Pelt,81,35.75,2824,79
152,153,153,Nick Taylor,91,35.77,3255,91
153,T154,T154,Ángel Cabrera,53,35.79,1897,53
154,T154,T154,Derek Ernst,75,35.79,2541,71
155,T154,T154,Morgan Hoffmann,85,35.79,3042,85
156,T157,T157,Andres Gonzales,90,35.8,3079,86
157,T157,T157,Bill Lunde,50,35.8,1647,46
158,T157,T157,Seung-Yul Noh,65,35.8,2327,65
159,160,160,Ernie Els,57,35.81,2041,57
160,T161,T161,Eric Axley,57,35.82,1970,55
161,T161,T161,Alex Cejka,94,35.82,3295,92
162,163,163,Oscar Fraustro,58,35.83,1935,54
163,164,164,Ricky Barnes,82,35.88,2799,78
164,T165,T165,D.A. Points,72,35.89,2512,70
165,T165,T165,Chez Reavie,56,35.89,2010,56
166,167,167,Charl Schwartzel,67,35.95,2265,63
167,168,168,Tim Wilkinson,73,35.97,2554,71
168,T169,T169,Retief Goosen,81,36.0,2772,77
169,T169,T169,Andrew Putnam,68,36.0,2304,64
170,T171,T171,Robert Garrigus,70,36.02,2377,66
171,T171,T171,Scott Stallings,60,36.02,2161,60
172,173,173,Sangmoon Bae,98,36.04,3532,98
173,174,174,Jamie Donaldson,50,36.06,1695,47
174,175,175,Geoff Ogilvy,50,36.08,1732,48
175,176,176,Andrew Svoboda,80,36.12,2817,78
176,177,177,Chesson Hadley,101,36.13,3649,101
177,178,178,Robert Allenby,63,36.15,2133,59
178,179,179,Jim Renner,68,36.24,2392,66
179,180,180,Charlie Beljan,76,36.32,2615,72
180,181,181,Padraig Harrington,60,36.35,2181,60
181,182,182,Roger Sloan,56,36.48,1897,52
182,183,183,Matt Every,73,36.54,2558,70
183,184,184,Heath Slocum,57,36.55,1937,53
