,Birdie_or_Better_Percentage_-_Left_Rough_RANK THIS WEEK,Birdie_or_Better_Percentage_-_Left_Rough_RANK LAST WEEK,Birdie_or_Better_Percentage_-_Left_Rough_PLAYER NAME,Birdie_or_Better_Percentage_-_Left_Rough_ROUNDS,Birdie_or_Better_Percentage_-_Left_Rough_%,Birdie_or_Better_Percentage_-_Left_Rough_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_Left_Rough_TOTAL HOLES
91,92,92,Brendon de Jonge,106,14.47,22,152
92,93,93,Jason Bohn,95,14.42,15,104
93,94,94,Robert Garrigus,70,14.41,17,118
94,T95,T95,Eric Axley,57,14.29,13,91
95,T95,T95,Ricky Barnes,82,14.29,17,119
96,T95,T95,Roberto Castro,54,14.29,8,56
97,T95,T95,Stewart Cink,77,14.29,19,133
98,T95,T95,Derek Fathauer,81,14.29,20,140
99,T95,T95,Nick Watney,91,14.29,18,126
100,T101,T101,Bill Haas,89,14.16,16,113
101,T101,T101,Max Homa,78,14.16,16,113
102,103,103,Chris Kirk,76,14.13,13,92
103,104,104,Erik Compton,86,14.07,19,135
104,105,105,D.A. Points,72,13.95,18,129
105,106,106,Brandt Snedeker,98,13.92,22,158
106,T107,T107,Luke Guthrie,84,13.85,18,130
107,T107,T107,Justin Rose,69,13.85,9,65
108,109,109,Nick Taylor,91,13.84,22,159
109,110,110,Vijay Singh,78,13.79,20,145
110,111,111,Byron Smith,59,13.7,10,73
111,112,112,Daniel Berger,97,13.68,16,117
112,113,113,Matt Kuchar,97,13.58,22,162
113,114,114,John Huh,102,13.56,16,118
114,T115,T115,Luke Donald,71,13.45,16,119
115,T115,T115,Lucas Glover,79,13.45,16,119
116,117,117,Michael Thompson,83,13.42,20,149
117,118,118,Cameron Tringale,96,13.4,13,97
118,119,119,Padraig Harrington,60,13.33,14,105
119,120,120,Whee Kim,71,13.25,11,83
120,121,121,Lee Westwood,56,12.9,8,62
121,122,122,Hudson Swafford,97,12.88,17,132
122,123,123,Charl Schwartzel,67,12.86,9,70
123,124,124,Spencer Levin,99,12.71,15,118
124,125,125,Ian Poulter,68,12.68,9,71
125,126,126,Jonathan Byrd,69,12.66,10,79
126,127,127,Brendan Steele,88,12.61,15,119
127,T128,T128,Brian Harman,90,12.4,15,121
128,T128,T128,Jimmy Walker,89,12.4,16,129
129,130,130,Boo Weekley,79,12.39,14,113
130,131,131,K.J. Choi,66,12.36,11,89
131,132,132,Bryce Molder,91,12.35,10,81
132,133,133,Blayne Barber,76,12.31,16,130
133,134,134,William McGirt,103,12.18,19,156
134,135,135,Dustin Johnson,75,12.15,13,107
135,136,136,David Toms,62,12.12,4,33
136,T137,T137,Chad Campbell,97,12.05,20,166
137,T137,T137,Justin Leonard,61,12.05,10,83
138,T139,T139,Bo Van Pelt,81,11.86,14,118
139,T139,T139,Steve Wheatcroft,87,11.86,14,118
140,141,141,Troy Merritt,91,11.7,11,94
141,142,142,Gary Woodland,81,11.63,10,86
142,143,143,Tim Wilkinson,73,11.54,12,104
143,144,144,Geoff Ogilvy,50,11.43,8,70
144,145,145,Jon Curran,83,11.38,14,123
145,146,146,Johnson Wagner,68,11.34,11,97
146,T147,T147,Greg Owen,58,11.29,7,62
147,T147,T147,Alex Prugh,84,11.29,14,124
148,149,149,Keegan Bradley,87,11.24,10,89
149,T150,T150,Greg Chalmers,58,11.11,6,54
150,T150,T150,Brian Davis,86,11.11,12,108
151,152,152,Jamie Donaldson,50,10.91,6,55
152,153,153,Billy Hurley III,83,10.85,14,129
153,154,154,Zach Johnson,90,10.81,12,111
154,T155,T155,John Peterson,84,10.71,12,112
155,T155,T155,Webb Simpson,81,10.71,12,112
156,157,157,Robert Allenby,63,10.38,11,106
157,158,158,Chris Stroud,84,10.28,11,107
158,159,159,Roger Sloan,56,10.17,6,59
159,160,160,Andrew Putnam,68,10.09,11,109
160,161,161,Zac Blair,108,10.0,11,110
161,162,162,Jim Herman,88,9.8,10,102
162,163,163,Heath Slocum,57,9.62,5,52
163,164,164,Mark Wilson,89,9.47,9,95
164,165,165,Jim Renner,68,9.43,10,106
165,166,166,Graham DeLaet,65,9.41,8,85
166,T167,T167,Steven Alker,62,9.38,6,64
167,T167,T167,Sergio Garcia,59,9.38,6,64
168,169,169,Tyrone Van Aswegen,58,9.23,6,65
169,170,170,Mark Hubbard,79,9.09,8,88
170,171,171,Davis Love III,51,8.75,7,80
171,172,172,Russell Henley,87,8.7,12,138
172,173,173,Robert Streb,110,8.64,14,162
173,174,174,Ken Duke,93,8.51,8,94
174,175,175,J.J. Henry,94,8.45,12,142
175,176,176,Nicholas Thompson,90,8.42,8,95
176,177,177,Brian Stuard,97,8.41,9,107
177,178,178,Fabián Gómez,83,8.04,9,112
178,179,179,Francesco Molinari,56,7.84,4,51
179,180,180,Colt Knost,90,7.23,6,83
180,181,181,Chad Collins,79,7.14,7,98
181,182,182,John Senden,80,6.58,5,76
182,183,183,Adam Scott,51,6.15,4,65
183,184,184,Bill Lunde,50,1.92,1,52
