,Bounce_Back_RANK THIS WEEK,Bounce_Back_RANK LAST WEEK,Bounce_Back_PLAYER NAME,Bounce_Back_ROUNDS,Bounce_Back_%
139,140,140,James Hahn,94,18.6
140,141,141,Jeff Overton,94,18.58
141,142,142,Luke Guthrie,84,18.55
142,143,143,Sean O'Hair,86,18.44
143,T144,T144,Jamie Donaldson,50,18.38
144,T144,T144,Matt Jones,89,18.38
145,146,146,Andrew Putnam,68,18.35
146,147,147,Alex Prugh,84,18.31
147,148,148,Brendon Todd,96,18.3
148,149,149,Mark Hubbard,79,18.23
149,150,150,Henrik Stenson,63,18.12
150,151,151,Max Homa,78,18.1
151,152,152,Retief Goosen,81,17.98
152,153,153,Ken Duke,93,17.95
153,154,154,Michael Putnam,87,17.76
154,155,155,Brice Garnett,81,17.65
155,156,156,Boo Weekley,79,17.59
156,157,157,Kyle Reifers,96,17.55
157,158,158,Bill Haas,89,17.54
158,159,159,Tom Hoge,83,17.51
159,160,160,Geoff Ogilvy,50,17.5
160,T161,T161,Graham DeLaet,65,17.37
161,T161,T161,Fabián Gómez,83,17.37
162,163,163,Jonathan Randolph,72,16.93
163,164,164,Erik Compton,86,16.87
164,165,165,Gonzalo Fernandez-Castaño,81,16.81
165,T166,T166,Stewart Cink,77,16.67
166,T166,T166,Heath Slocum,57,16.67
167,168,168,Troy Merritt,91,16.6
168,169,169,Jim Renner,68,16.59
169,170,170,Ben Crane,62,16.57
170,171,171,Ben Martin,93,16.48
171,172,172,Jhonattan Vegas,90,16.39
172,173,173,Robert Allenby,63,16.24
173,174,174,K.J. Choi,66,16.05
174,T175,T175,Lucas Glover,79,15.97
175,T175,T175,Davis Love III,51,15.97
176,177,177,J.J. Henry,94,15.83
177,178,178,Cameron Tringale,96,15.79
178,179,179,Ricky Barnes,82,15.42
179,180,180,Billy Hurley III,83,14.81
180,181,181,D.A. Points,72,14.76
181,182,182,David Hearn,97,14.57
182,183,183,Matt Every,73,14.4
183,184,184,Brian Davis,86,13.89
