,Total_Birdies_RANK THIS WEEK,Total_Birdies_RANK LAST WEEK,Total_Birdies_PLAYER NAME,Total_Birdies_ROUNDS,Total_Birdies_TOTAL
57,T57,T57,Jeff Overton,94,323
58,T59,T59,Spencer Levin,99,322
59,T59,T59,Steve Wheatcroft,87,322
60,T61,T61,Scott Langley,94,321
61,T61,T61,Chris Stroud,84,321
62,T63,T63,Brian Harman,90,320
63,T63,T63,Sean O'Hair,86,320
64,65,65,Kevin Streelman,95,318
65,T66,T66,Jim Herman,88,316
66,T66,T66,Colt Knost,90,316
67,T66,T66,Brooks Koepka,84,316
68,69,69,Paul Casey,87,315
69,T70,T70,Scott Pinckney,88,314
70,T70,T70,Brian Stuard,97,314
71,72,72,Ken Duke,93,312
72,73,73,Rory Sabbatini,81,311
73,74,74,Andres Gonzales,90,310
74,75,75,Bryce Molder,91,309
75,T76,T76,Martin Flores,95,308
76,T76,T76,Morgan Hoffmann,85,308
77,T78,T78,Erik Compton,86,307
78,T78,T78,Tom Hoge,83,307
79,T80,T80,Dustin Johnson,75,304
80,T80,T80,Nicholas Thompson,90,304
81,T80,T80,Camilo Villegas,83,304
82,83,83,Jerry Kelly,79,303
83,T84,T84,Hunter Mahan,88,300
84,T84,T84,Troy Merritt,91,300
85,T86,T86,Fabián Gómez,83,299
86,T86,T86,Ryan Moore,81,299
87,88,88,Luke Guthrie,84,298
88,89,89,Bill Haas,89,295
89,T90,T90,Justin Rose,69,293
90,T90,T90,Jhonattan Vegas,90,293
91,T90,T90,Boo Weekley,79,293
92,T90,T90,Mark Wilson,89,293
93,T94,T94,Michael Putnam,87,292
94,T94,T94,Michael Thompson,83,292
95,T94,T94,Bubba Watson,71,292
96,97,97,Bo Van Pelt,81,288
97,T98,T98,Ryan Palmer,80,287
98,T98,T98,Alex Prugh,84,287
99,100,100,Stewart Cink,77,286
100,101,101,Rickie Fowler,76,285
101,T102,T102,Lucas Glover,79,284
102,T102,T102,Sam Saunders,83,284
103,T102,T102,Webb Simpson,81,284
104,T105,T105,Blayne Barber,76,279
105,T105,T105,John Peterson,84,279
106,T107,T107,Martin Laird,77,278
107,T107,T107,Phil Mickelson,70,278
108,109,109,John Senden,80,277
109,T110,T110,J.J. Henry,94,274
110,T110,T110,Vijay Singh,78,274
111,112,112,Mark Hubbard,79,273
112,T113,T113,Brice Garnett,81,271
113,T113,T113,Chris Kirk,76,271
114,T115,T115,Chad Collins,79,270
115,T115,T115,Jason Gore,76,270
116,117,117,Ricky Barnes,82,269
117,118,118,Brian Davis,86,268
118,119,119,Gonzalo Fernandez-Castaño,81,267
119,120,120,Jonas Blixt,78,266
120,121,121,Jon Curran,83,265
121,T122,T122,Aaron Baddeley,76,264
122,T122,T122,John Merrick,78,264
123,124,124,Jason Dufner,76,263
124,125,125,Retief Goosen,81,261
125,T126,T126,Derek Fathauer,81,260
126,T126,T126,Andrew Svoboda,80,260
127,128,128,Marc Leishman,74,259
128,T129,T129,Max Homa,78,258
129,T129,T129,Whee Kim,71,258
130,T129,T129,Gary Woodland,81,258
131,132,132,Charlie Beljan,76,256
132,133,133,Cameron Percy,72,252
133,134,134,Henrik Stenson,63,241
134,T135,T135,Jonathan Byrd,69,240
135,T135,T135,Ian Poulter,68,240
136,T137,T137,Jim Furyk,71,238
137,T137,T137,Billy Hurley III,83,238
138,T137,T137,Seung-Yul Noh,65,238
139,140,140,Louis Oosthuizen,68,237
140,141,141,Johnson Wagner,68,236
141,T142,T142,Graham DeLaet,65,234
142,T142,T142,Derek Ernst,75,234
143,144,144,Jonathan Randolph,72,232
144,145,145,Luke Donald,71,230
145,T146,T146,Robert Garrigus,70,229
146,T146,T146,Charl Schwartzel,67,229
147,148,148,Andres Romero,69,228
148,T149,T149,Sung Joon Park,79,226
149,T149,T149,D.A. Points,72,226
150,T149,T149,Andrew Putnam,68,226
151,152,152,Sergio Garcia,59,221
152,153,153,Scott Stallings,60,216
153,154,154,K.J. Choi,66,212
154,T155,T155,Willy Wilcox,58,211
155,T155,T155,Tim Wilkinson,73,211
156,T157,T157,Steven Alker,62,210
157,T157,T157,Matt Every,73,210
158,159,159,Patrick Rodgers,57,207
159,160,160,Chez Reavie,56,202
160,161,161,Padraig Harrington,60,199
161,162,162,Lee Westwood,56,197
162,163,163,Ernie Els,57,196
163,164,164,Greg Owen,58,195
164,165,165,Greg Chalmers,58,194
165,166,166,Byron Smith,59,189
166,T167,T167,Oscar Fraustro,58,188
167,T167,T167,David Toms,62,188
168,169,169,Ben Crane,62,186
169,T170,T170,Justin Leonard,61,185
170,T170,T170,Jim Renner,68,185
171,T172,T172,Robert Allenby,63,184
172,T172,T172,Ángel Cabrera,53,184
173,174,174,Roger Sloan,56,182
174,175,175,Adam Scott,51,179
175,176,176,Tyrone Van Aswegen,58,177
176,177,177,Francesco Molinari,56,173
177,178,178,Heath Slocum,57,171
178,179,179,Eric Axley,57,169
179,180,180,Geoff Ogilvy,50,163
180,181,181,Roberto Castro,54,159
181,182,182,Davis Love III,51,158
182,183,183,Jamie Donaldson,50,149
183,184,184,Bill Lunde,50,144
