,First_Tee_Early_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Scoring_Average_PLAYER NAME,First_Tee_Early_Scoring_Average_ROUNDS,First_Tee_Early_Scoring_Average_AVG,First_Tee_Early_Scoring_Average_TOTAL STROKES,First_Tee_Early_Scoring_Average_TOT. EARLY RDS.(1ST TEE)
37,T35,T35,Brandt Snedeker,98,69.96,1889,27
38,39,39,Pat Perez,96,69.97,2519,36
39,40,40,Jim Furyk,71,70.0,840,12
40,41,41,Charley Hoffman,97,70.03,2451,35
41,42,42,Brendan Steele,88,70.04,1891,27
42,43,43,Cameron Percy,72,70.05,1331,19
43,44,44,Jonathan Randolph,72,70.07,1051,15
44,45,45,Steven Alker,62,70.1,1472,21
45,46,46,John Merrick,78,70.13,1683,24
46,T47,T47,Andres Gonzales,90,70.14,1964,28
47,T47,T47,Jeff Overton,94,70.14,1473,21
48,49,49,Kyle Reifers,96,70.15,2806,40
49,50,50,John Peterson,84,70.16,2245,32
50,51,51,Michael Putnam,87,70.17,2035,29
51,52,52,George McNeill,93,70.18,2316,33
52,53,53,Spencer Levin,99,70.19,1895,27
53,T54,T54,Tyrone Van Aswegen,58,70.21,1334,19
54,T54,T54,Nick Watney,91,70.21,2036,29
55,56,56,William McGirt,103,70.23,2458,35
56,57,57,Martin Laird,77,70.24,1756,25
57,T58,T58,Brooks Koepka,84,70.26,1335,19
58,T58,T58,Rory Sabbatini,81,70.26,1897,27
59,60,60,Erik Compton,86,70.27,1827,26
60,T61,T61,Harris English,105,70.29,2460,35
61,T61,T61,Derek Fathauer,81,70.29,1195,17
62,T61,T61,Bryce Molder,91,70.29,2179,31
63,T61,T61,Louis Oosthuizen,68,70.29,1195,17
64,T61,T61,Shawn Stefani,94,70.29,2460,35
65,66,66,Tony Finau,106,70.3,2320,33
66,67,67,Daniel Summerhays,101,70.31,2461,35
67,68,68,K.J. Choi,66,70.32,1547,22
68,T69,T69,Marc Leishman,74,70.33,1477,21
69,T69,T69,Webb Simpson,81,70.33,1899,27
70,71,71,Zac Blair,108,70.34,2673,38
71,72,72,Brian Davis,86,70.36,1759,25
72,T73,T73,Mark Hubbard,79,70.38,1478,21
73,T73,T73,Brendon Todd,96,70.38,2393,34
74,T75,T75,Chad Collins,79,70.43,1479,21
75,T75,T75,Luke Donald,71,70.43,1479,21
76,T75,T75,Troy Merritt,91,70.43,1620,23
77,T75,T75,Roger Sloan,56,70.43,493,7
78,79,79,Adam Scott,51,70.44,634,9
79,80,80,Stewart Cink,77,70.45,1550,22
80,T81,T81,Derek Ernst,75,70.46,1832,26
81,T81,T81,Jason Kokrak,88,70.46,1832,26
82,T83,T83,Kevin Kisner,104,70.47,2396,34
83,T83,T83,Sean O'Hair,86,70.47,1339,19
84,T85,T85,Hudson Swafford,97,70.48,1621,23
85,T85,T85,Tim Wilkinson,73,70.48,1621,23
86,T87,T87,Aaron Baddeley,76,70.5,2115,30
87,T87,T87,Justin Rose,69,70.5,705,10
88,89,89,Carlos Ortiz,100,70.53,2116,30
89,T90,T90,Ian Poulter,68,70.57,988,14
90,T90,T90,Robert Streb,110,70.57,2470,35
91,T92,T92,Scott Brown,97,70.58,2188,31
92,T92,T92,Billy Horschel,99,70.58,1694,24
93,94,94,Billy Hurley III,83,70.6,1765,25
94,T95,T95,James Hahn,94,70.61,2330,33
95,T95,T95,Scott Piercy,90,70.61,2330,33
96,T97,T97,Sergio Garcia,59,70.63,565,8
97,T97,T97,Russell Knox,96,70.63,1907,27
98,99,99,Bill Lunde,50,70.64,989,14
99,100,100,Ryan Palmer,80,70.66,2049,29
100,T101,T101,Brendon de Jonge,106,70.67,2544,36
101,T101,T101,Ben Martin,93,70.67,2332,33
102,103,103,Jhonattan Vegas,90,70.68,1555,22
103,T104,T104,Ken Duke,93,70.69,2757,39
104,T104,T104,Martin Flores,95,70.69,1838,26
105,T104,T104,David Lingmerth,90,70.69,1838,26
106,T107,T107,Adam Hadwin,95,70.7,2121,30
107,T107,T107,Carl Pettersson,106,70.7,2616,37
108,109,109,Lee Westwood,56,70.71,1485,21
109,110,110,Scott Langley,94,70.72,2263,32
110,111,111,Kevin Streelman,95,70.73,2617,37
111,112,112,Alex Cejka,94,70.74,2193,31
112,113,113,John Senden,80,70.75,2264,32
113,114,114,Hunter Mahan,88,70.76,2335,33
114,T115,T115,Ricky Barnes,82,70.78,1274,18
115,T115,T115,Jason Gore,76,70.78,1628,23
116,117,117,Jason Dufner,76,70.81,1841,26
117,T118,T118,Alex Prugh,84,70.83,2125,30
118,T118,T118,Steve Wheatcroft,87,70.83,1700,24
119,T120,T120,Luke Guthrie,84,70.85,1842,26
120,T120,T120,David Toms,62,70.85,921,13
121,122,122,Brian Harman,90,70.86,1984,28
122,123,123,David Hearn,97,70.88,2339,33
123,T124,T124,John Huh,102,70.91,3049,43
124,T124,T124,Scott Pinckney,88,70.91,1631,23
125,126,126,Gonzalo Fernandez-Castaño,81,70.95,1348,19
126,127,127,Retief Goosen,81,70.96,1845,26
127,T128,T128,Rickie Fowler,76,71.0,994,14
128,T128,T128,Lucas Glover,79,71.0,2201,31
129,T128,T128,Justin Leonard,61,71.0,1207,17
130,T128,T128,Sam Saunders,83,71.0,1633,23
131,132,132,Brian Stuard,97,71.03,2202,31
132,T133,T133,Brice Garnett,81,71.04,1847,26
133,T133,T133,Morgan Hoffmann,85,71.04,1776,25
134,T133,T133,Michael Thompson,83,71.04,1918,27
135,T133,T133,Bo Van Pelt,81,71.04,1634,23
136,T133,T133,Jimmy Walker,89,71.04,1705,24
137,138,138,Ryan Moore,81,71.07,2061,29
138,139,139,Davis Love III,51,71.08,853,12
139,140,140,Phil Mickelson,70,71.09,1564,22
140,141,141,Nick Taylor,91,71.1,2133,30
141,T142,T142,Fabián Gómez,83,71.12,1778,25
142,T142,T142,Vijay Singh,78,71.12,2418,34
143,T142,T142,Gary Woodland,81,71.12,2347,33
144,T145,T145,Bill Haas,89,71.13,2205,31
145,T145,T145,Andres Romero,69,71.13,1138,16
146,T147,T147,Chris Stroud,84,71.14,2063,29
147,T147,T147,Mark Wilson,89,71.14,2561,36
148,149,149,Seung-Yul Noh,65,71.15,1850,26
149,150,150,J.J. Henry,94,71.19,2207,31
150,T151,T151,Ryo Ishikawa,90,71.22,2279,32
151,T151,T151,Sung Joon Park,79,71.22,1638,23
152,153,153,Charlie Beljan,76,71.24,1781,25
153,154,154,Sangmoon Bae,98,71.26,2993,42
154,155,155,Greg Owen,58,71.29,1212,17
155,T156,T156,Andrew Putnam,68,71.33,1070,15
156,T156,T156,Boo Weekley,79,71.33,1712,24
157,T158,T158,J.B. Holmes,89,71.35,1855,26
158,T158,T158,Charl Schwartzel,67,71.35,1213,17
159,T158,T158,Cameron Tringale,96,71.35,1427,20
160,161,161,Jon Curran,83,71.36,1570,22
161,162,162,Nicholas Thompson,90,71.38,1713,24
162,163,163,Ben Crane,62,71.39,1285,18
163,164,164,Chris Kirk,76,71.46,2001,28
164,165,165,Camilo Villegas,83,71.47,2287,32
165,166,166,Geoff Ogilvy,50,71.55,1574,22
166,167,167,Heath Slocum,57,71.58,1360,19
167,168,168,Greg Chalmers,58,71.67,1505,21
168,169,169,Max Homa,78,71.73,1076,15
169,170,170,Jamie Donaldson,50,71.8,1436,20
170,171,171,Chesson Hadley,101,71.98,3167,44
171,172,172,Byron Smith,59,72.0,1224,17
172,173,173,Jim Renner,68,72.06,1225,17
173,174,174,Eric Axley,57,72.15,938,13
174,175,175,Padraig Harrington,60,72.2,1444,20
175,176,176,D.A. Points,72,72.23,2239,31
176,177,177,Ángel Cabrera,53,72.26,1373,19
177,178,178,Robert Garrigus,70,72.29,1229,17
178,179,179,Ernie Els,57,72.31,1157,16
179,T180,T180,Robert Allenby,63,72.5,1305,18
180,T180,T180,Oscar Fraustro,58,72.5,1305,18
181,182,182,Matt Every,73,72.52,1958,27
182,183,183,Andrew Svoboda,80,72.67,1962,27
183,184,184,Scott Stallings,60,72.68,1599,22
