,Eagles_Holes_per_RANK THIS WEEK,Eagles_Holes_per_RANK LAST WEEK,Eagles_Holes_per_PLAYER NAME,Eagles_Holes_per_ROUNDS,Eagles_Holes_per_FREQUENCY,Eagles_Holes_per_# OF HOLES,Eagles_Holes_per_# OF EAGLES
54,55,55,Scott Brown,97,174.6,1746,10
55,56,56,Vijay Singh,78,175.5,1404,8
56,T57,T57,Steven Alker,62,180.0,1080,6
57,T57,T57,Roberto Castro,54,180.0,900,5
58,T57,T57,Scott Stallings,60,180.0,1080,6
59,60,60,Chesson Hadley,101,181.8,1818,10
60,61,61,Martin Flores,95,182.0,1638,9
61,62,62,Michael Thompson,83,182.3,1458,8
62,63,63,James Hahn,94,188.0,1692,9
63,T64,T64,Charles Howell III,105,189.0,1890,10
64,T64,T64,Brendan Steele,88,189.0,1512,8
65,66,66,Brandt Snedeker,98,190.0,1710,9
66,67,67,Blayne Barber,76,190.3,1332,7
67,68,68,Nicholas Thompson,90,193.5,1548,8
68,69,69,Greg Chalmers,58,194.4,972,5
69,70,70,Danny Lee,120,196.4,2160,11
70,71,71,Patrick Reed,103,200.0,1800,9
71,72,72,Ryan Moore,81,200.6,1404,7
72,73,73,Daniel Summerhays,101,202.0,1818,9
73,74,74,Brian Harman,90,202.5,1620,8
74,T75,T75,Lucas Glover,79,203.1,1422,7
75,T75,T75,Boo Weekley,79,203.1,1422,7
76,77,77,Harris English,105,204.0,1836,9
77,78,78,Nick Watney,91,204.8,1638,8
78,T79,T79,Alex Cejka,94,207.0,1656,8
79,T79,T79,Bill Lunde,50,207.0,828,4
80,T79,T79,Jeff Overton,94,207.0,1656,8
81,82,82,Rory Sabbatini,81,208.3,1458,7
82,T83,T83,Adam Hadwin,95,209.3,1674,8
83,T83,T83,George McNeill,93,209.3,1674,8
84,T85,T85,Matt Every,73,210.0,1260,6
85,T85,T85,Phil Mickelson,70,210.0,1260,6
86,87,87,Charley Hoffman,97,211.5,1692,8
87,88,88,Carl Pettersson,106,212.0,1908,9
88,T89,T89,Derek Ernst,75,213.0,1278,6
89,T89,T89,Tim Wilkinson,73,213.0,1278,6
90,T91,T91,Keegan Bradley,87,216.0,1512,7
91,T91,T91,Pat Perez,96,216.0,1728,8
92,93,93,Daniel Berger,97,218.3,1746,8
93,94,94,Robert Streb,110,220.0,1980,9
94,95,95,Sangmoon Bae,98,220.5,1764,8
95,96,96,Andres Gonzales,90,221.1,1548,7
96,97,97,Ken Duke,93,228.9,1602,7
97,98,98,Ben Martin,93,231.4,1620,7
98,99,99,Patrick Rodgers,57,238.5,954,4
99,100,100,Alex Prugh,84,240.0,1440,6
100,T101,T101,Sam Saunders,83,243.0,1458,6
101,T101,T101,Tyrone Van Aswegen,58,243.0,972,4
102,103,103,Johnson Wagner,68,244.8,1224,5
103,T104,T104,Brian Davis,86,246.0,1476,6
104,T104,T104,Luke Guthrie,84,246.0,1476,6
105,106,106,Billy Horschel,99,246.9,1728,7
106,107,107,Camilo Villegas,83,249.0,1494,6
107,T108,T108,Sergio Garcia,59,252.0,1008,4
108,T108,T108,Hunter Mahan,88,252.0,1512,6
109,T108,T108,D.A. Points,72,252.0,1260,5
110,T108,T108,Jonathan Randolph,72,252.0,1260,5
111,T108,T108,Chez Reavie,56,252.0,1008,4
112,113,113,Ernie Els,57,256.5,1026,4
113,T114,T114,Bill Haas,89,258.0,1548,6
114,T114,T114,Jimmy Walker,89,258.0,1548,6
115,116,116,Jason Kokrak,88,264.0,1584,6
116,117,117,John Merrick,78,266.4,1332,5
117,118,118,John Senden,80,270.0,1350,5
118,119,119,Kevin Streelman,95,273.0,1638,6
119,120,120,Justin Leonard,61,274.5,1098,4
120,121,121,Sung Joon Park,79,277.2,1386,5
121,122,122,Ricky Barnes,82,280.8,1404,5
122,123,123,Charl Schwartzel,67,283.5,1134,4
123,T124,T124,Chad Collins,79,284.4,1422,5
124,T124,T124,Billy Hurley III,83,284.4,1422,5
125,T126,T126,Jason Bohn,95,285.0,1710,6
126,T126,T126,Kevin Na,98,285.0,1710,6
127,T128,T128,Geoff Ogilvy,50,288.0,864,3
128,T128,T128,Cameron Tringale,96,288.0,1728,6
129,130,130,Ian Poulter,68,292.5,1170,4
130,131,131,Jim Renner,68,297.0,1188,4
131,132,132,Russell Henley,87,302.4,1512,5
132,T133,T133,Davis Love III,51,306.0,918,3
133,T133,T133,Michael Putnam,87,306.0,1530,5
134,135,135,William McGirt,103,309.0,1854,6
135,136,136,Colt Knost,90,309.6,1548,5
136,137,137,Kevin Kisner,104,312.0,1872,6
137,T138,T138,Zach Johnson,90,313.2,1566,5
138,T138,T138,Bryce Molder,91,313.2,1566,5
139,140,140,Marc Leishman,74,315.0,1260,4
140,141,141,Jim Herman,88,316.8,1584,5
141,T142,T142,Brendon de Jonge,106,318.0,1908,6
142,T142,T142,Francesco Molinari,56,318.0,954,3
143,144,144,David Lingmerth,90,324.0,1620,5
144,T145,T145,Scott Langley,94,331.2,1656,5
145,T145,T145,Kyle Reifers,96,331.2,1656,5
146,147,147,Brendon Todd,96,334.8,1674,5
147,148,148,Retief Goosen,81,346.5,1386,4
148,149,149,Greg Owen,58,348.0,1044,3
149,150,150,Spencer Levin,99,349.2,1746,5
150,151,151,Tom Hoge,83,355.5,1422,4
151,152,152,K.J. Choi,66,372.0,1116,3
152,153,153,Mark Wilson,89,382.5,1530,4
153,154,154,Nick Taylor,91,409.5,1638,4
154,155,155,Chad Campbell,97,436.5,1746,4
155,156,156,Mark Hubbard,79,462.0,1386,3
156,157,157,Zac Blair,108,468.0,1872,4
157,158,158,Heath Slocum,57,477.0,954,2
158,159,159,Oscar Fraustro,58,486.0,972,2
159,160,160,Byron Smith,59,495.0,990,2
160,161,161,David Toms,62,522.0,1044,2
161,162,162,Padraig Harrington,60,540.0,1080,2
162,163,163,Troy Merritt,91,546.0,1638,3
163,T164,T164,Russell Knox,96,576.0,1728,3
164,T164,T164,Andrew Putnam,68,576.0,1152,2
165,166,166,David Hearn,97,582.0,1746,3
166,167,167,Justin Rose,69,594.0,1188,2
167,168,168,Luke Donald,71,639.0,1278,2
168,169,169,Max Homa,78,666.0,1332,2
169,T170,T170,Stewart Cink,77,693.0,1386,2
170,T170,T170,Gonzalo Fernandez-Castaño,81,693.0,1386,2
171,T172,T172,Jon Curran,83,711.0,1422,2
172,T172,T172,Brice Garnett,81,711.0,1422,2
173,T172,T172,Jerry Kelly,79,711.0,1422,2
174,T172,T172,Bo Van Pelt,81,711.0,1422,2
175,176,176,Roger Sloan,56,936.0,936,1
176,177,177,Ben Crane,62,1044.0,1044,1
177,178,178,Robert Allenby,63,1062.0,1062,1
178,179,179,Jonathan Byrd,69,1170.0,1170,1
179,180,180,Whee Kim,71,1242.0,1242,1
180,181,181,Fabián Gómez,83,1494.0,1494,1
181,182,182,Chris Stroud,84,1512.0,1512,1
182,183,183,Brian Stuard,97,1674.0,1674,1
