,Putts_Per_Round_RANK THIS WEEK,Putts_Per_Round_RANK LAST WEEK,Putts_Per_Round_PLAYER NAME,Putts_Per_Round_ROUNDS,Putts_Per_Round_AVG,Putts_Per_Round_TOTAL PUTTS,Putts_Per_Round_TOTAL ROUNDS,Putts_Per_Round_LOW TOTAL PUTTS
115,T115,T115,Brendan Steele,89,29.24,2485,85,23
116,117,117,Harris English,95,29.28,2694,92,22
117,T118,T118,David Toms,64,29.29,1816,62,23
118,T118,T118,Johnson Wagner,69,29.29,1904,65,25
119,T120,T120,Tommy Gainey,73,29.3,2022,69,24
120,T120,T120,Shawn Stefani,60,29.3,1758,60,23
121,122,122,"Ted Potter, Jr.",68,29.31,1993,68,24
122,T123,T123,Bill Haas,107,29.33,3080,105,22
123,T123,T123,Hunter Mahan,88,29.33,2493,85,23
124,T125,T125,Billy Hurley III,86,29.38,2527,86,23
125,T125,T125,Scott Stallings,77,29.38,2233,76,24
126,T127,T127,Ángel Cabrera,69,29.39,2028,69,24
127,T127,T127,Bud Cauley,56,29.39,1646,56,23
128,T129,T129,John Huh,87,29.43,2443,83,23
129,T129,T129,Troy Matteson,62,29.43,1707,58,19
130,T129,T129,Geoff Ogilvy,84,29.43,2354,80,24
131,132,132,Carl Pettersson,91,29.44,2679,91,23
132,133,133,Jamie Lovemark,64,29.48,1769,60,23
133,134,134,Stewart Cink,91,29.52,2686,91,25
134,135,135,Rory Sabbatini,82,29.53,2303,78,24
135,T136,T136,Ken Duke,80,29.54,2304,78,23
136,T136,T136,Vijay Singh,83,29.54,2452,83,24
137,138,138,Martin Flores,85,29.56,2513,85,23
138,139,139,Briny Baird,50,29.58,1479,50,24
139,T140,T140,Josh Teater,90,29.59,2604,88,25
140,T140,T140,Willy Wilcox,51,29.59,1450,49,23
141,142,142,Bo Van Pelt,83,29.6,2457,83,25
142,143,143,Davis Love III,74,29.63,2133,72,24
143,144,144,Charlie Beljan,76,29.64,2134,72,21
144,145,145,James Hahn,82,29.65,2372,80,24
145,146,146,Jason Dufner,57,29.67,1602,54,23
146,147,147,Nick Watney,80,29.69,2227,75,23
147,T148,T148,Trevor Immelman,84,29.7,2376,80,22
148,T148,T148,Andrew Svoboda,77,29.7,2287,77,22
149,150,150,Heath Slocum,71,29.71,2050,69,24
150,151,151,Jim Herman,62,29.74,1725,58,25
151,152,152,Graham DeLaet,80,29.75,2350,79,25
152,T153,T153,Martin Laird,66,29.76,1845,62,24
153,T153,T153,Michael Putnam,106,29.76,3036,102,23
154,T153,T153,Kevin Stadler,90,29.76,2649,89,25
155,156,156,Mark Wilson,69,29.77,1935,65,25
156,157,157,Jim Renner,61,29.81,1759,59,26
157,158,158,D.A. Points,75,29.82,2177,73,24
158,159,159,Robert Allenby,83,29.85,2418,81,23
159,160,160,Billy Horschel,92,29.86,2687,90,22
160,161,161,Henrik Stenson,56,29.89,1614,54,24
161,162,162,John Peterson,62,29.9,1794,60,23
162,163,163,Derek Ernst,80,29.92,2274,76,24
163,T164,T164,Jeff Maggert,54,29.98,1619,54,24
164,T164,T164,Louis Oosthuizen,50,29.98,1379,46,24
165,166,166,John Rollins,84,30.06,2405,80,24
166,167,167,Justin Hicks,103,30.09,2979,99,25
167,168,168,John Merrick,87,30.12,2500,83,26
168,169,169,Jhonattan Vegas,77,30.13,2260,75,24
169,170,170,Kevin Tway,64,30.15,1809,60,24
170,171,171,Hudson Swafford,75,30.18,2143,71,24
171,172,172,Chad Campbell,57,30.25,1603,53,25
172,T173,T173,J.J. Henry,91,30.33,2639,87,24
173,T173,T173,Nicholas Thompson,85,30.33,2457,81,24
174,175,175,Kyle Stanley,87,30.36,2520,83,22
175,176,176,Boo Weekley,73,30.56,2200,72,25
176,177,177,Lucas Glover,68,30.85,2036,66,25
