,Putting_-_Inside_10_RANK THIS WEEK,Putting_-_Inside_10_RANK LAST WEEK,Putting_-_Inside_10_PLAYER NAME,Putting_-_Inside_10_ROUNDS,Putting_-_Inside_10_% MADE,Putting_-_Inside_10_ATTEMPTS,Putting_-_Inside_10_PUTTS MADE
54,55,55,Bill Haas,107,87.95,1510,1328
55,56,56,K.J. Choi,80,87.94,1227,1079
56,T57,T57,Brooks Koepka,56,87.93,779,685
57,T57,T57,Martin Laird,66,87.93,1027,903
58,T57,T57,Josh Teater,90,87.93,1400,1231
59,60,60,Ben Curtis,77,87.92,1159,1019
60,T61,T61,Brendon de Jonge,109,87.87,1706,1499
61,T61,T61,Russell Knox,92,87.87,1542,1355
62,63,63,James Driscoll,71,87.85,1070,940
63,64,64,Ben Crane,81,87.8,1434,1259
64,65,65,James Hahn,82,87.74,1362,1195
65,66,66,Willy Wilcox,51,87.73,750,658
66,67,67,Brian Stuard,91,87.66,1353,1186
67,68,68,Michael Thompson,74,87.65,1093,958
68,69,69,Will MacKenzie,82,87.6,1339,1173
69,T70,T70,Matt Every,85,87.58,1159,1015
70,T70,T70,Phil Mickelson,71,87.58,918,804
71,72,72,Andrew Svoboda,77,87.57,1223,1071
72,73,73,Shawn Stefani,60,87.56,1061,929
73,74,74,Jeff Overton,80,87.55,1213,1062
74,T75,T75,Briny Baird,50,87.49,847,741
75,T75,T75,Harris English,95,87.49,1375,1203
76,T75,T75,George McNeill,79,87.49,1279,1119
77,T78,T78,Webb Simpson,87,87.47,1349,1180
78,T78,T78,Brendan Steele,89,87.47,1301,1138
79,80,80,Spencer Levin,59,87.46,933,816
80,T81,T81,J.B. Holmes,86,87.43,1440,1259
81,T81,T81,Dustin Johnson,58,87.43,748,654
82,T83,T83,Pat Perez,84,87.42,1383,1209
83,T83,T83,Charlie Wi,72,87.42,1208,1056
84,85,85,Brad Fritsch,50,87.36,728,636
85,T86,T86,Jason Kokrak,65,87.33,1113,972
86,T86,T86,Kevin Tway,64,87.33,884,772
87,88,88,Henrik Stenson,56,87.32,710,620
88,T89,T89,Erik Compton,88,87.31,1395,1218
89,T89,T89,Sergio Garcia,61,87.31,725,633
90,91,91,Jordan Spieth,102,87.28,1454,1269
91,92,92,Troy Matteson,62,87.27,935,816
92,93,93,Tim Wilkinson,86,87.23,1331,1161
93,T94,T94,Charles Howell III,106,87.21,1767,1541
94,T94,T94,Y.E. Yang,79,87.21,1149,1002
95,96,96,Bubba Watson,76,87.2,1047,913
96,97,97,David Lingmerth,80,87.19,1249,1089
97,98,98,Charley Hoffman,93,87.16,1417,1235
98,T99,T99,Jonas Blixt,64,87.14,801,698
99,T99,T99,Kevin Stadler,90,87.14,1236,1077
100,101,101,Brian Davis,93,87.11,1497,1304
101,102,102,Mike Weir,69,87.07,990,862
102,103,103,Chris Kirk,105,87.05,1568,1365
103,104,104,Ricky Barnes,92,87.01,1447,1259
104,105,105,Charl Schwartzel,64,86.99,999,869
105,T106,T106,John Huh,87,86.97,1320,1148
106,T106,T106,Martin Kaymer,65,86.97,890,774
107,108,108,Ángel Cabrera,69,86.96,1135,987
108,109,109,Nick Watney,80,86.94,1049,912
109,110,110,Scott Brown,100,86.88,1547,1344
110,111,111,Carl Pettersson,91,86.85,1597,1387
111,112,112,Gary Woodland,93,86.83,1359,1180
112,113,113,Mark Wilson,69,86.82,1077,935
113,114,114,Bud Cauley,56,86.8,856,743
114,115,115,Danny Lee,84,86.77,1270,1102
115,116,116,Chad Campbell,57,86.71,858,744
116,117,117,Robert Garrigus,80,86.69,1352,1172
117,118,118,Luke Guthrie,85,86.65,1401,1214
118,119,119,Heath Slocum,71,86.63,1152,998
119,120,120,Andrew Loupe,65,86.62,912,790
120,121,121,Scott Stallings,77,86.6,1179,1021
121,122,122,Stewart Cink,91,86.58,1349,1168
122,123,123,Matt Jones,83,86.56,1109,960
123,124,124,John Rollins,84,86.55,1264,1094
124,125,125,D.H. Lee,54,86.53,839,726
125,126,126,David Toms,64,86.52,1009,873
126,T127,T127,Robert Allenby,83,86.49,1318,1140
127,T127,T127,Michael Putnam,106,86.49,1747,1511
128,T129,T129,Sangmoon Bae,76,86.46,1204,1041
129,T129,T129,Camilo Villegas,95,86.46,1566,1354
130,131,131,Justin Rose,70,86.45,974,842
131,132,132,Brian Harman,111,86.43,1872,1618
132,133,133,Wes Roach,67,86.42,935,808
133,134,134,Ryan Moore,86,86.41,1155,998
134,T135,T135,Jim Herman,62,86.4,919,794
135,T135,T135,Kevin Streelman,79,86.4,1118,966
136,T135,T135,Jhonattan Vegas,77,86.4,1235,1067
137,138,138,Brandt Snedeker,89,86.32,1221,1054
138,139,139,Paul Casey,56,86.31,811,700
139,140,140,Tommy Gainey,73,86.29,1138,982
140,141,141,John Peterson,62,86.28,1064,918
141,142,142,Robert Streb,75,86.25,1193,1029
142,143,143,Jonathan Byrd,76,86.24,1228,1059
143,144,144,Lee Westwood,57,86.23,799,689
144,T145,T145,Kevin Chappell,100,86.2,1645,1418
145,T145,T145,Martin Flores,85,86.2,1283,1106
146,T145,T145,Marc Leishman,81,86.2,1297,1118
147,148,148,"Ted Potter, Jr.",68,86.18,1129,973
148,149,149,Ernie Els,85,86.1,1180,1016
149,T150,T150,Jamie Lovemark,64,86.09,906,780
150,T150,T150,Bo Van Pelt,83,86.09,1258,1083
151,152,152,Woody Austin,63,86.08,1085,934
152,153,153,Seung-Yul Noh,92,86.01,1408,1211
153,154,154,Graham DeLaet,80,86.0,1186,1020
154,155,155,D.A. Points,75,85.88,1055,906
155,156,156,Gonzalo Fernandez-Castaño,83,85.85,1307,1122
156,157,157,Ryo Ishikawa,75,85.83,1157,993
157,158,158,Ken Duke,80,85.82,1248,1071
158,159,159,Jeff Maggert,54,85.78,844,724
159,160,160,Steven Bowditch,93,85.63,1496,1281
160,161,161,Derek Ernst,80,85.62,1217,1042
161,162,162,Charlie Beljan,76,85.6,1264,1082
162,163,163,Hideki Matsuyama,82,85.5,1207,1032
163,164,164,Louis Oosthuizen,50,85.47,578,494
164,165,165,Jim Renner,61,85.4,1007,860
165,166,166,Roberto Castro,76,85.32,1131,965
166,167,167,Vijay Singh,83,85.28,1467,1251
167,168,168,Trevor Immelman,84,85.25,1295,1104
168,169,169,Nicholas Thompson,85,85.13,1352,1151
169,170,170,Davis Love III,74,85.12,1210,1030
170,171,171,Jason Dufner,57,85.11,806,686
171,172,172,Rory Sabbatini,82,85.08,1240,1055
172,173,173,Geoff Ogilvy,84,85.0,1393,1184
173,174,174,John Merrick,87,84.97,1377,1170
174,175,175,Boo Weekley,73,84.18,1106,931
175,176,176,Kyle Stanley,87,82.97,1433,1189
176,177,177,Lucas Glover,68,81.22,948,770
