,3-Putt_Avoidance_RANK THIS WEEK,3-Putt_Avoidance_RANK LAST WEEK,3-Putt_Avoidance_PLAYER NAME,3-Putt_Avoidance_ROUNDS,3-Putt_Avoidance_%,3-Putt_Avoidance_TOTAL 3 PUTTS,3-Putt_Avoidance_TOTAL HOLES (OVERALL)
95,T96,T96,Patrick Reed,92,2.96,48,1620
96,T96,T96,Shawn Stefani,60,2.96,32,1080
97,98,98,Phil Mickelson,71,2.97,38,1278
98,99,99,Henrik Stenson,56,2.98,29,972
99,T100,T100,Woody Austin,63,3.01,32,1062
100,T100,T100,Charlie Beljan,76,3.01,39,1296
101,T100,T100,Luke Guthrie,85,3.01,46,1530
102,T100,T100,John Huh,87,3.01,45,1494
103,T104,T104,Ernie Els,85,3.02,43,1422
104,T104,T104,Harris English,95,3.02,50,1656
105,T104,T104,Charlie Wi,72,3.02,38,1260
106,107,107,Webb Simpson,87,3.04,46,1512
107,108,108,Charley Hoffman,93,3.05,51,1674
108,T109,T109,J.J. Henry,91,3.07,48,1566
109,T109,T109,Ryan Palmer,85,3.07,47,1530
110,T111,T111,Bud Cauley,56,3.08,31,1008
111,T111,T111,John Merrick,87,3.08,46,1494
112,113,113,Andrew Svoboda,77,3.1,43,1386
113,T114,T114,Brian Davis,93,3.11,52,1674
114,T114,T114,D.H. Lee,54,3.11,28,900
115,T116,T116,Danny Lee,84,3.13,45,1440
116,T116,T116,Robert Streb,75,3.13,40,1278
117,118,118,Jeff Overton,80,3.14,43,1368
118,119,119,George McNeill,79,3.16,45,1422
119,T120,T120,Chesson Hadley,84,3.17,48,1512
120,T120,T120,Ian Poulter,57,3.17,32,1008
121,T120,T120,Lee Westwood,57,3.17,32,1008
122,123,123,Justin Hicks,103,3.2,57,1782
123,T124,T124,Billy Horschel,92,3.21,52,1620
124,T124,T124,Bo Van Pelt,83,3.21,48,1494
125,126,126,Camilo Villegas,95,3.22,55,1710
126,127,127,Stewart Cink,91,3.24,53,1638
127,128,128,Gonzalo Fernandez-Castaño,83,3.25,48,1476
128,129,129,Trevor Immelman,84,3.26,47,1440
129,130,130,Scott Stallings,77,3.29,45,1368
130,131,131,Tommy Gainey,73,3.3,41,1242
131,T132,T132,Matt Every,85,3.33,51,1530
132,T132,T132,James Hahn,82,3.33,48,1440
133,T132,T132,Brendan Steele,89,3.33,51,1530
134,T135,T135,D.A. Points,75,3.35,44,1314
135,T135,T135,Kevin Streelman,79,3.35,47,1404
136,137,137,Sangmoon Bae,76,3.36,46,1368
137,138,138,Michael Thompson,74,3.38,45,1332
138,139,139,Mark Wilson,69,3.42,40,1170
139,140,140,Bronson La'Cassie,51,3.43,29,846
140,141,141,Seung-Yul Noh,92,3.44,57,1656
141,142,142,Troy Matteson,62,3.45,36,1044
142,T143,T143,Chad Campbell,57,3.46,33,954
143,T143,T143,Andres Romero,81,3.46,48,1386
144,T145,T145,Graham DeLaet,80,3.52,50,1422
145,T145,T145,Jamie Lovemark,64,3.52,38,1080
146,T145,T145,John Peterson,62,3.52,38,1080
147,T145,T145,Hudson Swafford,75,3.52,45,1278
148,149,149,Jim Herman,62,3.54,37,1044
149,150,150,Martin Flores,85,3.59,55,1530
150,151,151,Vijay Singh,83,3.61,54,1494
151,152,152,Davis Love III,74,3.63,47,1296
152,153,153,Jason Dufner,57,3.7,36,972
153,154,154,Ken Duke,80,3.77,53,1404
154,155,155,Ángel Cabrera,69,3.78,47,1242
155,156,156,Kevin Tway,64,3.8,41,1080
156,157,157,Michael Putnam,106,3.81,70,1836
157,T158,T158,Robert Garrigus,80,3.82,55,1440
158,T158,T158,Geoff Ogilvy,84,3.82,55,1440
159,160,160,Andrew Loupe,65,3.83,42,1098
160,161,161,Nick Watney,80,3.85,52,1350
161,162,162,Heath Slocum,71,3.86,48,1242
162,163,163,Briny Baird,50,3.89,35,900
163,164,164,Jhonattan Vegas,77,4.0,54,1350
164,T165,T165,Jeff Maggert,54,4.01,39,972
165,T165,T165,Boo Weekley,73,4.01,52,1296
166,167,167,Jim Renner,61,4.05,43,1062
167,168,168,Steven Bowditch,93,4.12,69,1674
168,T169,T169,Derek Ernst,80,4.17,57,1368
169,T169,T169,Hideki Matsuyama,82,4.17,60,1440
170,171,171,Wes Roach,67,4.41,50,1134
171,172,172,Robert Allenby,83,4.46,65,1458
172,173,173,Rory Sabbatini,82,4.49,63,1404
173,174,174,Nicholas Thompson,85,4.53,66,1458
174,175,175,Louis Oosthuizen,50,4.59,38,828
175,176,176,Kyle Stanley,87,5.42,81,1494
176,177,177,Lucas Glover,68,5.47,65,1188
