,Putting_from_Inside_5_RANK THIS WEEK,Putting_from_Inside_5_RANK LAST WEEK,Putting_from_Inside_5_PLAYER NAME,Putting_from_Inside_5_ROUNDS,Putting_from_Inside_5_%,Putting_from_Inside_5_ATTEMPTS,Putting_from_Inside_5_PUTTS MADE
98,T99,T99,John Peterson,62,96.47,821,792
99,T99,T99,Jordan Spieth,102,96.47,1104,1065
100,T101,T101,Rory McIlroy,66,96.43,673,649
101,T101,T101,Michael Putnam,106,96.43,1372,1323
102,103,103,John Huh,87,96.42,1006,970
103,104,104,Charles Howell III,106,96.4,1387,1337
104,105,105,Matt Kuchar,91,96.39,1079,1040
105,106,106,Robert Garrigus,80,96.38,1023,986
106,107,107,Ryan Moore,86,96.36,879,847
107,108,108,John Rollins,84,96.35,986,950
108,109,109,David Toms,64,96.34,764,736
109,110,110,James Driscoll,71,96.33,844,813
110,111,111,Dustin Johnson,58,96.3,594,572
111,112,112,"Ted Potter, Jr.",68,96.28,861,829
112,T113,T113,Bud Cauley,56,96.27,697,671
113,T113,T113,Justin Rose,70,96.27,751,723
114,115,115,Martin Kaymer,65,96.23,690,664
115,116,116,Hudson Swafford,75,96.22,847,815
116,117,117,Kevin Streelman,79,96.18,864,831
117,118,118,Pat Perez,84,96.17,1071,1030
118,119,119,D.H. Lee,54,96.15,650,625
119,120,120,Andres Romero,81,96.14,1011,972
120,121,121,Graham DeLaet,80,96.13,931,895
121,T122,T122,Ian Poulter,57,96.12,593,570
122,T122,T122,Kevin Stadler,90,96.12,979,941
123,T124,T124,Jonathan Byrd,76,96.07,968,930
124,T124,T124,Stewart Cink,91,96.07,1070,1028
125,126,126,Kevin Tway,64,96.02,704,676
126,127,127,Russell Knox,92,96.0,1200,1152
127,128,128,Ernie Els,85,95.99,923,886
128,T129,T129,Luke Guthrie,85,95.91,1076,1032
129,T129,T129,Chesson Hadley,84,95.91,1027,985
130,131,131,Brian Davis,93,95.88,1142,1095
131,132,132,Heath Slocum,71,95.86,894,857
132,133,133,Jeff Maggert,54,95.83,648,621
133,T134,T134,Charlie Beljan,76,95.79,974,933
134,T134,T134,Charlie Wi,72,95.79,949,909
135,T136,T136,Martin Flores,85,95.74,986,944
136,T136,T136,Shawn Stefani,60,95.74,845,809
137,138,138,Jim Renner,61,95.73,772,739
138,139,139,Robert Allenby,83,95.69,1021,977
139,T140,T140,Kevin Chappell,100,95.68,1274,1219
140,T140,T140,Wes Roach,67,95.68,718,687
141,142,142,Michael Thompson,74,95.65,828,792
142,T143,T143,Trevor Immelman,84,95.64,1010,966
143,T143,T143,Ryo Ishikawa,75,95.64,872,834
144,T143,T143,Charl Schwartzel,64,95.64,779,745
145,146,146,Boo Weekley,73,95.6,863,825
146,147,147,Sangmoon Bae,76,95.58,905,865
147,148,148,J.B. Holmes,86,95.56,1125,1075
148,T149,T149,Camilo Villegas,95,95.53,1207,1153
149,T149,T149,Nick Watney,80,95.53,806,770
150,151,151,Matt Jones,83,95.49,842,804
151,152,152,D.A. Points,75,95.44,811,774
152,153,153,Hideki Matsuyama,82,95.42,917,875
153,154,154,Gonzalo Fernandez-Castaño,83,95.4,1001,955
154,155,155,Ricky Barnes,92,95.33,1136,1083
155,156,156,Henrik Stenson,56,95.3,553,527
156,157,157,Phil Mickelson,71,95.29,700,667
157,T158,T158,Chad Campbell,57,95.2,687,654
158,T158,T158,Seung-Yul Noh,92,95.2,1083,1031
159,160,160,Robert Streb,75,95.13,924,879
160,161,161,Steven Bowditch,93,95.09,1162,1105
161,162,162,Ken Duke,80,95.03,965,917
162,163,163,Paul Casey,56,94.98,617,586
163,164,164,Rory Sabbatini,82,94.87,936,888
164,165,165,Davis Love III,74,94.68,939,889
165,166,166,Nicholas Thompson,85,94.47,1048,990
166,167,167,Vijay Singh,83,94.46,1155,1091
167,168,168,Kyle Stanley,87,94.45,1099,1038
168,169,169,John Merrick,87,94.37,1084,1023
169,170,170,Geoff Ogilvy,84,94.35,1080,1019
170,171,171,Lee Westwood,57,94.29,613,578
171,172,172,Jamie Lovemark,64,94.19,706,665
172,173,173,Louis Oosthuizen,50,94.12,442,416
173,174,174,Jhonattan Vegas,77,94.04,956,899
174,175,175,Roberto Castro,76,93.96,877,824
175,176,176,Jason Dufner,57,92.98,641,596
176,177,177,Lucas Glover,68,91.17,759,692
