,Putting_from_5-10_RANK THIS WEEK,Putting_from_5-10_RANK LAST WEEK,Putting_from_5-10_PLAYER NAME,Putting_from_5-10_ROUNDS,Putting_from_5-10_%,Putting_from_5-10_ATTEMPTS,Putting_from_5-10_PUTTS MADE
80,81,81,Scott Brown,100,56.46,379,214
81,82,82,Chris Kirk,105,56.38,376,212
82,83,83,Charl Schwartzel,64,56.36,220,124
83,84,84,Martin Laird,66,56.31,222,125
84,85,85,James Driscoll,71,56.19,226,127
85,86,86,Ángel Cabrera,69,56.13,269,151
86,87,87,Daniel Summerhays,98,56.05,314,176
87,88,88,Luke Guthrie,85,56.0,325,182
88,89,89,Camilo Villegas,95,55.99,359,201
89,90,90,Troy Matteson,62,55.95,227,127
90,91,91,David Toms,64,55.92,245,137
91,92,92,Harris English,95,55.86,324,181
92,93,93,Hunter Mahan,88,55.84,274,153
93,94,94,Ryo Ishikawa,75,55.79,285,159
94,T95,T95,Wes Roach,67,55.76,217,121
95,T95,T95,Robert Streb,75,55.76,269,150
96,97,97,Kevin Kisner,85,55.74,296,165
97,T98,T98,Brendan Steele,89,55.56,288,160
98,T98,T98,Shawn Stefani,60,55.56,216,120
99,100,100,Roberto Castro,76,55.51,254,141
100,T101,T101,Scott Langley,95,55.41,296,164
101,T101,T101,Andrew Loupe,65,55.41,222,123
102,T103,T103,Jason Kokrak,65,55.38,251,139
103,T103,T103,Seung-Yul Noh,92,55.38,325,180
104,105,105,Woody Austin,63,55.27,275,152
105,106,106,Will MacKenzie,82,55.21,288,159
106,107,107,Martin Kaymer,65,55.0,200,110
107,108,108,Rory Sabbatini,82,54.93,304,167
108,109,109,Bill Haas,107,54.92,315,173
109,110,110,Robert Allenby,83,54.88,297,163
110,111,111,Brad Fritsch,50,54.72,159,87
111,T112,T112,Zach Johnson,97,54.71,329,180
112,T112,T112,Ryan Moore,86,54.71,276,151
113,114,114,Heath Slocum,71,54.65,258,141
114,115,115,Gonzalo Fernandez-Castaño,83,54.58,306,167
115,T116,T116,Jason Dufner,57,54.55,165,90
116,T116,T116,Martin Flores,85,54.55,297,162
117,118,118,Jason Day,54,54.48,134,73
118,119,119,Ken Duke,80,54.42,283,154
119,T120,T120,Hideki Matsuyama,82,54.14,290,157
120,T120,T120,Bo Van Pelt,83,54.14,314,170
121,122,122,D.A. Points,75,54.1,244,132
122,123,123,Jim Furyk,84,54.04,272,147
123,124,124,Josh Teater,90,54.0,300,162
124,125,125,Troy Merritt,62,53.96,202,109
125,126,126,Jonas Blixt,64,53.8,184,99
126,127,127,"Ted Potter, Jr.",68,53.73,268,144
127,128,128,Johnson Wagner,69,53.71,229,123
128,129,129,Charles Howell III,106,53.68,380,204
129,130,130,Spencer Levin,59,53.66,205,110
130,131,131,Kevin Chappell,100,53.64,371,199
131,132,132,D.H. Lee,54,53.44,189,101
132,133,133,Briny Baird,50,53.37,178,95
133,T134,T134,Jim Herman,62,53.36,223,119
134,T134,T134,Justin Rose,70,53.36,223,119
135,136,136,Kevin Tway,64,53.33,180,96
136,137,137,Dustin Johnson,58,53.25,154,82
137,138,138,Tommy Gainey,73,53.19,282,150
138,139,139,Scott Stallings,77,53.16,269,143
139,140,140,Kevin Streelman,79,53.15,254,135
140,141,141,Bubba Watson,76,53.14,239,127
141,142,142,Mike Weir,69,53.04,230,122
142,143,143,Nicholas Thompson,85,52.96,304,161
143,144,144,Y.E. Yang,79,52.94,255,135
144,145,145,Kevin Stadler,90,52.92,257,136
145,146,146,Geoff Ogilvy,84,52.72,313,165
146,147,147,Steven Bowditch,93,52.69,334,176
147,148,148,Carl Pettersson,91,52.66,357,188
148,T149,T149,Chad Campbell,57,52.63,171,90
149,T149,T149,Brian Harman,111,52.63,456,240
150,151,151,Jeff Maggert,54,52.55,196,103
151,152,152,David Lingmerth,80,52.54,295,155
152,153,153,J.J. Henry,91,52.3,304,159
153,154,154,Brandt Snedeker,89,52.25,289,151
154,155,155,Sergio Garcia,61,52.17,161,84
155,156,156,Davis Love III,74,52.03,271,141
156,157,157,John Peterson,62,51.85,243,126
157,158,158,Derek Ernst,80,51.84,299,155
158,159,159,John Rollins,84,51.8,278,144
159,160,160,Jim Renner,61,51.49,235,121
160,161,161,Charlie Beljan,76,51.38,290,149
161,162,162,Vijay Singh,83,51.28,312,160
162,163,163,Marc Leishman,81,50.98,306,156
163,164,164,James Hahn,82,50.72,276,140
164,165,165,Ernie Els,85,50.58,257,130
165,166,166,Gary Woodland,93,50.48,315,159
166,167,167,Stewart Cink,91,50.18,279,140
167,168,168,John Merrick,87,50.17,293,147
168,169,169,Michael Putnam,106,50.13,375,188
169,170,170,Jonathan Byrd,76,49.62,260,129
170,171,171,Mark Wilson,69,49.32,221,109
171,172,172,Graham DeLaet,80,49.02,255,125
172,173,173,Trevor Immelman,84,48.42,285,138
173,174,174,Bud Cauley,56,45.28,159,72
174,175,175,Kyle Stanley,87,45.21,334,151
175,176,176,Boo Weekley,73,43.62,243,106
176,177,177,Lucas Glover,68,41.27,189,78
