,Putts_made_Distance_RANK THIS WEEK,Putts_made_Distance_RANK LAST WEEK,Putts_made_Distance_PLAYER NAME,Putts_made_Distance_EVENTS,Putts_made_Distance_DISTANCE IN INCHES
157,T149,T149,Jim Renner,25,46
158,T149,T149,John Rollins,28,46
159,T149,T149,Vijay Singh,25,46
160,T149,T149,Josh Teater,28,46
161,T149,T149,Nicholas Thompson,30,46
162,T149,T149,Jhonattan Vegas,23,46
163,T149,T149,Willy Wilcox,16,46
164,T165,T165,Jonathan Byrd,24,45
165,T165,T165,Jason Dufner,17,45
166,T165,T165,Lucas Glover,26,45
167,T165,T165,Bronson La'Cassie,18,45
168,T165,T165,Jamie Lovemark,20,45
169,T165,T165,Troy Matteson,23,45
170,T171,T171,J.J. Henry,28,44
171,T171,T171,Kevin Stadler,26,44
172,T171,T171,Kyle Stanley,28,44
173,T171,T171,Mark Wilson,25,44
174,175,175,Michael Putnam,30,43
175,176,176,Boo Weekley,24,42
176,177,177,John Peterson,25,41
