,Overall_Putting_Average_RANK THIS WEEK,Overall_Putting_Average_RANK LAST WEEK,Overall_Putting_Average_PLAYER NAME,Overall_Putting_Average_ROUNDS,Overall_Putting_Average_AVG,Overall_Putting_Average_# OF PUTTS,Overall_Putting_Average_# OF HOLES
132,133,133,Jamie Lovemark,64,1.6380000000000001,1769,1080
133,T134,T134,Stewart Cink,91,1.64,2686,1638
134,T134,T134,Rory Sabbatini,82,1.64,2303,1404
135,T136,T136,Ken Duke,80,1.641,2304,1404
136,T136,T136,Vijay Singh,83,1.641,2452,1494
137,138,138,Martin Flores,85,1.642,2513,1530
138,139,139,Briny Baird,50,1.643,1479,900
139,T140,T140,Josh Teater,90,1.6440000000000001,2604,1584
140,T140,T140,Willy Wilcox,51,1.6440000000000001,1450,882
141,142,142,Bo Van Pelt,83,1.645,2457,1494
142,143,143,Davis Love III,74,1.646,2133,1296
143,T144,T144,Charlie Beljan,76,1.6469999999999998,2134,1296
144,T144,T144,James Hahn,82,1.6469999999999998,2372,1440
145,146,146,Jason Dufner,57,1.6480000000000001,1602,972
146,T147,T147,Trevor Immelman,84,1.65,2376,1440
147,T147,T147,Andrew Svoboda,77,1.65,2287,1386
148,T147,T147,Nick Watney,80,1.65,2227,1350
149,150,150,Heath Slocum,71,1.651,2050,1242
150,151,151,Jim Herman,62,1.652,1725,1044
151,T152,T152,Graham DeLaet,80,1.653,2350,1422
152,T152,T152,Martin Laird,66,1.653,1845,1116
153,T154,T154,Michael Putnam,106,1.6540000000000001,3036,1836
154,T154,T154,Kevin Stadler,90,1.6540000000000001,2649,1602
155,T154,T154,Mark Wilson,69,1.6540000000000001,1935,1170
156,157,157,Jim Renner,61,1.656,1759,1062
157,158,158,D.A. Points,75,1.6569999999999998,2177,1314
158,159,159,Robert Allenby,83,1.6580000000000001,2418,1458
159,160,160,Billy Horschel,92,1.659,2687,1620
160,161,161,Henrik Stenson,56,1.66,1614,972
161,162,162,John Peterson,62,1.661,1794,1080
162,163,163,Derek Ernst,80,1.662,2274,1368
163,164,164,Louis Oosthuizen,50,1.665,1379,828
164,165,165,Jeff Maggert,54,1.666,1619,972
165,166,166,John Rollins,84,1.67,2405,1440
166,167,167,Justin Hicks,103,1.672,2979,1782
167,168,168,John Merrick,87,1.673,2500,1494
168,169,169,Jhonattan Vegas,77,1.6740000000000002,2260,1350
169,170,170,Kevin Tway,64,1.675,1809,1080
170,171,171,Hudson Swafford,75,1.6769999999999998,2143,1278
171,172,172,Chad Campbell,57,1.68,1603,954
172,T173,T173,J.J. Henry,91,1.685,2639,1566
173,T173,T173,Nicholas Thompson,85,1.685,2457,1458
174,175,175,Kyle Stanley,87,1.6869999999999998,2520,1494
175,176,176,Boo Weekley,73,1.6980000000000002,2200,1296
176,177,177,Lucas Glover,68,1.714,2036,1188
