,Total_Putting_RANK THIS WEEK,Total_Putting_RANK LAST WEEK,Total_Putting_PLAYER NAME,Total_Putting_EVENTS,Total_Putting_TOTAL
58,59,59,Brian Davis,28,155.3
59,60,60,Billy Hurley III,26,161.1
60,61,61,Ben Curtis,24,162.0
61,62,62,Scott Langley,29,162.2
62,63,63,Tim Clark,26,163.2
63,64,64,Zach Johnson,26,163.4
64,65,65,Pat Perez,25,163.9
65,66,66,George McNeill,24,165.1
66,67,67,Justin Hicks,30,166.8
67,68,68,James Driscoll,25,167.3
68,69,69,Webb Simpson,25,167.8
69,70,70,Lee Westwood,18,168.6
70,71,71,Henrik Stenson,15,169.3
71,72,72,Jeff Overton,24,172.8
72,73,73,Ryo Ishikawa,24,173.9
73,74,74,Brooks Koepka,16,174.9
74,75,75,Brendon de Jonge,31,175.0
75,76,76,Brian Harman,32,175.4
76,77,77,Dustin Johnson,17,176.6
77,78,78,"Ted Potter, Jr.",24,176.8
78,79,79,Harris English,28,177.5
79,80,80,Tommy Gainey,26,178.8
80,81,81,Troy Merritt,20,180.3
81,T82,T82,Justin Rose,19,181.7
82,T82,T82,Andrew Svoboda,24,181.7
83,84,84,Tyrone Van Aswegen,25,181.8
84,85,85,Andrew Loupe,22,182.0
85,86,86,Tim Wilkinson,25,182.5
86,87,87,Marc Leishman,24,184.0
87,88,88,Bill Haas,28,185.6
88,89,89,Johnson Wagner,24,190.0
89,90,90,Seung-Yul Noh,27,190.2
90,91,91,Bo Van Pelt,25,191.1
91,T92,T92,Jim Furyk,21,191.4
92,T92,T92,Danny Lee,28,191.4
93,94,94,Bronson La'Cassie,18,191.8
94,95,95,Will MacKenzie,27,191.9
95,96,96,Camilo Villegas,29,195.4
96,97,97,Willy Wilcox,16,195.8
97,98,98,Charlie Wi,25,196.8
98,99,99,Mike Weir,25,198.6
99,100,100,Russell Knox,26,199.8
100,101,101,Bubba Watson,21,200.3
101,102,102,Luke Guthrie,26,202.6
102,103,103,Chesson Hadley,29,202.8
103,104,104,Brad Fritsch,18,205.4
104,105,105,Hudson Swafford,26,206.8
105,106,106,Woody Austin,22,208.7
106,107,107,J.B. Holmes,24,210.7
107,108,108,Martin Kaymer,19,211.1
108,T109,T109,John Huh,28,212.3
109,T109,T109,Brendan Steele,26,212.3
110,111,111,David Toms,20,213.2
111,112,112,Robert Streb,21,214.8
112,113,113,Josh Teater,28,215.7
113,114,114,Ricky Barnes,27,215.9
114,115,115,Charles Howell III,29,216.8
115,116,116,Charl Schwartzel,18,217.2
116,117,117,Roberto Castro,27,217.3
117,118,118,Brian Gay,26,219.1
118,119,119,Ryan Moore,24,219.3
119,120,120,Jonathan Byrd,24,220.4
120,121,121,Martin Laird,20,222.8
121,122,122,Martin Flores,26,228.1
122,123,123,Spencer Levin,20,230.9
123,124,124,Kevin Chappell,28,231.2
124,125,125,Gary Woodland,25,231.3
125,126,126,Nick Watney,25,231.8
126,127,127,Charlie Beljan,26,232.2
127,128,128,Y.E. Yang,28,234.2
128,T129,T129,Gonzalo Fernandez-Castaño,25,234.8
129,T129,T129,David Lingmerth,26,234.8
130,131,131,Heath Slocum,23,236.5
131,132,132,D.H. Lee,20,236.8
132,133,133,Ángel Cabrera,23,237.5
133,134,134,Jhonattan Vegas,23,241.6
134,135,135,Graham DeLaet,24,242.4
135,136,136,Robert Garrigus,25,242.7
136,137,137,Shawn Stefani,17,243.3
137,138,138,Carl Pettersson,28,246.6
138,139,139,J.J. Henry,28,246.9
139,140,140,Troy Matteson,23,250.0
140,141,141,Wes Roach,22,250.3
141,142,142,John Rollins,28,251.5
142,143,143,Jamie Lovemark,20,253.8
143,144,144,James Hahn,27,257.1
144,145,145,Scott Stallings,28,257.6
145,146,146,Kevin Streelman,24,258.7
146,147,147,Stewart Cink,25,260.3
147,148,148,Bud Cauley,19,261.0
148,149,149,D.A. Points,27,262.7
149,150,150,Davis Love III,22,269.3
150,151,151,Kevin Stadler,26,270.0
151,152,152,Ernie Els,24,272.9
152,153,153,Geoff Ogilvy,26,276.4
153,154,154,Robert Allenby,29,278.8
154,155,155,Ken Duke,25,279.1
155,156,156,Hideki Matsuyama,24,279.3
156,157,157,Briny Baird,17,280.8
157,158,158,Jason Dufner,17,285.0
158,159,159,Louis Oosthuizen,16,286.6
159,160,160,Rory Sabbatini,26,287.1
160,161,161,Jim Herman,21,288.7
161,162,162,Kevin Tway,23,291.3
162,163,163,John Merrick,25,292.2
163,164,164,Derek Ernst,28,292.8
164,165,165,Michael Putnam,30,295.5
165,166,166,Chad Campbell,18,307.7
166,167,167,Mark Wilson,25,309.0
167,168,168,Nicholas Thompson,30,310.6
168,169,169,Jeff Maggert,19,311.7
169,170,170,Steven Bowditch,30,312.8
170,171,171,Trevor Immelman,28,314.2
171,172,172,Vijay Singh,25,323.3
172,173,173,Jim Renner,25,326.3
173,174,174,Lucas Glover,26,332.4
174,175,175,John Peterson,25,336.0
175,176,176,Kyle Stanley,28,354.2
176,177,177,Boo Weekley,24,355.8
