,Scrambling_RANK THIS WEEK,Scrambling_RANK LAST WEEK,Scrambling_PLAYER NAME,Scrambling_ROUNDS,Scrambling_%,Scrambling_PAR OR BETTER,Scrambling_MISSED GIR
110,111,111,Jimmy Green,94,59.38,361,608
111,112,112,Grant Waite,78,59.35,273,460
112,113,113,Matt Gogel,83,59.33,283,477
113,114,114,Jeff Hart,87,59.27,291,491
114,115,115,Per-Ulrik Johansson,82,59.26,272,459
115,116,116,John Huston,64,59.22,183,309
116,117,117,Jeff Maggert,84,59.17,284,480
117,118,118,Blaine McCallister,80,59.16,297,502
118,119,119,Dennis Paulson,75,59.12,269,455
119,120,120,Steve Lowery,100,59.08,322,545
120,121,121,David Peoples,96,59.06,303,513
121,122,122,Briny Baird,106,59.03,330,559
122,123,123,Brian Wilson,88,59.02,324,549
123,T124,T124,Joe Durant,80,58.93,231,392
124,T124,T124,Joey Sindelar,69,58.93,231,392
125,126,126,Woody Austin,99,58.87,345,586
126,127,127,Danny Ellis,76,58.8,294,500
127,128,128,Michael Muehr,94,58.75,329,560
128,T129,T129,Tom Byrum,85,58.73,306,521
129,T129,T129,Russ Cochran,76,58.73,249,424
130,131,131,Olin Browne,99,58.68,321,547
131,132,132,Bob May,86,58.49,255,436
132,133,133,Andrew Magee,97,58.4,358,613
133,134,134,Jim McGovern,66,58.31,228,391
134,135,135,Steve Allan,88,58.29,355,609
135,136,136,Ben Bates,53,58.13,193,332
136,137,137,Bob Burns,92,58.08,302,520
137,T138,T138,Glen Hnatiuk,104,58.06,306,527
138,T138,T138,Tripp Isenhour,92,58.06,342,589
139,140,140,Rich Beem,91,57.91,322,556
140,141,141,Frank Lickliter II,102,57.89,323,558
141,142,142,Paul Stankowski,91,57.84,306,529
142,143,143,Kevin Johnson,93,57.83,336,581
143,144,144,Mark Hensby,71,57.63,268,465
144,145,145,Donnie Hammond,51,57.52,153,266
145,146,146,Bob Tway,109,57.46,308,536
146,147,147,Tommy Armour III,93,57.34,332,579
147,148,148,Carl Paulson,93,57.3,318,555
148,149,149,Marco Dawson,57,57.27,193,337
149,150,150,Doug Dunakey,83,57.25,316,552
150,151,151,Rory Sabbatini,73,57.22,226,395
151,152,152,Jason Gore,82,57.2,298,521
152,153,153,David Morland IV,88,57.12,333,583
153,154,154,Sean Murphy,70,57.06,287,503
154,155,155,Jeff Brehaut,80,56.96,266,467
155,156,156,Scott Dunlap,80,56.82,279,491
156,157,157,Jeremy Anderson,69,56.78,247,435
157,158,158,Cliff Kresge,84,56.65,294,519
158,159,159,Chris Perry,80,56.62,248,438
159,T160,T160,Doug Barron,62,56.61,227,401
160,T160,T160,Chris Smith,101,56.61,291,514
161,162,162,Tim Herron,97,56.58,275,486
162,T163,T163,Brian Henninger,81,56.56,293,518
163,T163,T163,Franklin Langham,63,56.56,237,419
164,165,165,Robin Freeman,105,56.34,351,623
165,166,166,Steve Pate,89,56.31,308,547
166,T167,T167,John Daly,84,56.26,265,471
167,T167,T167,Gabriel Hjertstedt,76,56.26,283,503
168,169,169,Robert Gamez,59,56.22,208,370
169,170,170,Ben Ferguson,76,55.86,281,503
170,171,171,Garrett Willis,88,55.76,300,538
171,172,172,Bradley Hughes,96,55.74,296,531
172,173,173,Keith Clearwater,62,55.69,235,422
173,174,174,Dicky Pride,78,55.56,290,522
174,175,175,Andrew McLardy,75,55.44,260,469
175,176,176,Brandt Jobe,96,55.41,292,527
176,177,177,Kaname Yokoo,81,55.23,280,507
177,178,178,"Dave Stockton, Jr.",61,55.06,234,425
178,179,179,Richie Coughlan,66,54.67,234,428
179,180,180,Steve Jones,75,54.48,231,424
180,181,181,Mark Wiebe,62,54.26,204,376
181,182,182,Kent Jones,74,54.13,249,460
182,183,183,Gary Nicklaus,96,54.09,344,636
183,184,184,Kelly Grunewald,66,53.96,245,454
184,185,185,Tom Scherrer,69,53.93,240,445
185,186,186,Geoff Ogilvy,60,53.91,200,371
186,187,187,Fred Couples,68,53.67,190,354
187,188,188,Jeff Julian,55,53.59,224,418
188,189,189,Tommy Tolles,89,52.26,278,532
189,190,190,Carlos Franco,87,52.14,268,514
190,191,191,Hunter Haas,78,51.93,282,543
191,192,192,Duffy Waldorf,77,51.66,202,391
192,193,193,Rocky Walcher,59,51.21,232,453
193,194,194,Mathew Goggin,96,48.43,278,574
