,Proximity_to_Hole_from_Sand_RANK THIS WEEK,Proximity_to_Hole_from_Sand_RANK LAST WEEK,Proximity_to_Hole_from_Sand_PLAYER NAME,Proximity_to_Hole_from_Sand_ROUNDS,Proximity_to_Hole_from_Sand_AVG DTP,Proximity_to_Hole_from_Sand_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Sand_# OF SHOTS,Proximity_to_Hole_from_Sand_SCRAMBLING RANK
49,T47,T47,Geoff Ogilvy,60,"1' 11""",1.9169999999999998,1,186
50,T51,T51,Sergio Garcia,64,"2' 0""",6.0,3,71
51,T51,T51,Brandt Jobe,96,"2' 0""",2.0,1,176
52,T51,T51,Andrew Magee,97,"2' 0""",2.0,1,133
53,T51,T51,Billy Mayfair,102,"2' 0""",2.0,1,59
54,T55,T55,Harrison Frazar,88,"2' 1""",6.167000000000001,3,83
55,T55,T55,Steve Pate,89,"2' 1""",2.083,1,166
56,T57,T57,K.J. Choi,95,"2' 2""",2.167,1,60
57,T57,T57,Fred Couples,68,"2' 2""",2.167,1,187
58,59,59,Billy Andrade,82,"2' 3""",4.5,2,70
59,T60,T60,Robert Allenby,108,"2' 4""",9.417,4,110
60,T60,T60,Pete Jordan,105,"2' 4""",2.333,1,42
61,T60,T60,Chris Smith,101,"2' 4""",4.583,2,160
62,T60,T60,Ted Tryba,110,"2' 4""",4.583,2,35
63,T64,T64,Fulton Allem,56,"2' 5""",2.417,1,41
64,T64,T64,Mathew Goggin,96,"2' 5""",2.417,1,194
65,T64,T64,Scott Simpson,73,"2' 5""",4.75,2,49
66,T67,T67,Davis Love III,75,"2' 7""",5.083,2,3
67,T67,T67,Jesper Parnevik,91,"2' 7""",7.832999999999999,3,11
68,T69,T69,Bernhard Langer,62,"2' 8""",2.667,1,10
69,T69,T69,Steve Lowery,100,"2' 8""",5.332999999999999,2,120
70,T71,T71,David Duval,78,"2' 9""",5.417000000000001,2,72
71,T71,T71,Joel Edwards,99,"2' 9""",8.167,3,29
72,T71,T71,John Riegger,86,"2' 9""",2.75,1,75
73,74,74,Jimmy Green,94,"2' 10""",5.667000000000001,2,111
74,T75,T75,Bob Estes,91,"2' 11""",14.417,5,6
75,T75,T75,Frank Lickliter II,102,"2' 11""",2.917,1,141
76,77,77,Duffy Waldorf,77,"3' 1""",9.25,3,192
77,78,78,Stewart Cink,102,"3' 4""",9.917,3,68
78,79,79,Tom Byrum,85,"3' 6""",3.5,1,129
79,80,80,Grant Waite,78,"3' 7""",7.167000000000001,2,112
80,T81,T81,Mark Calcavecchia,81,"3' 10""",7.582999999999999,2,78
81,T81,T81,Kirk Triplett,88,"3' 10""",3.833,1,38
82,83,83,Frank Nobilo,91,"4' 1""",4.083,1,27
83,84,84,José Coceres,60,"4' 3""",4.25,1,46
84,T85,T85,Olin Browne,99,"4' 10""",14.583,3,131
85,T85,T85,Brad Faxon,95,"4' 10""",14.417,3,19
86,87,87,Kevin Sutherland,101,"5' 1""",5.083,1,80
87,88,88,Scott Hoch,84,"5' 5""",5.417000000000001,1,4
88,89,89,Ben Ferguson,76,"5' 6""",5.5,1,170
89,90,90,Paul Stankowski,91,"5' 7""",11.167,2,142
90,91,91,Jeff Sluman,106,"6' 7""",6.582999999999999,1,54
91,92,92,Shaun Micheel,103,"7' 7""",15.167,2,66
92,93,93,Tommy Tolles,89,"7' 11""",7.917000000000001,1,189
93,94,94,Briny Baird,106,"8' 8""",25.916999999999998,3,122
94,95,95,Jerry Smith,95,"9' 11""",39.583,4,101
95,96,96,Chris DiMarco,108,"10' 4""",30.916999999999998,3,63
96,97,97,Doug Barron,62,"12' 0""",12.0,1,160
97,98,98,Tom Lehman,82,"14' 7""",14.583,1,99
98,99,99,John Daly,84,"14' 10""",14.833,1,167
99,100,100,Jim Carter,103,"16' 7""",49.833,3,101
100,101,101,Justin Leonard,106,"21' 7""",64.75,3,74
101,102,102,Mike Sposa,96,"22' 7""",45.167,2,61
102,103,103,Blaine McCallister,80,"23' 0""",46.0,2,118
103,104,104,Tommy Armour III,93,"23' 11""",47.75,2,147
104,105,105,Rory Sabbatini,73,"42' 8""",42.667,1,151
