,Scrambling_from_the_Rough_RANK THIS WEEK,Scrambling_from_the_Rough_RANK LAST WEEK,Scrambling_from_the_Rough_PLAYER NAME,Scrambling_from_the_Rough_ROUNDS,Scrambling_from_the_Rough_%,Scrambling_from_the_Rough_SUCCESSES,Scrambling_from_the_Rough_ATTEMPTS
105,T103,T103,Mark Calcavecchia,81,50.0,5.0,10
106,T103,T103,Carlos Franco,87,50.0,4.0,8
107,T103,T103,Matt Gogel,83,50.0,6.0,12
108,T103,T103,Kelly Grunewald,66,50.0,2.0,4
109,T103,T103,Gabriel Hjertstedt,76,50.0,6.0,12
110,T103,T103,Per-Ulrik Johansson,82,50.0,6.0,12
111,T103,T103,Kevin Johnson,93,50.0,4.0,8
112,T103,T103,Kent Jones,74,50.0,4.0,8
113,T103,T103,J.L. Lewis,108,50.0,10.0,20
114,T103,T103,Len Mattiace,98,50.0,6.0,12
115,T103,T103,Rocco Mediate,69,50.0,3.0,6
116,T103,T103,Michael Muehr,94,50.0,10.0,20
117,T103,T103,Scott Simpson,73,50.0,4.0,8
118,T103,T103,Mike Sposa,96,50.0,9.0,18
119,T103,T103,Bob Tway,109,50.0,8.0,16
120,121,121,Brad Elder,111,47.37,9.0,19
121,T122,T122,Joe Durant,80,46.67,7.0,15
122,T122,T122,Bill Glasson,69,46.67,7.0,15
123,124,124,Lee Porter,93,46.15,6.0,13
124,T125,T125,Jimmy Green,94,45.45,10.0,22
125,T125,T125,Steve Lowery,100,45.45,10.0,22
126,T125,T125,Craig Parry,68,45.45,5.0,11
127,128,128,Ian Leggatt,84,45.0,9.0,20
128,T129,T129,Billy Andrade,82,44.44,4.0,9
129,T129,T129,Chris DiMarco,108,44.44,8.0,18
130,T129,T129,Ernie Els,70,44.44,4.0,9
131,T129,T129,Jim Furyk,88,44.44,8.0,18
132,133,133,Doug Dunakey,83,43.75,7.0,16
133,T134,T134,Steve Pate,89,42.86,3.0,7
134,T134,T134,Jay Williamson,92,42.86,3.0,7
135,T136,T136,David Toms,100,40.0,2.0,5
136,T136,T136,Duffy Waldorf,77,40.0,4.0,10
137,T136,T136,Tiger Woods,76,40.0,2.0,5
138,139,139,Joe Ogilvie,110,38.46,5.0,13
139,T140,T140,Brandt Jobe,96,37.5,6.0,16
140,T140,T140,Chris Tidland,83,37.5,3.0,8
141,T142,T142,Hunter Haas,78,36.36,4.0,11
142,T142,T142,Jeff Hart,87,36.36,4.0,11
143,T142,T142,Paul Stankowski,91,36.36,4.0,11
144,145,145,Esteban Toledo,116,35.71,5.0,14
145,T146,T146,Greg Chalmers,92,33.33,2.0,6
146,T146,T146,K.J. Choi,95,33.33,1.0,3
147,T146,T146,John Daly,84,33.33,4.0,12
148,T146,T146,Marco Dawson,57,33.33,2.0,6
149,T146,T146,Sergio Garcia,64,33.33,1.0,3
150,T146,T146,Bradley Hughes,96,33.33,6.0,18
151,T146,T146,Cliff Kresge,84,33.33,2.0,6
152,153,153,José Coceres,60,30.0,3.0,10
153,T154,T154,Doug Barron,62,28.57,2.0,7
154,T154,T154,Robert Gamez,59,28.57,2.0,7
155,T154,T154,Jason Gore,82,28.57,2.0,7
156,T154,T154,Scott McCarron,98,28.57,2.0,7
157,T154,T154,Gary Nicklaus,96,28.57,2.0,7
158,159,159,Brian Gay,114,27.27,3.0,11
159,T160,T160,"David Berganio, Jr.",76,25.0,2.0,8
160,T160,T160,Ben Ferguson,76,25.0,1.0,4
161,T160,T160,Geoff Ogilvy,60,25.0,2.0,8
162,T163,T163,Richie Coughlan,66,22.22,2.0,9
163,T163,T163,Paul Gow,79,22.22,2.0,9
164,T163,T163,J.J. Henry,86,22.22,2.0,9
165,T166,T166,Tripp Isenhour,92,12.5,1.0,8
166,T166,T166,Tom Scherrer,69,12.5,1.0,8
167,T168,T168,Keith Clearwater,62,0.0,,4
168,T168,T168,Steve Jones,75,0.0,,3
169,T168,T168,Jim McGovern,66,0.0,,3
170,T168,T168,Sean Murphy,70,0.0,,1
171,T168,T168,Corey Pavin,72,0.0,,3
172,T168,T168,Tommy Tolles,89,0.0,,7
