,Proximity_to_Hole_from_Other_Locations_RANK THIS WEEK,Proximity_to_Hole_from_Other_Locations_RANK LAST WEEK,Proximity_to_Hole_from_Other_Locations_PLAYER NAME,Proximity_to_Hole_from_Other_Locations_ROUNDS,Proximity_to_Hole_from_Other_Locations_AVG DTP,Proximity_to_Hole_from_Other_Locations_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Other_Locations_# OF SHOTS,Proximity_to_Hole_from_Other_Locations_SCRAMBLING RANK
33,T24,T24,Steve Wheatcroft,56,"6' 3""",6.723,90,101
34,T35,T35,Sergio Garcia,57,"6' 4""",4.275,56,69
35,T35,T35,Padraig Harrington,67,"6' 4""",6.192,82,39
36,T35,T35,J.B. Holmes,90,"6' 4""",12.993,171,125
37,T35,T35,Troy Kelly,68,"6' 4""",9.822000000000001,129,46
38,T35,T35,Sean O'Hair,84,"6' 4""",11.883,156,121
39,T35,T35,Webb Simpson,77,"6' 4""",7.882999999999999,104,56
40,T41,T41,Ricky Barnes,92,"6' 5""",10.706,139,148
41,T41,T41,Jonas Blixt,72,"6' 5""",10.062000000000001,130,16
42,T41,T41,Ángel Cabrera,54,"6' 5""",6.446000000000001,84,188
43,T41,T41,Brian Harman,101,"6' 5""",12.677,164,49
44,T41,T41,J.J. Killeen,101,"6' 5""",14.102,183,28
45,T41,T41,Chris Kirk,93,"6' 5""",12.01,155,71
46,T41,T41,Charl Schwartzel,56,"6' 5""",4.235,55,50
47,T48,T48,Bill Haas,79,"6' 6""",9.881,126,27
48,T48,T48,David Hearn,95,"6' 6""",12.854000000000001,165,23
49,T48,T48,Seung-Yul Noh,105,"6' 6""",12.620999999999999,162,80
50,T48,T48,Geoff Ogilvy,73,"6' 6""",5.824,75,6
51,T48,T48,Bo Van Pelt,84,"6' 6""",7.914,101,130
52,T48,T48,Mark Wilson,84,"6' 6""",9.243,118,84
53,T54,T54,Arjun Atwal,79,"6' 7""",10.128,129,137
54,T54,T54,Ken Duke,104,"6' 7""",14.583,184,26
55,T54,T54,Brian Gay,91,"6' 7""",11.964,151,1
56,T54,T54,Charles Howell III,98,"6' 7""",11.645,148,118
57,T54,T54,Sung Kang,75,"6' 7""",12.386,156,144
58,T54,T54,Graeme McDowell,55,"6' 7""",4.588,58,177
59,T54,T54,William McGirt,96,"6' 7""",11.383,145,59
60,T54,T54,Vaughn Taylor,81,"6' 7""",10.06,128,116
61,T62,T62,Cameron Beckman,81,"6' 8""",10.511,132,170
62,T62,T62,Hunter Haas,69,"6' 8""",11.104000000000001,138,142
63,T62,T62,Tim Herron,88,"6' 8""",10.923,137,99
64,T62,T62,Kevin Na,80,"6' 8""",9.943,125,21
65,T62,T62,"Ted Potter, Jr.",77,"6' 8""",8.13,102,132
66,T67,T67,Jason Day,57,"6' 9""",6.638999999999999,82,19
67,T67,T67,Chris DiMarco,83,"6' 9""",12.308,152,103
68,T67,T67,Ernie Els,80,"6' 9""",8.808,109,24
69,T67,T67,Robert Karlsson,54,"6' 9""",6.571000000000001,81,172
70,T67,T67,John Merrick,83,"6' 9""",13.136,162,146
71,T67,T67,Greg Owen,90,"6' 9""",11.864,147,154
72,T67,T67,Boo Weekley,74,"6' 9""",8.23,102,168
73,T67,T67,Y.E. Yang,64,"6' 9""",8.952,110,87
74,T75,T75,Ben Curtis,62,"6' 10""",7.082999999999999,86,66
75,T75,T75,Graham DeLaet,79,"6' 10""",13.501,164,86
76,T75,T75,Luke Donald,63,"6' 10""",6.938,85,5
77,T75,T75,Tom Gillis,75,"6' 10""",10.787,131,68
78,T75,T75,Zach Johnson,95,"6' 10""",10.283,126,30
79,T75,T75,Jerry Kelly,84,"6' 10""",12.182,148,41
80,T75,T75,Davis Love III,64,"6' 10""",6.489,79,147
81,T75,T75,John Mallinger,74,"6' 10""",7.89,96,53
82,T75,T75,Nick O'Hern,78,"6' 10""",11.502,141,62
83,T75,T75,Adam Scott,59,"6' 10""",5.513999999999999,67,128
84,T85,T85,Tommy Gainey,98,"6' 11""",14.085,169,162
85,T85,T85,John Huh,99,"6' 11""",15.401,186,134
86,T85,T85,Russell Knox,72,"6' 11""",8.37,101,76
87,T85,T85,Scott Piercy,95,"6' 11""",14.328,173,35
88,T85,T85,John Senden,81,"6' 11""",8.033,97,94
89,T90,T90,Stephen Ames,54,"7' 0""",6.324,75,112
90,T90,T90,Aaron Baddeley,73,"7' 0""",10.425999999999998,124,37
91,T90,T90,Bud Cauley,99,"7' 0""",13.339,158,8
92,T90,T90,Marco Dawson,60,"7' 0""",6.622999999999999,79,176
93,T90,T90,Matt Jones,53,"7' 0""",9.62,115,61
94,T90,T90,Rocco Mediate,70,"7' 0""",11.529000000000002,138,22
95,T90,T90,D.A. Points,88,"7' 0""",14.042,168,112
96,T90,T90,John Rollins,81,"7' 0""",12.279000000000002,147,80
97,T90,T90,Henrik Stenson,51,"7' 0""",7.851,94,47
98,T99,T99,Tommy Biershenk,74,"7' 1""",10.947000000000001,129,184
99,T99,T99,Gary Christian,91,"7' 1""",11.189,132,139
100,T99,T99,Chris Couch,61,"7' 1""",10.484000000000002,123,72
101,T99,T99,Bobby Gates,87,"7' 1""",13.762,162,127
102,T99,T99,Billy Horschel,63,"7' 1""",9.466000000000001,112,36
103,T99,T99,Richard Lee,71,"7' 1""",9.871,116,143
104,T99,T99,George McNeill,85,"7' 1""",10.758,127,96
105,T99,T99,Rory Sabbatini,84,"7' 1""",11.19,132,55
106,T99,T99,Gary Woodland,70,"7' 1""",9.032,106,171
107,T99,T99,Tiger Woods,69,"7' 1""",5.205,61,4
108,T109,T109,Stuart Appleby,75,"7' 2""",12.957,150,29
109,T109,T109,Scott Brown,65,"7' 2""",9.492,110,185
110,T109,T109,Miguel Angel Carballo,73,"7' 2""",9.67,112,178
111,T109,T109,Tim Clark,60,"7' 2""",7.111000000000001,83,79
112,T109,T109,Ben Crane,73,"7' 2""",9.857000000000001,114,97
113,T109,T109,John Daly,50,"7' 2""",6.9,80,174
114,T109,T109,James Driscoll,83,"7' 2""",13.98,162,153
115,T109,T109,David Mathis,83,"7' 2""",13.354000000000001,156,85
116,T109,T109,Garth Mulroy,59,"7' 2""",8.897,103,180
117,T109,T109,Kyle Reifers,86,"7' 2""",12.448,145,100
118,T109,T109,D.J. Trahan,73,"7' 2""",11.907,138,164
119,T109,T109,Jimmy Walker,101,"7' 2""",14.28,166,78
120,T121,T121,Robert Allenby,76,"7' 3""",9.79,113,183
121,T121,T121,Mark Anderson,75,"7' 3""",11.517999999999999,133,163
122,T121,T121,Daniel Chopra,55,"7' 3""",8.546,98,165
123,T121,T121,Martin Flores,95,"7' 3""",12.831,147,47
124,T121,T121,Rory McIlroy,60,"7' 3""",4.8839999999999995,56,33
125,T121,T121,Bryce Molder,83,"7' 3""",12.517999999999999,144,20
126,T121,T121,Jeff Overton,101,"7' 3""",15.923,184,42
127,T121,T121,Dicky Pride,62,"7' 3""",7.199,83,93
128,T121,T121,David Toms,60,"7' 3""",7.858,90,13
129,T121,T121,Jhonattan Vegas,77,"7' 3""",11.511,132,187
130,T131,T131,Charley Hoffman,88,"7' 4""",14.436,164,181
131,T131,T131,Billy Hurley III,70,"7' 4""",10.675,121,90
132,T131,T131,Martin Laird,77,"7' 4""",8.732000000000001,99,125
133,T131,T131,Spencer Levin,81,"7' 4""",11.765999999999998,134,82
134,T131,T131,Tom Pernice Jr.,62,"7' 4""",9.774,111,117
135,T131,T131,Heath Slocum,93,"7' 4""",11.628,132,70
136,T137,T137,Jason Bohn,81,"7' 5""",11.064,125,119
137,T137,T137,Michael Bradley,63,"7' 5""",8.6,97,156
138,T137,T137,Brendon de Jonge,115,"7' 5""",15.19,171,59
139,T137,T137,Harris English,98,"7' 5""",15.137,171,159
140,T137,T137,Colt Knost,79,"7' 5""",11.71,131,140
141,T137,T137,Jeff Maggert,83,"7' 5""",12.922,146,64
142,T137,T137,Troy Matteson,100,"7' 5""",14.503,163,114
143,T137,T137,Billy Mayfair,90,"7' 5""",14.645999999999999,165,15
144,T137,T137,Ryan Moore,89,"7' 5""",13.458,152,107
145,T137,T137,Chez Reavie,83,"7' 5""",12.508,141,111
146,T137,T137,Vijay Singh,99,"7' 5""",11.469000000000001,129,43
147,T137,T137,Scott Stallings,78,"7' 5""",11.417,128,175
148,T137,T137,Kyle Thompson,51,"7' 5""",7.086,80,189
149,T150,T150,Matt Bettencourt,80,"7' 6""",11.097000000000001,123,179
150,T150,T150,K.J. Choi,71,"7' 6""",8.943,99,150
151,T150,T150,Kevin Stadler,85,"7' 6""",10.821,120,58
152,T150,T150,Brendon Todd,78,"7' 6""",10.392999999999999,115,129
153,T150,T150,Nick Watney,97,"7' 6""",10.854000000000001,120,141
154,T155,T155,Ryo Ishikawa,54,"7' 7""",6.678,73,152
155,T155,T155,Ryan Palmer,81,"7' 7""",11.325,125,73
156,T155,T155,Rod Pampling,88,"7' 7""",11.334000000000001,125,98
157,T155,T155,Johnson Wagner,88,"7' 7""",13.507,149,104
158,T159,T159,Stewart Cink,71,"7' 8""",7.817,85,169
159,T159,T159,Andres Romero,68,"7' 8""",9.724,106,124
160,T159,T159,Daniel Summerhays,81,"7' 8""",12.817,140,122
161,T162,T162,Brendan Steele,77,"7' 9""",10.469000000000001,112,135
162,T162,T162,Roland Thatcher,55,"7' 9""",7.7829999999999995,84,186
163,T162,T162,Camilo Villegas,79,"7' 9""",11.175,120,151
164,T162,T162,Bubba Watson,68,"7' 9""",7.422000000000001,80,110
165,T166,T166,Keegan Bradley,90,"7' 10""",12.407,132,91
166,T166,T166,Gavin Coles,72,"7' 10""",11.418,121,38
167,T166,T166,Hunter Mahan,88,"7' 10""",8.724,93,157
168,T166,T166,Kevin Streelman,89,"7' 10""",12.695,135,77
169,T170,T170,Erik Compton,81,"7' 11""",12.244000000000002,129,161
170,T170,T170,Stephen Gangluff,57,"7' 11""",8.916,94,166
171,T170,T170,Edward Loar,59,"7' 11""",10.97,115,190
172,T170,T170,Michael Thompson,80,"7' 11""",9.914,104,136
173,T170,T170,Cameron Tringale,88,"7' 11""",13.537,142,52
174,T175,T175,Jonathan Byrd,69,"8' 0""",9.758,102,56
175,T175,T175,Louis Oosthuizen,65,"8' 0""",7.569,79,137
176,177,177,Harrison Frazar,56,"8' 1""",9.86,102,155
177,T178,T178,Blake Adams,107,"8' 2""",17.682000000000002,180,123
178,T178,T178,Alexandre Rocha,62,"8' 2""",9.193999999999999,94,160
179,T178,T178,Patrick Sheehan,58,"8' 2""",7.359,75,131
180,T178,T178,Kyle Stanley,86,"8' 2""",11.128,114,173
181,182,182,Jason Kokrak,79,"8' 3""",12.966,131,115
182,183,183,Brandt Jobe,57,"8' 4""",9.815,98,157
183,T184,T184,Will Claxton,99,"8' 5""",17.129,170,102
184,T184,T184,Nathan Green,73,"8' 5""",12.065999999999999,119,88
185,186,186,Derek Lamely,64,"8' 6""",13.71,134,95
186,187,187,Charlie Beljan,61,"8' 7""",8.613999999999999,84,167
187,T188,T188,Scott Dunlap,57,"8' 9""",8.692,83,65
188,T188,T188,Robert Garrigus,89,"8' 9""",12.255,117,133
189,190,190,Sangmoon Bae,81,"9' 2""",9.041,82,182
190,191,191,Lee Westwood,60,"9' 11""",5.25,44,191
