,Scrambling_Fringe_RTP_Score_RANK THIS WEEK,Scrambling_Fringe_RTP_Score_RANK LAST WEEK,Scrambling_Fringe_RTP_Score_PLAYER NAME,Scrambling_Fringe_RTP_Score_ROUNDS,Scrambling_Fringe_RTP_Score_AVG RTP,Scrambling_Fringe_RTP_Score_TOTAL HOLES,Scrambling_Fringe_RTP_Score_TOTAL RTP
164,165,165,"Ted Potter, Jr.",77,+.119,59,+7.00
165,166,166,Kevin Stadler,85,+.127,71,+9.00
166,167,167,Gary Woodland,70,+.128,39,+5.00
167,168,168,Will Claxton,99,+.129,70,+9.00
168,169,169,Y.E. Yang,64,+.130,46,+6.00
169,170,170,Greg Owen,90,+.132,53,+7.00
170,171,171,Jeff Maggert,83,+.134,67,+9.00
171,172,172,Camilo Villegas,79,+.141,71,+10.00
172,T173,T173,Tommy Biershenk,74,+.143,63,+9.00
173,T173,T173,Roberto Castro,92,+.143,56,+8.00
174,T173,T173,Mathew Goggin,65,+.143,49,+7.00
175,176,176,Ernie Els,80,+.145,62,+9.00
176,177,177,Heath Slocum,93,+.148,81,+12.00
177,178,178,Roland Thatcher,55,+.154,39,+6.00
178,179,179,Hunter Haas,69,+.157,51,+8.00
179,180,180,Jason Dufner,83,+.159,44,+7.00
180,181,181,Josh Teater,97,+.160,75,+12.00
181,182,182,Jhonattan Vegas,77,+.164,61,+10.00
182,183,183,Daniel Chopra,55,+.172,29,+5.00
183,184,184,Kyle Thompson,51,+.176,34,+6.00
184,185,185,J.B. Holmes,90,+.177,62,+11.00
185,186,186,Robert Karlsson,54,+.184,38,+7.00
186,187,187,Edward Loar,59,+.186,43,+8.00
187,188,188,Lee Westwood,60,+.192,26,+5.00
188,T189,T189,Cameron Beckman,81,+.200,60,+12.00
189,T189,T189,Stephen Gangluff,57,+.200,50,+10.00
190,191,191,Ryo Ishikawa,54,+.259,27,+7.00
