,Scrambling_from_Other_Locations_RANK THIS WEEK,Scrambling_from_Other_Locations_RANK LAST WEEK,Scrambling_from_Other_Locations_PLAYER NAME,Scrambling_from_Other_Locations_ROUNDS,Scrambling_from_Other_Locations_%,Scrambling_from_Other_Locations_SUCCESSES,Scrambling_from_Other_Locations_ATTEMPTS
39,40,40,Kris Blanks,65,61.61,69,112
40,41,41,David Hearn,95,61.59,101,164
41,42,42,Tiger Woods,69,61.43,43,70
42,43,43,David Mathis,83,61.39,97,158
43,44,44,John Rollins,81,61.31,84,137
44,45,45,Bryce Molder,83,61.15,96,157
45,T46,T46,Jason Day,57,60.98,50,82
46,T46,T46,Colt Knost,79,60.98,100,164
47,T46,T46,Jimmy Walker,101,60.98,100,164
48,49,49,Chris Stroud,86,60.69,105,173
49,T50,T50,Justin Rose,69,60.61,40,66
50,T50,T50,Bubba Watson,68,60.61,40,66
51,52,52,Jeff Maggert,83,60.56,86,142
52,53,53,Chez Reavie,83,60.45,81,134
53,T54,T54,John Merrick,83,60.4,90,149
54,T54,T54,D.A. Points,88,60.4,90,149
55,T56,T56,Graham DeLaet,79,60.38,96,159
56,T56,T56,Rory McIlroy,60,60.38,32,53
57,58,58,Ernie Els,80,60.34,70,116
58,T59,T59,Ben Curtis,62,60.24,50,83
59,T59,T59,Josh Teater,97,60.24,100,166
60,61,61,Jason Bohn,81,60.19,65,108
61,62,62,Brian Gay,91,60.12,101,168
62,63,63,"Ted Potter, Jr.",77,60.0,60,100
63,64,64,Mark Wilson,84,59.83,70,117
64,65,65,Matt Jones,53,59.81,64,107
65,66,66,Marc Leishman,84,59.71,83,139
66,67,67,Ryan Palmer,81,59.66,71,119
67,68,68,Carl Pettersson,92,59.46,88,148
68,T69,T69,J.B. Holmes,90,59.26,96,162
69,T69,T69,Billy Mayfair,90,59.26,96,162
70,T69,T69,Scott Piercy,95,59.26,96,162
71,72,72,George McNeill,85,59.23,77,130
72,T73,T73,Bud Cauley,99,59.09,91,154
73,T73,T73,Steve Stricker,73,59.09,39,66
74,75,75,Greg Owen,90,59.03,85,144
75,76,76,Padraig Harrington,67,58.9,43,73
76,77,77,Kevin Na,80,58.87,73,124
77,78,78,J.J. Killeen,101,58.82,110,187
78,79,79,Boo Weekley,74,58.65,61,104
79,80,80,Freddie Jacobson,61,58.62,51,87
80,81,81,Rod Pampling,88,58.59,75,128
81,82,82,Sean O'Hair,84,58.57,82,140
82,83,83,Ryuji Imada,78,58.56,106,181
83,84,84,Sung Kang,75,58.43,104,178
84,85,85,Matt Every,80,58.33,77,132
85,86,86,Will Claxton,99,58.13,93,160
86,87,87,Keegan Bradley,90,58.1,61,105
87,88,88,Jerry Kelly,84,58.04,83,143
88,89,89,Roberto Castro,92,57.96,91,157
89,90,90,Zach Johnson,95,57.85,70,121
90,91,91,Adam Scott,59,57.81,37,64
91,92,92,Alexandre Rocha,62,57.8,63,109
92,93,93,J.J. Henry,93,57.79,89,154
93,94,94,Dicky Pride,62,57.78,52,90
94,95,95,Cameron Beckman,81,57.72,86,149
95,96,96,Billy Horschel,63,57.69,60,104
96,97,97,Troy Matteson,100,57.65,98,170
97,98,98,Nick O'Hern,78,57.52,88,153
98,99,99,Mathew Goggin,65,57.5,69,120
99,100,100,Bo Van Pelt,84,57.47,50,87
100,101,101,Charles Howell III,98,57.32,94,164
101,102,102,John Senden,81,57.3,51,89
102,T103,T103,Chris Couch,61,57.26,71,124
103,T103,T103,Tom Gillis,75,57.26,71,124
104,105,105,Daniel Summerhays,81,57.25,79,138
105,106,106,Chris Kirk,93,57.24,83,145
106,107,107,Bobby Gates,87,57.23,91,159
107,108,108,Justin Leonard,79,57.06,101,177
108,109,109,Brian Harman,101,56.91,107,188
109,110,110,Russell Knox,72,56.9,66,116
110,111,111,Andres Romero,68,56.86,58,102
111,112,112,Tommy Gainey,98,56.83,104,183
112,113,113,Brian Davis,91,56.65,98,173
113,114,114,Nick Watney,97,56.49,74,131
114,115,115,Ryan Moore,89,56.29,85,151
115,116,116,Dustin Johnson,70,56.25,36,64
116,117,117,Gavin Coles,72,56.2,77,137
117,118,118,Martin Flores,95,56.13,87,155
118,119,119,Stephen Ames,54,56.1,46,82
119,120,120,Stewart Cink,71,56.0,56,100
120,121,121,Robert Karlsson,54,55.84,43,77
121,T122,T122,Derek Lamely,64,55.41,82,148
122,T122,T122,Kyle Reifers,86,55.41,87,157
123,124,124,Aaron Baddeley,73,55.36,62,112
124,125,125,Cameron Tringale,88,55.24,79,143
125,126,126,Heath Slocum,93,55.22,74,134
126,127,127,Hunter Mahan,88,55.21,53,96
127,128,128,Gary Christian,91,55.07,76,138
128,129,129,Spencer Levin,81,54.97,83,151
129,130,130,Vaughn Taylor,81,54.84,85,155
130,131,131,Rory Sabbatini,84,54.81,74,135
131,132,132,Brendon Todd,78,54.79,80,146
132,133,133,Jonas Blixt,72,54.69,70,128
133,134,134,David Toms,60,54.65,47,86
134,135,135,Miguel Angel Carballo,73,54.62,65,119
135,T136,T136,Brendon de Jonge,115,54.44,92,169
136,T136,T136,Webb Simpson,77,54.44,49,90
137,138,138,Blake Adams,107,54.4,99,182
138,139,139,Scott Stallings,78,54.39,62,114
139,T140,T140,Rickie Fowler,84,54.37,56,103
140,T140,T140,Robert Garrigus,89,54.37,56,103
141,142,142,Charley Hoffman,88,54.23,77,142
142,143,143,Danny Lee,74,54.01,74,137
143,144,144,Scott Dunlap,57,53.66,44,82
144,145,145,Billy Hurley III,70,53.57,75,140
145,T146,T146,Mark Anderson,75,53.47,77,144
146,T146,T146,Gary Woodland,70,53.47,54,101
147,148,148,Garth Mulroy,59,53.4,55,103
148,149,149,Erik Compton,81,53.33,72,135
149,150,150,Arjun Atwal,79,53.28,73,137
150,151,151,Scott Brown,65,53.17,67,126
151,152,152,Brendan Steele,77,53.15,59,111
152,153,153,D.J. Trahan,73,53.08,69,130
153,T154,T154,Louis Oosthuizen,65,52.94,36,68
154,T154,T154,Kevin Streelman,89,52.94,72,136
155,156,156,James Driscoll,83,52.8,85,161
156,157,157,Tom Pernice Jr.,62,52.73,58,110
157,158,158,Tommy Biershenk,74,52.63,70,133
158,T159,T159,Robert Allenby,76,52.59,61,116
159,T159,T159,Daniel Chopra,55,52.59,61,116
160,161,161,Chris DiMarco,83,52.53,83,158
161,162,162,Ricky Barnes,92,52.48,74,141
162,163,163,Ryo Ishikawa,54,52.38,44,84
163,T164,T164,Tim Herron,88,52.14,73,140
164,T164,T164,Richard Lee,71,52.14,61,117
165,166,166,John Huh,99,52.0,91,175
166,167,167,Ángel Cabrera,54,51.9,41,79
167,168,168,Harris English,98,51.81,86,166
168,169,169,Michael Bradley,63,51.67,62,120
169,170,170,Harrison Frazar,56,51.43,54,105
170,171,171,Matt Bettencourt,80,51.39,74,144
171,172,172,Charlie Beljan,61,51.06,48,94
172,173,173,Edward Loar,59,50.41,62,123
173,T174,T174,Davis Love III,64,50.0,39,78
174,T174,T174,Roland Thatcher,55,50.0,39,78
175,T174,T174,Camilo Villegas,79,50.0,52,104
176,T174,T174,Lee Westwood,60,50.0,20,40
177,178,178,Jhonattan Vegas,77,49.64,68,137
178,179,179,Nathan Green,73,49.21,62,126
179,180,180,Vijay Singh,99,49.15,58,118
180,181,181,Kyle Thompson,51,48.75,39,80
181,182,182,John Daly,50,48.65,36,74
182,183,183,Kyle Stanley,86,48.45,47,97
183,184,184,Michael Thompson,80,48.09,63,131
184,185,185,Jason Kokrak,79,47.83,66,138
185,186,186,Marco Dawson,60,47.57,49,103
186,187,187,Graeme McDowell,55,46.77,29,62
187,188,188,Brandt Jobe,57,46.67,56,120
188,189,189,Stephen Gangluff,57,46.46,59,127
189,190,190,K.J. Choi,71,46.43,39,84
190,191,191,Sangmoon Bae,81,45.45,40,88
