,Scrambling__30_yds_RTP_Score_RANK THIS WEEK,Scrambling__30_yds_RTP_Score_RANK LAST WEEK,Scrambling__30_yds_RTP_Score_PLAYER NAME,Scrambling__30_yds_RTP_Score_ROUNDS,Scrambling__30_yds_RTP_Score_AVG RTP,Scrambling__30_yds_RTP_Score_TOTAL HOLES,Scrambling__30_yds_RTP_Score_TOTAL RTP
44,45,45,Jim Furyk,85,0.82,50,41.0
45,46,46,Scott Dunlap,57,0.821,39,32.0
46,47,47,Jimmy Walker,101,0.8220000000000001,107,88.0
47,T48,T48,Greg Chalmers,88,0.823,96,79.0
48,T48,T48,Daniel Summerhays,81,0.823,62,51.0
49,50,50,Marc Leishman,84,0.825,80,66.0
50,T51,T51,Roberto Castro,92,0.8290000000000001,82,68.0
51,T51,T51,David Toms,60,0.8290000000000001,41,34.0
52,53,53,Billy Mayfair,90,0.83,94,78.0
53,54,54,J.J. Henry,93,0.835,91,76.0
54,55,55,Ryan Palmer,81,0.836,73,61.0
55,56,56,Ryuji Imada,78,0.838,111,93.0
56,57,57,Ryo Ishikawa,54,0.8390000000000001,62,52.0
57,58,58,Will Claxton,99,0.84,81,68.0
58,59,59,Ángel Cabrera,54,0.841,44,37.0
59,60,60,Carl Pettersson,92,0.843,108,91.0
60,61,61,Colt Knost,79,0.8440000000000001,109,92.0
61,62,62,Bob Estes,78,0.845,84,71.0
62,63,63,Bo Van Pelt,84,0.846,52,44.0
63,T64,T64,K.J. Choi,71,0.848,46,39.0
64,T64,T64,Bobby Gates,87,0.848,79,67.0
65,66,66,Jeff Overton,101,0.852,81,69.0
66,67,67,Nick O'Hern,78,0.853,102,87.0
67,68,68,Russell Knox,72,0.8540000000000001,48,41.0
68,69,69,Chad Campbell,84,0.855,62,53.0
69,70,70,Kevin Kisner,69,0.857,56,48.0
70,T71,T71,Spencer Levin,81,0.86,86,74.0
71,T71,T71,Alexandre Rocha,62,0.86,43,37.0
72,T73,T73,Stewart Cink,71,0.868,76,66.0
73,T73,T73,Kyle Reifers,86,0.868,76,66.0
74,75,75,Seung-Yul Noh,105,0.8690000000000001,84,73.0
75,76,76,Mark Wilson,84,0.87,69,60.0
76,77,77,Pat Perez,81,0.871,70,61.0
77,78,78,Ken Duke,104,0.873,71,62.0
78,79,79,Davis Love III,64,0.875,56,49.0
79,80,80,Garth Mulroy,59,0.878,49,43.0
80,T81,T81,Martin Laird,77,0.879,58,51.0
81,T81,T81,Ian Poulter,57,0.879,33,29.0
82,83,83,Brian Davis,91,0.88,92,81.0
83,84,84,Robert Garrigus,89,0.8809999999999999,59,52.0
84,85,85,Webb Simpson,77,0.883,60,53.0
85,86,86,Rocco Mediate,70,0.884,69,61.0
86,87,87,Phil Mickelson,79,0.885,61,54.0
87,88,88,Bud Cauley,99,0.887,106,94.0
88,T89,T89,Matt Every,80,0.888,80,71.0
89,T89,T89,J.J. Killeen,101,0.888,80,71.0
90,91,91,Charl Schwartzel,56,0.893,28,25.0
91,T92,T92,Jonathan Byrd,69,0.897,68,61.0
92,T92,T92,Cameron Tringale,88,0.897,87,78.0
93,94,94,James Driscoll,83,0.9,110,99.0
94,95,95,Billy Hurley III,70,0.902,82,74.0
95,T96,T96,John Huh,99,0.905,84,76.0
96,T96,T96,Hunter Mahan,88,0.905,63,57.0
97,T98,T98,Jason Kokrak,79,0.9059999999999999,96,87.0
98,T98,T98,Charlie Wi,86,0.9059999999999999,96,87.0
99,100,100,Chris Kirk,93,0.907,86,78.0
100,101,101,Richard Lee,71,0.9079999999999999,65,59.0
101,102,102,Billy Horschel,63,0.909,33,30.0
102,T103,T103,Kevin Chappell,91,0.91,78,71.0
103,T103,T103,Gavin Coles,72,0.91,67,61.0
104,105,105,Dustin Johnson,70,0.9109999999999999,45,41.0
105,106,106,Tom Gillis,75,0.9129999999999999,69,63.0
106,107,107,Graham DeLaet,79,0.914,70,64.0
107,T108,T108,Erik Compton,81,0.917,72,66.0
108,T108,T108,Graeme McDowell,55,0.917,36,33.0
109,110,110,Martin Flores,95,0.9179999999999999,97,89.0
110,111,111,Mark Anderson,75,0.92,88,81.0
111,112,112,Keegan Bradley,90,0.922,64,59.0
112,113,113,Kevin Streelman,89,0.9259999999999999,81,75.0
113,T114,T114,Trevor Immelman,76,0.927,55,51.0
114,T114,T114,Y.E. Yang,64,0.927,55,51.0
115,T116,T116,Tommy Gainey,98,0.9329999999999999,119,111.0
116,T116,T116,Kyle Thompson,51,0.9329999999999999,45,42.0
117,118,118,Harris English,98,0.934,91,85.0
118,119,119,Kris Blanks,65,0.9359999999999999,47,44.0
119,120,120,Jonas Blixt,72,0.937,63,59.0
120,T121,T121,Greg Owen,90,0.938,81,76.0
121,T121,T121,Chez Reavie,83,0.938,48,45.0
122,123,123,Tim Herron,88,0.9390000000000001,66,62.0
123,124,124,Hunter Haas,69,0.94,50,47.0
124,125,125,Miguel Angel Carballo,73,0.9440000000000001,72,68.0
125,T126,T126,Freddie Jacobson,61,0.945,55,52.0
126,T126,T126,Scott Stallings,78,0.945,73,69.0
127,T126,T126,Kyle Stanley,86,0.945,55,52.0
128,T129,T129,Blake Adams,107,0.9490000000000001,99,94.0
129,T129,T129,Tommy Biershenk,74,0.9490000000000001,79,75.0
130,T129,T129,Sergio Garcia,57,0.9490000000000001,39,37.0
131,T129,T129,D.J. Trahan,73,0.9490000000000001,59,56.0
132,133,133,Sung Kang,75,0.951,102,97.0
133,134,134,Kevin Na,80,0.9520000000000001,62,59.0
134,135,135,Michael Bradley,63,0.9570000000000001,94,90.0
135,136,136,George McNeill,85,0.9590000000000001,74,71.0
136,137,137,Arjun Atwal,79,0.961,76,73.0
137,138,138,Geoff Ogilvy,73,0.9620000000000001,52,50.0
138,139,139,Louis Oosthuizen,65,0.963,54,52.0
139,140,140,Brandt Jobe,57,0.9640000000000001,55,53.0
140,141,141,"Ted Potter, Jr.",77,0.965,57,55.0
141,142,142,Jhonattan Vegas,77,0.968,95,92.0
142,143,143,Charley Hoffman,88,0.971,70,68.0
143,144,144,Sean O'Hair,84,0.9740000000000001,78,76.0
144,145,145,Tom Pernice Jr.,62,0.975,81,79.0
145,146,146,Rory Sabbatini,84,0.976,85,83.0
146,T147,T147,Matt Bettencourt,80,0.978,89,87.0
147,T147,T147,J.B. Holmes,90,0.978,90,88.0
148,T149,T149,Aaron Baddeley,73,0.982,57,56.0
149,T149,T149,Kevin Stadler,85,0.982,57,56.0
150,T151,T151,Nathan Green,73,0.986,71,70.0
151,T151,T151,Brendan Steele,77,0.986,70,69.0
152,T151,T151,Michael Thompson,80,0.986,73,72.0
153,T154,T154,Jason Day,57,1.0,50,50.0
154,T154,T154,Jerry Kelly,84,1.0,56,56.0
155,T154,T154,Danny Lee,74,1.0,64,64.0
156,T154,T154,Bill Lunde,83,1.0,66,66.0
157,T154,T154,Troy Matteson,100,1.0,120,120.0
158,T154,T154,Vijay Singh,99,1.0,58,58.0
159,160,160,Derek Lamely,64,1.01,102,103.0
160,161,161,Camilo Villegas,79,1.013,77,78.0
161,162,162,Harrison Frazar,56,1.016,61,62.0
162,T163,T163,Mathew Goggin,65,1.018,56,57.0
163,T163,T163,Matt Jones,53,1.018,56,57.0
164,165,165,Scott Brown,65,1.02,51,52.0
165,166,166,Josh Teater,97,1.025,79,81.0
166,167,167,Sangmoon Bae,81,1.0270000000000001,74,76.0
167,168,168,Jason Bohn,81,1.032,62,64.0
168,169,169,Robert Karlsson,54,1.042,48,50.0
169,170,170,Edward Loar,59,1.051,59,62.0
170,171,171,Daniel Chopra,55,1.056,71,75.0
171,T172,T172,Ricky Barnes,92,1.058,86,91.0
172,T172,T172,David Mathis,83,1.058,69,73.0
173,174,174,Robert Allenby,76,1.0590000000000002,85,90.0
174,175,175,Stephen Ames,54,1.06,50,53.0
175,176,176,Scott Piercy,95,1.0659999999999998,76,81.0
176,177,177,Brian Harman,101,1.068,88,94.0
177,178,178,Roland Thatcher,55,1.07,43,46.0
178,179,179,Cameron Beckman,81,1.073,82,88.0
179,180,180,Andres Romero,68,1.074,68,73.0
180,181,181,Lee Westwood,60,1.075,40,43.0
181,T182,T182,Stephen Gangluff,57,1.078,77,83.0
182,T182,T182,Patrick Sheehan,58,1.078,51,55.0
183,184,184,Vaughn Taylor,81,1.081,86,93.0
184,185,185,Adam Scott,59,1.095,42,46.0
185,186,186,Marco Dawson,60,1.104,77,85.0
186,187,187,Steve Wheatcroft,56,1.105,38,42.0
187,188,188,Chris Couch,61,1.113,53,59.0
188,189,189,John Daly,50,1.12,50,56.0
189,190,190,Charlie Beljan,61,1.176,34,40.0
190,191,191,Gary Woodland,70,1.183,60,71.0
