,Tenth_Tee_Late_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Scoring_Average_ROUNDS,Tenth_Tee_Late_Scoring_Average_AVG,Tenth_Tee_Late_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Scoring_Average_TOTAL 10TH TEE LATE RNDS.
130,T130,T130,Kevin Na,80,71.67,1075,15
131,132,132,Ken Duke,104,71.68,1577,22
132,T133,T133,Ryuji Imada,78,71.71,1219,17
133,T133,T133,Vaughn Taylor,81,71.71,1219,17
134,135,135,Marc Leishman,84,71.73,789,11
135,136,136,Charl Schwartzel,56,71.75,287,4
136,137,137,Johnson Wagner,88,71.76,1220,17
137,138,138,Hunter Haas,69,71.79,1005,14
138,T139,T139,Davis Love III,64,71.8,359,5
139,T139,T139,John Mallinger,74,71.8,1077,15
140,141,141,Robert Garrigus,89,71.82,1221,17
141,T142,T142,Ian Poulter,57,71.83,431,6
142,T142,T142,Chris Stroud,86,71.83,1293,18
143,144,144,Robert Allenby,76,71.86,1509,21
144,145,145,Y.E. Yang,64,71.91,791,11
145,146,146,D.J. Trahan,73,71.92,863,12
146,T147,T147,Aaron Baddeley,73,71.94,1151,16
147,T147,T147,Alexandre Rocha,62,71.94,1295,18
148,T149,T149,K.J. Choi,71,72.0,360,5
149,T149,T149,Chris Couch,61,72.0,216,3
150,T149,T149,Billy Horschel,63,72.0,864,12
151,T149,T149,Freddie Jacobson,61,72.0,720,10
152,T149,T149,Edward Loar,59,72.0,864,12
153,154,154,Arjun Atwal,79,72.04,1729,24
154,T155,T155,Bill Lunde,83,72.06,1225,17
155,T155,T155,Mark Wilson,84,72.06,1225,17
156,T157,T157,Matt Bettencourt,80,72.13,1082,15
157,T157,T157,Graham DeLaet,79,72.13,1154,16
158,159,159,J.J. Killeen,101,72.21,1372,19
159,160,160,Nick O'Hern,78,72.22,1300,18
160,T161,T161,Brendan Steele,77,72.29,1229,17
161,T161,T161,Josh Teater,97,72.29,1012,14
162,T163,T163,John Daly,50,72.33,434,6
163,T163,T163,Kyle Thompson,51,72.33,868,12
164,165,165,Stephen Ames,54,72.36,796,11
165,T166,T166,Mark Anderson,75,72.43,1666,23
166,T166,T166,Padraig Harrington,67,72.43,507,7
167,T168,T168,Kris Blanks,65,72.5,1160,16
168,T168,T168,Hunter Mahan,88,72.5,435,6
169,T168,T168,Greg Owen,90,72.5,1160,16
170,171,171,Brendon Todd,78,72.59,1234,17
171,172,172,Patrick Sheehan,58,72.63,1162,16
172,T173,T173,Scott Brown,65,72.67,1308,18
173,T173,T173,David Toms,60,72.67,436,6
174,175,175,David Mathis,83,72.75,873,12
175,176,176,"Ted Potter, Jr.",77,72.79,1383,19
176,177,177,Tom Pernice Jr.,62,72.8,728,10
177,178,178,Stephen Gangluff,57,72.88,1166,16
178,179,179,Gary Woodland,70,72.9,729,10
179,180,180,Andres Romero,68,73.0,657,9
180,181,181,Sung Kang,75,73.06,1315,18
181,182,182,Tommy Biershenk,74,73.11,1316,18
182,183,183,Scott Dunlap,57,73.2,1098,15
183,184,184,Daniel Chopra,55,73.27,806,11
184,185,185,Dicky Pride,62,73.31,953,13
185,186,186,Webb Simpson,77,73.33,220,3
186,187,187,Scott Stallings,78,73.42,881,12
187,188,188,Jason Day,57,73.75,590,8
188,189,189,Colt Knost,79,74.08,889,12
189,190,190,Billy Hurley III,70,74.22,1336,18
