,Bogey_Average_RANK THIS WEEK,Bogey_Average_RANK LAST WEEK,Bogey_Average_PLAYER NAME,Bogey_Average_EVENTS,Bogey_Average_AVERAGE BOGEYS PER ROUND,Bogey_Average_TOTAL BOGEYS,Bogey_Average_ROUNDS PLAYED
61,T58,T58,Jeff Maggert,27,2.63,218,83
62,T58,T58,Billy Mayfair,28,2.63,226,86
63,T58,T58,Heath Slocum,29,2.63,234,89
64,T58,T58,Daniel Summerhays,26,2.63,213,81
65,T66,T66,Mathew Goggin,23,2.65,167,63
66,T66,T66,Kevin Streelman,26,2.65,236,89
67,T68,T68,Kevin Kisner,24,2.66,173,65
68,T68,T68,John Mallinger,25,2.66,186,70
69,T68,T68,Ryan Moore,24,2.66,237,89
70,T68,T68,Dicky Pride,19,2.66,154,58
71,T72,T72,Tim Clark,20,2.67,160,60
72,T72,T72,Tim Herron,27,2.67,235,88
73,T72,T72,Richard Lee,24,2.67,179,67
74,75,75,Greg Chalmers,25,2.68,233,87
75,T76,T76,Chris Couch,21,2.69,159,59
76,T76,T76,William McGirt,30,2.69,258,96
77,T78,T78,D.A. Points,29,2.7,238,88
78,T78,T78,Charl Schwartzel,16,2.7,146,54
79,T80,T80,Gavin Coles,23,2.71,190,70
80,T80,T80,Harris English,27,2.71,266,98
81,T80,T80,Steve Wheatcroft,22,2.71,141,52
82,T83,T83,Ben Crane,23,2.72,196,72
83,T83,T83,Bill Haas,23,2.72,212,78
84,T85,T85,Keegan Bradley,25,2.73,240,88
85,T85,T85,John Merrick,26,2.73,216,79
86,T85,T85,Jimmy Walker,28,2.73,276,101
87,T85,T85,Boo Weekley,25,2.73,191,70
88,T89,T89,Jason Day,17,2.75,151,55
89,T89,T89,Rickie Fowler,23,2.75,228,83
90,T89,T89,Ryan Palmer,24,2.75,223,81
91,T89,T89,Henrik Stenson,15,2.75,140,51
92,T93,T93,Jonathan Byrd,21,2.76,188,68
93,T93,T93,Ken Duke,30,2.76,287,104
94,T93,T93,Jason Kokrak,27,2.76,207,75
95,T93,T93,Danny Lee,26,2.76,193,70
96,T93,T93,Vijay Singh,27,2.76,273,99
97,98,98,Brandt Jobe,18,2.77,158,57
98,T99,T99,Kyle Reifers,27,2.78,239,86
99,T99,T99,John Rollins,26,2.78,214,77
100,T99,T99,Adam Scott,16,2.78,161,58
101,102,102,J.J. Killeen,33,2.79,271,97
102,T103,T103,John Huh,28,2.8,277,99
103,T103,T103,Troy Kelly,23,2.8,179,64
104,T103,T103,Troy Matteson,32,2.8,274,98
105,T103,T103,Josh Teater,30,2.8,260,93
106,T103,T103,Johnson Wagner,27,2.8,246,88
107,T108,T108,Martin Laird,22,2.81,205,73
108,T108,T108,David Mathis,29,2.81,228,81
109,T108,T108,Rod Pampling,26,2.81,236,84
110,111,111,Chez Reavie,26,2.82,234,83
111,T112,T112,Rory Sabbatini,29,2.83,238,84
112,T112,T112,Bo Van Pelt,24,2.83,235,83
113,T114,T114,Blake Adams,32,2.84,304,107
114,T114,T114,Tom Gillis,23,2.84,213,75
115,T114,T114,"Ted Potter, Jr.",25,2.84,219,77
116,T117,T117,Padraig Harrington,18,2.86,180,63
117,T117,T117,Greg Owen,27,2.86,257,90
118,T119,T119,Jason Bohn,28,2.88,222,77
119,T119,T119,Davis Love III,20,2.88,184,64
120,T119,T119,Kyle Stanley,27,2.88,242,84
121,T122,T122,George McNeill,25,2.89,246,85
122,T122,T122,Nick O'Hern,26,2.89,214,74
123,124,124,Freddie Jacobson,17,2.9,174,60
124,T125,T125,Gary Christian,28,2.91,253,87
125,T125,T125,Alexandre Rocha,21,2.91,169,58
126,T125,T125,Patrick Sheehan,21,2.91,163,56
127,T125,T125,Michael Thompson,25,2.91,233,80
128,T125,T125,Mark Wilson,25,2.91,227,78
129,T130,T130,Kris Blanks,23,2.92,190,65
130,T130,T130,Michael Bradley,23,2.92,184,63
131,T130,T130,J.B. Holmes,25,2.92,251,86
132,T130,T130,Charles Howell III,29,2.92,286,98
133,T134,T134,Arjun Atwal,27,2.93,220,75
134,T134,T134,Ricky Barnes,28,2.93,258,88
135,T136,T136,Chad Campbell,27,2.94,247,84
136,T136,T136,Scott Dunlap,20,2.94,156,53
137,T136,T136,Y.E. Yang,20,2.94,182,62
138,139,139,Spencer Levin,26,2.95,233,79
139,T140,T140,John Daly,15,2.96,136,46
140,T140,T140,James Driscoll,27,2.96,246,83
141,T140,T140,Graeme McDowell,16,2.96,160,54
142,T143,T143,Aaron Baddeley,22,2.97,214,72
143,T143,T143,Ryuji Imada,28,2.97,226,76
144,T143,T143,Derek Lamely,25,2.97,190,64
145,146,146,Charlie Wi,25,2.98,256,86
146,147,147,Nick Watney,26,2.99,281,94
147,T148,T148,Robert Allenby,27,3.0,228,76
148,T148,T148,Marco Dawson,22,3.0,174,58
149,T148,T148,Tommy Gainey,32,3.0,294,98
150,T148,T148,Andres Romero,22,3.0,192,64
151,T148,T148,Lee Westwood,15,3.0,162,54
152,T148,T148,Gary Woodland,22,3.0,207,69
153,T154,T154,Stephen Ames,20,3.02,163,54
154,T154,T154,Daniel Chopra,21,3.02,160,53
155,T154,T154,Garth Mulroy,20,3.02,172,57
156,157,157,Kevin Chappell,29,3.03,264,87
157,T158,T158,Ángel Cabrera,20,3.04,164,54
158,T158,T158,Marc Leishman,23,3.04,255,84
159,T158,T158,Roland Thatcher,21,3.04,161,53
160,T161,T161,Bobby Gates,29,3.05,259,85
161,T161,T161,Hunter Haas,24,3.05,198,65
162,T161,T161,Justin Leonard,26,3.05,229,75
163,T161,T161,Tom Pernice Jr.,23,3.05,177,58
164,165,165,Colt Knost,29,3.06,236,77
165,T166,T166,Brendan Steele,24,3.07,224,73
166,T166,T166,D.J. Trahan,27,3.07,212,69
167,168,168,Jhonattan Vegas,25,3.08,237,77
168,169,169,K.J. Choi,21,3.09,216,70
169,170,170,Erik Compton,26,3.1,239,77
170,T171,T171,Stewart Cink,22,3.12,209,67
171,T171,T171,Billy Hurley III,27,3.12,212,68
172,173,173,Scott Stallings,27,3.13,244,78
173,T174,T174,Scott Brown,24,3.14,198,63
174,T174,T174,Chris DiMarco,29,3.14,254,81
175,T174,T174,Charley Hoffman,27,3.14,276,88
176,177,177,Mark Anderson,25,3.15,230,73
177,178,178,Cameron Beckman,26,3.16,243,77
178,T179,T179,Stephen Gangluff,23,3.18,175,55
179,T179,T179,Trevor Immelman,24,3.18,242,76
180,181,181,Brendon Todd,29,3.23,239,74
181,T182,T182,Miguel Angel Carballo,25,3.25,224,69
182,T182,T182,Ryo Ishikawa,18,3.25,169,52
183,184,184,Sangmoon Bae,25,3.29,253,77
184,T185,T185,Harrison Frazar,20,3.3,178,54
185,T185,T185,Edward Loar,23,3.3,188,57
186,187,187,Robert Karlsson,17,3.31,172,52
187,188,188,Sung Kang,30,3.36,245,73
188,189,189,Matt Bettencourt,31,3.39,258,76
189,190,190,Tommy Biershenk,27,3.46,249,72
190,191,191,Kyle Thompson,22,3.51,172,49
