,Birdie_to_Bogey_Ratio_RANK THIS WEEK,Birdie_to_Bogey_Ratio_RANK LAST WEEK,Birdie_to_Bogey_Ratio_PLAYER NAME,Birdie_to_Bogey_Ratio_ROUNDS,Birdie_to_Bogey_Ratio_BIRDIE TO BOGEY RATIO,Birdie_to_Bogey_Ratio_TOTAL BIRDIES AND BETTER,Birdie_to_Bogey_Ratio_TOTAL BOGEYS AND WORSE
114,T115,T115,Chad Campbell,84,1.07,286,267
115,T115,T115,Jason Kokrak,79,1.07,256,240
116,T115,T115,Billy Mayfair,90,1.07,275,256
117,T115,T115,Garth Mulroy,59,1.07,213,200
118,T115,T115,Charlie Wi,86,1.07,303,284
119,T120,T120,James Driscoll,83,1.06,297,280
120,T120,T120,Charley Hoffman,88,1.06,332,313
121,T122,T122,Aaron Baddeley,73,1.05,256,244
122,T122,T122,Ricky Barnes,92,1.05,312,297
123,T122,T122,Spencer Levin,81,1.05,271,259
124,T122,T122,George McNeill,85,1.05,290,276
125,T122,T122,Rod Pampling,88,1.05,275,263
126,T127,T127,John Daly,50,1.04,171,164
127,T127,T127,Brandt Jobe,57,1.04,190,182
128,T127,T127,Troy Matteson,100,1.04,331,319
129,T127,T127,Roland Thatcher,55,1.04,190,182
130,T127,T127,Michael Thompson,80,1.04,285,273
131,T132,T132,Kevin Chappell,91,1.03,299,291
132,T132,T132,Tim Clark,60,1.03,188,183
133,134,134,Mark Anderson,75,1.02,268,262
134,T135,T135,Tommy Gainey,98,1.01,354,351
135,T135,T135,Bobby Gates,87,1.01,288,286
136,T135,T135,Marc Leishman,84,1.01,283,281
137,T135,T135,Jhonattan Vegas,77,1.01,275,272
138,T139,T139,Jason Bohn,81,1.0,254,254
139,T139,T139,K.J. Choi,71,1.0,236,237
140,T139,T139,Erik Compton,81,1.0,269,269
141,T139,T139,Troy Kelly,68,1.0,205,204
142,T139,T139,Chez Reavie,83,1.0,266,267
143,T139,T139,Scott Stallings,78,1.0,274,273
144,T139,T139,Steve Wheatcroft,56,1.0,165,165
145,T146,T146,Michael Bradley,63,0.99,205,208
146,T146,T146,Scott Brown,65,0.99,228,230
147,T146,T146,David Mathis,83,0.99,261,263
148,T149,T149,Kris Blanks,65,0.98,216,220
149,T149,T149,Scott Dunlap,57,0.98,169,173
150,T151,T151,Robert Karlsson,54,0.97,196,202
151,T151,T151,D.J. Trahan,73,0.97,228,236
152,T153,T153,Cameron Beckman,81,0.96,269,280
153,T153,T153,Marco Dawson,60,0.96,197,205
154,T153,T153,Chris DiMarco,83,0.96,270,282
155,T153,T153,J.J. Killeen,101,0.96,300,311
156,T153,T153,Mark Wilson,84,0.96,244,254
157,T158,T158,Arjun Atwal,79,0.95,237,250
158,T158,T158,Hunter Haas,69,0.95,216,227
159,T158,T158,Derek Lamely,64,0.95,211,223
160,T158,T158,"Ted Potter, Jr.",77,0.95,252,264
161,T158,T158,Andres Romero,68,0.95,222,234
162,T163,T163,Miguel Angel Carballo,73,0.94,236,251
163,T163,T163,Ryuji Imada,78,0.94,247,262
164,T163,T163,Freddie Jacobson,61,0.94,193,205
165,T163,T163,Nick O'Hern,78,0.94,229,243
166,T167,T167,Robert Allenby,76,0.93,247,267
167,T167,T167,Sangmoon Bae,81,0.93,285,307
168,T167,T167,Daniel Chopra,55,0.93,181,195
169,T167,T167,Gary Woodland,70,0.93,237,254
170,T167,T167,Y.E. Yang,64,0.93,204,219
171,T172,T172,Justin Leonard,79,0.92,235,256
172,T172,T172,Patrick Sheehan,58,0.92,172,187
173,T172,T172,Brendan Steele,77,0.92,228,249
174,175,175,Alexandre Rocha,62,0.91,175,192
175,T176,T176,Ángel Cabrera,54,0.9,176,196
176,T176,T176,Harrison Frazar,56,0.9,183,203
177,T176,T176,Trevor Immelman,76,0.9,240,268
178,T176,T176,Brendon Todd,78,0.9,240,266
179,T180,T180,Colt Knost,79,0.89,244,274
180,T180,T180,Tom Pernice Jr.,62,0.89,179,201
181,182,182,Stewart Cink,71,0.88,212,240
182,T183,T183,Stephen Ames,54,0.87,161,186
183,T183,T183,Edward Loar,59,0.87,191,219
184,T185,T185,Matt Bettencourt,80,0.86,257,299
185,T185,T185,Ryo Ishikawa,54,0.86,160,187
186,187,187,Tommy Biershenk,74,0.85,252,295
187,T188,T188,Billy Hurley III,70,0.8,199,248
188,T188,T188,Kyle Thompson,51,0.8,152,191
189,190,190,Stephen Gangluff,57,0.77,166,216
190,191,191,Sung Kang,75,0.76,215,284
