,Eagles_Holes_per_RANK THIS WEEK,Eagles_Holes_per_RANK LAST WEEK,Eagles_Holes_per_PLAYER NAME,Eagles_Holes_per_ROUNDS,Eagles_Holes_per_FREQUENCY,Eagles_Holes_per_# OF HOLES,Eagles_Holes_per_# OF EAGLES
124,T124,T124,Cameron Beckman,81,277.2,1386,5
125,T124,T124,John Rollins,81,277.2,1386,5
126,T124,T124,Jhonattan Vegas,77,277.2,1386,5
127,128,128,Brandt Snedeker,81,280.8,1404,5
128,129,129,Davis Love III,64,288.0,1152,4
129,130,130,Chris DiMarco,83,291.6,1458,5
130,T131,T131,Hunter Haas,69,292.5,1170,4
131,T131,T131,Kevin Kisner,69,292.5,1170,4
132,133,133,Matt Kuchar,86,295.2,1476,5
133,134,134,Tiger Woods,69,301.5,1206,4
134,T135,T135,Chad Campbell,84,302.4,1512,5
135,T135,T135,Rod Pampling,88,302.4,1512,5
136,T135,T135,Rory Sabbatini,84,302.4,1512,5
137,138,138,Chris Stroud,86,309.6,1548,5
138,139,139,Nathan Green,73,310.5,1242,4
139,T140,T140,Ricky Barnes,92,316.8,1584,5
140,T140,T140,D.A. Points,88,316.8,1584,5
141,142,142,Stuart Appleby,75,319.5,1278,4
142,143,143,Martin Laird,77,328.5,1314,4
143,144,144,Stephen Gangluff,57,330.0,990,3
144,145,145,Patrick Sheehan,58,336.0,1008,3
145,146,146,Tom Gillis,75,337.5,1350,4
146,T147,T147,Martin Flores,95,342.0,1710,5
147,T147,T147,Brandt Jobe,57,342.0,1026,3
148,149,149,William McGirt,96,345.6,1728,5
149,150,150,Colt Knost,79,346.5,1386,4
150,151,151,Bob Estes,78,351.0,1404,4
151,152,152,Pat Perez,81,355.5,1422,4
152,153,153,Hunter Mahan,88,369.0,1476,4
153,154,154,Cameron Tringale,88,396.0,1584,4
154,155,155,Heath Slocum,93,400.5,1602,4
155,156,156,Aaron Baddeley,73,432.0,1296,3
156,157,157,J.J. Killeen,101,436.5,1746,4
157,158,158,Nick O'Hern,78,444.0,1332,3
158,159,159,Matt Bettencourt,80,456.0,1368,3
159,T160,T160,Jason Bohn,81,462.0,1386,3
160,T160,T160,"Ted Potter, Jr.",77,462.0,1386,3
161,T160,T160,Camilo Villegas,79,462.0,1386,3
162,163,163,Robert Karlsson,54,468.0,936,2
163,T164,T164,Bryce Molder,83,474.0,1422,3
164,T164,T164,Kevin Na,80,474.0,1422,3
165,166,166,Charl Schwartzel,56,486.0,972,2
166,167,167,Marc Leishman,84,504.0,1512,3
167,168,168,Billy Mayfair,90,516.0,1548,3
168,T169,T169,J.J. Henry,93,534.0,1602,3
169,T169,T169,Kevin Streelman,89,534.0,1602,3
170,T171,T171,Freddie Jacobson,61,540.0,1080,2
171,T171,T171,Greg Owen,90,540.0,1620,3
172,173,173,Ben Curtis,62,558.0,1116,2
173,174,174,Gavin Coles,72,630.0,1260,2
174,175,175,Mark Anderson,75,657.0,1314,2
175,176,176,Justin Leonard,79,675.0,1350,2
176,T177,T177,Robert Allenby,76,684.0,1368,2
177,T177,T177,Trevor Immelman,76,684.0,1368,2
178,179,179,Kevin Stadler,85,729.0,1458,2
179,180,180,Jerry Kelly,84,756.0,1512,2
180,181,181,Brian Gay,91,783.0,1566,2
181,182,182,David Hearn,95,855.0,1710,2
182,183,183,Kyle Thompson,51,882.0,882,1
183,184,184,Alexandre Rocha,62,1044.0,1044,1
184,185,185,Y.E. Yang,64,1116.0,1116,1
185,186,186,Richard Lee,71,1206.0,1206,1
186,187,187,D.J. Trahan,73,1242.0,1242,1
187,188,188,Ryuji Imada,78,1368.0,1368,1
188,189,189,Ryan Palmer,81,1458.0,1458,1
