,Early_Scoring_Average_RANK THIS WEEK,Early_Scoring_Average_RANK LAST WEEK,Early_Scoring_Average_PLAYER NAME,Early_Scoring_Average_ROUNDS,Early_Scoring_Average_AVG,Early_Scoring_Average_TOTAL STROKES,Early_Scoring_Average_TOTAL EARLY ROUNDS
103,T104,T104,John Huh,99,70.96,3406,48
104,T104,T104,Charl Schwartzel,56,70.96,1845,26
105,T106,T106,Danny Lee,74,70.97,2484,35
106,T106,T106,Tom Pernice Jr.,62,70.97,2271,32
107,108,108,Chris Kirk,93,70.98,3052,43
108,109,109,John Merrick,83,71.0,2627,37
109,110,110,James Driscoll,83,71.02,3054,43
110,111,111,Davis Love III,64,71.03,2273,32
111,112,112,Arjun Atwal,79,71.05,2700,38
112,113,113,Chad Campbell,84,71.08,2772,39
113,114,114,Rory Sabbatini,84,71.09,3199,45
114,115,115,Freddie Jacobson,61,71.1,2062,29
115,T116,T116,Kris Blanks,65,71.11,2489,35
116,T116,T116,John Rollins,81,71.11,2489,35
117,118,118,Jason Kokrak,79,71.13,2774,39
118,119,119,Graeme McDowell,55,71.14,1565,22
119,T120,T120,Marc Leishman,84,71.16,3202,45
120,T120,T120,Heath Slocum,93,71.16,3629,51
121,T122,T122,Ernie Els,80,71.18,2847,40
122,T122,T122,Tommy Gainey,98,71.18,3132,44
123,124,124,Derek Lamely,64,71.2,2492,35
124,T125,T125,Rocco Mediate,70,71.22,2564,36
125,T125,T125,Gary Woodland,70,71.22,2279,32
126,127,127,Troy Kelly,68,71.23,2208,31
127,T128,T128,Aaron Baddeley,73,71.24,2707,38
128,T128,T128,Daniel Chopra,55,71.24,1781,25
129,T128,T128,Bryce Molder,83,71.24,2992,42
130,T131,T131,Mark Anderson,75,71.26,2708,38
131,T131,T131,Ryuji Imada,78,71.26,2993,42
132,T131,T131,Y.E. Yang,64,71.26,2423,34
133,134,134,J.J. Henry,93,71.27,3706,52
134,135,135,Charlie Wi,86,71.29,2923,41
135,T136,T136,Chris DiMarco,83,71.31,2995,42
136,T136,T136,Spencer Levin,81,71.31,3209,45
137,T138,T138,Kevin Chappell,91,71.33,3495,49
138,T138,T138,Rod Pampling,88,71.33,3923,55
139,T140,T140,Jason Bohn,81,71.34,2711,38
140,T140,T140,Michael Thompson,80,71.34,2925,41
141,142,142,Kevin Kisner,69,71.36,2355,33
142,143,143,Jonathan Byrd,69,71.38,2070,29
143,144,144,Ricky Barnes,92,71.39,3498,49
144,T145,T145,Brandt Jobe,57,71.42,2571,36
145,T145,T145,Cameron Tringale,88,71.42,3428,48
146,147,147,Tom Gillis,75,71.43,2857,40
147,T148,T148,Charley Hoffman,88,71.44,3072,43
148,T148,T148,Brendon Todd,78,71.44,2572,36
149,150,150,J.J. Killeen,101,71.45,3644,51
150,T151,T151,Rickie Fowler,84,71.49,3360,47
151,T151,T151,George McNeill,85,71.49,3646,51
152,T151,T151,"Ted Potter, Jr.",77,71.49,2788,39
153,154,154,Chez Reavie,83,71.5,3003,42
154,155,155,Miguel Angel Carballo,73,71.51,2789,39
155,156,156,Matt Jones,53,71.52,1788,25
156,157,157,Tim Clark,60,71.54,1860,26
157,T158,T158,Ryo Ishikawa,54,71.62,1862,26
158,T158,T158,D.J. Trahan,73,71.62,2650,37
159,160,160,Edward Loar,59,71.65,2221,31
160,161,161,Matt Bettencourt,80,71.66,2938,41
161,162,162,Roland Thatcher,55,71.67,1935,27
162,163,163,Billy Hurley III,70,71.68,2724,38
163,164,164,Ángel Cabrera,54,71.69,2079,29
164,165,165,Michael Bradley,63,71.7,2653,37
165,T166,T166,Erik Compton,81,71.73,2941,41
166,T166,T166,Nick O'Hern,78,71.73,2869,40
167,T166,T166,Andres Romero,68,71.73,2367,33
168,T166,T166,Scott Stallings,78,71.73,2869,40
169,T170,T170,Marco Dawson,60,71.76,2440,34
170,T170,T170,Mark Wilson,84,71.76,3301,46
171,172,172,Tommy Biershenk,74,71.8,2872,40
172,173,173,Bobby Gates,87,71.81,3088,43
173,174,174,Brendan Steele,77,71.82,3232,45
174,175,175,Kyle Thompson,51,71.83,1724,24
175,176,176,Colt Knost,79,71.88,3019,42
176,177,177,Robert Allenby,76,71.9,2948,41
177,178,178,Robert Karlsson,54,71.91,2373,33
178,179,179,Stephen Ames,54,71.92,1870,26
179,180,180,Steve Wheatcroft,56,71.96,1799,25
180,181,181,Alexandre Rocha,62,71.97,2303,32
181,182,182,Troy Matteson,100,71.98,3743,52
182,183,183,Jhonattan Vegas,77,72.0,3096,43
183,184,184,Sangmoon Bae,81,72.12,2957,41
184,185,185,Stewart Cink,71,72.31,2603,36
185,186,186,Harrison Frazar,56,72.33,1736,24
186,187,187,Justin Leonard,79,72.35,3111,43
187,188,188,Cameron Beckman,81,72.41,3186,44
188,189,189,Trevor Immelman,76,72.58,2903,40
189,190,190,Stephen Gangluff,57,72.59,1960,27
190,191,191,Sung Kang,75,72.71,2763,38
